Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet
58635,	37957,	4209,	6478,	25690,	9304,	
59636,	37463,	4153,	6368,	24934,	9242,	
60659,	20723,	1535,	6772,	9432,	9710,	
61659,	32081,	3190,	7564,	25568,	9507,	
62660,	33012,	3284,	7579,	25779,	9511,	
63661,	31691,	3120,	7342,	24997,	9308,	
64663,	32657,	3213,	7612,	26219,	9462,	
65664,	31968,	3152,	7328,	25223,	9285,	
66665,	32292,	3176,	7534,	25424,	9285,	
67666,	32139,	3169,	7545,	25145,	9388,	
68667,	31639,	3123,	7355,	25338,	9495,	
69668,	31921,	3128,	7497,	26010,	9555,	
70669,	18214,	1099,	7523,	8992,	9420,	
71670,	30209,	2883,	7617,	25417,	9231,	
72672,	31367,	3018,	7697,	26051,	9394,	
73674,	30609,	2914,	7672,	25557,	9451,	
74675,	30040,	2857,	7621,	25448,	9302,	
75676,	30170,	2849,	7673,	25189,	9533,	
76677,	30543,	2894,	7778,	25460,	9516,	
77678,	29816,	2830,	7664,	25085,	9208,	
78679,	31346,	3011,	7778,	25979,	9517,	
79680,	30190,	2836,	7761,	25581,	9472,	
80681,	17974,	1021,	7789,	8914,	9455,	
81682,	24223,	1662,	9163,	25551,	9503,	
82683,	23430,	1607,	8804,	25102,	9064,	
83684,	23883,	1655,	9066,	25258,	9271,	
84685,	23279,	1570,	8937,	25248,	9398,	
85686,	23826,	1667,	8893,	25493,	9419,	
86687,	24726,	1715,	9279,	26261,	9815,	
87688,	23665,	1627,	8967,	25746,	9367,	
88689,	23947,	1675,	8815,	25061,	9350,	
89690,	24220,	1717,	8862,	25726,	9604,	
90691,	16457,	554,	9197,	7881,	9701,	
91693,	19972,	1033,	9413,	24969,	9398,	
92694,	20883,	1083,	9828,	26112,	9534,	
93695,	19961,	1037,	9443,	25074,	9296,	
94697,	20147,	1034,	9542,	25378,	9199,	
95698,	21116,	1084,	9998,	26285,	9738,	
96699,	20477,	1072,	9653,	25217,	9306,	
97700,	20189,	1053,	9512,	24977,	9396,	
98701,	20229,	1041,	9598,	25582,	9515,	
99702,	19883,	981,	9660,	25489,	9466,	
100742,	15910,	290,	10278,	7757,	10066,	
101743,	16182,	415,	10025,	26930,	7943,	
102744,	16638,	388,	10430,	28055,	8189,	
103745,	16546,	420,	10199,	26941,	7989,	
104746,	16395,	414,	10172,	26867,	7879,	
105747,	16088,	398,	10090,	26532,	7896,	
106748,	16728,	438,	10202,	26601,	7670,	
107749,	16759,	444,	10312,	27216,	7908,	
108750,	16647,	440,	10191,	26753,	7922,	
109751,	16883,	432,	10490,	27597,	8000,	
110766,	15114,	104,	10879,	6890,	8300,	
111767,	16626,	432,	10199,	26840,	7924,	
112768,	16767,	390,	10469,	27330,	7988,	
113769,	16482,	388,	10377,	27254,	8213,	
114770,	15509,	394,	9607,	25657,	7484,	
115771,	17108,	458,	10480,	27244,	8315,	
116772,	16017,	404,	9911,	25633,	7530,	
117773,	16499,	406,	10253,	27236,	8032,	
118774,	16536,	422,	10196,	26992,	7912,	
119775,	16727,	400,	10400,	27016,	8131,	
120786,	14821,	114,	10521,	6854,	8245,	
121787,	16244,	436,	9983,	26866,	7979,	
122788,	16290,	408,	10146,	26684,	7954,	
123789,	16766,	422,	10388,	27407,	7905,	
124792,	16263,	412,	10063,	26356,	7712,	
125793,	16096,	418,	9963,	26284,	7837,	
126794,	16113,	396,	10004,	26216,	7815,	
127795,	16549,	430,	10197,	26758,	8024,	
128796,	17419,	492,	10620,	27850,	8217,	
129797,	16906,	422,	10561,	27388,	8281,	
130805,	14953,	92,	10772,	5757,	8169,	
131805,	16627,	412,	10334,	27067,	7976,	
132806,	16772,	418,	10427,	27868,	8295,	
133807,	16277,	390,	10084,	26807,	7744,	
134808,	16546,	412,	10254,	27192,	8118,	
135809,	16584,	400,	10416,	26545,	8018,	
136810,	16941,	408,	10548,	27533,	8122,	
137811,	16022,	392,	10091,	26559,	7779,	
138812,	16782,	466,	10220,	26760,	7867,	
139813,	16238,	410,	10138,	26646,	7729,	
140814,	14351,	102,	10199,	6290,	7752,	
141815,	16462,	421,	10080,	26629,	7868,	
142816,	17016,	439,	10482,	27569,	8209,	
143817,	16979,	430,	10446,	27338,	8106,	
144818,	16372,	422,	10010,	26304,	7801,	
145819,	16744,	430,	10350,	26851,	7933,	
146820,	16071,	394,	10015,	26607,	7895,	
147821,	16754,	426,	10364,	27405,	7896,	
148822,	16761,	409,	10399,	26953,	7935,	
149823,	16599,	447,	10185,	26461,	7948,	
150824,	14445,	71,	10504,	5683,	8171,	
151825,	14347,	0,	10899,	27294,	7896,	
152826,	14032,	0,	10659,	26602,	7885,	
153827,	13768,	0,	10394,	26873,	7847,	
154828,	13818,	0,	10569,	26707,	7738,	
155829,	13935,	0,	10583,	26661,	7986,	
156831,	13972,	0,	10671,	27061,	8093,	
157833,	13948,	0,	10702,	26811,	8056,	
158833,	13974,	0,	10628,	26870,	7717,	
159834,	14255,	0,	10813,	27420,	8048,	
160835,	13822,	0,	10557,	5845,	8255,	
161836,	13672,	0,	10457,	26928,	7878,	
162837,	14112,	0,	10684,	26578,	7805,	
163839,	14006,	0,	10676,	26935,	7866,	
164840,	14206,	0,	10811,	27659,	8098,	
165841,	13887,	0,	10581,	26470,	7788,	
166842,	14046,	0,	10660,	26657,	8026,	
167843,	14131,	0,	10644,	26907,	7882,	
168844,	14300,	0,	10906,	27806,	8247,	
169846,	13700,	0,	10402,	26788,	7831,	
170847,	13971,	0,	10673,	5555,	7988,	
171848,	13987,	0,	10635,	26496,	7615,	
172849,	13594,	0,	10364,	26606,	7820,	
173851,	14092,	0,	10708,	27368,	8091,	
174852,	13752,	0,	10432,	26917,	8034,	
175853,	13762,	0,	10476,	26584,	7796,	
176854,	13887,	0,	10615,	26888,	7961,	
177855,	14459,	0,	10975,	27805,	8189,	
178856,	13960,	0,	10640,	27267,	7955,	
179857,	14486,	0,	11058,	27776,	8385,	
180858,	14834,	0,	11308,	5601,	8190,	
181859,	13920,	0,	10614,	26440,	7894,	
182860,	13802,	0,	10560,	26828,	8068,	
183861,	13751,	0,	10549,	26718,	7631,	
184862,	13522,	0,	10230,	26078,	7763,	
185863,	13920,	0,	10566,	26663,	7905,	
186864,	14141,	0,	10781,	27049,	7906,	
187865,	13949,	0,	10600,	26844,	7910,	
188866,	13927,	0,	10595,	26477,	7878,	
189867,	14219,	0,	10836,	27665,	8442,	
190868,	14480,	0,	11104,	5826,	8281,	
191869,	13814,	0,	10568,	26589,	7945,	
192871,	13820,	0,	10554,	26914,	7974,	
193872,	14529,	0,	11061,	27587,	8274,	
194873,	14029,	0,	10757,	27182,	7995,	
195874,	13708,	0,	10490,	26942,	7919,	
196876,	13767,	0,	10460,	26644,	7675,	
197877,	13703,	0,	10438,	26716,	7756,	
198878,	13970,	0,	10655,	26771,	7867,	
199879,	14500,	0,	10947,	27437,	8089,	
200880,	14448,	0,	10942,	6043,	7947,	
201881,	13880,	0,	10554,	26582,	7974,	
202882,	14303,	0,	10992,	27899,	8174,	
203883,	14687,	0,	11174,	27674,	8070,	
204884,	13790,	0,	10494,	26869,	7753,	
205885,	13825,	0,	10517,	26469,	7612,	
206886,	14063,	0,	10685,	27363,	7938,	
207888,	13834,	0,	10607,	26956,	7905,	
208889,	13542,	0,	10370,	26539,	7899,	
209890,	14002,	0,	10697,	27128,	7826,	
210891,	14223,	0,	10892,	5512,	8150,	
211892,	13951,	0,	10694,	27019,	8065,	
212893,	13721,	0,	10494,	26570,	7703,	
213895,	14491,	0,	10979,	27576,	8218,	
214896,	13763,	0,	10413,	26612,	7892,	
215897,	13951,	0,	10575,	27042,	7886,	
216898,	13843,	0,	10553,	26201,	7934,	
217899,	13685,	0,	10457,	26447,	7874,	
218900,	13889,	0,	10596,	26925,	7918,	
219901,	13570,	0,	10374,	26655,	7774,	
220902,	14642,	0,	11007,	5264,	8211,	
221904,	13888,	0,	10708,	26819,	8031,	
222905,	14394,	0,	10928,	27064,	8005,	
223906,	14038,	0,	10652,	26503,	7758,	
224909,	13978,	0,	10714,	26905,	7965,	
225910,	13761,	0,	10503,	26664,	7803,	
226912,	13794,	0,	10538,	26662,	7960,	
227913,	13880,	0,	10549,	26363,	7777,	
228914,	14040,	0,	10703,	27102,	8133,	
229915,	13885,	0,	10561,	26799,	7799,	
230917,	14344,	0,	10884,	5616,	8252,	
231926,	13841,	0,	10489,	26614,	7863,	
232927,	14111,	0,	10692,	26556,	7821,	
233928,	13787,	0,	10505,	27048,	7930,	
234929,	13890,	0,	10567,	27120,	7912,	
235930,	13801,	0,	10611,	26760,	7910,	
236931,	14079,	0,	10679,	27130,	7750,	
237932,	13692,	0,	10526,	27013,	7894,	
238933,	13974,	0,	10576,	26931,	7960,	
239934,	13836,	0,	10554,	26439,	7915,	
240935,	14570,	0,	11176,	6130,	8343,	
241936,	14105,	0,	10730,	27245,	8032,	
242937,	13755,	0,	10465,	27017,	7809,	
243938,	13708,	0,	10468,	26943,	7623,	
244939,	13911,	0,	10612,	26267,	7917,	
245941,	14141,	0,	10823,	26793,	7976,	
246941,	14036,	0,	10660,	26484,	7897,	
247942,	13800,	0,	10574,	27028,	7995,	
248943,	14067,	0,	10669,	26615,	7722,	
249944,	13899,	0,	10613,	26597,	7785,	
250945,	14009,	0,	10676,	6205,	8106,	
251946,	13975,	0,	10712,	26734,	7668,	
252947,	14152,	0,	10738,	27163,	8044,	
253948,	13975,	0,	10541,	26794,	7829,	
254949,	14176,	0,	10820,	27515,	8028,	
255950,	13753,	0,	10471,	26288,	7775,	
256951,	14094,	0,	10752,	26996,	7917,	
257952,	13802,	0,	10536,	26501,	7789,	
258953,	13617,	0,	10416,	26624,	8034,	
259954,	13802,	0,	10499,	26904,	7726,	
260955,	14568,	0,	11120,	6218,	8319,	
261956,	13813,	0,	10523,	26461,	7865,	
262957,	14499,	0,	11031,	27453,	8235,	
263958,	14121,	0,	10696,	26851,	7866,	
264959,	13955,	0,	10656,	26943,	7879,	
265960,	14207,	0,	10765,	27303,	8144,	
266961,	13975,	0,	10648,	26661,	7811,	
267962,	14064,	0,	10701,	26568,	7823,	
268963,	13781,	0,	10497,	26717,	7848,	
269964,	14036,	0,	10760,	27119,	8029,	
270965,	14009,	0,	10689,	6460,	7992,	
271966,	13603,	0,	10396,	26530,	8017,	
272967,	14082,	0,	10651,	26735,	7970,	
273968,	13773,	0,	10531,	26418,	8012,	
274969,	14303,	0,	10770,	27108,	7975,	
275970,	13733,	0,	10528,	26775,	7843,	
276971,	14041,	0,	10655,	26680,	7929,	
277972,	14125,	0,	10722,	27139,	7936,	
278973,	14015,	0,	10618,	27171,	7889,	
279974,	13951,	0,	10619,	26783,	7762,	
280975,	14135,	0,	10764,	6260,	7868,	
281976,	13708,	0,	10492,	26513,	7827,	
282977,	13955,	0,	10601,	26787,	7943,	
283978,	13953,	0,	10650,	26744,	7873,	
284979,	14265,	0,	10795,	27600,	8210,	
285980,	14149,	0,	10817,	27010,	8082,	
286981,	13818,	0,	10552,	26476,	7680,	
287982,	14325,	0,	10969,	27270,	8022,	
288983,	13553,	0,	10322,	26274,	7597,	
289984,	14309,	0,	10924,	27360,	8144,	
290985,	14549,	0,	11033,	5943,	8153,	
291986,	14289,	0,	10916,	27323,	8278,	
292987,	14555,	0,	11072,	28256,	8287,	
293988,	14160,	0,	10813,	27394,	7908,	
294989,	14473,	0,	11047,	28075,	8215,	
295990,	14550,	0,	10982,	28187,	8393,	
296991,	13915,	0,	10573,	26545,	7914,	
297992,	13540,	0,	10317,	25789,	7654,	
298993,	14487,	0,	11001,	27837,	8043,	
299994,	14457,	0,	11020,	28821,	8123,	
