Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
4172,	8657,	1538,	0,	1924,	0,	0,	
6500,	141508,	24906,	0,	31103,	0,	0,	
8955,	159319,	28029,	0,	35015,	0,	0,	
10988,	95923,	16881,	10,	21092,	9,	1,	
13133,	186276,	32775,	68,	40981,	68,	1,	
15264,	184974,	32554,	67,	40656,	67,	1,	
17322,	179328,	31548,	65,	39408,	65,	1,	
19406,	181084,	31865,	66,	39877,	66,	1,	
21470,	53220,	9321,	58,	11643,	58,	1,	
23608,	0,	0,	68,	0,	68,	1,	
25626,	39547,	3294,	11232,	7283,	10928,	30,	
27649,	86053,	7028,	24533,	15660,	23738,	30,	
29672,	86512,	7060,	24672,	15774,	23924,	30,	
31754,	46809,	1108,	21316,	2447,	20583,	30,	
33809,	45418,	0,	23850,	0,	23109,	30,	
35842,	59255,	0,	26991,	0,	29070,	29,	
37892,	86498,	0,	32029,	0,	40030,	29,	
39933,	85959,	0,	31837,	0,	39764,	29,	
41967,	84937,	0,	31447,	0,	39302,	29,	
44010,	86072,	0,	31877,	0,	39813,	29,	
46041,	86101,	0,	31898,	0,	39859,	29,	
48062,	85631,	0,	31702,	0,	39607,	29,	
50090,	83666,	0,	30983,	0,	38726,	29,	
52109,	85176,	0,	31547,	0,	39440,	29,	
54127,	85955,	0,	31846,	0,	39781,	29,	
56144,	84536,	0,	31294,	0,	39071,	29,	
58164,	85359,	0,	31618,	0,	39497,	29,	
60265,	86190,	0,	31917,	0,	39882,	29,	
62283,	70512,	0,	26117,	0,	32646,	29,	
64312,	85790,	0,	31747,	0,	39739,	29,	
66333,	85713,	0,	31766,	0,	39623,	29,	
68363,	85681,	0,	31712,	0,	39635,	29,	
70405,	83371,	0,	30882,	0,	38578,	29,	
72435,	72134,	0,	26713,	0,	33368,	29,	
74462,	81091,	0,	30033,	0,	37504,	29,	
76514,	87172,	0,	32272,	0,	40364,	29,	
78565,	87235,	0,	32316,	0,	40391,	29,	
80590,	84618,	0,	31325,	0,	39147,	29,	
82596,	84833,	0,	31427,	0,	39213,	29,	
84623,	85768,	0,	31759,	0,	39736,	29,	
86641,	85223,	0,	31557,	0,	39404,	29,	
88663,	84366,	0,	31240,	0,	39078,	29,	
90680,	84628,	0,	31341,	0,	39133,	29,	
92711,	86343,	0,	31973,	0,	39950,	29,	
94732,	85211,	0,	31568,	0,	39489,	29,	
96755,	85815,	0,	31789,	0,	39700,	29,	
98771,	85349,	0,	31589,	0,	39480,	29,	
100810,	84367,	0,	31254,	0,	39069,	29,	
102834,	85699,	0,	31712,	0,	39636,	29,	
104858,	83649,	0,	30979,	0,	38709,	29,	
106875,	85166,	0,	31533,	0,	39419,	29,	
108883,	84935,	0,	31466,	0,	39307,	29,	
110909,	83177,	0,	30799,	0,	38410,	29,	
112926,	85155,	0,	31532,	0,	39377,	29,	
114952,	85374,	0,	31600,	0,	39509,	29,	
116957,	85176,	0,	31550,	0,	39436,	29,	
118990,	85966,	0,	31841,	0,	39793,	29,	
121046,	85958,	0,	31826,	0,	39746,	29,	
123067,	85103,	0,	31522,	0,	39404,	29,	
125131,	86566,	0,	32049,	0,	40033,	29,	
127161,	85589,	0,	31699,	0,	39580,	29,	
129194,	85750,	0,	31758,	0,	39699,	29,	
131209,	83947,	0,	31091,	0,	38821,	29,	
133266,	87302,	0,	32337,	0,	40392,	29,	
135333,	78824,	0,	29199,	0,	36478,	29,	
137367,	86196,	0,	31920,	0,	39903,	29,	
139383,	83825,	0,	31038,	0,	38791,	29,	
141394,	84955,	0,	31469,	0,	39277,	29,	
143409,	85500,	0,	31662,	0,	39533,	29,	
145451,	87074,	0,	32238,	0,	40338,	29,	
147459,	85181,	0,	31537,	0,	39354,	29,	
149522,	86847,	0,	32159,	0,	40201,	29,	
151535,	84858,	0,	31422,	0,	39284,	29,	
153557,	85585,	0,	31711,	0,	39611,	29,	
155574,	84974,	0,	31477,	0,	39329,	29,	
157613,	86071,	0,	31865,	0,	39801,	29,	
159662,	86292,	0,	31962,	0,	39946,	29,	
161716,	81815,	0,	30307,	0,	37898,	29,	
