N, C1,C2,C, STD C1, STD C2, STD C, 
87,39.46757716647183,23.842738811424894,31.655157988948364,10.448070406694686,6.3067416064930955,5.803846316547884,
88,43.01980903983543,24.158598990807455,33.58920401532145,11.929922947843536,5.522157874733876,5.476090937414114,
89,41.884016097590596,24.4847442286868,33.18438016313869,8.919113792922886,7.225569644359306,5.118445685147684,
90,44.7701574211432,24.308972503261224,34.539564962202206,10.81556982292376,7.128329422316215,5.350127965230884,
91,44.70962373937203,23.917533827263707,34.31357878331786,10.717118629904638,6.847582640018723,5.452219446313408,
92,45.810823830528804,24.621154867031983,35.21598934878041,11.400813472031121,5.878515146718685,5.443589906595957,
93,46.31930638447177,25.9319975270517,36.12565195576175,10.385446933184909,6.769987505182392,5.749543352694976,
94,49.293927083243354,24.518818535917095,36.906372809580205,12.988035389554236,6.5387495433953715,6.106228859255434,
95,49.63074178414641,25.094091154287625,37.36241646921703,12.534398370838417,7.0411451788426636,5.9018332484881455,
96,52.573412528988264,27.01334747682354,39.793380002905884,12.265541013641773,8.088731181407574,5.785913151306152,
97,54.79562675237038,26.170380374973387,40.48300356367188,13.114773601093187,7.603606918593029,6.328459939740781,
98,53.93095071865264,26.470443838677657,40.200697278665146,13.330444034320367,8.041805865615293,6.511002911415417,
99,57.50671124720789,26.61032791365535,42.058519580431614,12.442913387785696,7.039072072499848,5.671121309155284,
