N, C1,C2,C, STD C1, STD C2, STD C, 
83,0.01098891320398394,38.309637963097785,19.160313438150883,0.10933830585419076,16.400390848267623,8.20955504154297,
84,0.033716774079715496,39.64954917882236,19.841632976451038,0.3354776662907905,17.600691910816245,8.786954890300418,
85,0.06124268117476451,39.486705142182025,19.773973911678397,0.3664330122932538,18.43890629670835,9.237617989021832,
86,0.02781687251576262,41.545192101253676,20.78650448688472,0.2767743869278026,21.101681808416398,10.570388517633592,
87,0.04914490418299081,39.90297583482183,19.97606036950241,0.3946411586244086,19.520890850765475,9.76307771768439,
88,0.0713182657671111,40.17067140824282,20.120994837004968,0.5096395111265503,18.802925634379722,9.43310741031551,
89,0.025408762010580545,40.328581162933375,20.176994962471976,0.1812468180586724,19.294446742480716,9.651608910990614,
90,0.2620479891803155,45.540648271278954,22.901348130229632,1.0916906425315642,17.189671132567085,8.6728182895642,
91,0.19858581746385198,45.111479105209185,22.65503246133652,1.012108002184496,19.937818884307863,10.026632737405997,
92,0.1962851702597751,46.24831938752731,23.222302278893544,1.3516508002926146,18.51499375223064,9.350538765476468,
93,0.05103394941154991,46.02604503474994,23.038539492080744,0.2569181379485681,20.50307195716334,10.274488020916465,
94,0.18613313523933414,48.25472081431482,24.22042697477708,0.7549416403686291,20.22078125562934,10.124897411075551,
95,0.02585766603300037,45.57882126146631,22.802339463749657,0.2572805285573393,17.680733231306267,8.852550716921954,
96,0.10511228078357558,47.55690579186265,23.831009036323117,0.4307166364385069,20.200570012319883,10.10482184208136,
97,0.11030567037376553,47.03652044595703,23.573413058165393,0.3984793304262602,19.77976400310664,9.907951471652147,
98,0.3184177722865986,49.83028503851737,25.07435140540198,1.2704560058433465,21.22378330025366,10.742282021649128,
99,0.10714866025812565,45.574758474338545,22.840953567298335,0.8127882289428039,19.46667775831085,9.849584858810381,
