N, C1,C2,C, STD C1, STD C2, STD C, 
10,0.0,1.2933428502062108,0.6466714251031054,0.0,2.034166265154549,1.0170831325772745,
11,0.0,2.0340123968807013,1.0170061984403507,0.0,2.8016371814087684,1.4008185907043842,
12,0.0,2.410664655606117,1.2053323278030585,0.0,3.001153689883773,1.5005768449418866,
13,0.0,2.4492915477136292,1.2246457738568146,0.0,3.1884529087992686,1.5942264543996343,
14,0.0,2.9505293785205025,1.4752646892602512,0.0,3.206200741065341,1.6031003705326705,
15,0.0,3.308864212840712,1.654432106420356,0.0,3.665757023600048,1.832878511800024,
16,0.0,4.4535356740972505,2.2267678370486252,0.0,4.656906372054671,2.3284531860273354,
17,0.0,4.127494205936815,2.0637471029684074,0.0,4.0865721993774144,2.0432860996887072,
18,0.0,5.44536072686078,2.72268036343039,0.0,4.919326322740226,2.459663161370113,
19,0.0,5.2004206076885895,2.6002103038442947,0.0,5.439278430598896,2.719639215299448,
20,0.0,5.456399385853693,2.7281996929268466,0.0,4.9709281550853746,2.4854640775426873,
21,0.0,5.694399810685655,2.8471999053428276,0.0,5.336546930935214,2.668273465467607,
22,0.0,6.734909683135063,3.3674548415675316,0.0,6.357164712238136,3.178582356119068,
23,0.0,5.916179724562353,2.9580898622811764,0.0,5.7165901483964685,2.8582950741982343,
24,0.0,7.3205500998214905,3.6602750499107453,0.0,6.112024789574304,3.056012394787152,
25,0.0,7.027066379119935,3.5135331895599675,0.0,6.39555619188926,3.19777809594463,
26,0.0,8.195643479014155,4.0978217395070775,0.0,6.443391662609748,3.221695831304874,
27,0.0,8.223340651097194,4.111670325548597,0.0,6.3216491072917815,3.1608245536458908,
28,0.0,9.263033809339591,4.6315169046697955,0.0,7.171885655093613,3.5859428275468064,
29,0.0,8.288054991473672,4.144027495736836,0.0,6.866001314222583,3.4330006571112914,
30,0.0,11.072631714034301,5.536315857017151,0.0,7.346329395611613,3.6731646978058063,
31,0.0,10.652568027851908,5.326284013925954,0.0,8.283770523963433,4.141885261981717,
32,0.0,10.425135107615626,5.212567553807813,0.0,8.689117061383282,4.344558530691641,
33,0.0,11.422808672118153,5.7114043360590765,0.0,7.738252600727499,3.8691263003637495,
34,0.0,10.855672890264493,5.427836445132247,0.0,8.553278829038032,4.276639414519016,
35,0.0,12.840460672976034,6.420230336488017,0.0,8.1770870893256,4.0885435446628,
36,0.0,12.777165492098389,6.388582746049194,0.0,7.96554553415896,3.98277276707948,
37,0.0,12.989511909227126,6.494755954613563,0.0,8.578837590452416,4.289418795226208,
38,0.0,14.226235186466992,7.113117593233496,0.0,10.438156467998317,5.219078233999158,
39,0.0,13.708407731647315,6.854203865823657,0.0,9.623071581509093,4.811535790754546,
40,0.0,15.403483065919048,7.701741532959524,0.0,9.727877333144017,4.863938666572008,
41,0.0,14.596848820503066,7.298424410251533,0.0,8.917761187988859,4.458880593994429,
42,0.0,17.16904030348745,8.584520151743725,0.0,10.452664519025188,5.226332259512594,
43,0.0,16.51043814613211,8.255219073066055,0.0,10.001490925072131,5.000745462536066,
44,0.0,17.502005944158082,8.751002972079041,0.0,11.115055103634246,5.557527551817123,
45,0.0,18.222273251842456,9.111136625921228,0.0,11.387632695721395,5.693816347860698,
46,0.0,17.71119030498596,8.85559515249298,0.0,11.065645284233895,5.5328226421169475,
47,0.0,21.29845575835428,10.64922787917714,0.0,10.674230318340308,5.337115159170154,
48,0.0,20.752501823124767,10.376250911562384,0.0,11.42655323845785,5.713276619228925,
49,0.0,19.14347606440376,9.57173803220188,0.0,11.564258528747466,5.782129264373733,
50,0.0,22.31935681712986,11.15967840856493,0.0,11.570875039802448,5.785437519901224,
51,0.0,21.65421754450016,10.82710877225008,0.0,12.439392607191433,6.2196963035957165,
52,0.0,22.202114420116054,11.101057210058027,0.0,12.731631567040289,6.365815783520144,
53,0.0,22.779840087865846,11.389920043932923,0.0,12.57919621867117,6.289598109335585,
54,0.0,21.012409005708648,10.506204502854324,0.0,11.681855457808538,5.840927728904269,
55,0.0,22.254611719485265,11.127305859742632,0.0,12.643268962579262,6.321634481289631,
56,0.0,24.399940649089558,12.199970324544779,0.0,14.168721161053217,7.084360580526608,
57,0.0,22.966529576086653,11.483264788043327,0.0,12.18082853379927,6.090414266899635,
58,0.0,27.261919693270684,13.630959846635342,0.0,12.318304666204162,6.159152333102081,
59,0.0,24.88237690459833,12.441188452299166,0.0,13.970766656199647,6.985383328099823,
60,0.0,29.185581250493737,14.592790625246868,0.0,15.563374705588418,7.781687352794209,
61,0.0,25.73377137068494,12.86688568534247,0.0,13.122934407300605,6.561467203650302,
62,0.0,26.353897599034322,13.176948799517161,0.0,12.595227963438807,6.297613981719404,
63,0.0,27.881840842329222,13.940920421164611,0.0,14.16414515883771,7.082072579418855,
64,0.0,28.018506545639966,14.009253272819983,0.0,15.269599814030842,7.634799907015421,
65,0.0,27.99569594429443,13.997847972147214,0.0,13.892376319667765,6.946188159833882,
66,0.0,27.532399991447377,13.766199995723689,0.0,14.208275381640117,7.104137690820059,
67,0.0,29.533200372939078,14.766600186469539,0.0,15.0967029592923,7.54835147964615,
68,0.0,27.196873052878928,13.598436526439464,0.0,13.247719327530135,6.623859663765067,
69,0.0,31.059599704832245,15.529799852416122,0.0,15.080970789732762,7.540485394866381,
70,0.0,31.504395973623385,15.752197986811693,0.0,16.51319886204069,8.256599431020344,
71,0.0,31.036164249127506,15.518082124563753,0.0,17.14715101237976,8.57357550618988,
72,0.0,33.42089396244657,16.710446981223285,0.0,17.575236903078224,8.787618451539112,
73,0.0,32.84072594207569,16.420362971037846,0.0,16.091269522488524,8.045634761244262,
74,0.09318471732426759,36.162405551857844,18.127795134591054,0.6805965801276194,17.220210128024657,8.658288735117726,
75,0.0,33.772972197037255,16.886486098518628,0.0,16.950225067782483,8.475112533891242,
76,0.02153397241532545,34.859091155839316,17.44031256412732,0.21426032024249322,18.69661411561237,9.350988769589307,
77,0.0,35.391608120382195,17.695804060191097,0.0,16.755777380952633,8.377888690476317,
78,0.04669601714746808,36.99614258034869,18.52141929874808,0.3268762950830182,18.05704302207468,9.050980524906208,
79,0.04011422537854084,37.932395873245596,18.986255049312067,0.28661004977761345,18.443882731212625,9.245973940257223,
80,0.06466117356253533,37.516766558746234,18.790713866154384,0.5211362959434815,15.291543287120586,7.650570972986237,
81,0.029326501522790878,38.756642438888086,19.392984470205437,0.2917950058946517,17.15173646025241,8.581602798437709,
82,0.011641952174671672,36.319537588265895,18.16558977022028,0.11583596157194403,20.008297564825234,10.003217246672966,
