N, C1,C2,C, STD C1, STD C2, STD C, 
10,0.0,2.115931847564424,1.057965923782212,0.0,2.1140420552188455,1.0570210276094227,
11,0.0,2.167898403857724,1.083949201928862,0.0,2.17683549726516,1.08841774863258,
12,0.0,3.261285774998243,1.6306428874991215,0.0,2.722425333843966,1.361212666921983,
13,0.0,3.669461624470849,1.8347308122354244,0.0,3.1327347060120734,1.5663673530060367,
14,0.0,3.735546735817171,1.8677733679085855,0.0,3.4168319220935834,1.7084159610467917,
15,0.0,4.0484743610014355,2.0242371805007178,0.0,3.061108010316149,1.5305540051580746,
16,0.0,3.836570718149974,1.918285359074987,0.0,2.797194866978793,1.3985974334893965,
17,0.0,4.133703033543906,2.066851516771953,0.0,3.5138030472931896,1.7569015236465948,
18,0.0,5.489378380623221,2.7446891903116106,0.0,3.817687634684511,1.9088438173422555,
19,0.0,5.5203966364685195,2.7601983182342598,0.0,3.4443078613296243,1.7221539306648121,
20,0.0,6.438266834950642,3.219133417475321,0.0,4.2796802588141185,2.1398401294070593,
21,0.0,5.721385174313359,2.8606925871566795,0.0,3.9853285555329983,1.9926642777664991,
22,0.0,6.644223784643773,3.3221118923218866,0.0,4.5174293702638115,2.2587146851319058,
23,0.0,6.959935631119192,3.479967815559596,0.0,4.626549185775898,2.313274592887949,
24,0.0,7.120592950312463,3.5602964751562314,0.0,4.592610190563397,2.2963050952816983,
25,0.0,8.204725950135508,4.102362975067754,0.0,4.780595620646633,2.3902978103233163,
26,0.0,7.95300091081863,3.976500455409315,0.0,4.778720789408123,2.3893603947040614,
27,0.0,9.920862921262533,4.960431460631266,0.0,4.832229521678899,2.4161147608394495,
28,0.0,9.72765627719006,4.86382813859503,0.0,5.087804868058228,2.543902434029114,
29,0.0,10.508577317609522,5.254288658804761,0.0,5.309038220653892,2.654519110326946,
30,0.0,10.205276131161142,5.102638065580571,0.0,5.0882208832778995,2.5441104416389497,
31,0.0,11.302622593374696,5.651311296687348,0.0,5.509092475777475,2.7545462378887375,
32,0.0,10.946855492979743,5.473427746489872,0.0,5.563953147031069,2.7819765735155344,
33,0.0,11.042191498300978,5.521095749150489,0.0,6.274728978541037,3.1373644892705186,
34,0.0,13.23075459040106,6.61537729520053,0.0,6.052699641397898,3.026349820698949,
35,0.0,13.230961688347328,6.615480844173664,0.0,5.452487597955164,2.726243798977582,
36,0.0,13.974416337530197,6.987208168765099,0.0,6.035885635508888,3.017942817754444,
37,0.0,15.264694759146712,7.632347379573356,0.0,5.5899695295155425,2.7949847647577712,
38,0.0,15.572947800885451,7.786473900442726,0.0,6.172291663928677,3.0861458319643384,
39,0.0,16.31834606468211,8.159173032341055,0.0,5.982488149063018,2.991244074531509,
40,0.01639177078883442,15.93106271854522,7.973727244667028,0.16309606006821517,6.083235363176389,3.029886979192043,
41,0.0,16.05374644774283,8.026873223871416,0.0,6.464933508482136,3.232466754241068,
42,0.0,16.775457242862426,8.387728621431213,0.0,7.19614454475523,3.598072272377615,
43,0.013562028734125563,16.802942395663298,8.40825221219871,0.13494048212133963,6.895612606136192,3.4363209128605408,
44,0.0,19.097613606100534,9.548806803050267,0.0,7.0484169822686,3.5242084911343,
45,0.0,18.239050556160358,9.119525278080179,0.0,7.413744958710896,3.706872479355448,
46,0.012537647663342638,17.717928343299953,8.865232995481648,0.12474801915895094,7.376052680875065,3.678672448310464,
47,0.05550447061688999,19.690008218523097,9.872756344569993,0.28754299568622455,7.555011387387449,3.77192502819073,
48,0.17009895371905087,19.124859967023095,9.647479460371075,1.0890619495531237,6.7494963072609835,3.4466731533524633,
49,0.20114162968342952,19.821148699824004,10.011145164753716,0.8918484782072038,6.784106275380664,3.3392985074865034,
50,0.26665494768357706,20.73624239827669,10.501448672980132,1.1136509011037046,7.1764772910180445,3.4851616532381056,
51,0.12293199318803495,21.645625482637932,10.884278737912982,0.673682351152992,7.698644776701451,3.8301220538617193,
52,0.38473268058676985,21.495005961289593,10.939869320938183,1.5320461951417101,8.392294498942842,4.162045558598837,
53,0.11861824785692637,23.281191303660616,11.699904775758771,0.5286269160965005,8.106966642146771,4.012190387308753,
54,0.24549816182223602,22.98997219749707,11.617735179659654,0.8411617064025182,9.208835780998772,4.587620921009749,
55,0.590761024451567,21.34754541171592,10.969153218083745,1.8085628176494448,7.030984360818367,3.552867766959481,
56,0.5257917102284917,22.979598835514185,11.752695272871335,1.562594248450409,9.0166063320216,4.563433510054201,
57,0.45835750617342513,24.74406669459099,12.601212100382211,1.2167982145115015,7.233071929148666,3.6435144822244356,
58,0.8704349590120902,23.797054473346083,12.333744716179085,2.0275939191548296,8.188471561087264,4.142864617156858,
59,0.9614136570448153,25.05412407018126,13.007768863613038,2.323492870104288,9.290618820565578,4.6421515192449,
60,1.2722349872582621,25.112692081362816,13.19246353431054,2.3867109549974512,7.847352589279032,4.007164887707195,
61,0.8650303731172865,25.60989256261202,13.237461467864655,1.7787626027604835,9.013381560781756,4.553936669503015,
62,1.481774008875816,27.647427996666032,14.564601002770923,2.525478980933791,8.822411314717057,4.400327103212837,
63,1.289578259509459,28.179459677379995,14.734518968444728,2.480941592359782,9.212079559896011,4.561005365138532,
64,1.7739411732299746,27.612407484010195,14.693174328620081,2.902005268411679,8.962103743734716,4.57233822482352,
65,2.100437159257837,27.80814073507434,14.95428894716609,3.2381419735767567,9.120864543664666,4.778975993770132,
66,1.8495739027907079,28.447900206942048,15.148737054866379,3.334428020231917,9.635642744332824,5.0203120651404705,
67,2.6594164370012767,29.47192289444682,16.065669665724055,3.779912402074866,8.30910715983124,4.4740703974920555,
68,2.5387709214579504,30.496592852965982,16.517681887211964,3.621738676672626,10.54204918070474,5.2703936617308615,
69,3.8873697202207995,30.483907148940894,17.185638434580845,5.433556478271984,10.724769617193786,5.817679687923493,
70,4.260704388880071,31.745124368462495,18.00291437867129,5.289933868965717,9.594734482985649,5.272121428314074,
71,3.538662461888732,31.03439192074857,17.286527191318637,4.4058845910032565,10.82257705065242,5.878518523461457,
72,3.261426487996782,31.647461195702707,17.45444384184974,4.115710908163272,9.80573018849444,5.162624668927067,
73,5.169436984089512,33.13510115286776,19.15226906847864,5.494089465483432,9.121390665227787,4.9688314833756655,
74,6.429824447907618,33.61011283986012,20.019968643883857,6.652248301848504,8.822579047519497,5.321233625137597,
75,5.697004448996009,32.40129104628556,19.04914774764078,5.429010929269728,10.18746820860007,5.678871205422749,
76,6.084821880758824,35.017450569132905,20.551136224945868,6.406786172388036,11.171337770843126,6.411854199660968,
77,6.435628304324749,36.16035076665129,21.297989535488014,6.233097623351687,10.208181365934255,5.566846512418699,
78,7.574732764007758,35.97226430648663,21.773498535247178,7.635328766375199,9.796375074884283,6.005457745370647,
79,6.226577132097724,37.83820942669241,22.03239327939507,5.560429234513625,10.003747351149132,5.327500088387804,
80,7.427937638643084,37.66123289937793,22.54458526901051,6.844800612073535,10.656710526823787,6.391774396134878,
81,9.708344143299751,35.73348802812293,22.720916085711337,6.096459103856488,9.8024400133362,5.4011953833442785,
82,8.76242782729358,39.340191900067865,24.051309863680718,7.189924919744115,10.462210121346004,5.9155467367522805,
83,10.045360134851807,39.25270997634609,24.64903505559895,7.047483890911043,10.483742624093404,6.292042954710882,
84,9.345885664949614,40.03498817145633,24.69043691820298,7.485503937650623,10.77753747238782,5.491722399099411,
85,11.597570301700973,41.10754975630406,26.352560029002525,7.284877846090708,11.354959319869266,5.960278525880985,
86,13.349513667493248,41.95430664788469,27.65191015768898,7.728117036958552,10.038885317638657,6.114388928343756,
87,10.801238290762353,39.662039571966204,25.231638931364277,8.04210606940124,11.129327175215298,6.995483662219896,
88,13.40494147799919,40.70778486891348,27.05636317345634,8.09875117835638,10.28499744400826,6.647390742097596,
89,13.01438057725439,40.03177263097643,26.523076604115403,9.018714118886368,12.970801615674453,8.54115097234364,
90,14.529716580185397,42.131016867845666,28.330366724015512,9.178854420336013,10.01225280744747,6.683486253225249,
91,15.620972233180066,43.94716613668714,29.784069184933593,9.164371514747796,10.507630955496747,6.745448119320648,
92,15.47054359037733,43.50929877548774,29.489921182932544,9.337202470592908,11.117953492479149,6.604701942924438,
93,17.159767100642174,45.19454916486538,31.177158132753785,9.992020748273548,10.679943173602966,7.324880878275612,
94,16.530931791541278,44.895820401359394,30.71337609645035,10.619158454537533,10.36311826383679,6.941761030680719,
95,17.76467148773349,46.13721675316547,31.95094412044947,10.240440214904114,10.635660231167577,6.677966250399359,
96,19.344218996742356,44.525224342502426,31.93472166962239,8.292258258339881,9.307357179802555,5.6621619613586995,
97,19.639517666209873,44.6813048290046,32.160411247607236,10.042575288840444,11.166266390045664,7.434112424327204,
98,20.761111274616088,44.04575776043351,32.40343451752479,10.762626329033102,11.863981085655169,7.637614430879019,
99,21.330746455397854,46.92776301409127,34.12925473474458,11.167727016222097,11.42044038096675,7.876521193338482,
