Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
1358,	718100.0,	1292,	0,	1332,	0,	0,	
3900,	2.11885E7,	38142,	0,	38046,	0,	0,	
5928,	1.84212E7,	33410,	0,	34472,	0,	0,	
7945,	2.25894E7,	41002,	0,	41517,	0,	0,	
9966,	2.44635E7,	44360,	0,	44849,	0,	0,	
12112,	2.60178E7,	47141,	0,	46101,	0,	0,	
14872,	2.85147E7,	51819,	0,	51116,	0,	0,	
17435,	2.49842E7,	44647,	0,	45471,	0,	0,	
20028,	2.19107E7,	39027,	0,	38969,	0,	0,	
22750,	1.84173E7,	33353,	0,	33243,	0,	0,	
24778,	2.23505E7,	40342,	0,	38592,	0,	0,	
26799,	2.50587E7,	45322,	0,	43400,	0,	0,	
28829,	2.51935E7,	45535,	0,	43797,	0,	0,	
30869,	2.27922E7,	41226,	0,	42482,	0,	0,	
32890,	2.39485E7,	43432,	0,	44107,	0,	0,	
34906,	2.46166E7,	44594,	0,	44618,	0,	0,	
36940,	2.50944E7,	45426,	0,	45760,	0,	0,	
38966,	2.50983E7,	45425,	0,	45744,	0,	0,	
40997,	2.27667E7,	41142,	0,	41785,	0,	0,	
43021,	1.90212E7,	34532,	0,	35660,	0,	0,	
45365,	2.19253E7,	39744,	0,	39066,	0,	0,	
47391,	1.86073E7,	33531,	0,	32912,	0,	0,	
49612,	2.13053E7,	38817,	0,	41367,	0,	0,	
52105,	2.09519E7,	38030,	0,	38045,	0,	0,	
54151,	1.94869E7,	35352,	0,	34670,	0,	0,	
56184,	2.12297E7,	38424,	0,	37648,	0,	0,	
58209,	2.16636E7,	39163,	0,	39117,	0,	0,	
60320,	2.25014E7,	40632,	0,	41287,	0,	0,	
62339,	2.18244E7,	39601,	0,	41456,	0,	0,	
64372,	2.30106E7,	41692,	0,	43206,	0,	0,	
66391,	2.29843E7,	41610,	0,	42906,	0,	0,	
68412,	2.27511E7,	41153,	0,	41540,	0,	0,	
70432,	2.30795E7,	41728,	0,	41091,	0,	0,	
72454,	2.34631E7,	42402,	0,	41787,	0,	0,	
74475,	2.3908E7,	43220,	0,	42589,	0,	0,	
76512,	1.90198E7,	34353,	0,	34071,	0,	0,	
78544,	1.90099E7,	34450,	0,	35372,	0,	0,	
80567,	1.98232E7,	35854,	0,	37497,	0,	0,	
82590,	2.05999E7,	37193,	0,	38665,	0,	0,	
84660,	2.07241E7,	37473,	0,	38212,	0,	0,	
86680,	1.93583E7,	34791,	0,	34081,	0,	0,	
88695,	2.03739E7,	36597,	0,	36702,	0,	0,	
90715,	2.07605E7,	37467,	0,	38638,	0,	0,	
92738,	2.15773E7,	38847,	0,	39657,	0,	0,	
94756,	2.19773E7,	39703,	0,	40365,	0,	0,	
96776,	2.25965E7,	40868,	0,	41631,	0,	0,	
98797,	2.45397E7,	44404,	0,	43888,	0,	0,	
102342,	1.47789E7,	26492,	0,	26252,	0,	0,	
104459,	1.402496109146636,	0,	1677,	0,	1659,	29,	
106475,	1.961278485652172,	0,	42535,	0,	41804,	29,	
108497,	1.9633508145366343,	0,	44831,	0,	43886,	29,	
110516,	1.9649925266254782,	0,	45448,	0,	44595,	29,	
112535,	1.9652423703708226,	0,	45861,	0,	45064,	29,	
114560,	1.9674574494959676,	0,	45879,	0,	45263,	29,	
116580,	1.9700792010937096,	0,	46089,	0,	45953,	29,	
118597,	1.9724089575671078,	0,	42587,	0,	42536,	29,	
120621,	1.9653486712216166,	0,	37142,	0,	36877,	29,	
122637,	1.974339027845246,	0,	38269,	0,	39065,	29,	
124657,	1.9786165256970984,	0,	38208,	0,	39236,	29,	
126676,	1.990403246504484,	0,	39703,	0,	40781,	29,	
128700,	1.9965885187152248,	0,	41630,	0,	42190,	29,	
130725,	1.9904278967329379,	0,	42417,	0,	43155,	29,	
132746,	1.9918886183418327,	0,	42412,	0,	43584,	29,	
134760,	1.9945999637055207,	0,	42596,	0,	43564,	29,	
136783,	1.9848327086973276,	0,	43516,	0,	43952,	29,	
138804,	1.9870563426147234,	0,	43575,	0,	44186,	29,	
140822,	1.9823704656152012,	0,	43848,	0,	44403,	29,	
142842,	1.9821228095000891,	0,	43744,	0,	44263,	29,	
144863,	1.9798666955123765,	0,	43958,	0,	44519,	29,	
146884,	1.980195781481263,	0,	44234,	0,	44940,	29,	
148906,	1.9827240456352244,	0,	44456,	0,	45171,	29,	
150927,	1.9869615396612494,	0,	44562,	0,	45073,	29,	
152947,	1.9891727342406007,	0,	44242,	0,	44828,	29,	
154968,	1.9914176247320732,	0,	43580,	0,	43363,	29,	
156985,	1.9941757247269856,	0,	43614,	0,	43898,	29,	
159005,	1.9929102730377697,	0,	43587,	0,	44000,	29,	
161024,	1.9973350647138381,	0,	43911,	0,	44006,	29,	
163044,	2.001854708749868,	0,	44201,	0,	44350,	29,	
165072,	1.9951098503549312,	0,	44379,	0,	44739,	29,	
167092,	1.9909218430188265,	0,	44064,	0,	44399,	29,	
169108,	1.9942059537901335,	0,	42806,	0,	43037,	29,	
171126,	1.9937558402563573,	0,	42603,	0,	42883,	29,	
173146,	1.982874932533168,	0,	41928,	0,	42572,	29,	
175165,	1.9999516480475743,	0,	41777,	0,	42024,	29,	
177192,	1.9996403343693074,	0,	41761,	0,	41755,	29,	
179209,	1.998660770102613,	0,	41830,	0,	42270,	29,	
181231,	2.01196198467993,	0,	41881,	0,	42722,	29,	
183250,	2.009101768915547,	0,	42517,	0,	43433,	29,	
185271,	2.013467222295342,	0,	42472,	0,	43875,	29,	
187289,	2.022580243621361,	0,	42337,	0,	43583,	29,	
189316,	2.0272357831337455,	0,	42627,	0,	43750,	29,	
191331,	2.0268765036990093,	0,	43048,	0,	44089,	29,	
193353,	2.0265670132220546,	0,	43286,	0,	44172,	29,	
195375,	2.0181788244415775,	0,	43181,	0,	43886,	29,	
197396,	2.014122644803102,	0,	43050,	0,	43781,	29,	
199416,	2.000697566034351,	0,	42978,	0,	43934,	29,	
