Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
3779,	6300200.0,	11412,	0,	11112,	0,	0,	
5814,	2.65689E7,	48077,	0,	47550,	0,	0,	
7830,	2.63918E7,	47710,	0,	47450,	0,	0,	
9856,	2.61974E7,	47351,	0,	47221,	0,	0,	
11888,	2.66077E7,	48077,	0,	47946,	0,	0,	
13910,	2.63438E7,	47595,	0,	47402,	0,	0,	
15932,	2.64018E7,	47710,	0,	47580,	0,	0,	
17952,	2.54687E7,	46019,	0,	45393,	0,	0,	
19972,	2.51155E7,	45355,	0,	44980,	0,	0,	
21993,	2.52691E7,	45619,	0,	45291,	0,	0,	
24022,	2.56162E7,	46219,	0,	45863,	0,	0,	
26043,	2.54449E7,	45897,	0,	45358,	0,	0,	
28062,	2.62946E7,	47516,	0,	47256,	0,	0,	
30082,	2.62884E7,	47515,	0,	47255,	0,	0,	
32103,	2.62763E7,	47491,	0,	47230,	0,	0,	
34124,	2.6289E7,	47515,	0,	47256,	0,	0,	
36142,	2.62791E7,	47476,	0,	47223,	0,	0,	
38163,	2.63399E7,	47598,	0,	47416,	0,	0,	
40184,	2.63676E7,	47646,	0,	47516,	0,	0,	
42207,	2.63686E7,	47645,	0,	47516,	0,	0,	
44227,	2.63677E7,	47646,	0,	47516,	0,	0,	
46246,	2.63428E7,	47603,	0,	47516,	0,	0,	
48277,	2.37778E7,	42779,	0,	44762,	0,	0,	
50301,	2.3039E7,	41645,	0,	44147,	0,	0,	
52320,	2.13509E7,	38490,	0,	40200,	0,	0,	
54359,	2.04449E7,	37029,	0,	37739,	0,	0,	
56396,	2.08399E7,	37779,	0,	38213,	0,	0,	
58412,	2.14835E7,	38886,	0,	38752,	0,	0,	
60449,	2.23795E7,	40471,	0,	40196,	0,	0,	
62483,	2.30587E7,	41690,	0,	40620,	0,	0,	
64507,	2.32518E7,	42084,	0,	41915,	0,	0,	
66527,	2.37566E7,	43069,	0,	41978,	0,	0,	
68544,	2.4578E7,	44483,	0,	42814,	0,	0,	
70567,	2.47751E7,	44803,	0,	43790,	0,	0,	
72589,	2.47248E7,	44720,	0,	44284,	0,	0,	
74607,	2.45666E7,	44458,	0,	44315,	0,	0,	
76627,	2.44946E7,	44329,	0,	43936,	0,	0,	
78648,	2.44466E7,	44249,	0,	43682,	0,	0,	
80668,	2.46326E7,	44544,	0,	43836,	0,	0,	
82690,	2.4617E7,	44531,	0,	44983,	0,	0,	
84709,	2.46251E7,	44562,	0,	45098,	0,	0,	
86731,	2.47288E7,	44786,	0,	45257,	0,	0,	
88748,	2.48205E7,	44946,	0,	45714,	0,	0,	
90772,	2.49162E7,	45126,	0,	46034,	0,	0,	
92794,	2.49828E7,	45221,	0,	46071,	0,	0,	
94813,	2.50032E7,	45275,	0,	45087,	0,	0,	
96835,	2.45468E7,	44376,	0,	44264,	0,	0,	
98865,	2.53828E7,	45933,	0,	46550,	0,	0,	
102293,	1.47182E7,	26444,	0,	26649,	0,	0,	
104305,	1.9142915613301101,	0,	6499,	0,	6466,	29,	
106325,	2.019140302939952,	0,	45714,	0,	45350,	29,	
108344,	2.020031486860829,	0,	45727,	0,	45706,	29,	
110366,	2.014963991314579,	0,	46243,	0,	46113,	29,	
112386,	2.0172837284414626,	0,	46343,	0,	46040,	29,	
114406,	2.0204055484576697,	0,	46751,	0,	46112,	29,	
116426,	2.020880990664061,	0,	46788,	0,	46059,	29,	
118447,	2.023026867384358,	0,	46814,	0,	46195,	29,	
120466,	2.020527052635914,	0,	46864,	0,	46186,	29,	
122486,	2.021031992100684,	0,	46880,	0,	46287,	29,	
124500,	2.019272066847417,	0,	46543,	0,	46044,	29,	
126521,	2.017553146957278,	0,	46942,	0,	46457,	29,	
128540,	2.0230367091856416,	0,	46794,	0,	46442,	29,	
130560,	2.0145481198451303,	0,	47015,	0,	46694,	29,	
132579,	2.0169866068530116,	0,	46977,	0,	46696,	29,	
134600,	2.0208022315811665,	0,	46869,	0,	46604,	29,	
136621,	2.014139783082825,	0,	47029,	0,	46709,	29,	
138644,	2.0079130141268666,	0,	47135,	0,	46622,	29,	
140663,	2.0096761714463605,	0,	47124,	0,	46502,	29,	
142682,	2.0083744284163196,	0,	47165,	0,	46691,	29,	
144704,	2.007772363653769,	0,	47216,	0,	46810,	29,	
146723,	2.0102952830162644,	0,	47107,	0,	46682,	29,	
148745,	2.009677403608514,	0,	47118,	0,	46446,	29,	
150768,	2.0132935298296575,	0,	45058,	0,	44324,	29,	
152791,	2.008532128949306,	0,	39261,	0,	39743,	29,	
154806,	2.006839773910305,	0,	37279,	0,	38139,	29,	
156825,	2.0122272054691392,	0,	39664,	0,	40072,	29,	
158848,	2.01692846133134,	0,	41113,	0,	41470,	29,	
160870,	2.0235783104873324,	0,	41690,	0,	42467,	29,	
162888,	2.0388069607927863,	0,	42698,	0,	42977,	29,	
164911,	2.0451410568780815,	0,	43419,	0,	43826,	29,	
166928,	2.014512893932658,	0,	37138,	0,	37425,	29,	
168950,	2.0112276625323227,	0,	39009,	0,	38769,	29,	
170971,	2.026258244698086,	0,	41510,	0,	40690,	29,	
172994,	2.0416445437356474,	0,	42358,	0,	41072,	29,	
175014,	2.0450074059035397,	0,	43148,	0,	42875,	29,	
177030,	2.04528575972636,	0,	43479,	0,	43050,	29,	
179052,	2.042587932323678,	0,	44120,	0,	43603,	29,	
181074,	2.035454170304692,	0,	44564,	0,	44443,	29,	
183091,	2.0406743241734553,	0,	44696,	0,	44799,	29,	
185111,	2.0485156123831083,	0,	44645,	0,	44646,	29,	
187133,	2.043442825725658,	0,	44748,	0,	45007,	29,	
189155,	2.044421146197764,	0,	44753,	0,	45202,	29,	
191174,	2.0441681663495097,	0,	44715,	0,	45134,	29,	
193195,	2.0388438110567133,	0,	44820,	0,	45365,	29,	
195215,	2.0359538569471316,	0,	45085,	0,	45485,	29,	
197237,	2.031787630951958,	0,	45300,	0,	45697,	29,	
199257,	2.0302499264345704,	0,	44892,	0,	45579,	29,	
