Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
2022,	1038200.0,	1878,	0,	1730,	0,	0,	
4042,	1.33701E7,	24163,	0,	25270,	0,	0,	
6061,	1.65235E7,	29947,	0,	32523,	0,	0,	
8081,	2.10363E7,	38348,	0,	40110,	0,	0,	
10104,	2.18808E7,	39799,	0,	40840,	0,	0,	
12127,	2.23384E7,	40564,	0,	41320,	0,	0,	
14145,	2.25398E7,	40911,	0,	41751,	0,	0,	
16163,	2.27097E7,	41199,	0,	42403,	0,	0,	
18184,	2.29185E7,	41558,	0,	43067,	0,	0,	
20204,	2.33477E7,	42277,	0,	43701,	0,	0,	
22224,	2.38982E7,	43248,	0,	43895,	0,	0,	
24244,	2.40663E7,	43533,	0,	44006,	0,	0,	
26258,	2.40079E7,	43476,	0,	43715,	0,	0,	
28279,	2.427E7,	43933,	0,	44102,	0,	0,	
30299,	2.46616E7,	44603,	0,	44812,	0,	0,	
32320,	2.47363E7,	44714,	0,	44882,	0,	0,	
34340,	2.49318E7,	45039,	0,	45172,	0,	0,	
36360,	2.51355E7,	45398,	0,	45535,	0,	0,	
38380,	2.52151E7,	45557,	0,	45773,	0,	0,	
40402,	2.5245E7,	45614,	0,	45780,	0,	0,	
42422,	2.52922E7,	45721,	0,	45770,	0,	0,	
44442,	2.53041E7,	45778,	0,	45119,	0,	0,	
46466,	2.48944E7,	44999,	0,	44715,	0,	0,	
48488,	2.32377E7,	41834,	0,	41634,	0,	0,	
50515,	2.29507E7,	41310,	0,	40499,	0,	0,	
52538,	2.24485E7,	40609,	0,	39333,	0,	0,	
54578,	2.17256E7,	39394,	0,	38405,	0,	0,	
56611,	2.16024E7,	39217,	0,	39333,	0,	0,	
58629,	2.19855E7,	40000,	0,	39675,	0,	0,	
60656,	2.26685E7,	41232,	0,	40718,	0,	0,	
62673,	2.2945E7,	41694,	0,	41896,	0,	0,	
64693,	2.34985E7,	42626,	0,	42695,	0,	0,	
66711,	2.39009E7,	43302,	0,	43318,	0,	0,	
68731,	2.37389E7,	43070,	0,	44120,	0,	0,	
70751,	2.37411E7,	43039,	0,	44667,	0,	0,	
72774,	2.39582E7,	43410,	0,	44717,	0,	0,	
74794,	2.41249E7,	43649,	0,	44555,	0,	0,	
76814,	2.41343E7,	43743,	0,	44665,	0,	0,	
78835,	2.43366E7,	44078,	0,	44706,	0,	0,	
80856,	2.45517E7,	44428,	0,	44774,	0,	0,	
82875,	2.46585E7,	44600,	0,	44591,	0,	0,	
84897,	2.46479E7,	44578,	0,	45216,	0,	0,	
86915,	2.47702E7,	44843,	0,	45329,	0,	0,	
88937,	2.46513E7,	44610,	0,	45369,	0,	0,	
90959,	2.47654E7,	44812,	0,	45228,	0,	0,	
92979,	2.47933E7,	44838,	0,	45840,	0,	0,	
95000,	2.46485E7,	44576,	0,	46117,	0,	0,	
97021,	2.4501E7,	44172,	0,	45365,	0,	0,	
99042,	2.37203E7,	42589,	0,	44540,	0,	0,	
101720,	1.07954E7,	19238,	0,	20161,	0,	0,	
103917,	0.0,	0,	0,	0,	0,	0,	
105938,	1.9919916054651552,	0,	38587,	0,	38493,	29,	
107957,	2.008512375640604,	0,	47223,	0,	46773,	29,	
109979,	2.0078272810723363,	0,	47268,	0,	46927,	29,	
112000,	2.0078502639079367,	0,	47257,	0,	46948,	29,	
114019,	2.0060038042275257,	0,	47300,	0,	47002,	29,	
116039,	2.0089727399956105,	0,	47252,	0,	46941,	29,	
118060,	2.008955936192607,	0,	47229,	0,	46871,	29,	
120080,	2.0075315756835765,	0,	47265,	0,	47002,	29,	
122101,	2.009034699738743,	0,	47260,	0,	46979,	29,	
124113,	2.0031729947240646,	0,	46007,	0,	45529,	29,	
126132,	1.9893998695729431,	0,	45190,	0,	44601,	29,	
128154,	1.9908252532054929,	0,	45780,	0,	44895,	29,	
130174,	1.9962936964883737,	0,	46143,	0,	45354,	29,	
132194,	2.0029452656662987,	0,	46169,	0,	45583,	29,	
134214,	2.001704873784727,	0,	46326,	0,	45725,	29,	
136235,	2.0007761668875297,	0,	46356,	0,	45762,	29,	
138256,	1.999977990208232,	0,	46343,	0,	45977,	29,	
140276,	2.001486958075672,	0,	46390,	0,	46289,	29,	
142296,	2.002199693233603,	0,	46361,	0,	46192,	29,	
144317,	2.002471518320038,	0,	46522,	0,	46381,	29,	
146338,	2.0022554996872852,	0,	46544,	0,	46441,	29,	
148359,	2.008117113641947,	0,	46689,	0,	46251,	29,	
150380,	2.0073776434770774,	0,	46218,	0,	45541,	29,	
152401,	2.0154432483944196,	0,	41376,	0,	41766,	29,	
154420,	2.0349721746357314,	0,	38287,	0,	39648,	29,	
156442,	2.0495827103857764,	0,	39590,	0,	41132,	29,	
158459,	2.054114092403224,	0,	41523,	0,	42573,	29,	
160481,	2.054602400103933,	0,	42104,	0,	43152,	29,	
162502,	2.054868231515782,	0,	42465,	0,	43652,	29,	
164523,	2.0510372438149895,	0,	43027,	0,	44122,	29,	
166546,	2.0477562052123575,	0,	43596,	0,	44556,	29,	
168563,	2.043000240867707,	0,	43883,	0,	44630,	29,	
170584,	2.0411942553950344,	0,	44496,	0,	44874,	29,	
172606,	2.043938966861735,	0,	44311,	0,	44539,	29,	
174625,	2.0510273514935444,	0,	44074,	0,	44374,	29,	
176646,	2.03479302883308,	0,	43945,	0,	44133,	29,	
178666,	2.0366487510474047,	0,	43930,	0,	44130,	29,	
180687,	2.039273913996845,	0,	44100,	0,	44282,	29,	
182705,	2.038398564630781,	0,	44298,	0,	44506,	29,	
184725,	2.0381911062341938,	0,	44591,	0,	45053,	29,	
186748,	2.0369071851412737,	0,	44652,	0,	45125,	29,	
188769,	2.03504393675457,	0,	44943,	0,	45143,	29,	
190787,	2.038594094747485,	0,	45110,	0,	45301,	29,	
192811,	2.037415794118707,	0,	45221,	0,	45308,	29,	
194828,	2.0315701203638747,	0,	45232,	0,	45346,	29,	
196851,	2.0317536079300296,	0,	45506,	0,	45602,	29,	
198872,	2.033194752663469,	0,	44886,	0,	44889,	29,	
