Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
1826,	3069700.0,	5532,	0,	5719,	0,	0,	
3852,	2.26924E7,	40801,	0,	40145,	0,	0,	
5874,	2.47533E7,	44694,	0,	43326,	0,	0,	
7892,	2.52473E7,	45576,	0,	44460,	0,	0,	
9912,	2.57402E7,	46482,	0,	45644,	0,	0,	
11934,	2.59127E7,	46842,	0,	46313,	0,	0,	
13953,	2.62062E7,	47346,	0,	46553,	0,	0,	
15973,	2.63067E7,	47509,	0,	46707,	0,	0,	
17995,	2.63029E7,	47515,	0,	46997,	0,	0,	
20017,	2.62993E7,	47520,	0,	47005,	0,	0,	
22034,	2.62765E7,	47515,	0,	47178,	0,	0,	
24054,	2.64021E7,	47710,	0,	47580,	0,	0,	
26075,	2.63498E7,	47615,	0,	47497,	0,	0,	
28094,	2.64059E7,	47710,	0,	47580,	0,	0,	
30113,	2.62303E7,	47438,	0,	47323,	0,	0,	
32135,	2.6393E7,	47710,	0,	47580,	0,	0,	
34156,	2.62459E7,	47430,	0,	47021,	0,	0,	
36176,	2.6409E7,	47710,	0,	46930,	0,	0,	
38200,	2.04244E7,	36971,	0,	36960,	0,	0,	
40221,	1.72024E7,	31432,	0,	30823,	0,	0,	
42237,	1.77279E7,	32154,	0,	30479,	0,	0,	
44272,	1.9574E7,	35414,	0,	33135,	0,	0,	
46291,	2.01748E7,	36415,	0,	35086,	0,	0,	
48313,	2.11962E7,	38270,	0,	36603,	0,	0,	
50335,	2.25299E7,	40771,	0,	38880,	0,	0,	
52356,	2.35666E7,	42607,	0,	41237,	0,	0,	
54374,	2.49627E7,	44980,	0,	44485,	0,	0,	
56397,	2.49942E7,	44999,	0,	44744,	0,	0,	
58429,	2.5385E7,	45719,	0,	45423,	0,	0,	
60452,	2.55263E7,	45934,	0,	45704,	0,	0,	
62476,	2.56784E7,	46331,	0,	45802,	0,	0,	
64496,	2.46389E7,	44585,	0,	44342,	0,	0,	
66515,	2.49738E7,	45271,	0,	44857,	0,	0,	
68535,	2.52928E7,	45835,	0,	45762,	0,	0,	
70551,	2.56487E7,	46442,	0,	46419,	0,	0,	
72572,	2.62437E7,	47422,	0,	47314,	0,	0,	
74607,	2.62521E7,	47426,	0,	46829,	0,	0,	
76632,	2.59353E7,	46925,	0,	46508,	0,	0,	
78662,	2.64211E7,	47769,	0,	47519,	0,	0,	
80685,	2.62232E7,	47398,	0,	47314,	0,	0,	
82705,	2.63263E7,	47568,	0,	47308,	0,	0,	
84725,	2.62761E7,	47287,	0,	46739,	0,	0,	
86747,	2.56802E7,	46357,	0,	46200,	0,	0,	
88772,	2.42669E7,	43907,	0,	44682,	0,	0,	
