Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
2684,	1164400.0,	2158,	0,	2023,	0,	0,	
4721,	2.65856E7,	48077,	0,	47946,	0,	0,	
6747,	2.63876E7,	47704,	0,	47577,	0,	0,	
8762,	2.64022E7,	47710,	0,	47580,	0,	0,	
10782,	2.63972E7,	47710,	0,	47580,	0,	0,	
12803,	2.63138E7,	47554,	0,	47450,	0,	0,	
14825,	2.64026E7,	47710,	0,	47580,	0,	0,	
16847,	2.63549E7,	47555,	0,	47460,	0,	0,	
18867,	2.63806E7,	47646,	0,	47430,	0,	0,	
20885,	2.6377E7,	47646,	0,	47580,	0,	0,	
22909,	2.63779E7,	47646,	0,	47580,	0,	0,	
24925,	2.6377E7,	47645,	0,	47580,	0,	0,	
26938,	2.61811E7,	47281,	0,	47214,	0,	0,	
28959,	2.6379E7,	47646,	0,	47580,	0,	0,	
30981,	2.61012E7,	47140,	0,	46874,	0,	0,	
33000,	2.60733E7,	47102,	0,	46907,	0,	0,	
35021,	2.60683E7,	47106,	0,	46922,	0,	0,	
37040,	2.60965E7,	47141,	0,	46993,	0,	0,	
39061,	2.61142E7,	47191,	0,	47320,	0,	0,	
41083,	2.61302E7,	47193,	0,	47324,	0,	0,	
43101,	2.61297E7,	47196,	0,	47320,	0,	0,	
45122,	2.61241E7,	47191,	0,	47320,	0,	0,	
47144,	2.51647E7,	45542,	0,	44282,	0,	0,	
49161,	2.39579E7,	43397,	0,	41492,	0,	0,	
51183,	2.50776E7,	45331,	0,	45106,	0,	0,	
53207,	2.2511E7,	40837,	0,	41310,	0,	0,	
55226,	2.15327E7,	39121,	0,	38068,	0,	0,	
57246,	2.19603E7,	39880,	0,	40200,	0,	0,	
59268,	2.31463E7,	41981,	0,	42435,	0,	0,	
61289,	2.35355E7,	42735,	0,	43351,	0,	0,	
63305,	2.38664E7,	43315,	0,	43746,	0,	0,	
65326,	2.40273E7,	43447,	0,	44533,	0,	0,	
67345,	2.47683E7,	44807,	0,	45287,	0,	0,	
69367,	2.50435E7,	45374,	0,	45722,	0,	0,	
71385,	2.50548E7,	45404,	0,	46032,	0,	0,	
73409,	2.51317E7,	45560,	0,	46206,	0,	0,	
75427,	2.51978E7,	45669,	0,	46282,	0,	0,	
77449,	2.5285E7,	45828,	0,	46318,	0,	0,	
79469,	2.53211E7,	45885,	0,	46438,	0,	0,	
81489,	2.51913E7,	45663,	0,	46052,	0,	0,	
83509,	2.52764E7,	45790,	0,	45984,	0,	0,	
85529,	2.53582E7,	45927,	0,	46461,	0,	0,	
87550,	2.53494E7,	45917,	0,	46553,	0,	0,	
89572,	2.53363E7,	45902,	0,	46394,	0,	0,	
91594,	2.53553E7,	45926,	0,	46478,	0,	0,	
93613,	2.53904E7,	45986,	0,	46717,	0,	0,	
95634,	2.55132E7,	46172,	0,	46870,	0,	0,	
97655,	2.48994E7,	45069,	0,	46462,	0,	0,	
99676,	2.28398E7,	41415,	0,	43452,	0,	0,	
102542,	3455600.0,	6077,	0,	6355,	0,	0,	
104552,	1.9742324104117512,	0,	12109,	0,	12015,	29,	
106571,	2.024999029823754,	0,	46641,	0,	46307,	29,	
108595,	2.027453825911283,	0,	46623,	0,	46572,	29,	
110614,	2.0287022544165527,	0,	46581,	0,	46696,	29,	
112635,	2.0239966553931037,	0,	46714,	0,	46661,	29,	
114653,	2.0297027468560733,	0,	46527,	0,	46668,	29,	
116673,	2.0287139666006686,	0,	46562,	0,	46648,	29,	
118695,	2.0271065779312507,	0,	46630,	0,	46934,	29,	
120714,	2.0296753210918355,	0,	46570,	0,	46885,	29,	
122735,	2.0270990229832937,	0,	46643,	0,	46958,	29,	
124747,	2.0300814245936185,	0,	46174,	0,	46444,	29,	
126767,	2.024319257698895,	0,	46670,	0,	46923,	29,	
128788,	2.0293146856270674,	0,	46563,	0,	46933,	29,	
130809,	2.026188460129774,	0,	46661,	0,	46917,	29,	
132827,	2.0244958299617073,	0,	46701,	0,	46939,	29,	
134849,	2.027214972288116,	0,	46628,	0,	46901,	29,	
136869,	2.015969331272838,	0,	47089,	0,	46923,	29,	
138889,	2.017025726684416,	0,	47104,	0,	46885,	29,	
140909,	2.015012932055445,	0,	47158,	0,	46916,	29,	
142930,	2.013775721387847,	0,	47183,	0,	46916,	29,	
144952,	2.016170706018398,	0,	47121,	0,	46955,	29,	
146973,	2.0174811976971836,	0,	47078,	0,	46889,	29,	
148992,	2.011756274474079,	0,	47037,	0,	46885,	29,	
151016,	2.0141506012752353,	0,	45085,	0,	45445,	29,	
153031,	1.9947338525796745,	0,	38362,	0,	38498,	29,	
155057,	2.0056849564752754,	0,	38871,	0,	38332,	29,	
157077,	2.0221015404500564,	0,	40494,	0,	40911,	29,	
159094,	2.04871934612649,	0,	42221,	0,	41747,	29,	
161113,	2.046462503769094,	0,	42550,	0,	42220,	29,	
163140,	2.0488539851490866,	0,	42862,	0,	42732,	29,	
165155,	2.0460734779342604,	0,	43517,	0,	43732,	29,	
167178,	2.0480196409201836,	0,	44169,	0,	44069,	29,	
169200,	2.053155155313264,	0,	44191,	0,	44152,	29,	
171217,	2.0490849592077494,	0,	44392,	0,	44443,	29,	
173239,	2.054004060180077,	0,	44200,	0,	44153,	29,	
175259,	2.053311258203598,	0,	44418,	0,	44470,	29,	
177278,	2.0551160519833274,	0,	44415,	0,	44447,	29,	
179303,	2.047034444511229,	0,	44754,	0,	44912,	29,	
181320,	2.0536273708860975,	0,	44641,	0,	44819,	29,	
183341,	2.0558025616558337,	0,	44675,	0,	45033,	29,	
185359,	2.061568171524636,	0,	44357,	0,	45152,	29,	
187380,	2.0551775216612787,	0,	44583,	0,	45466,	29,	
189402,	2.050228566589528,	0,	44755,	0,	45461,	29,	
191423,	2.0497452374084864,	0,	44828,	0,	45510,	29,	
193442,	2.0453256390988988,	0,	44941,	0,	45522,	29,	
195462,	2.044186315141381,	0,	45104,	0,	45502,	29,	
197483,	2.034310371376085,	0,	45525,	0,	46054,	29,	
199507,	2.032152681532932,	0,	45190,	0,	45857,	29,	
