Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
2401,	1042900.0,	1923,	0,	1848,	0,	0,	
4414,	1.84484E7,	33135,	0,	34097,	0,	0,	
6430,	2.2773E7,	41195,	0,	41697,	0,	0,	
8453,	2.48403E7,	44874,	0,	44804,	0,	0,	
10471,	2.32552E7,	42006,	0,	41730,	0,	0,	
12493,	1.68678E7,	30585,	0,	30491,	0,	0,	
14514,	2.38464E7,	42857,	0,	41750,	0,	0,	
16535,	2.44405E7,	44026,	0,	42194,	0,	0,	
18555,	2.4571E7,	44254,	0,	42981,	0,	0,	
20573,	1.86253E7,	33645,	0,	33156,	0,	0,	
22596,	1.69889E7,	30794,	0,	30233,	0,	0,	
24617,	1.88205E7,	34250,	0,	32295,	0,	0,	
26636,	1.98175E7,	36177,	0,	33317,	0,	0,	
28661,	1.77945E7,	32335,	0,	30876,	0,	0,	
30678,	1.62262E7,	29367,	0,	29083,	0,	0,	
32696,	1.88514E7,	34190,	0,	33015,	0,	0,	
34718,	2.31163E7,	41978,	0,	39589,	0,	0,	
36740,	2.32825E7,	42246,	0,	40541,	0,	0,	
38756,	2.37864E7,	43117,	0,	41764,	0,	0,	
40781,	2.61789E7,	47350,	0,	47135,	0,	0,	
42814,	2.6091E7,	47106,	0,	46760,	0,	0,	
44851,	2.08738E7,	37537,	0,	35472,	0,	0,	
46872,	2.53643E7,	45797,	0,	45322,	0,	0,	
48895,	2.47837E7,	44775,	0,	44265,	0,	0,	
50913,	1.71318E7,	31091,	0,	29403,	0,	0,	
52931,	1.80349E7,	32874,	0,	31772,	0,	0,	
54951,	2.45019E7,	44402,	0,	43033,	0,	0,	
56974,	2.62886E7,	47519,	0,	47362,	0,	0,	
59007,	1.73394E7,	31461,	0,	30935,	0,	0,	
61030,	2.071E7,	37719,	0,	37822,	0,	0,	
63052,	2.57673E7,	46612,	0,	46690,	0,	0,	
65069,	2.60671E7,	47123,	0,	46899,	0,	0,	
67092,	2.62211E7,	47400,	0,	47210,	0,	0,	
69110,	2.62277E7,	47400,	0,	47562,	0,	0,	
71128,	2.62274E7,	47396,	0,	47580,	0,	0,	
73150,	2.62196E7,	47369,	0,	47472,	0,	0,	
75184,	2.12824E7,	38497,	0,	37673,	0,	0,	
77219,	1.79287E7,	32648,	0,	32262,	0,	0,	
79243,	1.98233E7,	35975,	0,	37371,	0,	0,	
81264,	2.5104E7,	45466,	0,	44783,	0,	0,	
83284,	2.58658E7,	46793,	0,	47204,	0,	0,	
85303,	2.58229E7,	46674,	0,	47017,	0,	0,	
87324,	2.63709E7,	47646,	0,	47580,	0,	0,	
89346,	2.64041E7,	47685,	0,	47580,	0,	0,	
91365,	2.61931E7,	47352,	0,	47227,	0,	0,	
93384,	2.59051E7,	46837,	0,	45598,	0,	0,	
95405,	2.6392E7,	47710,	0,	47260,	0,	0,	
97426,	2.64041E7,	47710,	0,	47555,	0,	0,	
99446,	2.61984E7,	47343,	0,	47218,	0,	0,	
102705,	7253600.0,	12845,	0,	12811,	0,	0,	
104727,	1.817014286115068,	229,	3208,	804,	2566,	29,	
106750,	1.7647836465581832,	0,	46672,	9437,	37260,	29,	
108773,	1.765462017627968,	0,	47276,	9518,	37554,	29,	
110794,	1.7831279487002587,	0,	43339,	7865,	33556,	29,	
112811,	1.7915323818770914,	0,	44194,	8638,	34392,	29,	
114832,	1.7823856284574953,	0,	45884,	8731,	35698,	29,	
116853,	1.7807230277836197,	0,	46170,	8795,	35867,	29,	
118872,	1.7825627849442103,	0,	39216,	7602,	28780,	29,	
120894,	1.781197041597413,	0,	39282,	8072,	30403,	29,	
122914,	1.7883066100244476,	0,	39836,	8106,	31526,	29,	
124937,	1.7944722425783788,	0,	40924,	8212,	33220,	29,	
126957,	1.8020413125394332,	0,	41827,	8456,	33989,	29,	
128977,	1.8088376137657762,	0,	41525,	8362,	33954,	29,	
130995,	1.8065817759140368,	0,	41992,	8366,	34000,	29,	
133015,	1.8009607002840144,	0,	43283,	8588,	34400,	29,	
135038,	1.803783606292163,	0,	43763,	8670,	35080,	29,	
137056,	1.8099520766664219,	0,	43989,	8642,	35471,	29,	
139077,	1.8096561062044347,	0,	44136,	8708,	35896,	29,	
141097,	1.7791147826495863,	0,	46359,	9043,	37154,	29,	
143119,	1.7719789278640043,	0,	47158,	9164,	37606,	29,	
145146,	1.7483791173242322,	0,	41809,	7859,	33727,	29,	
147167,	1.7523183997273089,	0,	35146,	6646,	28535,	29,	
149189,	1.7884713841088422,	0,	37248,	7501,	30274,	29,	
151208,	1.8363050622860884,	0,	38804,	8161,	31447,	29,	
153227,	1.8474819096779218,	0,	39025,	8410,	32148,	29,	
155246,	1.7699109384516631,	0,	46908,	9578,	37465,	29,	
157265,	1.7639230132765704,	0,	47510,	9620,	37724,	29,	
159286,	1.7630650918147577,	0,	47262,	9620,	37709,	29,	
161306,	1.7675010547426797,	0,	47239,	9613,	37658,	29,	
163327,	1.7659292696648041,	0,	47443,	9620,	37804,	29,	
165346,	1.7674380516582486,	0,	47381,	9620,	37726,	29,	
167369,	1.7658316100853757,	0,	47483,	9620,	37546,	29,	
169385,	1.765290810376406,	0,	47135,	9546,	36877,	29,	
171407,	1.7625062007136576,	0,	47555,	9588,	37421,	29,	
173428,	1.764911023085612,	0,	47514,	9420,	37468,	29,	
175448,	1.765562765234023,	0,	47484,	9416,	37415,	29,	
177470,	1.7711185874311104,	0,	46972,	9380,	37244,	29,	
179489,	1.8099685806174253,	0,	44498,	8604,	35671,	29,	
181508,	1.817888103179758,	0,	44632,	8681,	35497,	29,	
183528,	1.7866795052544133,	0,	46381,	9349,	36588,	29,	
