Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
2428,	1100800.0,	2022,	0,	2157,	0,	0,	
4510,	1.92142E7,	34866,	0,	34578,	0,	0,	
6530,	2.15953E7,	39023,	0,	39089,	0,	0,	
8550,	2.30271E7,	41678,	0,	41533,	0,	0,	
10570,	2.39942E7,	43457,	0,	43417,	0,	0,	
12879,	2.51179E7,	45378,	0,	46839,	0,	0,	
15458,	2.55107E7,	46026,	0,	49207,	0,	0,	
18227,	2.45483E7,	44617,	0,	46661,	0,	0,	
20698,	1.95728E7,	35246,	0,	36402,	0,	0,	
22978,	1.45997E7,	26277,	0,	28207,	0,	0,	
25021,	1.69188E7,	30554,	0,	34281,	0,	0,	
27169,	2.00252E7,	36311,	0,	39676,	0,	0,	
29200,	1.97203E7,	35803,	0,	40292,	0,	0,	
31225,	1.54298E7,	27964,	0,	29487,	0,	0,	
33313,	1.93094E7,	34905,	0,	36590,	0,	0,	
35339,	2.0087E7,	36399,	0,	38002,	0,	0,	
37358,	2.10902E7,	38300,	0,	39694,	0,	0,	
39382,	2.16383E7,	39209,	0,	40638,	0,	0,	
41399,	2.29931E7,	41674,	0,	43423,	0,	0,	
43423,	2.30058E7,	41670,	0,	44104,	0,	0,	
45553,	2.16009E7,	39143,	0,	39898,	0,	0,	
47573,	1.93381E7,	35075,	0,	35950,	0,	0,	
50066,	2.39526E7,	43485,	0,	44343,	0,	0,	
52538,	1.93531E7,	34908,	0,	36548,	0,	0,	
54568,	1.89717E7,	34282,	0,	35491,	0,	0,	
56600,	2.11189E7,	38140,	0,	39667,	0,	0,	
58623,	2.24158E7,	40681,	0,	41853,	0,	0,	
60644,	2.20912E7,	40159,	0,	40444,	0,	0,	
62665,	2.0387E7,	37143,	0,	36921,	0,	0,	
64678,	2.18592E7,	39752,	0,	40369,	0,	0,	
66698,	2.27676E7,	41293,	0,	41845,	0,	0,	
68721,	2.27378E7,	41173,	0,	41949,	0,	0,	
70740,	2.30049E7,	41754,	0,	42684,	0,	0,	
72761,	2.36365E7,	42879,	0,	43682,	0,	0,	
74783,	2.38358E7,	43225,	0,	44145,	0,	0,	
76802,	2.41122E7,	43715,	0,	44870,	0,	0,	
78821,	2.39741E7,	43468,	0,	45225,	0,	0,	
80844,	2.43185E7,	44062,	0,	45554,	0,	0,	
82864,	2.47494E7,	44792,	0,	45994,	0,	0,	
84920,	2.27834E7,	41266,	0,	42362,	0,	0,	
86940,	1.97011E7,	35826,	0,	37473,	0,	0,	
88970,	2.08288E7,	37792,	0,	40565,	0,	0,	
90989,	2.16104E7,	39234,	0,	42325,	0,	0,	
93011,	2.33244E7,	42410,	0,	43858,	0,	0,	
95033,	2.36078E7,	42896,	0,	44119,	0,	0,	
97053,	2.34382E7,	42578,	0,	44203,	0,	0,	
99071,	2.35856E7,	42836,	0,	43965,	0,	0,	
102540,	1.09748E7,	19580,	0,	19684,	0,	0,	
104562,	5.928209901681308,	1582,	1547,	1984,	1210,	29,	
106581,	5.82041157872856,	15433,	18810,	21382,	13827,	29,	
108602,	6.0612275091662555,	17423,	20480,	24531,	15357,	29,	
110634,	6.3812272164798545,	18898,	20906,	26612,	16359,	29,	
112656,	6.653846646802124,	19952,	21066,	27480,	16595,	29,	
114678,	6.77635431692737,	20354,	21123,	28038,	17075,	29,	
116699,	6.9105245345905955,	20766,	21068,	28206,	17208,	29,	
118717,	6.917082295728711,	21000,	21287,	28433,	17351,	29,	
120740,	6.9647542155339615,	21063,	21196,	28486,	17385,	29,	
122757,	7.011708159148699,	21002,	21005,	28331,	17376,	29,	
124778,	6.776173504305979,	19704,	20266,	26405,	16023,	29,	
126798,	6.925672953573126,	20387,	20478,	27007,	16609,	29,	
128819,	6.83068635882026,	20676,	21245,	27714,	17273,	29,	
130841,	6.846252074304252,	20686,	21230,	28062,	17432,	29,	
132863,	6.907896448487962,	20785,	21140,	28031,	17366,	29,	
134881,	6.923051837105664,	20801,	21158,	28186,	17465,	29,	
136900,	6.584945321234705,	21027,	22602,	28495,	17663,	29,	
138923,	6.558675617040276,	21224,	22913,	28800,	17969,	29,	
140943,	6.549585904701726,	21255,	22979,	28812,	18150,	29,	
142965,	6.601415611656403,	21307,	22841,	28844,	18129,	29,	
144987,	6.599043398791059,	21313,	22858,	28847,	18096,	29,	
147004,	6.55741477123485,	21325,	23033,	28847,	18127,	29,	
149025,	6.5253330487999275,	21314,	23149,	28836,	18158,	29,	
151046,	6.5747223107999,	21237,	22924,	28617,	18016,	29,	
153066,	6.73698022928258,	21305,	22375,	28722,	17624,	29,	
155085,	6.79960287032647,	20624,	21323,	27834,	16530,	29,	
157106,	6.877536200729377,	20730,	21166,	27998,	16269,	29,	
159125,	6.939149993231288,	20810,	20905,	27684,	16226,	29,	
161144,	6.9130817454311115,	20806,	20917,	26966,	16229,	29,	
163166,	6.9355236358971695,	20948,	20970,	27725,	16273,	29,	
165188,	6.762269432660448,	20709,	21491,	28080,	16786,	29,	
167210,	6.699032277679204,	20770,	21873,	28126,	16886,	29,	
169229,	6.570676037906522,	20677,	22298,	28311,	17034,	29,	
171249,	6.463223905607736,	20403,	22462,	28184,	16853,	29,	
173269,	6.5618285092295086,	20767,	22343,	28013,	16829,	29,	
175288,	6.64851097759227,	21117,	22274,	28268,	16782,	29,	
177310,	6.716126263793943,	21127,	21929,	28021,	16515,	29,	
179329,	6.63348873795486,	20988,	22095,	28525,	16739,	29,	
181352,	6.691458767001969,	21178,	22007,	28635,	16945,	29,	
183370,	6.869876666569251,	21162,	21557,	28528,	17097,	29,	
185393,	6.964694792402616,	21015,	21132,	28210,	16980,	29,	
187408,	7.030157261972064,	20957,	20855,	27975,	16625,	29,	
189432,	6.977481643133316,	21008,	21097,	27998,	16850,	29,	
191451,	6.955610158403526,	20930,	21110,	28086,	17060,	29,	
193471,	6.901148669625085,	20963,	21356,	28108,	17219,	29,	
195494,	6.982778315950436,	20821,	20966,	27627,	17169,	29,	
197516,	7.046329401937229,	20888,	20806,	28096,	17419,	29,	
199537,	7.041717472795938,	20797,	20757,	28106,	17432,	29,	
