Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
1443,	29000.0,	45,	0,	39,	0,	0,	
3726,	1.43445E7,	26158,	0,	27595,	0,	0,	
5761,	1.56174E7,	28243,	0,	28366,	0,	0,	
7779,	1.88337E7,	34247,	0,	34140,	0,	0,	
9804,	2.07028E7,	37672,	0,	37648,	0,	0,	
11836,	2.15715E7,	39208,	0,	39354,	0,	0,	
13859,	2.15857E7,	39206,	0,	40561,	0,	0,	
15880,	2.21252E7,	40129,	0,	41446,	0,	0,	
17900,	2.26513E7,	41045,	0,	41886,	0,	0,	
19920,	2.31401E7,	41991,	0,	42909,	0,	0,	
21941,	2.39613E7,	43421,	0,	43715,	0,	0,	
23963,	2.41372E7,	44064,	0,	44448,	0,	0,	
25991,	2.4083E7,	43631,	0,	44276,	0,	0,	
28011,	2.44672E7,	44301,	0,	44830,	0,	0,	
30030,	2.44596E7,	44298,	0,	45009,	0,	0,	
32050,	2.45957E7,	44541,	0,	45215,	0,	0,	
34073,	2.47509E7,	44815,	0,	45655,	0,	0,	
36090,	2.4732E7,	44787,	0,	45815,	0,	0,	
38111,	2.49184E7,	45138,	0,	45853,	0,	0,	
40131,	2.50158E7,	45310,	0,	45883,	0,	0,	
42155,	2.52498E7,	45692,	0,	45986,	0,	0,	
44175,	2.54492E7,	46040,	0,	46107,	0,	0,	
46194,	2.54723E7,	46080,	0,	46139,	0,	0,	
48225,	2.26759E7,	41162,	0,	42654,	0,	0,	
50248,	2.22135E7,	40375,	0,	43740,	0,	0,	
52268,	2.15337E7,	38965,	0,	43823,	0,	0,	
54308,	2.12609E7,	38427,	0,	41733,	0,	0,	
56344,	2.22754E7,	40322,	0,	40687,	0,	0,	
58360,	2.27557E7,	41132,	0,	40009,	0,	0,	
60396,	2.34929E7,	42470,	0,	40447,	0,	0,	
62430,	2.42918E7,	43899,	0,	42842,	0,	0,	
64454,	2.39516E7,	43317,	0,	42413,	0,	0,	
66474,	2.39937E7,	43283,	0,	42353,	0,	0,	
68493,	2.40058E7,	43273,	0,	42561,	0,	0,	
70515,	2.42873E7,	43996,	0,	43749,	0,	0,	
72537,	2.4311E7,	44076,	0,	43750,	0,	0,	
74555,	2.41549E7,	43794,	0,	43977,	0,	0,	
76576,	2.44491E7,	44310,	0,	44451,	0,	0,	
78596,	2.45515E7,	44474,	0,	44934,	0,	0,	
80616,	2.46487E7,	44609,	0,	45413,	0,	0,	
82638,	2.48526E7,	45016,	0,	45232,	0,	0,	
84657,	2.50296E7,	45305,	0,	45604,	0,	0,	
86678,	2.50575E7,	45347,	0,	45637,	0,	0,	
88696,	2.503E7,	45311,	0,	45604,	0,	0,	
90720,	2.48885E7,	45011,	0,	45414,	0,	0,	
92741,	2.49104E7,	45083,	0,	44387,	0,	0,	
94761,	2.48938E7,	45071,	0,	44689,	0,	0,	
96783,	2.44653E7,	44337,	0,	45148,	0,	0,	
98812,	2.42819E7,	44001,	0,	44353,	0,	0,	
102280,	1.41831E7,	25521,	0,	25499,	0,	0,	
104299,	1.7486642558715082,	0,	3382,	0,	3355,	29,	
106319,	1.9789654196335573,	0,	47304,	0,	47270,	29,	
108341,	1.973516354812836,	0,	47464,	0,	47326,	29,	
110361,	1.9774958882212605,	0,	47370,	0,	47241,	29,	
112381,	1.9781649678678588,	0,	47356,	0,	47188,	29,	
114401,	1.9751013060313902,	0,	47433,	0,	47305,	29,	
116421,	1.9763140960677248,	0,	47413,	0,	47358,	29,	
118444,	1.9766127073025503,	0,	47377,	0,	47272,	29,	
120463,	1.9778486859706725,	0,	47357,	0,	47282,	29,	
122482,	1.9848577035123842,	0,	47154,	0,	47170,	29,	
124493,	1.9773815955186187,	0,	46998,	0,	46832,	29,	
126514,	1.975657186563759,	0,	47407,	0,	47266,	29,	
128536,	1.9776797563866468,	0,	47357,	0,	47223,	29,	
130556,	1.9779753831586917,	0,	47357,	0,	47248,	29,	
132576,	1.9791108057468834,	0,	47346,	0,	47205,	29,	
134596,	1.9801496712504658,	0,	47305,	0,	47197,	29,	
136617,	1.9787445639669208,	0,	47330,	0,	47317,	29,	
138636,	1.978795332785205,	0,	47349,	0,	47250,	29,	
140657,	1.9746855293218257,	0,	47444,	0,	47308,	29,	
142679,	1.976467439857448,	0,	47382,	0,	47294,	29,	
144697,	1.9800617417464654,	0,	47297,	0,	47259,	29,	
146720,	1.9773903362063887,	0,	47370,	0,	47230,	29,	
148740,	1.9771977965611616,	0,	47277,	0,	46958,	29,	
150760,	1.9916250185698652,	0,	44898,	0,	44982,	29,	
152779,	2.0117145929470563,	0,	39607,	0,	38403,	29,	
154806,	1.999045950301278,	0,	38803,	0,	37291,	29,	
156824,	2.0046044694069622,	0,	40174,	0,	39508,	29,	
158843,	2.0266109991070955,	0,	41561,	0,	41328,	29,	
160861,	2.0323763522313762,	0,	42098,	0,	42148,	29,	
162884,	2.029990591362151,	0,	42546,	0,	42887,	29,	
164905,	2.0252814742097414,	0,	42916,	0,	43425,	29,	
166925,	2.027917732555668,	0,	43520,	0,	43825,	29,	
168945,	2.029424115445241,	0,	43603,	0,	44298,	29,	
170967,	2.0300118701722463,	0,	43782,	0,	44722,	29,	
172986,	2.0309775361575544,	0,	43773,	0,	44527,	29,	
