Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
4587,	161307,	29786,	0,	28924,	0,	0,	
5643,	180604,	32774,	0,	33019,	0,	0,	
6710,	206586,	37366,	0,	36996,	0,	0,	
7737,	202795,	36650,	0,	36394,	0,	0,	
8771,	205812,	37190,	0,	37026,	0,	0,	
9813,	206704,	37398,	0,	37287,	0,	0,	
10835,	203609,	36830,	0,	36745,	0,	0,	
11854,	199735,	36107,	0,	35973,	0,	0,	
12864,	203190,	36762,	0,	36681,	0,	0,	
13868,	201968,	36505,	0,	36399,	0,	0,	
14878,	204116,	36888,	0,	36802,	0,	0,	
15884,	202667,	36636,	0,	36520,	0,	0,	
16892,	203060,	36712,	0,	36632,	0,	0,	
17897,	202983,	36700,	0,	36600,	0,	0,	
18904,	203327,	36755,	0,	36637,	0,	0,	
19907,	202665,	36637,	0,	36550,	0,	0,	
20911,	203085,	36704,	0,	36611,	0,	0,	
21918,	203904,	36844,	0,	36714,	0,	0,	
22924,	202846,	36702,	0,	36610,	0,	0,	
23928,	203553,	36803,	0,	36713,	0,	0,	
24940,	203794,	36851,	0,	36754,	0,	0,	
25947,	203321,	36769,	0,	36650,	0,	0,	
26950,	201949,	36535,	0,	36445,	0,	0,	
27956,	202909,	36705,	0,	36605,	0,	0,	
28962,	203433,	36800,	0,	36657,	0,	0,	
29968,	203147,	36761,	0,	36727,	0,	0,	
30976,	203813,	36861,	0,	36739,	0,	0,	
31982,	202876,	36700,	0,	36600,	0,	0,	
32986,	202764,	36657,	0,	36550,	0,	0,	
33993,	203468,	36801,	0,	36719,	0,	0,	
35001,	203325,	36766,	0,	36685,	0,	0,	
36009,	203477,	36809,	0,	36690,	0,	0,	
37014,	202885,	36682,	0,	36574,	0,	0,	
38023,	203772,	36847,	0,	36775,	0,	0,	
39029,	203274,	36777,	0,	36646,	0,	0,	
40038,	203385,	36794,	0,	36688,	0,	0,	
41059,	205146,	37102,	0,	37041,	0,	0,	
42120,	206762,	37416,	0,	37740,	0,	0,	
43209,	206354,	37367,	0,	38055,	0,	0,	
44261,	204087,	36922,	0,	37284,	0,	0,	
45278,	202346,	36625,	0,	36524,	0,	0,	
46302,	205514,	37163,	0,	37041,	0,	0,	
47322,	205082,	37082,	0,	37001,	0,	0,	
48333,	203857,	36889,	0,	36799,	0,	0,	
49346,	204392,	36997,	0,	36883,	0,	0,	
50365,	132038,	23763,	0,	23726,	0,	0,	
51380,	91026,	8,	36225,	24059,	12058,	20,	
52395,	93171,	0,	36969,	24644,	12313,	20,	
53398,	91941,	0,	36507,	24347,	12147,	20,	
54402,	92172,	0,	36536,	24390,	12183,	20,	
55409,	92458,	0,	36724,	24454,	12199,	20,	
56414,	92239,	0,	36621,	24425,	12210,	20,	
57428,	93185,	0,	36953,	24644,	12303,	20,	
58431,	92170,	0,	36556,	24349,	12161,	20,	
59436,	92250,	0,	36621,	24402,	12183,	20,	
60439,	92201,	0,	36616,	24398,	12181,	20,	
61443,	92141,	0,	36562,	24379,	12171,	20,	
62459,	93281,	0,	37024,	24665,	12332,	20,	
63471,	92885,	0,	36850,	24552,	12277,	20,	
64476,	92229,	0,	36633,	24431,	12211,	20,	
65482,	92722,	0,	36803,	24503,	12247,	20,	
66486,	91908,	0,	36509,	24333,	12152,	20,	
67489,	92202,	0,	36603,	24378,	12187,	20,	
68498,	92742,	0,	36780,	24498,	12250,	20,	
69503,	92248,	0,	36622,	24407,	12196,	20,	
70511,	92659,	0,	36802,	24538,	12239,	20,	
71516,	92347,	0,	36677,	24434,	12215,	20,	
72522,	92264,	0,	36614,	24391,	12199,	20,	
73526,	92118,	0,	36554,	24338,	12163,	20,	
74528,	91691,	0,	36423,	24256,	12118,	20,	
75532,	92194,	0,	36597,	24400,	12197,	20,	
76543,	92654,	0,	36740,	24496,	12243,	20,	
77547,	92336,	0,	36650,	24410,	12202,	20,	
78554,	92687,	0,	36764,	24529,	12245,	20,	
79560,	92238,	0,	36658,	24409,	12195,	20,	
80563,	91906,	0,	36464,	24293,	12148,	20,	
81569,	92666,	0,	36779,	24514,	12244,	20,	
82575,	92360,	0,	36654,	24402,	12198,	20,	
83580,	92324,	0,	36620,	24416,	12198,	20,	
84586,	92275,	0,	36632,	24405,	12201,	20,	
85590,	92203,	0,	36610,	24395,	12178,	20,	
86596,	92604,	0,	36766,	24478,	12232,	20,	
87601,	92257,	0,	36626,	24419,	12186,	20,	
88606,	92286,	0,	36629,	24406,	12194,	20,	
89619,	92851,	0,	36843,	24558,	12264,	20,	
90633,	92654,	0,	36763,	24527,	12248,	20,	
91642,	91807,	0,	36408,	24208,	12115,	20,	
92645,	91185,	0,	36132,	24036,	12056,	20,	
93661,	92568,	0,	36670,	24299,	12217,	20,	
94670,	92366,	0,	36649,	24365,	12191,	20,	
95675,	92025,	0,	36448,	24282,	12169,	20,	
96679,	91997,	0,	36487,	24333,	12175,	20,	
97693,	93198,	0,	36980,	24621,	12337,	20,	
98700,	92236,	0,	36636,	24414,	12209,	20,	
99706,	92062,	0,	36579,	24388,	12202,	20,	
