Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
1368,	6704,	1184,	0,	1407,	0,	0,	
3378,	144171,	25355,	0,	31703,	0,	0,	
5452,	186012,	32730,	0,	40855,	0,	0,	
7464,	179058,	31494,	0,	39326,	0,	0,	
9478,	182517,	32103,	0,	40177,	0,	0,	
11497,	183748,	32329,	0,	40341,	0,	0,	
13539,	185073,	32553,	0,	40679,	0,	0,	
15617,	186892,	32876,	0,	41099,	0,	0,	
17628,	180401,	31726,	0,	39630,	0,	0,	
19687,	182932,	32179,	0,	40241,	0,	0,	
21698,	176436,	31029,	0,	38779,	0,	0,	
23724,	174369,	30674,	0,	38304,	0,	0,	
25760,	159860,	28115,	0,	35145,	0,	0,	
28160,	158219,	27826,	0,	34759,	0,	0,	
30538,	144081,	25342,	0,	31662,	0,	0,	
32835,	163787,	28814,	0,	35992,	0,	0,	
35147,	162248,	28532,	0,	35681,	0,	0,	
37424,	160534,	28239,	0,	35275,	0,	0,	
39685,	159993,	28147,	0,	35179,	0,	0,	
41899,	155665,	27378,	0,	34197,	0,	0,	
44250,	160344,	28206,	0,	35209,	0,	0,	
46710,	154286,	27135,	0,	33903,	0,	0,	
48979,	142218,	25017,	0,	31319,	0,	0,	
51338,	154656,	27208,	0,	33999,	0,	0,	
53716,	155671,	27384,	0,	34166,	0,	0,	
56069,	156224,	27479,	0,	34384,	0,	0,	
58459,	157682,	27735,	0,	34631,	0,	0,	
60795,	158437,	27867,	0,	34795,	0,	0,	
63118,	155586,	27371,	0,	34242,	0,	0,	
65468,	160111,	28160,	0,	35212,	0,	0,	
67821,	162088,	28512,	0,	35640,	0,	0,	
70165,	162238,	28539,	0,	35639,	0,	0,	
72531,	160734,	28271,	0,	35321,	0,	0,	
74887,	162078,	28511,	0,	35638,	0,	0,	
77220,	157597,	27720,	0,	34597,	0,	0,	
79531,	156830,	27585,	0,	34515,	0,	0,	
81893,	158483,	27876,	0,	34848,	0,	0,	
84393,	155113,	27283,	0,	34073,	0,	0,	
86975,	151013,	26554,	0,	33160,	0,	0,	
89312,	154463,	27170,	0,	33956,	0,	0,	
91655,	157896,	27778,	0,	34769,	0,	0,	
93982,	138827,	24418,	0,	30474,	0,	0,	
96287,	140525,	24713,	0,	30882,	0,	0,	
98675,	162920,	28656,	0,	35782,	0,	0,	
101758,	122347,	15953,	7618,	27055,	2459,	20,	
103996,	122104,	0,	29640,	27553,	9534,	20,	
106227,	119963,	0,	29114,	27037,	9368,	20,	
108466,	121556,	0,	29504,	27322,	9488,	20,	
110803,	121773,	0,	29552,	27420,	9504,	20,	
113069,	120195,	0,	29169,	27087,	9390,	20,	
115255,	113696,	0,	27588,	25592,	8866,	20,	
117550,	119282,	0,	28947,	26911,	9317,	20,	
119848,	118155,	0,	28673,	26585,	9233,	20,	
122121,	119854,	0,	29088,	27013,	9352,	20,	
124384,	116872,	0,	28359,	26284,	9110,	20,	
126459,	109720,	0,	26633,	24684,	8568,	20,	
128529,	117080,	0,	28385,	26432,	9143,	20,	
130539,	128456,	0,	31176,	28876,	10024,	20,	
132745,	114543,	0,	27821,	25783,	8949,	20,	
134808,	126248,	0,	30621,	28468,	9845,	20,	
136822,	127271,	0,	30889,	28660,	9945,	20,	
138870,	129599,	0,	31436,	29177,	10102,	20,	
140907,	117673,	0,	28545,	26497,	9193,	20,	
142913,	117458,	0,	28517,	26423,	9172,	20,	
144990,	127465,	0,	30939,	28711,	9956,	20,	
147053,	129430,	0,	31396,	29167,	10087,	20,	
149109,	126590,	0,	30730,	28508,	9890,	20,	
151155,	127717,	0,	30994,	28777,	9969,	20,	
153171,	127273,	0,	30886,	28662,	9936,	20,	
155225,	130254,	0,	31618,	29364,	10183,	20,	
157234,	128256,	0,	31122,	28861,	10007,	20,	
159250,	127682,	0,	30995,	28770,	9984,	20,	
161285,	130598,	0,	31686,	29428,	10189,	20,	
163398,	113558,	0,	27563,	25544,	8865,	20,	
165441,	120181,	0,	29169,	27098,	9381,	20,	
167491,	116307,	0,	28206,	26184,	9064,	20,	
169504,	115756,	0,	28089,	26082,	9041,	20,	
171570,	119897,	0,	29105,	26990,	9358,	20,	
173593,	109267,	0,	26517,	24602,	8556,	20,	
175599,	104653,	0,	25391,	23558,	8146,	20,	
177641,	117096,	0,	28417,	26355,	9159,	20,	
179656,	115187,	0,	27947,	25952,	8976,	20,	
181753,	118358,	0,	28716,	26666,	9230,	20,	
183778,	117944,	0,	28624,	26545,	9209,	20,	
185816,	116489,	0,	28273,	26260,	9097,	20,	
187862,	117671,	0,	28550,	26487,	9190,	20,	
189905,	120051,	0,	29136,	27017,	9366,	20,	
191983,	121688,	0,	29519,	27417,	9504,	20,	
194029,	121324,	0,	29453,	27361,	9477,	20,	
196090,	117776,	0,	28582,	26540,	9189,	20,	
198139,	118930,	0,	28872,	26751,	9287,	20,	
200154,	107122,	0,	26293,	24100,	8353,	20,	
202207,	109247,	0,	26856,	24611,	8523,	20,	
204218,	115856,	0,	28086,	26070,	9040,	20,	
206280,	120351,	0,	29236,	27104,	9382,	20,	
208330,	117174,	0,	28394,	26420,	9158,	20,	
210367,	120099,	0,	29157,	27038,	9379,	20,	
212405,	120348,	0,	29222,	27076,	9370,	20,	
214423,	112610,	0,	27312,	25397,	8813,	20,	
216464,	119162,	0,	28917,	26801,	9297,	20,	
218548,	121806,	0,	29544,	27424,	9500,	20,	
220614,	120244,	0,	29192,	27108,	9387,	20,	
222683,	111383,	0,	27028,	25081,	8701,	20,	
224690,	118955,	0,	28864,	26784,	9272,	20,	
226709,	118855,	0,	28849,	26785,	9300,	20,	
228714,	116495,	0,	28258,	26206,	9075,	20,	
230727,	113921,	0,	27644,	25656,	8894,	20,	
232759,	119745,	0,	29064,	26956,	9349,	20,	
234768,	114519,	0,	27814,	25871,	8930,	20,	
236858,	117539,	0,	28500,	26431,	9193,	20,	
238940,	117767,	0,	28580,	26512,	9184,	20,	
240961,	113382,	0,	27515,	25544,	8829,	20,	
242974,	111166,	0,	26982,	25023,	8699,	20,	
245002,	118713,	0,	28806,	26770,	9255,	20,	
247042,	118664,	0,	28788,	26651,	9267,	20,	
249080,	113843,	0,	27640,	25662,	8884,	20,	
251150,	121544,	0,	29494,	27389,	9496,	20,	
253154,	109717,	0,	26611,	24715,	8553,	20,	
255210,	117757,	0,	28578,	26562,	9197,	20,	
257225,	116248,	0,	28224,	26145,	9071,	20,	
259315,	121104,	0,	29378,	27310,	9456,	20,	
261320,	120673,	0,	29279,	27135,	9421,	20,	
263376,	119095,	0,	28888,	26849,	9284,	20,	
265383,	117583,	0,	28544,	26441,	9184,	20,	
267584,	124985,	0,	30333,	28141,	9753,	20,	
269673,	121256,	0,	29420,	27339,	9461,	20,	
271725,	120976,	0,	29349,	27197,	9449,	20,	
273742,	114379,	0,	27751,	25759,	8926,	20,	
275756,	119851,	0,	29082,	26999,	9354,	20,	
277772,	116927,	0,	28383,	26336,	9113,	20,	
279785,	117143,	0,	28428,	26397,	9161,	20,	
281792,	117556,	0,	28534,	26485,	9173,	20,	
283848,	120362,	0,	29199,	27090,	9403,	20,	
285911,	120870,	0,	29340,	27232,	9416,	20,	
287954,	115744,	0,	28096,	26046,	9038,	20,	
289964,	115721,	0,	28085,	26067,	9039,	20,	
292039,	118727,	0,	28806,	26735,	9268,	20,	
294061,	113605,	0,	27570,	25625,	8857,	20,	
296089,	120727,	0,	29293,	27141,	9429,	20,	
298191,	122489,	0,	29723,	27557,	9566,	20,	
300199,	107638,	0,	26488,	24200,	8399,	20,	
302349,	112148,	0,	27536,	25241,	8737,	20,	
304354,	116763,	0,	28361,	26320,	9127,	20,	
306366,	118336,	0,	28725,	26716,	9237,	20,	
308427,	121303,	0,	29413,	27251,	9465,	20,	
310460,	119793,	0,	29073,	26952,	9343,	20,	
312528,	121960,	0,	29603,	27471,	9525,	20,	
314536,	118526,	0,	28789,	26792,	9261,	20,	
