Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
225,	4241.0,	647.0,	0.0,	733.0,	0.0,	0,	
1241,	25105.0,	3079.0,	771.0,	4328.0,	255.5,	5,	
2333,	17404.666666666668,	0.0,	2908.6666666666665,	2409.0,	968.0,	5,	
3342,	15293.0,	0.0,	2588.75,	2080.75,	912.25,	5,	
4346,	13160.4,	0.0,	2206.6,	1777.4,	733.4,	5,	
5358,	10911.666666666666,	0.0,	1828.8333333333333,	1463.6666666666667,	601.3333333333334,	5,	
6365,	10106.285714285714,	0.0,	1700.7142857142858,	1374.857142857143,	559.8571428571429,	5,	
7369,	7902.375,	0.0,	1337.5,	1126.75,	442.625,	5,	
8380,	5635.888888888889,	0.0,	953.2222222222222,	748.2222222222222,	320.3333333333333,	5,	
9393,	6635.8,	0.0,	1123.6,	903.5,	364.3,	5,	
10398,	5623.272727272727,	0.0,	948.6363636363636,	760.0909090909091,	310.90909090909093,	5,	
11412,	6046.333333333333,	0.0,	1007.8333333333334,	819.75,	334.5833333333333,	5,	
12419,	5352.538461538462,	0.0,	901.6923076923077,	723.3076923076923,	296.46153846153845,	5,	
13420,	5146.571428571428,	0.0,	868.7857142857143,	691.1428571428571,	284.85714285714283,	5,	
14425,	4272.2,	0.0,	724.6666666666666,	585.4666666666667,	237.0,	5,	
15434,	3827.3125,	0.0,	644.0,	512.8125,	215.4375,	5,	
16438,	3860.4117647058824,	0.0,	649.4705882352941,	518.6470588235294,	212.41176470588235,	5,	
17443,	4015.8888888888887,	0.0,	676.8888888888889,	541.2777777777778,	222.38888888888889,	5,	
18445,	3744.3684210526317,	0.0,	630.8421052631579,	493.8421052631579,	202.68421052631578,	5,	
19453,	3757.45,	0.0,	632.6,	489.35,	203.3,	5,	
20455,	3424.190476190476,	0.0,	576.6666666666666,	461.7142857142857,	190.61904761904762,	5,	
21455,	3239.318181818182,	0.0,	547.5,	435.6363636363636,	179.5909090909091,	5,	
22456,	3146.3478260869565,	0.0,	529.2173913043479,	425.5652173913044,	174.6086956521739,	5,	
23457,	3014.5416666666665,	0.0,	506.4166666666667,	404.375,	166.125,	5,	
24458,	2980.76,	0.0,	500.92,	401.36,	165.04,	5,	
25458,	2740.0384615384614,	0.0,	461.0769230769231,	369.61538461538464,	151.23076923076923,	5,	
26462,	2329.037037037037,	0.0,	393.6666666666667,	309.1111111111111,	127.85185185185185,	5,	
27467,	2376.1428571428573,	0.0,	401.32142857142856,	320.0357142857143,	131.71428571428572,	5,	
28467,	2233.103448275862,	0.0,	377.58620689655174,	299.51724137931035,	122.58620689655173,	5,	
29467,	2392.4,	0.0,	401.76666666666665,	321.5,	132.2,	5,	
30467,	2265.516129032258,	0.0,	380.93548387096774,	304.0,	125.25806451612904,	5,	
31469,	2161.90625,	0.0,	365.40625,	291.6875,	119.5625,	5,	
32472,	2234.5757575757575,	0.0,	374.42424242424244,	301.42424242424244,	123.72727272727273,	5,	
33482,	2077.705882352941,	0.0,	348.1764705882353,	278.11764705882354,	114.94117647058823,	5,	
34488,	1658.9714285714285,	0.0,	280.45714285714286,	221.05714285714285,	89.88571428571429,	5,	
35491,	1658.388888888889,	0.0,	281.3611111111111,	222.88888888888889,	92.5,	5,	
36494,	1702.8918918918919,	0.0,	287.7837837837838,	227.43243243243242,	93.45945945945945,	5,	
37494,	1635.2368421052631,	0.0,	276.1842105263158,	219.76315789473685,	90.23684210526316,	5,	
38503,	1658.7692307692307,	0.0,	278.79487179487177,	224.48717948717947,	92.17948717948718,	5,	
39517,	1650.725,	0.0,	279.675,	221.025,	90.225,	5,	
40521,	1765.1951219512196,	0.0,	298.9268292682927,	238.7560975609756,	97.5609756097561,	5,	
41534,	1738.6666666666667,	0.0,	294.42857142857144,	233.4047619047619,	96.23809523809524,	5,	
42551,	1719.6046511627908,	0.0,	288.5813953488372,	229.8139534883721,	95.3953488372093,	5,	
