Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet
547,	532,	46,	0,	74,	0,	
1565,	1011,	149,	0,	180,	0,	
2576,	3350,	478,	0,	393,	0,	
3584,	4385,	634,	0,	573,	0,	
4591,	3919,	571,	0,	469,	0,	
5612,	4126,	593,	0,	440,	0,	
6630,	4158,	602,	0,	482,	0,	
7649,	4584,	660,	0,	520,	0,	
8660,	4538,	675,	0,	535,	0,	
9669,	2708,	392,	0,	331,	0,	
10680,	2260,	324,	0,	344,	0,	
11689,	2702,	400,	0,	409,	0,	
12700,	3064,	436,	0,	512,	0,	
13712,	2026,	305,	0,	346,	0,	
14721,	1501,	222,	0,	249,	0,	
15729,	2108,	304,	0,	311,	0,	
16742,	3884,	556,	0,	631,	0,	
17750,	4745,	695,	0,	789,	0,	
18757,	4120,	595,	0,	645,	0,	
19769,	4048,	587,	0,	604,	0,	
20778,	4310,	617,	0,	732,	0,	
21805,	2478,	378,	0,	442,	0,	
22821,	2749,	394,	0,	452,	0,	
23838,	2083,	299,	0,	300,	0,	
24849,	1465,	217,	0,	223,	0,	
25861,	3121,	458,	0,	553,	0,	
26869,	2970,	420,	0,	501,	0,	
27878,	2674,	393,	0,	444,	0,	
28894,	1941,	270,	0,	308,	0,	
29904,	1628,	249,	0,	281,	0,	
30912,	4078,	581,	0,	786,	0,	
31921,	2375,	349,	0,	452,	0,	
32934,	3284,	459,	0,	489,	0,	
33945,	4560,	647,	0,	643,	0,	
34953,	2824,	429,	0,	413,	0,	
35962,	2715,	388,	0,	380,	0,	
36974,	1811,	280,	0,	273,	0,	
37983,	3297,	461,	0,	461,	0,	
38993,	3786,	549,	0,	568,	0,	
40002,	4053,	585,	0,	566,	0,	
41010,	3358,	491,	0,	442,	0,	
42021,	5620,	800,	0,	731,	0,	
43029,	4287,	636,	0,	550,	0,	
44038,	4018,	579,	0,	515,	0,	
45045,	3148,	462,	0,	458,	0,	
46059,	6423,	925,	0,	864,	0,	
47068,	4219,	614,	0,	589,	0,	
48080,	4326,	644,	0,	629,	0,	
49087,	4119,	592,	0,	609,	0,	
50095,	3496,	470,	0,	486,	0,	
51112,	0,	0,	0,	0,	0,	
52124,	0,	0,	0,	0,	0,	
53135,	0,	0,	0,	0,	0,	
54149,	1102,	155,	583,	149,	247,	
55159,	3938,	36,	3659,	384,	1601,	
56169,	3765,	0,	3640,	595,	1596,	
57189,	3741,	0,	3600,	680,	1584,	
58198,	3764,	0,	3629,	690,	1592,	
59205,	3749,	0,	3595,	658,	1580,	
60222,	4041,	0,	3896,	658,	1696,	
61255,	3847,	0,	3707,	729,	1668,	
62286,	3708,	0,	3580,	622,	1592,	
63322,	3967,	0,	3823,	667,	1693,	
64331,	3890,	0,	3758,	644,	1656,	
65339,	3716,	0,	3552,	513,	1558,	
66351,	4048,	0,	3907,	523,	1702,	
67360,	3976,	0,	3833,	524,	1676,	
68368,	3826,	0,	3710,	530,	1614,	
69375,	3713,	0,	3579,	530,	1563,	
70383,	3887,	0,	3755,	450,	1644,	
71394,	3790,	0,	3641,	532,	1590,	
72402,	3822,	0,	3682,	539,	1641,	
73410,	3969,	0,	3811,	522,	1689,	
74418,	3689,	0,	3570,	591,	1580,	
75427,	3902,	0,	3745,	752,	1643,	
76435,	3721,	0,	3603,	730,	1605,	
77442,	3760,	0,	3600,	640,	1572,	
78452,	3696,	0,	3574,	584,	1575,	
79462,	3976,	0,	3838,	709,	1663,	
80470,	3737,	0,	3587,	744,	1577,	
81479,	3683,	0,	3559,	626,	1568,	
82485,	3799,	0,	3651,	637,	1595,	
83493,	4074,	0,	3935,	710,	1684,	
84500,	3667,	0,	3519,	696,	1556,	
85508,	3616,	0,	3491,	709,	1532,	
86517,	3810,	0,	3674,	645,	1629,	
87529,	3845,	0,	3718,	574,	1619,	
88541,	3672,	0,	3523,	516,	1542,	
89547,	3673,	0,	3545,	488,	1602,	
90556,	3647,	0,	3511,	669,	1544,	
