Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet
152019,	4111,	0,	2792,	574,	1050,	
153028,	4152,	0,	2817,	601,	1050,	
154036,	4256,	0,	2940,	554,	1074,	
155045,	4232,	0,	2871,	745,	1074,	
156057,	4229,	0,	2864,	767,	1088,	
157066,	3855,	0,	2629,	534,	954,	
158084,	4377,	0,	2975,	670,	1139,	
159108,	4420,	0,	3012,	624,	1130,	
160158,	3557,	0,	2475,	494,	869,	
161167,	4259,	0,	2895,	607,	1082,	
162188,	4080,	0,	2786,	519,	1013,	
163202,	4278,	0,	2975,	535,	1094,	
164215,	4195,	0,	2831,	554,	1078,	
165253,	4179,	0,	2864,	472,	1064,	
166265,	4291,	0,	2967,	502,	1098,	
167290,	4275,	0,	2929,	564,	1106,	
168308,	4343,	0,	2991,	574,	1121,	
169317,	4260,	0,	2885,	728,	1115,	
170335,	4406,	0,	2997,	702,	1128,	
171343,	4270,	0,	2873,	526,	1088,	
172351,	4405,	0,	3006,	520,	1124,	
173363,	4138,	0,	2808,	503,	1076,	
174379,	4124,	0,	2793,	681,	1081,	
175417,	4265,	0,	2892,	564,	1071,	
176444,	4297,	0,	2926,	615,	1097,	
177465,	4158,	0,	2864,	479,	1053,	
178478,	4259,	0,	2899,	612,	1104,	
179540,	4499,	0,	3122,	517,	1131,	
180557,	4283,	0,	2912,	638,	1110,	
181564,	4195,	0,	2832,	542,	1060,	
182572,	4155,	0,	2830,	554,	1046,	
183592,	3908,	0,	2663,	514,	954,	
184614,	4343,	0,	2923,	732,	1104,	
185638,	4323,	0,	2932,	647,	1097,	
186646,	4224,	0,	2849,	774,	1094,	
187699,	4339,	0,	2905,	764,	1113,	
188706,	4265,	0,	2874,	724,	1085,	
189728,	4368,	0,	2956,	736,	1115,	
190763,	4224,	0,	2865,	688,	1079,	
191770,	4152,	0,	2835,	570,	1039,	
192791,	4210,	0,	2866,	555,	1051,	
193827,	4203,	0,	2868,	456,	1050,	
194841,	3589,	0,	2502,	552,	902,	
195861,	4081,	0,	2727,	737,	1034,	
196877,	4154,	0,	2839,	690,	1046,	
197894,	4242,	0,	2893,	716,	1086,	
198908,	4200,	0,	2853,	719,	1070,	
200210,	4621,	0,	3181,	611,	1184,	
201253,	3930,	0,	2745,	306,	996,	
202284,	4330,	0,	2943,	712,	1103,	
203494,	4731,	0,	3216,	898,	1219,	
204518,	4246,	0,	2897,	611,	1128,	
205525,	4101,	0,	2817,	479,	1046,	
206539,	4253,	0,	2935,	515,	1066,	
207548,	4136,	0,	2827,	450,	1034,	
208565,	4120,	0,	2844,	434,	999,	
209572,	3991,	0,	2735,	397,	982,	
210580,	4152,	0,	2845,	391,	1053,	
211588,	4225,	0,	2901,	468,	1071,	
212598,	4273,	0,	2907,	618,	1118,	
213611,	4430,	0,	3034,	605,	1105,	
214633,	4356,	0,	2952,	509,	1117,	
215642,	4299,	0,	2912,	574,	1107,	
216658,	3970,	0,	2735,	577,	1037,	
217667,	4557,	0,	3103,	765,	1195,	
218675,	4502,	0,	3056,	776,	1182,	
219686,	4352,	0,	2995,	560,	1102,	
220694,	4381,	0,	2991,	772,	1127,	
221702,	4327,	0,	2928,	809,	1080,	
222713,	4316,	0,	2949,	736,	1106,	
223722,	4272,	0,	2905,	655,	1063,	
224733,	4382,	0,	2993,	678,	1088,	
225742,	4270,	0,	2951,	611,	1050,	
226753,	4362,	0,	2934,	760,	1118,	
227765,	4448,	0,	3025,	792,	1109,	
228773,	4250,	0,	2899,	699,	1061,	
229784,	4339,	0,	2970,	743,	1100,	
230798,	4067,	0,	2784,	623,	1027,	
231866,	4421,	0,	3007,	572,	1115,	
232875,	4042,	0,	2760,	492,	1053,	
233882,	4266,	0,	2915,	557,	1106,	
234890,	4114,	0,	2781,	584,	1083,	
235899,	4388,	0,	3041,	591,	1140,	
236908,	4247,	0,	2948,	491,	1063,	
237938,	4251,	0,	2901,	479,	1059,	
238944,	3889,	0,	2659,	533,	976,	
239952,	4209,	0,	2928,	499,	1060,	
240969,	4303,	0,	2953,	678,	1082,	
241979,	4314,	0,	2945,	720,	1090,	
242986,	4165,	0,	2826,	595
