Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet
491,	194,	0,	0,	4,	0,	
1496,	2856,	435,	0,	1379,	0,	
2498,	3688,	589,	0,	2022,	0,	
3502,	4264,	672,	0,	2262,	0,	
4508,	3835,	615,	0,	1987,	0,	
5511,	4066,	635,	0,	2058,	0,	
6515,	3944,	625,	0,	1988,	0,	
7528,	3507,	568,	0,	1735,	0,	
8534,	3912,	615,	0,	1873,	0,	
9543,	3826,	594,	0,	1843,	0,	
10548,	4764,	746,	0,	2265,	0,	
11552,	4856,	753,	0,	2228,	0,	
12559,	4858,	769,	0,	2327,	0,	
13564,	4835,	752,	0,	2187,	0,	
14568,	4542,	717,	0,	2127,	0,	
15573,	4843,	753,	0,	2288,	0,	
16579,	4402,	690,	0,	2172,	0,	
17581,	3433,	535,	0,	1652,	0,	
18586,	3205,	506,	0,	1471,	0,	
19591,	3953,	621,	0,	1935,	0,	
20596,	4215,	643,	0,	1907,	0,	
21599,	4322,	685,	0,	2135,	0,	
22604,	3792,	594,	0,	1779,	0,	
23608,	4043,	625,	0,	1800,	0,	
24612,	4340,	683,	0,	2029,	0,	
25617,	3945,	621,	0,	2031,	0,	
26621,	4020,	624,	0,	1935,	0,	
27624,	3737,	586,	0,	1854,	0,	
28629,	3317,	513,	0,	1647,	0,	
29632,	3740,	598,	0,	1905,	0,	
30638,	3638,	568,	0,	1834,	0,	
31642,	4122,	635,	0,	2136,	0,	
32646,	4760,	739,	0,	2511,	0,	
33652,	3860,	613,	0,	2041,	0,	
34657,	4192,	661,	0,	2199,	0,	
35661,	4507,	700,	0,	2447,	0,	
38233,	9523,	1481,	0,	4895,	0,	
39236,	3523,	550,	0,	1918,	0,	
40238,	4078,	627,	0,	2261,	0,	
41243,	3928,	617,	0,	1963,	0,	
42247,	3627,	575,	0,	1795,	0,	
43251,	3607,	556,	0,	1839,	0,	
44255,	4057,	634,	0,	2140,	0,	
45259,	3354,	531,	0,	1751,	0,	
46262,	2957,	465,	0,	1535,	0,	
47265,	3447,	554,	0,	1885,	0,	
48271,	3737,	586,	0,	2102,	0,	
49275,	3538,	543,	0,	1959,	0,	
50279,	3497,	407,	0,	1338,	0,	
51305,	1635,	0,	0,	0,	0,	
52309,	1401,	0,	0,	0,	0,	
53317,	1734,	0,	0,	0,	0,	
54327,	1369,	0,	0,	0,	0,	
55339,	1513,	0,	0,	0,	0,	
56343,	1198,	0,	0,	0,	0,	
57349,	1471,	0,	0,	0,	0,	
58351,	2654,	0,	0,	0,	0,	
59351,	2772,	0,	0,	0,	0,	
60352,	2565,	0,	0,	0,	0,	
61353,	2465,	0,	0,	0,	0,	
62353,	2792,	0,	0,	0,	0,	
63354,	2411,	0,	0,	0,	0,	
64356,	2524,	0,	0,	0,	0,	
65357,	2428,	0,	0,	0,	0,	
66359,	2619,	0,	0,	0,	0,	
67361,	2698,	0,	0,	0,	0,	
68361,	2561,	0,	0,	0,	0,	
69363,	2629,	0,	0,	0,	0,	
70363,	2695,	0,	0,	0,	0,	
71365,	2566,	0,	0,	0,	0,	
72366,	1970,	0,	0,	0,	0,	
73367,	2671,	0,	0,	0,	0,	
74372,	2265,	0,	0,	0,	0,	
75373,	2611,	0,	0,	0,	0,	
76376,	2884,	0,	0,	0,	0,	
77377,	2164,	0,	0,	0,	0,	
78379,	2528,	0,	0,	0,	0,	
79381,	2732,	0,	0,	0,	0,	
80383,	2671,	0,	0,	0,	0,	
81387,	2464,	0,	0,	0,	0,	
82395,	2895,	0,	0,	0,	0,	
83396,	2282,	0,	0,	0,	0,	
84398,	3401,	0,	0,	0,	0,	
85398,	3362,	0,	0,	0,	0,	
86399,	2799,	0,	0,	0,	0,	
87401,	3112,	0,	0,	0,	0,	
88406,	3361,	0,	0,	0,	0,	
89406,	2459,	0,	0,	0,	0,	
90407,	2665,	0,	0,	0,	0,	
91411,	2789,	0,	0,	0,	0,	
92415,	2480,	0,	0,	0,	0,	
93418,	2646,	0,	0,	0,	0,	
94420,	2575,	0,	0,	0,	0,	
95424,	2444,	0,	0,	0,	0,	
96424,	2833,	0,	0,	0,	0,	
97426,	2797,	0,	0,	0,	0,	
98427,	3164,	0,	0,	0,	0,	
99428,	2710,	0,	0,	0,	0,	
100429,	2633,	0,	0,	0,	0,	
101433,	2766,	0,	0,	0,	0,	
102436,	2385,	0,	0,	0,	0,	
103439,	2586,	0,	0,	0,	0,	
104442,	2258,	0,	0,	0,	0,	
105444,	2509,	0,	0,	0,	0,	
106444,	2419,	0,	0,	0,	0,	
107446,	2557,	0,	0,	0,	0,	
108447,	2631,	0,	0,	0,	0,	
109447,	2250,	0,	0,	0,	0,	
110448,	2643,	0,	0,	0,	0,	
111455,	2600,	0,	0,	0,	0,	
112457,	2610,	0,	0,	0,	0,	
113457,	2636,	0,	0,	0,	0,	
114459,	2421,	0,	0,	0,	0,	
115459,	2338,	0,	0,	0,	0,	
116460,	2535,	0,	0,	0,	0,	
117462,	3034,	0,	0,	0,	0,	
118467,	2969,	0,	0,	0,	0,	
119469,	2647,	0,	0,	0,	0,	
120472,	3352,	0,	0,	0,	0,	
121478,	2449,	0,	0,	0,	0,	
122479,	2477,	0,	0,	0,	0,	
123481,	2404,	0,	0,	0,	0,	
124482,	3064,	0,	0,	0,	0,	
125483,	2704,	0,	0,	0,	0,	
126484,	2370,	0,	0,	0,	0,	
127485,	3158,	0,	0,	0,	0,	
128485,	2214,	0,	0,	0,	0,	
129485,	2073,	0,	0,	0,	0,	
130485,	1985,	0,	0,	0,	0,	
131487,	2176,	0,	0,	0,	0,	
132489,	2635,	0,	0,	0,	0,	
133489,	2226,	0,	0,	0,	0,	
134490,	2009,	0,	0,	0,	0,	
