Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
917,	5411,	948,	0,	1576,	0,	0,	
1963,	67397,	11184,	0,	16231,	0,	0,	
3161,	121998,	9844,	0,	14627,	0,	0,	
4176,	191893,	12626,	0,	19138,	0,	0,	
5207,	257048,	11759,	0,	16924,	0,	0,	
6298,	323841,	12061,	0,	17133,	0,	0,	
7316,	392473,	12394,	0,	17335,	0,	0,	
8345,	458791,	11964,	0,	17106,	0,	0,	
9374,	522016,	11402,	0,	16651,	0,	0,	
10936,	575809,	7070,	9366,	19804,	3039,	40,	
11980,	601342,	0,	14733,	16629,	4729,	40,	
13085,	624938,	0,	13458,	15335,	4177,	40,	
14107,	650054,	0,	13336,	16015,	4359,	40,	
15134,	672653,	0,	12565,	14399,	4030,	40,	
16163,	695535,	0,	12764,	14550,	4180,	40,	
17177,	717424,	0,	12391,	14202,	3898,	40,	
18193,	739714,	0,	12478,	13812,	4032,	40,	
19273,	764424,	0,	13465,	15203,	4583,	40,	
20373,	783602,	0,	11526,	12287,	3527,	40,	
21404,	806380,	0,	12653,	14618,	4189,	40,	
22478,	828694,	0,	12953,	15387,	4062,	40,	
23506,	851935,	0,	13281,	15830,	4276,	40,	
24535,	874274,	0,	12466,	14053,	3914,	40,	
25569,	896524,	0,	12606,	14318,	3967,	40,	
26596,	918790,	0,	12532,	14290,	3935,	40,	
27748,	950198,	0,	17044,	19596,	5676,	40,	
28904,	990124,	0,	20519,	25127,	7541,	40,	
30002,	1033062,	0,	22150,	26590,	7917,	40,	
31075,	1053211,	0,	13998,	12884,	3801,	40,	
32105,	1076056,	0,	12956,	14419,	4049,	40,	
33132,	1098434,	0,	12789,	14664,	3996,	40,	
34164,	1121549,	0,	12958,	14581,	4159,	40,	
35215,	1144118,	0,	12819,	14561,	4080,	40,	
36274,	1168344,	0,	13634,	15156,	4318,	40,	
