Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet
100,	30,	0,	0,	0,	0,	
1116,	412,	50,	0,	202,	0,	
2116,	455,	73,	0,	203,	0,	
3117,	765,	125,	0,	422,	0,	
4117,	669,	102,	0,	399,	0,	
5117,	831,	120,	0,	443,	0,	
6118,	539,	85,	0,	284,	0,	
7119,	1056,	163,	0,	479,	0,	
8120,	877,	136,	0,	474,	0,	
9121,	850,	142,	0,	465,	0,	
10122,	446,	67,	0,	353,	0,	
11122,	727,	100,	0,	462,	0,	
12122,	824,	136,	0,	501,	0,	
13123,	434,	68,	0,	231,	0,	
14124,	335,	54,	0,	231,	0,	
15125,	470,	70,	0,	291,	0,	
16125,	558,	95,	0,	422,	0,	
17126,	537,	82,	0,	303,	0,	
18126,	218,	44,	0,	174,	0,	
19127,	352,	54,	0,	268,	0,	
20127,	515,	75,	0,	329,	0,	
21128,	256,	42,	0,	182,	0,	
22129,	896,	143,	0,	503,	0,	
23144,	429,	65,	0,	278,	0,	
24144,	787,	115,	0,	385,	0,	
25146,	705,	124,	0,	333,	0,	
26146,	408,	61,	0,	200,	0,	
27151,	905,	133,	0,	430,	0,	
28163,	708,	109,	0,	354,	0,	
29164,	437,	71,	0,	252,	0,	
30165,	579,	91,	0,	382,	0,	
31166,	200,	32,	0,	139,	0,	
32167,	754,	113,	0,	568,	0,	
33168,	693,	105,	0,	355,	0,	
34168,	505,	85,	0,	266,	0,	
35169,	620,	93,	0,	377,	0,	
36170,	355,	62,	0,	283,	0,	
37171,	83,	12,	0,	81,	0,	
38171,	616,	103,	0,	391,	0,	
39172,	549,	82,	0,	365,	0,	
40172,	527,	82,	0,	247,	0,	
41172,	530,	80,	0,	369,	0,	
42173,	530,	88,	0,	374,	0,	
43173,	450,	74,	0,	373,	0,	
44174,	742,	109,	0,	371,	0,	
45175,	662,	105,	0,	349,	0,	
46190,	521,	75,	0,	337,	0,	
47191,	257,	49,	0,	141,	0,	
48191,	518,	78,	0,	238,	0,	
49191,	510,	79,	0,	259,	0,	
50192,	471,	64,	0,	253,	0,	
51193,	434,	22,	250,	109,	230,	
52194,	1114,	24,	799,	686,	615,	
53195,	1116,	0,	810,	559,	599,	
54196,	1103,	0,	811,	518,	575,	
55196,	1049,	0,	767,	600,	573,	
56197,	1159,	0,	827,	519,	647,	
57198,	1018,	0,	774,	458,	628,	
58199,	973,	0,	721,	408,	673,	
59209,	1150,	0,	845,	484,	692,	
60209,	1094,	0,	828,	396,	654,	
61209,	607,	76,	0,	477,	0,	
62210,	246,	36,	0,	116,	0,	
63210,	538,	92,	0,	294,	0,	
64210,	756,	111,	0,	363,	0,	
65211,	539,	87,	0,	305,	0,	
66212,	464,	71,	0,	254,	0,	
67227,	710,	115,	0,	358,	0,	
68228,	391,	59,	0,	229,	0,	
69228,	411,	63,	0,	234,	0,	
70230,	163,	27,	0,	161,	0,	
71230,	313,	49,	0,	229,	0,	
72246,	580,	95,	0,	456,	0,	
73247,	651,	100,	0,	535,	0,	
74247,	847,	133,	0,	575,	0,	
75248,	1313,	189,	0,	590,	0,	
76263,	1494,	234,	0,	673,	0,	
77284,	1205,	193,	0,	652,	0,	
78302,	801,	115,	0,	436,	0,	
79302,	1089,	173,	0,	536,	0,	
80303,	903,	145,	0,	422,	0,	
81304,	843,	125,	0,	441,	0,	
82305,	1209,	183,	0,	663,	0,	
83305,	963,	140,	0,	324,	0,	
84306,	1053,	183,	0,	576,	0,	
85306,	880,	132,	0,	462,	0,	
86307,	1049,	150,	0,	473,	0,	
87307,	1328,	213,	0,	605,	0,	
88307,	1018,	165,	0,	518,	0,	
89323,	1066,	167,	0,	503,	0,	
90323,	862,	123,	0,	403,	0,	
91324,	844,	124,	0,	383,	0,	
92325,	920,	147,	0,	456,	0,	
93325,	704,	105,	0,	400,	0,	
94325,	845,	133,	0,	522,	0,	
95326,	703,	119,	0,	452,	0,	
96326,	762,	106,	0,	389,	0,	
97327,	902,	137,	0,	582,	0,	
98328,	935,	145,	0,	482,	0,	
99328,	1004,	158,	0,	473,	0,	
100329,	765,	108,	0,	393,	0,	
101329,	857,	64,	498,	484,	429,	
102344,	713,	86,	0,	364,	0,	
103345,	808,	129,	0,	401,	0,	
104347,	866,	131,	0,	458,	0,	
105347,	918,	140,	0,	502,	0,	
106362,	826,	138,	0,	520,	0,	
107378,	781,	122,	0,	486,	0,	
108379,	759,	120,	0,	414,	0,	
109379,	804,	116,	0,	429,	0,	
110379,	1030,	162,	0,	584,	0,	
111380,	745,	118,	0,	437,	0,	
112381,	618,	105,	0,	500,	0,	
113381,	871,	127,	0,	490,	0,	
114381,	888,	148,	0,	473,	0,	
115402,	938,	145,	0,	472,	0,	
116419,	655,	108,	0,	422,	0,	
117420,	549,	91,	0,	407,	0,	
118421,	593,	80,	0,	352,	0,	
119421,	929,	143,	0,	536,	0,	
120422,	1119,	180,	0,	653,	0,	
121423,	1216,	176,	0,	586,	0,	
122424,	1452,	230,	0,	789,	0,	
123424,	1014,	160,	0,	622,	0,	
124425,	1042,	162,	0,	470,	0,	
125425,	687,	106,	0,	364,	0,	
126425,	837,	135,	0,	465,	0,	
127425,	656,	99,	0,	410,	0,	
128425,	899,	141,	0,	476,	0,	
129426,	703,	71,	0,	346,	0,	
130441,	860,	181,	0,	824,	0,	
131442,	662,	102,	0,	457,	0,	
132442,	987,	155,	0,	501,	0,	
133443,	760,	120,	0,	528,	0,	
134443,	743,	118,	0,	494,	0,	
135445,	367,	60,	0,	299,	0,	
136445,	506,	83,	0,	487,	0,	
137446,	586,	90,	0,	476,	0,	
138447,	548,	77,	0,	348,	0,	
139448,	834,	140,	0,	705,	0,	
140449,	624,	99,	0,	425,	0,	
141449,	580,	95,	0,	390,	0,	
142450,	488,	82,	0,	401,	0,	
143450,	502,	81,	0,	403,	0,	
144451,	884,	132,	0,	535,	0,	
145451,	940,	158,	0,	644,	0,	
146453,	675,	99,	0,	449,	0,	
147453,	837,	126,	0,	609,	0,	
148454,	852,	138,	0,	535,	0,	
149469,	858,	138,	0,	473,	0,	
150469,	523,	69,	0,	261,	0,	
151469,	1093,	57,	687,	514,	582,	
152470,	1226,	0,	910,	440,	678,	
153470,	1223,	0,	916,	504,	693,	
154471,	1234,	0,	939,	476,	714,	
155472,	1199,	0,	908,	469,	722,	
156472,	1207,	0,	892,	423,	712,	
157472,	1279,	0,	945,	463,	698,	
158473,	615,	83,	0,	469,	0,	
159475,	428,	70,	0,	339,	0,	
160490,	647,	100,	0,	463,	0,	
161491,	752,	113,	0,	442,	0,	
162491,	699,	117,	0,	437,	0,	
163492,	545,	83,	0,	429,	0,	
164492,	480,	76,	0,	344,	0,	
165508,	564,	92,	0,	428,	0,	
166508,	443,	60,	0,	327,	0,	
167509,	959,	152,	0,	429,	0,	
168511,	970,	143,	0,	461,	0,	
169530,	774,	128,	0,	450,	0,	
170550,	1162,	171,	0,	543,	0,	
171564,	1088,	171,	0,	517,	0,	
172564,	740,	105,	0,	358,	0,	
173565,	1145,	171,	0,	513,	0,	
174565,	913,	150,	0,	433,	0,	
175565,	1010,	153,	0,	400,	0,	
176566,	707,	121,	0,	417,	0,	
177566,	1027,	155,	0,	477,	0,	
178567,	1217,	194,	0,	558,	0,	
179567,	1068,	182,	0,	626,	0,	
180567,	678,	104,	0,	498,	0,	
181568,	430,	65,	0,	334,	0,	
182568,	453,	74,	0,	365,	0,	
183584,	585,	89,	0,	450,	0,	
184599,	930,	142,	0,	576,	0,	
185599,	723,	111,	0,	360,	0,	
186599,	807,	122,	0,	428,	0,	
187600,	645,	102,	0,	342,	0,	
188601,	924,	133,	0,	521,	0,	
189602,	1306,	205,	0,	612,	0,	
190603,	803,	137,	0,	475,	0,	
191603,	602,	96,	0,	353,	0,	
192619,	664,	95,	0,	364,	0,	
193620,	548,	96,	0,	435,	0,	
194620,	920,	136,	0,	536,	0,	
