Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
263,	2164,	137,	0,	133,	0,	0,	
2268,	117973,	21209,	0,	21932,	0,	0,	
4275,	118145,	20996,	0,	21702,	0,	0,	
6282,	118728,	21099,	0,	21821,	0,	0,	
8288,	118676,	21090,	0,	21794,	0,	0,	
10293,	118760,	21108,	0,	21828,	0,	0,	
12329,	116044,	20618,	0,	21326,	0,	0,	
14333,	97705,	17370,	0,	17953,	0,	0,	
16338,	117028,	20787,	0,	21474,	0,	0,	
18344,	110868,	19695,	0,	20419,	0,	0,	
20358,	90514,	16064,	0,	16569,	0,	0,	
22362,	27251,	0,	11085,	0,	11457,	19,	
24370,	50399,	0,	20459,	0,	21135,	19,	
26375,	45765,	0,	18579,	0,	19188,	19,	
28380,	51979,	0,	21108,	0,	21830,	19,	
30409,	42283,	0,	17182,	0,	17651,	19,	
32423,	33001,	0,	13389,	0,	13824,	19,	
34439,	36695,	0,	14900,	0,	15394,	19,	
36442,	48426,	0,	19680,	0,	20330,	19,	
38447,	50882,	0,	20649,	0,	21364,	19,	
40461,	48534,	0,	19697,	0,	20367,	19,	
42479,	42842,	0,	17401,	0,	17979,	19,	
44498,	41921,	0,	17005,	0,	17546,	19,	
46509,	41271,	0,	16764,	0,	17311,	19,	
48516,	47203,	0,	19174,	0,	19793,	19,	
50528,	47612,	0,	19319,	0,	20020,	19,	
52554,	37639,	0,	15280,	0,	15793,	19,	
54569,	44208,	0,	17949,	0,	18573,	19,	
56583,	46214,	0,	18772,	0,	19422,	19,	
58594,	42042,	0,	17060,	0,	17601,	19,	
60605,	44013,	0,	17868,	0,	18415,	19,	
62620,	42166,	0,	17124,	0,	17683,	19,	
64622,	50640,	0,	20548,	0,	21235,	19,	
66627,	52550,	0,	21324,	0,	22046,	19,	
68632,	52322,	0,	21256,	0,	21947,	19,	
70637,	52126,	0,	21171,	0,	21902,	19,	
72642,	52704,	0,	21386,	0,	22070,	19,	
74643,	50840,	0,	20639,	0,	21356,	19,	
76646,	42318,	0,	17192,	0,	17752,	19,	
78651,	41602,	0,	16878,	0,	17489,	19,	
80652,	47776,	0,	19403,	0,	19998,	19,	
82653,	52755,	0,	21413,	0,	22155,	19,	
84673,	52956,	0,	21505,	0,	22243,	19,	
86675,	43389,	0,	17603,	0,	18225,	19,	
88679,	45886,	0,	18643,	0,	19220,	19,	
90681,	47259,	0,	19175,	0,	19844,	19,	
92685,	44769,	0,	18161,	0,	18778,	19,	
94688,	51486,	0,	20903,	0,	21638,	19,	
96691,	50794,	0,	20625,	0,	21309,	19,	
98695,	51218,	0,	20795,	0,	21505,	19,	
100701,	50897,	0,	20665,	0,	21396,	19,	
102706,	50822,	0,	20635,	0,	21332,	19,	
104711,	51377,	0,	20856,	0,	21565,	19,	
106715,	50779,	0,	20590,	0,	21345,	19,	
108719,	51983,	0,	21095,	0,	21780,	19,	
110724,	51865,	0,	21050,	0,	21770,	19,	
112725,	54247,	0,	22027,	0,	22755,	19,	
114726,	55136,	0,	22388,	0,	23141,	19,	
116726,	55056,	0,	22351,	0,	23104,	19,	
118728,	55274,	0,	22434,	0,	23204,	19,	
120729,	51711,	0,	20987,	0,	21705,	19,	
122730,	52698,	0,	21381,	0,	22104,	19,	
124734,	51068,	0,	20717,	0,	21407,	19,	
126735,	54942,	0,	22310,	0,	23076,	19,	
128736,	55339,	0,	22464,	0,	23199,	19,	
130740,	53063,	0,	21537,	0,	22273,	19,	
132742,	49474,	0,	20092,	0,	20773,	19,	
134756,	46470,	0,	18857,	0,	19472,	19,	
136756,	43196,	0,	17532,	0,	18088,	19,	
138760,	49306,	0,	20015,	0,	20688,	19,	
140782,	41611,	0,	16903,	0,	17459,	19,	
142798,	42866,	0,	17403,	0,	18023,	19,	
144811,	41902,	0,	17006,	0,	17618,	19,	
146814,	40279,	0,	16355,	0,	16907,	19,	
148821,	40344,	0,	16374,	0,	16915,	19,	
150831,	41349,	0,	16792,	0,	17385,	19,	
152860,	40475,	0,	16432,	0,	16958,	19,	
154872,	43399,	0,	17626,	0,	18235,	19,	
156882,	43305,	0,	17584,	0,	18193,	19,	
158898,	42966,	0,	17444,	0,	18040,	19,	
160906,	43152,	0,	17516,	0,	18168,	19,	
162907,	44690,	0,	18140,	0,	18757,	19,	
164908,	56046,	0,	22758,	0,	23517,	19,	
166908,	53802,	0,	21834,	0,	22609,	19,	
168909,	56453,	0,	22936,	0,	23684,	19,	
170909,	56507,	0,	22928,	0,	23686,	19,	
172910,	56236,	0,	22829,	0,	23620,	19,	
174911,	55797,	0,	22653,	0,	23355,	19,	
176911,	56498,	0,	22942,	0,	23756,	19,	
178912,	56506,	0,	22945,	0,	23677,	19,	
180913,	56211,	0,	22826,	0,	23596,	19,	
182913,	55699,	0,	22607,	0,	23408,	19,	
184914,	52499,	0,	21300,	0,	22029,	19,	
186915,	51996,	0,	21109,	0,	21772,	19,	
188915,	56276,	0,	22854,	0,	23605,	19,	
190916,	55693,	0,	22598,	0,	23391,	19,	
192917,	55970,	0,	22725,	0,	23479,	19,	
194917,	55949,	0,	22718,	0,	23506,	19,	
196918,	56611,	0,	22970,	0,	23729,	19,	
198919,	56352,	0,	22884,	0,	23679,	19,	
200919,	56143,	0,	22800,	0,	23547,	19,	
202920,	56168,	0,	22810,	0,	23578,	19,	
204922,	56472,	0,	22912,	0,	23682,	19,	
206922,	56493,	0,	22941,	0,	23665,	19,	
208923,	56139,	0,	22790,	0,	23592,	19,	
210924,	56603,	0,	22970,	0,	23755,	19,	
212924,	55309,	0,	22468,	0,	23198,	19,	
214925,	56527,	0,	22930,	0,	23736,	19,	
216925,	56574,	0,	22973,	0,	23712,	19,	
218926,	55935,	0,	22698,	0,	23492,	19,	
220927,	55033,	0,	22342,	0,	23109,	19,	
222927,	56604,	0,	22981,	0,	23714,	19,	
224928,	56560,	0,	22941,	0,	23757,	19,	
226929,	56612,	0,	22996,	0,	23719,	19,	
228929,	56577,	0,	22951,	0,	23744,	19,	
230930,	56447,	0,	22923,	0,	23695,	19,	
232931,	55110,	0,	22368,	0,	23150,	19,	
234931,	56125,	0,	22778,	0,	23552,	19,	
236932,	56346,	0,	22870,	0,	23622,	19,	
238933,	55665,	0,	22603,	0,	23382,	19,	
240933,	56558,	0,	22951,	0,	23702,	19,	
242934,	56371,	0,	22885,	0,	23702,	19,	
244935,	56121,	0,	22781,	0,	23534,	19,	
246935,	56511,	0,	22944,	0,	23705,	19,	
248936,	56567,	0,	22963,	0,	23735,	19,	
250937,	56136,	0,	22782,	0,	23553,	19,	
252937,	55989,	0,	22724,	0,	23481,	19,	
254938,	55786,	0,	22648,	0,	23410,	19,	
