Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
935,	1616,	215,	0,	391,	0,	0,	
2127,	87839,	15672,	0,	22072,	0,	0,	
3235,	140686,	9512,	0,	13721,	0,	0,	
4257,	206427,	11793,	0,	17009,	0,	0,	
5323,	275638,	12519,	0,	17661,	0,	0,	
6478,	355619,	14470,	0,	20213,	0,	0,	
7503,	424810,	12559,	0,	17308,	0,	0,	
8532,	490964,	11907,	0,	15860,	0,	0,	
9648,	553114,	11194,	0,	15896,	0,	0,	
10865,	584216,	3283,	5353,	10954,	1704,	30,	
11883,	613457,	0,	12240,	12562,	3830,	30,	
13124,	646980,	0,	13481,	15879,	4260,	30,	
14258,	674245,	0,	10955,	12459,	3526,	30,	
15421,	705033,	0,	12375,	13960,	3893,	30,	
16450,	734596,	0,	11924,	13448,	3706,	30,	
17499,	764909,	0,	12213,	13925,	3828,	30,	
18573,	795939,	0,	12499,	14462,	3963,	30,	
19695,	828483,	0,	13244,	15408,	4174,	30,	
20710,	859382,	0,	13004,	14028,	3922,	30,	
21731,	903730,	0,	16783,	19982,	5528,	30,	
22842,	941009,	0,	14230,	15668,	4597,	30,	
23901,	977471,	0,	15033,	16744,	4644,	30,	
24941,	1009766,	0,	13350,	15272,	4076,	30,	
26025,	1042240,	0,	13206,	14719,	4188,	30,	
27053,	1075143,	0,	13019,	14449,	4437,	30,	
28079,	1107172,	0,	12678,	14406,	4171,	30,	
29111,	1139113,	0,	12761,	14756,	3966,	30,	
30254,	1166985,	0,	12260,	12715,	3724,	30,	
31281,	1200905,	0,	13244,	15926,	4290,	30,	
32324,	1230856,	0,	12115,	13427,	3885,	30,	
33340,	1261393,	0,	12398,	13985,	3928,	30,	
34422,	1294092,	0,	13246,	14933,	4197,	30,	
35455,	1326469,	0,	12841,	14136,	3985,	30,	
36479,	1357936,	0,	12798,	14731,	4029,	30,	
37510,	1388773,	0,	12618,	14476,	3892,	30,	
38554,	1420376,	0,	12849,	14655,	3974,	30,	
39624,	1452863,	0,	13172,	14674,	4151,	30,	
40642,	1479706,	0,	11499,	12205,	3460,	30,	
41676,	1510449,	0,	12566,	14299,	3943,	30,	
42709,	1542602,	0,	12998,	14755,	4155,	30,	
43732,	1575378,	0,	13005,	14995,	4251,	30,	
44866,	1610038,	0,	14264,	16058,	4427,	30,	
45885,	1638307,	0,	11429,	13364,	3571,	30,	
46930,	1669976,	0,	12787,	14721,	4022,	30,	
48028,	1702449,	0,	13161,	15441,	4175,	30,	
49052,	1735389,	0,	12966,	14468,	4517,	30,	
50216,	1766144,	0,	13114,	13718,	4221,	30,	
51252,	1805285,	0,	15367,	17578,	4984,	30,	
52281,	1839889,	0,	13631,	15181,	4487,	30,	
53314,	1872583,	0,	13228,	15181,	4309,	30,	
54336,	1904655,	0,	12903,	15354,	4170,	30,	
55469,	1938901,	0,	13724,	15528,	4272,	30,	
56510,	1971182,	0,	13070,	14747,	4136,	30,	
57537,	2005538,	0,	13513,	15656,	4276,	30,	
58618,	2041879,	0,	14696,	17072,	4685,	30,	
59643,	2073478,	0,	12836,	14418,	3986,	30,	
60661,	2104275,	0,	12588,	13915,	3916,	30,	
61978,	2148731,	0,	17777,	20594,	5593,	30,	
63288,	2202194,	0,	38622,	24663,	6566,	30,	
64448,	2261934,	0,	22684,	27205,	7374,	30,	
65632,	2328475,	0,	25689,	30944,	8277,	30,	
66695,	2364612,	0,	14505,	16676,	4576,	30,	
67740,	2393135,	0,	11336,	12486,	3665,	30,	
68753,	2418463,	0,	10059,	11254,	3285,	30,	
69816,	2451300,	0,	13440,	15109,	4220,	30,	
70820,	2483318,	0,	14040,	14477,	4123,	30,	
71844,	2516829,	0,	13190,	15197,	4253,	30,	
72880,	2547663,	0,	12566,	14030,	3950,	30,	
73896,	2579349,	0,	12633,	14059,	4035,	30,	
74907,	2610670,	0,	12549,	13929,	3985,	30,	
75941,	2642345,	0,	12752,	14334,	4002,	30,	
77020,	2678668,	0,	14214,	16254,	4602,	30,	
78048,	2710769,	0,	12812,	14434,	4075,	30,	
79102,	2742085,	0,	12662,	14379,	3926,	30,	
80247,	2770455,	0,	12461,	13199,	3697,	30,	
81285,	2807316,	0,	14752,	16824,	4660,	30,	
82343,	2838242,	0,	12635,	14261,	3920,	30,	
83415,	2872085,	0,	13385,	15361,	4299,	30,	
84450,	2904258,	0,	12768,	14616,	4167,	30,	
85465,	2935174,	0,	12527,	14098,	4099,	30,	
86484,	2968721,	0,	13341,	15121,	4426,	30,	
87512,	3000159,	0,	12807,	14668,	3973,	30,	
88543,	3035283,	0,	13635,	16273,	4338,	30,	
89619,	3069499,	0,	13649,	15749,	4306,	30,	
90637,	3096116,	0,	11472,	12424,	3447,	30,	
91676,	3126538,	0,	12433,	13895,	3892,	30,	
92703,	3159692,	0,	13103,	14691,	4199,	30,	
93724,	3193731,	0,	14078,	15647,	4356,	30,	
94739,	3225009,	0,	12914,	14601,	3986,	30,	
95818,	3257891,	0,	13135,	15048,	4184,	30,	
96849,	3290192,	0,	13088,	14522,	4119,	30,	
97877,	3321028,	0,	12574,	14217,	3901,	30,	
98899,	3352872,	0,	12675,	14215,	4137,	30,	
99958,	3385283,	0,	13122,	14757,	4108,	30,	
Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
1886,	9120,	1654,	0,	2440,	0,	0,	
3032,	82147,	13144,	0,	19010,	0,	0,	
4058,	146541,	11662,	0,	17123,	0,	0,	
5112,	214397,	12219,	0,	17389,	0,	0,	
6272,	287664,	13156,	0,	19572,	0,	0,	
7288,	354406,	12019,	0,	16726,	0,	0,	
8314,	418783,	11728,	0,	16255,	0,	0,	
