Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
1896,	17687,	3181,	0,	4606,	0,	0,	
2952,	100261,	14797,	0,	19946,	0,	0,	
3987,	162420,	11356,	0,	15836,	0,	0,	
5065,	233929,	12896,	0,	18217,	0,	0,	
6096,	300549,	12008,	0,	16231,	0,	0,	
7149,	369857,	12518,	0,	17057,	0,	0,	
8172,	439587,	12620,	0,	17335,	0,	0,	
9221,	506473,	12030,	0,	17300,	0,	0,	
10252,	557270,	8925,	1000,	13348,	289,	37,	
11282,	571377,	525,	8603,	9767,	2483,	37,	
12327,	593148,	908,	11894,	14431,	3660,	37,	
13349,	614447,	877,	11642,	14055,	3648,	37,	
14388,	637971,	917,	12895,	15577,	4081,	37,	
15466,	660946,	926,	12594,	14838,	3948,	37,	
16485,	683370,	878,	12320,	14419,	3866,	37,	
17516,	704919,	838,	11964,	14472,	3726,	37,	
18553,	726444,	841,	12063,	14783,	3698,	37,	
19569,	747701,	845,	11758,	14409,	3592,	37,	
20654,	763485,	626,	9233,	10462,	2848,	37,	
21692,	784358,	829,	11475,	13831,	3641,	37,	
22722,	806186,	851,	11928,	14420,	3743,	37,	
23747,	829016,	1024,	12097,	14659,	3819,	37,	
24767,	850256,	860,	11681,	14041,	3724,	37,	
25788,	871158,	848,	11424,	14148,	3879,	37,	
26862,	894384,	917,	12704,	15354,	4076,	37,	
28103,	932749,	1600,	19837,	23780,	6496,	37,	
29312,	978345,	1899,	23503,	29263,	8134,	37,	
30327,	1006787,	1156,	15618,	18462,	5150,	37,	
31358,	1028064,	938,	12723,	16099,	3594,	38,	
32466,	1050064,	1055,	12925,	16135,	3652,	38,	
33493,	1070381,	918,	12145,	15447,	3493,	38,	
34522,	1091355,	962,	12330,	15602,	3475,	38,	
35554,	1111463,	960,	11823,	14739,	3319,	38,	
36578,	1132185,	1034,	12150,	15535,	3388,	38,	
37659,	1154782,	1026,	13516,	18390,	4003,	38,	
38704,	1175037,	879,	12078,	15053,	3476,	38,	
39716,	1195181,	893,	12122,	15091,	3449,	38,	
40730,	1209493,	234,	10064,	11236,	2959,	40,	
41874,	1228301,	0,	13608,	15429,	4081,	40,	
42888,	1244601,	0,	11950,	13428,	3691,	40,	
43923,	1262889,	0,	13433,	14982,	4238,	40,	
44950,	1279887,	0,	12463,	14011,	4025,	40,	
45973,	1297921,	0,	12946,	14664,	4251,	40,	
47098,	1315691,	0,	12906,	14346,	3975,	40,	
48136,	1333275,	0,	12749,	14365,	3795,	40,	
49153,	1350438,	0,	12481,	13753,	3786,	40,	
50187,	1364883,	0,	10793,	11665,	3339,	40,	
51254,	1387131,	0,	16000,	18462,	4979,	40,	
52284,	1405803,	0,	13466,	15089,	4215,	40,	
53317,	1423855,	0,	12983,	14454,	4049,	40,	
54347,	1441197,	0,	12615,	14361,	3898,	40,	
55380,	1459170,	0,	13096,	15325,	3919,	40,	
56455,	1478423,	0,	13952,	16004,	4187,	40,	
57534,	1496799,	0,	13420,	14905,	4313,	40,	
58547,	1514167,	0,	12609,	14079,	3920,	40,	
59568,	1531763,	0,	12728,	13973,	3921,	40,	
60661,	1545390,	0,	10414,	11045,	3142,	40,	
61684,	1564496,	0,	13984,	15604,	4324,	40,	
62724,	1588499,	0,	17526,	19480,	5387,	40,	
63742,	1605719,	0,	12489,	14125,	3894,	40,	
64776,	1624277,	0,	13474,	14898,	4248,	40,	
65865,	1644631,	0,	14562,	15981,	4590,	40,	
66886,	1662505,	0,	12931,	14517,	3910,	40,	
67918,	1680854,	0,	13232,	14996,	4075,	40,	
69163,	1709610,	0,	20266,	23421,	6240,	40,	
70300,	1735009,	0,	18477,	19889,	5645,	40,	
71319,	1757261,	0,	16376,	18138,	4982,	40,	
72353,	1775599,	0,	13311,	14510,	4028,	40,	
73377,	1793743,	0,	13253,	15075,	4088,	40,	
74471,	1812832,	0,	13944,	15604,	4314,	40,	
75483,	1830124,	0,	12610,	14042,	3947,	40,	
76520,	1847429,	0,	12529,	13932,	3778,	40,	
77549,	1866047,	0,	13490,	15011,	4033,	40,	
78586,	1884173,	0,	13156,	14555,	4062,	40,	
79658,	1904707,	0,	14721,	16630,	4644,	40,	
80683,	1918369,	0,	10234,	11176,	3173,	40,	
81732,	1935951,	0,	12852,	14504,	4011,	40,	
82754,	1953926,	0,	13042,	14865,	4022,	40,	
83777,	1971594,	0,	12869,	14514,	3927,	40,	
84865,	1990990,	0,	13992,	15370,	4172,	40,	
85904,	2009050,	0,	13139,	14893,	4037,	40,	
86940,	2026539,	0,	12775,	14314,	3933,	40,	
87953,	2044255,	0,	12924,	14610,	3957,	40,	
88981,	2061702,	0,	12749,	14408,	3977,	40,	
90074,	2079837,	0,	13248,	14581,	4128,	40,	
91093,	2095356,	0,	11779,	12580,	3564,	40,	
92119,	2113383,	0,	13130,	14525,	4101,	40,	
93132,	2133341,	0,	14207,	16174,	4587,	40,	
94154,	2151497,	0,	13213,	14852,	4107,	40,	
95177,	2169293,	0,	12976,	14329,	4073,	40,	
96259,	2188006,	0,	13650,	15186,	4176,	40,	
97280,	2206498,	0,	13472,	16068,	4215,	40,	
98314,	2224821,	0,	13337,	14994,	4118,	40,	
99331,	2243023,	0,	13153,	14648,	4076,	40,	
