Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
385,	195,	30,	0,	41,	0,	0,	
2386,	112533,	19999,	0,	20650,	0,	0,	
4386,	119951,	21303,	0,	22022,	0,	0,	
6387,	124832,	22170,	0,	22909,	0,	0,	
8388,	126414,	22455,	0,	23251,	0,	0,	
10399,	118403,	21026,	0,	21733,	0,	0,	
12401,	123062,	21853,	0,	22569,	0,	0,	
14420,	83306,	14788,	0,	15303,	0,	0,	
16426,	121975,	21661,	0,	22376,	0,	0,	
18432,	121280,	21541,	0,	22264,	0,	0,	
20433,	88843,	15749,	0,	16268,	0,	0,	
22434,	0,	0,	0,	0,	0,	0,	
24440,	0,	0,	0,	0,	0,	0,	
26451,	0,	0,	0,	0,	0,	0,	
28458,	0,	0,	0,	0,	0,	0,	
30459,	0,	0,	0,	0,	0,	0,	
32472,	0,	0,	0,	0,	0,	0,	
34490,	0,	0,	0,	0,	0,	0,	
36522,	0,	0,	0,	0,	0,	0,	
38532,	0,	0,	0,	0,	0,	0,	
40540,	0,	0,	0,	0,	0,	0,	
42543,	0,	0,	0,	0,	0,	0,	
44556,	0,	0,	0,	0,	0,	0,	
46571,	0,	0,	0,	0,	0,	0,	
48573,	0,	0,	0,	0,	0,	0,	
50600,	0,	0,	0,	0,	0,	0,	
52628,	0,	0,	0,	0,	0,	0,	
54646,	0,	0,	0,	0,	0,	0,	
56647,	0,	0,	0,	0,	0,	0,	
58647,	0,	0,	0,	0,	0,	0,	
60650,	0,	0,	0,	0,	0,	0,	
62651,	0,	0,	0,	0,	0,	0,	
64675,	0,	0,	0,	0,	0,	0,	
66677,	0,	0,	0,	0,	0,	0,	
68710,	0,	0,	0,	0,	0,	0,	
70712,	0,	0,	0,	0,	0,	0,	
72727,	0,	0,	0,	0,	0,	0,	
74755,	0,	0,	0,	0,	0,	0,	
76756,	0,	0,	0,	0,	0,	0,	
78756,	0,	0,	0,	0,	0,	0,	
80757,	0,	0,	0,	0,	0,	0,	
82758,	0,	0,	0,	0,	0,	0,	
84758,	0,	0,	0,	0,	0,	0,	
86762,	0,	0,	0,	0,	0,	0,	
88775,	0,	0,	0,	0,	0,	0,	
90778,	0,	0,	0,	0,	0,	0,	
92789,	0,	0,	0,	0,	0,	0,	
94803,	0,	0,	0,	0,	0,	0,	
96814,	0,	0,	0,	0,	0,	0,	
98818,	0,	0,	0,	0,	0,	0,	
100830,	0,	0,	0,	0,	0,	0,	
102839,	0,	0,	0,	0,	0,	0,	
104852,	0,	0,	0,	0,	0,	0,	
106855,	0,	0,	0,	0,	0,	0,	
108867,	0,	0,	0,	0,	0,	0,	
110880,	0,	0,	0,	0,	0,	0,	
112890,	0,	0,	0,	0,	0,	0,	
114903,	0,	0,	0,	0,	0,	0,	
116915,	0,	0,	0,	0,	0,	0,	
118918,	0,	0,	0,	0,	0,	0,	
120938,	0,	0,	0,	0,	0,	0,	
122948,	0,	0,	0,	0,	0,	0,	
124968,	0,	0,	0,	0,	0,	0,	
126980,	0,	0,	0,	0,	0,	0,	
128984,	0,	0,	0,	0,	0,	0,	
131002,	0,	0,	0,	0,	0,	0,	
133006,	0,	0,	0,	0,	0,	0,	
135016,	0,	0,	0,	0,	0,	0,	
137027,	0,	0,	0,	0,	0,	0,	
139030,	0,	0,	0,	0,	0,	0,	
141050,	0,	0,	0,	0,	0,	0,	
143061,	0,	0,	0,	0,	0,	0,	
145066,	0,	0,	0,	0,	0,	0,	
147077,	0,	0,	0,	0,	0,	0,	
149097,	0,	0,	0,	0,	0,	0,	
151110,	0,	0,	0,	0,	0,	0,	
153129,	0,	0,	0,	0,	0,	0,	
155144,	0,	0,	0,	0,	0,	0,	
157163,	0,	0,	0,	0,	0,	0,	
159176,	0,	0,	0,	0,	0,	0,	
161180,	0,	0,	0,	0,	0,	0,	
163199,	0,	0,	0,	0,	0,	0,	
165203,	0,	0,	0,	0,	0,	0,	
167222,	0,	0,	0,	0,	0,	0,	
169233,	0,	0,	0,	0,	0,	0,	
171253,	0,	0,	0,	0,	0,	0,	
173265,	0,	0,	0,	0,	0,	0,	
175268,	0,	0,	0,	0,	0,	0,	
177279,	0,	0,	0,	0,	0,	0,	
179301,	0,	0,	0,	0,	0,	0,	
181321,	0,	0,	0,	0,	0,	0,	
183325,	0,	0,	0,	0,	0,	0,	
185344,	0,	0,	0,	0,	0,	0,	
187347,	0,	0,	0,	0,	0,	0,	
189367,	0,	0,	0,	0,	0,	0,	
191378,	0,	0,	0,	0,	0,	0,	
193397,	0,	0,	0,	0,	0,	0,	
195401,	0,	0,	0,	0,	0,	0,	
197404,	0,	0,	0,	0,	0,	0,	
199414,	14036,	0,	19066,	0,	19693,	79,	
201418,	15679,	0,	21376,	0,	22086,	79,	
203423,	15536,	0,	21201,	0,	21920,	79,	
205429,	13081,	0,	17844,	0,	18434,	79,	
207432,	12670,	0,	17270,	0,	17864,	79,	
209437,	13166,	0,	17950,	0,	18535,	79,	
211442,	15552,	0,	21191,	0,	21871,	79,	
213447,	15678,	0,	21385,	0,	22074,	79,	
215451,	15641,	0,	21334,	0,	22062,	79,	
217456,	15527,	0,	21171,	0,	21913,	79,	
219460,	15549,	0,	21184,	0,	21874,	79,	
221465,	15627,	0,	21322,	0,	22042,	79,	
223472,	14905,	0,	20328,	0,	21033,	79,	
225477,	15659,	0,	21348,	0,	22072,	79,	
227481,	15559,	0,	21212,	0,	21951,	79,	
229486,	15655,	0,	21350,	0,	22064,	79,	
231491,	15663,	0,	21352,	0,	22055,	79,	
233496,	15504,	0,	21122,	0,	21844,	79,	
235501,	15645,	0,	21328,	0,	22050,	79,	
