G cost:	117.30530435398633	Opt cost:	94.60676318270073	jie cost:	153.19630193360177	Naive cost:	268.30885134934283	
G cost:	79.07669651060148	Opt cost:	61.95399968136353	jie cost:	81.76119091545195	Naive cost:	95.00572204516817	
G cost:	36.30128499499819	Opt cost:	23.302623507594255	jie cost:	43.85885535518749	Naive cost:	74.96385340631318	
G cost:	92.5204826459076	Opt cost:	79.7045142050726	jie cost:	122.68210074198754	Naive cost:	180.59973406336843	
G cost:	2.301716347756006	Opt cost:	0.0	jie cost:	19.90305292532191	Naive cost:	86.85867923767616	
G cost:	62.44652395801665	Opt cost:	42.83535969926998	jie cost:	91.73832602222373	Naive cost:	191.36425566837164	
G cost:	125.4953120242913	Opt cost:	104.34904975268543	jie cost:	161.43053726482233	Naive cost:	268.2463292494523	
G cost:	81.91602915558772	Opt cost:	64.49766505010041	jie cost:	112.51837546659524	Naive cost:	106.3051852539773	
G cost:	135.3930861539918	Opt cost:	113.51498059119325	jie cost:	172.5204384331044	Naive cost:	172.5118179801307	
G cost:	67.06655871579665	Opt cost:	45.41394740082539	jie cost:	98.07631560523174	Naive cost:	196.26309215648908	
G cost:	153.741796510405	Opt cost:	129.77505837363043	jie cost:	169.227499100653	Naive cost:	173.4680168739163	
G cost:	135.62601337226903	Opt cost:	109.60665890385266	jie cost:	202.48354481625978	Naive cost:	302.5218489847427	
G cost:	81.14804898248052	Opt cost:	67.44401756620007	jie cost:	112.05463526449371	Naive cost:	100.91442126151439	
G cost:	100.38181055096811	Opt cost:	74.8960290457729	jie cost:	137.3461608284892	Naive cost:	234.392896236493	
G cost:	109.84221840679862	Opt cost:	86.69874663395382	jie cost:	142.01245561533796	Naive cost:	232.61650905223564	
G cost:	106.30927445882658	Opt cost:	81.25948931764218	jie cost:	158.2527627127377	Naive cost:	240.34399181500038	
G cost:	141.775716846414	Opt cost:	115.83221653940689	jie cost:	178.98173700069987	Naive cost:	317.5471467946475	
G cost:	19.6369904729656	Opt cost:	10.800991719280148	jie cost:	32.994332012562474	Naive cost:	67.10082434242926	
G cost:	64.67438749860415	Opt cost:	48.826247651677214	jie cost:	115.66137022154379	Naive cost:	197.93431560266598	
G cost:	127.99635566703995	Opt cost:	95.25898465997645	jie cost:	171.39332713673696	Naive cost:	296.97083805568786	
G cost:	185.27189019822072	Opt cost:	152.29298905631333	jie cost:	231.89137084158165	Naive cost:	349.85979255070066	
G cost:	165.44354168585863	Opt cost:	137.864888385332	jie cost:	201.62579193508287	Naive cost:	213.72511843997492	
G cost:	81.95263697367204	Opt cost:	64.54462621965511	jie cost:	113.81166722347953	Naive cost:	195.31692549864093	
G cost:	55.422179035137034	Opt cost:	41.54443962711047	jie cost:	96.23287106374627	Naive cost:	141.49848249272247	
G cost:	70.75373713082486	Opt cost:	55.900556820094806	jie cost:	95.05031058825587	Naive cost:	106.17396466729421	
G cost:	70.49948590259307	Opt cost:	56.52124549856899	jie cost:	107.68992404996904	Naive cost:	90.5224171719484	
G cost:	34.424742472723345	Opt cost:	28.16328571724968	jie cost:	58.306105099097735	Naive cost:	71.11098829235429	
G cost:	159.69256681153422	Opt cost:	132.177383041666	jie cost:	179.53049536075542	Naive cost:	275.9222932102383	
G cost:	100.4032438469623	Opt cost:	86.11947893724434	jie cost:	133.81606436147374	Naive cost:	278.6019788752342	
G cost:	35.30357029381858	Opt cost:	23.819061731622135	jie cost:	50.82286129801027	Naive cost:	98.729221158255	
G cost:	24.64300719844286	Opt cost:	4.547185161085569	jie cost:	44.67202693744994	Naive cost:	129.99703586509395	
G cost:	79.66187111897737	Opt cost:	61.71467159964969	jie cost:	96.87784035303568	Naive cost:	180.41668010002599	
G cost:	31.396953524670195	Opt cost:	21.962473787274256	jie cost:	75.0003720552951	Naive cost:	103.37798710639251	
G cost:	91.61033659586967	Opt cost:	78.5750387264497	jie cost:	162.9649463569072	Naive cost:	119.36870749804145	
G cost:	46.63517291079587	Opt cost:	36.07404438886706	jie cost:	72.15862886660611	Naive cost:	151.85291553647562	
G cost:	114.4490172219475	Opt cost:	91.14363036281415	jie cost:	172.41737174571867	Naive cost:	242.61216527585822	
G cost:	64.2880550401297	Opt cost:	52.64802992694552	jie cost:	122.48538868508105	Naive cost:	207.94062728457394	
G cost:	140.80289483777847	Opt cost:	119.25804496526888	jie cost:	154.08421410015472	Naive cost:	252.5936646092403	
G cost:	111.1403989607267	Opt cost:	95.79993977305706	jie cost:	154.1503332670749	Naive cost:	245.57294552343004	
G cost:	42.5174589521494	Opt cost:	30.876579212904048	jie cost:	82.96298353392649	Naive cost:	78.72715686666498	
G cost:	35.41599464401691	Opt cost:	26.785959825150783	jie cost:	51.844185271243965	Naive cost:	134.07745366216432	
G cost:	99.36857059318434	Opt cost:	80.64192848189684	jie cost:	142.70403261310412	Naive cost:	245.8655372082738	
G cost:	80.92825314904019	Opt cost:	59.89391087385848	jie cost:	108.79133825949205	Naive cost:	196.66927992626628	
G cost:	13.731116964958275	Opt cost:	13.143355678982111	jie cost:	40.442077881833114	Naive cost:	50.690480932505096	
G cost:	101.7418905145902	Opt cost:	78.47065622854173	jie cost:	141.9727536836815	Naive cost:	159.5129095996178	
G cost:	67.89753987601658	Opt cost:	42.68573350270363	jie cost:	107.34099849260538	Naive cost:	146.6145389233037	
G cost:	48.17076110981458	Opt cost:	29.31805261402441	jie cost:	65.2387733805087	Naive cost:	142.37364354711738	
G cost:	109.50045941928444	Opt cost:	87.83181912292046	jie cost:	155.89724396160875	Naive cost:	314.16921972771325	
G cost:	30.730781880762628	Opt cost:	22.941808253671287	jie cost:	66.55471738435553	Naive cost:	73.84461208789232	
G cost:	140.95914082190257	Opt cost:	104.76858551579019	jie cost:	203.8135980939198	Naive cost:	301.21604128019254	
G cost:	67.66686147492106	Opt cost:	49.87879127728348	jie cost:	111.71342174318708	Naive cost:	207.00296410582592	
G cost:	102.33371385814272	Opt cost:	84.19460091358948	jie cost:	152.55205568191565	Naive cost:	233.16048127683544	
G cost:	81.20532732736075	Opt cost:	56.68113565946574	jie cost:	89.9130401540055	Naive cost:	212.08405690476332	
