Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
581,	189,	34,	0,	41,	0,	0,	
2598,	71385,	12674,	0,	13096,	0,	0,	
4602,	83736,	14871,	0,	15357,	0,	0,	
6619,	110738,	19671,	0,	20352,	0,	0,	
8624,	117025,	20779,	0,	21520,	0,	0,	
10654,	111132,	19752,	0,	20427,	0,	0,	
12664,	97897,	17392,	0,	17981,	0,	0,	
14672,	95488,	16957,	0,	17522,	0,	0,	
16681,	93404,	16591,	0,	17185,	0,	0,	
18694,	107318,	19061,	0,	19696,	0,	0,	
20700,	78001,	13831,	0,	14299,	0,	0,	
22747,	0,	0,	0,	0,	0,	0,	
24762,	0,	0,	0,	0,	0,	0,	
26776,	0,	0,	0,	0,	0,	0,	
28787,	0,	0,	0,	0,	0,	0,	
30798,	0,	0,	0,	0,	0,	0,	
32813,	0,	0,	0,	0,	0,	0,	
34815,	0,	0,	0,	0,	0,	0,	
36820,	7628,	0,	5634,	0,	5829,	49,	
38825,	29013,	0,	21482,	0,	22205,	49,	
40830,	28490,	0,	21082,	0,	21779,	49,	
42835,	28851,	0,	21342,	0,	22060,	49,	
44837,	27875,	0,	20629,	0,	21326,	49,	
46840,	23307,	0,	17226,	0,	17792,	49,	
48844,	22829,	0,	16909,	0,	17482,	49,	
50845,	26149,	0,	19347,	0,	20004,	49,	
52846,	28939,	0,	21419,	0,	22147,	49,	
54867,	29100,	0,	21527,	0,	22277,	49,	
56869,	23767,	0,	17592,	0,	18159,	49,	
58874,	25186,	0,	18639,	0,	19269,	49,	
60874,	25921,	0,	19182,	0,	19823,	49,	
62878,	24620,	0,	18187,	0,	18865,	49,	
64881,	28257,	0,	20910,	0,	21578,	49,	
66884,	27839,	0,	20633,	0,	21312,	49,	
68888,	28089,	0,	20787,	0,	21505,	49,	
70894,	27936,	0,	20686,	0,	21384,	49,	
72899,	27868,	0,	20610,	0,	21310,	49,	
74904,	28127,	0,	20824,	0,	21524,	49,	
76908,	28093,	0,	20787,	0,	21478,	49,	
78912,	28468,	0,	21056,	0,	21775,	49,	
80917,	28499,	0,	21090,	0,	21789,	49,	
82918,	29724,	0,	22000,	0,	22755,	49,	
84919,	30251,	0,	22391,	0,	23129,	49,	
86919,	30220,	0,	22360,	0,	23109,	49,	
88921,	30341,	0,	22446,	0,	23216,	49,	
90923,	28402,	0,	21015,	0,	21690,	49,	
92924,	28899,	0,	21389,	0,	22165,	49,	
94928,	27985,	0,	20694,	0,	21359,	49,	
96929,	30171,	0,	22338,	0,	23081,	49,	
98933,	30354,	0,	22453,	0,	23235,	49,	
100935,	29139,	0,	21558,	0,	22280,	49,	
102937,	27117,	0,	20083,	0,	20765,	49,	
104949,	25414,	0,	18798,	0,	19431,	49,	
106949,	23708,	0,	17538,	0,	18110,	49,	
108953,	27059,	0,	20043,	0,	20703,	49,	
110975,	22827,	0,	16886,	0,	17451,	49,	
112991,	23512,	0,	17393,	0,	17991,	49,	
115004,	23018,	0,	17041,	0,	17588,	49,	
117007,	22087,	0,	16320,	0,	16894,	49,	
119014,	22123,	0,	16365,	0,	16923,	49,	
121024,	22738,	0,	16805,	0,	17384,	49,	
123053,	22141,	0,	16399,	0,	16923,	49,	
125065,	23741,	0,	17581,	0,	18196,	49,	
127075,	23762,	0,	17597,	0,	18243,	49,	
129091,	23513,	0,	17389,	0,	17989,	49,	
131099,	23787,	0,	17590,	0,	18145,	49,	
133100,	24501,	0,	18121,	0,	18700,	49,	
135102,	30765,	0,	22765,	0,	23542,	49,	
137102,	29560,	0,	21873,	0,	22608,	49,	
139103,	30968,	0,	22928,	0,	23698,	49,	
141103,	30993,	0,	22924,	0,	23705,	49,	
