Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
2539,	23851,	4294,	0,	6035,	0,	0,	
3631,	88123,	11629,	0,	16586,	0,	0,	
4658,	156356,	12325,	0,	17389,	0,	0,	
5684,	220947,	11641,	0,	16939,	0,	0,	
6718,	283664,	11300,	0,	16716,	0,	0,	
7749,	349720,	11995,	0,	17238,	0,	0,	
8760,	415860,	12026,	0,	16690,	0,	0,	
10075,	476019,	10824,	0,	15371,	0,	0,	
11423,	499592,	909,	11041,	13922,	3491,	28,	
12457,	523576,	904,	11185,	13553,	3682,	28,	
13658,	549910,	980,	12119,	13745,	4007,	28,	
14685,	571926,	759,	10458,	12795,	3430,	28,	
15720,	593518,	777,	10131,	12368,	3306,	28,	
16743,	619571,	981,	11999,	14262,	3989,	28,	
17825,	645584,	948,	12205,	14430,	4002,	28,	
18850,	669683,	877,	11274,	13656,	3750,	28,	
19891,	693945,	858,	11438,	13808,	3814,	28,	
20916,	716452,	112,	12756,	14088,	4005,	30,	
21943,	747358,	0,	17511,	19912,	5441,	30,	
23016,	771804,	0,	14054,	15524,	4482,	30,	
24050,	794504,	0,	12985,	14450,	4008,	30,	
25083,	816526,	0,	12568,	14320,	4003,	30,	
26109,	838337,	0,	12443,	14274,	3878,	30,	
27133,	860914,	0,	12861,	14807,	3934,	30,	
28146,	883054,	0,	12542,	14192,	3976,	30,	
29223,	907101,	0,	13597,	15347,	4261,	30,	
30271,	925079,	0,	10289,	11613,	3094,	30,	
31285,	949454,	0,	13570,	15829,	4159,	30,	
32329,	970965,	0,	12248,	14007,	3798,	30,	
33343,	992738,	0,	12376,	13887,	3883,	30,	
34424,	1015927,	0,	13235,	14931,	4068,	30,	
35458,	1039326,	0,	13156,	14444,	3929,	30,	
36484,	1062495,	0,	13130,	15007,	3994,	30,	
37514,	1085461,	0,	13066,	14702,	4022,	30,	
38558,	1108805,	0,	13253,	14679,	4137,	30,	
39628,	1132256,	0,	13426,	14875,	4131,	30,	
40646,	1152207,	0,	11469,	12481,	3608,	30,	
41679,	1174850,	0,	12878,	14297,	3978,	30,	
42713,	1198451,	0,	13446,	14937,	4174,	30,	
43736,	1222112,	0,	13426,	15188,	4214,	30,	
44870,	1247269,	0,	14349,	16410,	4418,	30,	
45889,	1268206,	0,	11814,	13566,	3688,	30,	
46934,	1293748,	0,	14592,	16224,	4490,	30,	
48032,	1317383,	0,	13509,	15170,	4128,	30,	
49056,	1340845,	0,	13276,	14329,	4203,	30,	
50216,	1363128,	0,	12725,	13401,	3982,	30,	
51256,	1390916,	0,	15700,	17607,	4902,	30,	
52287,	1417927,	0,	15120,	17001,	4803,	30,	
53318,	1441823,	0,	13443,	15308,	4156,	30,	
54341,	1465524,	0,	13358,	14757,	4041,	30,	
55445,	1489532,	0,	13742,	15052,	4175,	30,	
56481,	1512984,	0,	13409,	14670,	4261,	30,	
57500,	1537145,	0,	13655,	15267,	4491,	30,	
58510,	1560282,	0,	13184,	14765,	4155,	30,	
59523,	1582844,	0,	12896,	14338,	3952,	30,	
60545,	1601101,	0,	10577,	11306,	3198,	30,	
61849,	1632084,	0,	17609,	19691,	5524,	30,	
63118,	1669685,	0,	20992,	23668,	6499,	30,	
64344,	1714318,	0,	24844,	28367,	7808,	30,	
65508,	1761214,	0,	26219,	30441,	8353,	30,	
66541,	1789368,	0,	15859,	18225,	4965,	30,	
67669,	1811564,	0,	12439,	14514,	3841,	30,	
68696,	1830375,	0,	10522,	11551,	3199,	30,	
69713,	1852667,	0,	12733,	14224,	3926,	30,	
70727,	1874026,	0,	12351,	13398,	3733,	30,	
71742,	1901387,	0,	15539,	18318,	4703,	30,	
72822,	1925411,	0,	13568,	15285,	4261,	30,	
73851,	1948042,	0,	12837,	14468,	4026,	30,	
74879,	1970599,	0,	12880,	14715,	4053,	30,	
75898,	1992939,	0,	12720,	14291,	3957,	30,	
76930,	2017916,	0,	14047,	15411,	4294,	30,	
77942,	2041112,	0,	13232,	14732,	4077,	30,	
79026,	2064874,	0,	13586,	15087,	4156,	30,	
80201,	2087706,	0,	13190,	14125,	4002,	30,	
81224,	2110738,	0,	13224,	14822,	4015,	30,	
82250,	2132608,	0,	12483,	13918,	3849,	30,	
83279,	2155115,	0,	12759,	14120,	4113,	30,	
84315,	2178517,	0,	13156,	14497,	4155,	30,	
85337,	2201885,	0,	13200,	14399,	3989,	30,	
86436,	2229349,	0,	15531,	17681,	4645,	30,	
87451,	2252102,	0,	12988,	14397,	3921,	30,	
88485,	2276305,	0,	13820,	16141,	4157,	30,	
89512,	2299778,	0,	13340,	15053,	4163,	30,	
90523,	2318565,	0,	10786,	11817,	3366,	30,	
91545,	2340543,	0,	12500,	13950,	3883,	30,	
92634,	2366311,	0,	14479,	16129,	4599,	30,	
93645,	2388685,	0,	12771,	14141,	3967,	30,	
94678,	2411967,	0,	13163,	14522,	4014,	30,	
95709,	2435095,	0,	13123,	14578,	3958,	30,	
96731,	2457853,	0,	12970,	14598,	4003,	30,	
97752,	2480090,	0,	12701,	14415,	3986,	30,	
98824,	2503363,	0,	13281,	14978,	4183,	30,	
99848,	2525510,	0,	12643,	14391,	3929,	30,	
