Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
4654,	14628,	2565,	0,	3150,	0,	0,	
6838,	143977,	25328,	0,	31648,	0,	0,	
9107,	161862,	28472,	0,	35553,	0,	0,	
11419,	149361,	26271,	0,	32852,	0,	0,	
13839,	162135,	28523,	0,	35607,	0,	0,	
16357,	150081,	26400,	0,	33057,	0,	0,	
18567,	121637,	21399,	0,	26745,	0,	0,	
20918,	137688,	24218,	0,	30228,	0,	0,	
23220,	162473,	28579,	0,	35714,	0,	0,	
25587,	156697,	27561,	0,	34416,	0,	0,	
28124,	141617,	24909,	0,	31174,	0,	0,	
30554,	142930,	25139,	0,	31378,	0,	0,	
32920,	152955,	26865,	0,	33580,	0,	0,	
35236,	150500,	26510,	0,	33096,	0,	0,	
37679,	160765,	28280,	0,	35381,	0,	0,	
40061,	136170,	23941,	0,	29896,	0,	0,	
42377,	155408,	27337,	0,	34107,	0,	0,	
44785,	167527,	29467,	0,	36831,	0,	0,	
47189,	167277,	29425,	0,	36810,	0,	0,	
49577,	165678,	29140,	0,	36378,	0,	0,	
52179,	169006,	29725,	0,	37119,	0,	0,	
54496,	159965,	28133,	0,	35148,	0,	0,	
56810,	164826,	28991,	0,	36239,	0,	0,	
59073,	158990,	27971,	0,	35012,	0,	0,	
61446,	161863,	28464,	0,	35516,	0,	0,	
63774,	162461,	28574,	0,	35698,	0,	0,	
66096,	161375,	28393,	0,	35536,	0,	0,	
68487,	164998,	29018,	0,	36219,	0,	0,	
70717,	154103,	27103,	0,	33892,	0,	0,	
72747,	134965,	23743,	0,	29619,	0,	0,	
74784,	123633,	21743,	0,	27209,	0,	0,	
76834,	124792,	21950,	0,	27453,	0,	0,	
78871,	123966,	21806,	0,	27220,	0,	0,	
80923,	124603,	21926,	0,	27465,	0,	0,	
82960,	124000,	21811,	0,	27210,	0,	0,	
84981,	122872,	21606,	0,	27001,	0,	0,	
87016,	123975,	21806,	0,	27256,	0,	0,	
89035,	121795,	21420,	0,	26750,	0,	0,	
91069,	124048,	21819,	0,	27249,	0,	0,	
93238,	130726,	22984,	0,	28788,	0,	0,	
95267,	123430,	21718,	0,	27125,	0,	0,	
97318,	124477,	21894,	0,	27328,	0,	0,	
99369,	124885,	21964,	0,	27448,	0,	0,	
101409,	124112,	21830,	0,	27249,	0,	0,	
103443,	121858,	21432,	0,	26859,	0,	0,	
105463,	123185,	21670,	0,	27056,	0,	0,	
107500,	124161,	21841,	0,	27296,	0,	0,	
109520,	122984,	21623,	0,	26980,	0,	0,	
111541,	123130,	21657,	0,	27098,	0,	0,	
113591,	124757,	21942,	0,	27391,	0,	0,	
115609,	122502,	21542,	0,	26959,	0,	0,	
117633,	123176,	21669,	0,	27041,	0,	0,	
119666,	124174,	21846,	0,	27298,	0,	0,	
121704,	124074,	21825,	0,	27285,	0,	0,	
123741,	124262,	21856,	0,	27296,	0,	0,	
125761,	122880,	21615,	0,	26991,	0,	0,	
127810,	124882,	21960,	0,	27482,	0,	0,	
129832,	122056,	21473,	0,	26841,	0,	0,	
131885,	125375,	22047,	0,	27504,	0,	0,	
133921,	124017,	21815,	0,	27293,	0,	0,	
135956,	124221,	21850,	0,	27280,	0,	0,	
138005,	124877,	21959,	0,	27497,	0,	0,	
140044,	124364,	21876,	0,	27306,	0,	0,	
142062,	123053,	21644,	0,	27042,	0,	0,	
144083,	123260,	21680,	0,	27085,	0,	0,	
146105,	123288,	21680,	0,	27082,	0,	0,	
148124,	121310,	21337,	0,	26689,	0,	0,	
150191,	125658,	22099,	0,	27616,	0,	0,	
152210,	122998,	21632,	0,	27059,	0,	0,	
154232,	123241,	21672,	0,	27071,	0,	0,	
156253,	123215,	21672,	0,	27080,	0,	0,	
158271,	122986,	21632,	0,	26991,	0,	0,	
160308,	124209,	21848,	0,	27287,	0,	0,	
162330,	123262,	21684,	0,	27110,	0,	0,	
164349,	123017,	21638,	0,	27068,	0,	0,	
166371,	122939,	21627,	0,	27027,	0,	0,	
168392,	123159,	21660,	0,	27021,	0,	0,	
170408,	123133,	21659,	0,	27052,	0,	0,	
172432,	123038,	21641,	0,	27057,	0,	0,	
174466,	123888,	21795,	0,	27218,	0,	0,	
176519,	124654,	21925,	0,	27424,	0,	0,	
178555,	124248,	21858,	0,	27291,	0,	0,	
180575,	122740,	21585,	0,	27023,	0,	0,	
182608,	123802,	21776,	0,	27206,	0,	0,	
184632,	123310,	21689,	0,	27088,	0,	0,	
186652,	122906,	21627,	0,	27010,	0,	0,	
188672,	123053,	21645,	0,	27060,	0,	0,	
190706,	123714,	21757,	0,	27133,	0,	0,	
192726,	122946,	21627,	0,	27019,	0,	0,	
194777,	125146,	22013,	0,	27463,	0,	0,	
196814,	124023,	21815,	0,	27247,	0,	0,	
198837,	123094,	21647,	0,	27081,	0,	0,	
201566,	84604,	12478,	7364,	22416,	2333,	50,	
203582,	40455,	0,	21861,	20245,	7031,	50,	
205589,	39026,	0,	21073,	19594,	6771,	50,	
207608,	40740,	0,	21990,	20442,	7058,	50,	
209651,	40760,	0,	22016,	20444,	7105,	50,	
211665,	40151,	0,	21703,	20113,	6972,	50,	
213708,	41001,	0,	22140,	20527,	7122,	50,	
215721,	40208,	0,	21717,	20189,	6987,	50,	
217765,	40985,	0,	22128,	20496,	7125,	50,	
219777,	40067,	0,	21637,	20111,	6949,	50,	
221795,	40448,	0,	21845,	20311,	7042,	50,	
223805,	40256,	0,	21738,	20142,	6987,	50,	
225845,	40878,	0,	22084,	20495,	7090,	50,	
227861,	40488,	0,	21867,	20311,	7037,	50,	
229901,	41058,	0,	22172,	20533,	7113,	50,	
231918,	40199,	0,	21712,	20139,	6976,	50,	
233936,	40674,	0,	21972,	20404,	7069,	50,	
235955,	40508,	0,	21887,	20285,	7053,	50,	
237964,	40087,	0,	21649,	20090,	6963,	50,	
240004,	41126,	0,	22213,	20592,	7156,	50,	
242018,	40060,	0,	21631,	20070,	6956,	50,	
244023,	40032,	0,	21621,	20091,	6961,	50,	
246064,	41060,	0,	22172,	20524,	7131,	50,	
248078,	39980,	0,	21604,	20139,	6949,	50,	
250084,	40194,	0,	21696,	20067,	6974,	50,	
252090,	40026,	0,	21625,	20082,	6949,	50,	
254133,	40922,	0,	22095,	20517,	7110,	50,	
256146,	40038,	0,	21636,	20079,	6971,	50,	
258195,	40974,	0,	22121,	20509,	7101,	50,	
260202,	40004,	0,	21624,	20106,	6958,	50,	
262232,	40604,	0,	21922,	20296,	7051,	50,	
264261,	40759,	0,	22008,	20449,	7084,	50,	
266278,	40350,	0,	21788,	20176,	7001,	50,	
268293,	40187,	0,	21694,	20134,	6970,	50,	
270309,	40444,	0,	21842,	20285,	7033,	50,	
272323,	40178,	0,	21700,	20145,	6983,	50,	
274328,	39987,	0,	21589,	20060,	6938,	50,	
276332,	40077,	0,	21641,	20040,	6962,	50,	
278338,	40019,	0,	21629,	20051,	6958,	50,	
280343,	40122,	0,	21664,	20115,	6968,	50,	
282347,	40177,	0,	21694,	20118,	6982,	50,	
