Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
1836,	36521,	6637,	0,	6652,	0,	0,	
2966,	177297,	32187,	0,	32390,	0,	0,	
4405,	225409,	41083,	0,	42205,	0,	0,	
5481,	202171,	36693,	0,	37481,	0,	0,	
6548,	205415,	36790,	0,	36867,	0,	0,	
7596,	205110,	37895,	0,	37844,	0,	0,	
8630,	207479,	37504,	0,	37378,	0,	0,	
9687,	210143,	37997,	0,	37908,	0,	0,	
10777,	216905,	39184,	0,	39062,	0,	0,	
11789,	200458,	36234,	0,	36138,	0,	0,	
12797,	202678,	36664,	0,	36564,	0,	0,	
13826,	206662,	37388,	0,	37280,	0,	0,	
14834,	203268,	36763,	0,	36647,	0,	0,	
15840,	202306,	36586,	0,	36519,	0,	0,	
16847,	202998,	36705,	0,	36613,	0,	0,	
17855,	203669,	36815,	0,	36718,	0,	0,	
18862,	203212,	36746,	0,	36633,	0,	0,	
19866,	202853,	36700,	0,	36600,	0,	0,	
20874,	203401,	36781,	0,	36700,	0,	0,	
21879,	203236,	36780,	0,	36661,	0,	0,	
22885,	203575,	36827,	0,	36717,	0,	0,	
23893,	203312,	36772,	0,	36662,	0,	0,	
24897,	202906,	36690,	0,	36595,	0,	0,	
25902,	203152,	36741,	0,	36663,	0,	0,	
26906,	202751,	36690,	0,	36586,	0,	0,	
27912,	202802,	36700,	0,	36600,	0,	0,	
28916,	202601,	36663,	0,	36558,	0,	0,	
29923,	203719,	36868,	0,	36761,	0,	0,	
30928,	203126,	36736,	0,	36627,	0,	0,	
31938,	203577,	36819,	0,	36729,	0,	0,	
32945,	203283,	36781,	0,	36670,	0,	0,	
33952,	203529,	36822,	0,	36721,	0,	0,	
34959,	202856,	36690,	0,	36598,	0,	0,	
35966,	203438,	36786,	0,	36713,	0,	0,	
36972,	203247,	36774,	0,	36680,	0,	0,	
37982,	203438,	36811,	0,	36697,	0,	0,	
38986,	202801,	36698,	0,	36587,	0,	0,	
39997,	203836,	36869,	0,	36797,	0,	0,	
41014,	203818,	36855,	0,	36835,	0,	0,	
42047,	202373,	36597,	0,	36665,	0,	0,	
43103,	198641,	35987,	0,	36182,	0,	0,	
44154,	199457,	36122,	0,	35891,	0,	0,	
45204,	203418,	36834,	0,	36551,	0,	0,	
46212,	200007,	36170,	0,	35988,	0,	0,	
47224,	202726,	36656,	0,	36577,	0,	0,	
48234,	202215,	36577,	0,	36503,	0,	0,	
49245,	203865,	36857,	0,	36800,	0,	0,	
50387,	156658,	27498,	1922,	28728,	642,	19,	
51392,	83605,	0,	35922,	23960,	11959,	19,	
52401,	85377,	0,	36569,	24473,	12199,	19,	
53405,	85179,	0,	36505,	24371,	12168,	19,	
54409,	85245,	0,	36517,	24430,	12184,	19,	
55416,	85582,	0,	36663,	24508,	12226,	19,	
56421,	85144,	0,	36358,	24400,	12148,	19,	
57424,	85176,	0,	36442,	24400,	12164,	19,	
58432,	85315,	0,	36570,	24421,	12201,	19,	
59437,	85404,	0,	36576,	24490,	12189,	19,	
60444,	85441,	0,	36602,	24463,	12218,	19,	
61450,	85398,	0,	36575,	24451,	12214,	19,	
62455,	85269,	0,	36548,	24419,	12199,	19,	
63465,	85578,	0,	36661,	24525,	12248,	19,	
64469,	85163,	0,	36480,	24393,	12174,	19,	
65475,	85318,	0,	36513,	24443,	12184,	19,	
66482,	85352,	0,	36586,	24443,	12214,	19,	
67486,	85057,	0,	36399,	24384,	12166,	19,	
68493,	85478,	0,	36592,	24509,	12229,	19,	
69498,	85181,	0,	36501,	24403,	12182,	19,	
70504,	85469,	0,	36607,	24461,	12216,	19,	
71509,	85183,	0,	36491,	24400,	12181,	19,	
72514,	85233,	0,	36511,	24429,	12187,	19,	
73518,	85209,	0,	36525,	24400,	12171,	19,	
74522,	84756,	0,	36275,	24221,	12102,	19,	
75527,	85127,	0,	36447,	24400,	12170,	19,	
76533,	85213,	0,	36497,	24400,	12182,	19,	
77538,	85400,	0,	36578,	24451,	12194,	19,	
78543,	85193,	0,	36447,	24400,	12171,	19,	
79547,	85190,	0,	36390,	24400,	12153,	19,	
80549,	84659,	0,	36248,	24288,	12097,	19,	
81552,	85170,	0,	36478,	24400,	12187,	19,	
82560,	85558,	0,	36677,	24472,	12236,	19,	
83564,	85188,	0,	36528,	24400,	12176,	19,	
84570,	85323,	0,	36529,	24465,	12192,	19,	
85575,	85307,	0,	36497,	24463,	12213,	19,	
86581,	85264,	0,	36521,	24444,	12179,	19,	
87587,	85379,	0,	36561,	24448,	12195,	19,	
88592,	85215,	0,	36571,	24379,	12192,	19,	
89607,	86020,	0,	36903,	24609,	12300,	19,	
90615,	85049,	0,	36452,	24290,	12152,	19,	
91624,	84385,	0,	36232,	24149,	12072,	19,	
92638,	84797,	0,	36364,	24239,	12129,	19,	
93651,	84765,	0,	36322,	24236,	12133,	19,	
94656,	84838,	0,	36291,	24249,	12103,	19,	
95665,	85206,	0,	36513,	24400,	12187,	19,	
96670,	85088,	0,	36391,	24359,	12170,	19,	
97677,	85147,	0,	36443,	24411,	12167,	19,	
98686,	85328,	0,	36565,	24426,	12195,	19,	
99692,	85336,	0,	36572,	24445,	12215,	19,	
