Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet
55225,	10516,	0,	5387,	580,	3829,	
56225,	9092,	0,	4783,	523,	3618,	
57225,	6135,	0,	3246,	1261,	1325,	
58272,	5454,	0,	3014,	1384,	1214,	
59273,	5594,	0,	3047,	1335,	1249,	
60284,	6102,	0,	3361,	1585,	1303,	
61291,	7970,	0,	4320,	1979,	1746,	
62300,	7505,	0,	4196,	1780,	1719,	
63306,	7658,	0,	4226,	1894,	1780,	
64314,	7300,	0,	4098,	1826,	1760,	
65331,	7629,	0,	4209,	1912,	1746,	
66376,	8067,	0,	4323,	2012,	1694,	
67387,	7718,	0,	4275,	1880,	1785,	
68399,	8173,	0,	4445,	2020,	1848,	
69411,	6047,	0,	3432,	1570,	1396,	
70422,	5627,	0,	3303,	1347,	1375,	
71703,	8067,	0,	4573,	2134,	1847,	
72717,	7446,	0,	4155,	1848,	1703,	
73763,	7808,	0,	4362,	1963,	1835,	
74923,	9785,	0,	5301,	2539,	2167,	
75931,	8093,	0,	4398,	2017,	1760,	
76950,	8628,	0,	4697,	2348,	1838,	
77974,	5618,	0,	3280,	1431,	1372,	
78981,	5873,	0,	3504,	1457,	1505,	
79995,	6128,	0,	3527,	1492,	1524,	
81008,	5468,	0,	3250,	1519,	1366,	
82015,	5477,	0,	3191,	1316,	1292,	
83015,	5127,	0,	2916,	1287,	1174,	
84033,	4899,	0,	2885,	1208,	1150,	
85054,	6661,	0,	3867,	1721,	1621,	
86066,	5524,	0,	3288,	1440,	1353,	
87097,	5503,	0,	3237,	1298,	1392,	
88106,	6243,	0,	3526,	1455,	1443,	
89112,	5894,	0,	3387,	1508,	1403,	
90127,	6318,	0,	3640,	1476,	1509,	
91134,	5406,	0,	3104,	1311,	1246,	
92139,	6279,	0,	3514,	1608,	1397,	
93143,	4348,	0,	2567,	1007,	997,	
94155,	5746,	0,	3239,	1283,	1206,	
95163,	7612,	0,	4262,	1979,	1712,	
96176,	6073,	0,	3495,	1702,	1467,	
97238,	8168,	0,	4498,	2172,	1857,	
98249,	8453,	0,	4632,	2054,	1909,	
99259,	7841,	0,	4331,	1923,	1755,	
100281,	5615,	0,	3241,	1084,	1401,	
101288,	2650,	0,	2124,	0,	1137,	
102675,	3631,	0,	2894,	0,	1573,	
103707,	3058,	0,	2437,	0,	1328,	
104734,	2929,	0,	2320,	0,	1277,	
105743,	4598,	0,	3240,	397,	1939,	
106753,	14586,	0,	7367,	1188,	5571,	
107760,	14534,	0,	7390,	1151,	5536,	
108769,	5373,	0,	3048,	1176,	1485,	
109782,	5243,	0,	3033,	1474,	1259,	
110789,	6045,	0,	3420,	1552,	1391,	
111791,	6224,	0,	3569,	1674,	1436,	
112800,	5289,	0,	3108,	1297,	1313,	
113800,	4422,	0,	2621,	1029,	1098,	
114800,	5041,	0,	2824,	1269,	1059,	
115813,	5230,	0,	3001,	1273,	1212,	
116828,	7442,	0,	4184,	1944,	1591,	
117833,	5569,	0,	3148,	1253,	1331,	
118835,	5366,	0,	3158,	1205,	1262,	
119856,	7191,	0,	4014,	1619,	1602,	
120902,	7103,	0,	3986,	1595,	1564,	
121985,	5837,	0,	3379,	1477,	1341,	
122993,	5515,	0,	3157,	1295,	1325,	
124022,	5379,	0,	3112,	1300,	1280,	
125027,	5695,	0,	3203,	1437,	1336,	
126027,	5760,	0,	3171,	1480,	1269,	
127028,	5465,	0,	3018,	1462,	1215,	
128044,	5075,	0,	2906,	1195,	1221,	
129045,	4434,	0,	2659,	1044,	1115,	
130060,	4352,	0,	2625,	885,	1105,	
131061,	4643,	0,	2737,	993,	1142,	
132061,	4591,	0,	2774,	1033,	1104,	
133080,	5234,	0,	3101,	1265,	1208,	
134102,	3970,	0,	2463,	907,	1114,	
135109,	4513,	0,	2688,	1076,	1123,	
136115,	4620,	0,	2711,	1030,	1039,	
137124,	4190,	0,	2513,	786,	1074,	
138140,	4329,	0,	2535,	1083,	1094,	
139155,	4825,	0,	2811,	1141,	1168,	
140155,	4136,	0,	2495,	1044,	1069,	
141177,	5001,	0,	2914,	1136,	1170,	
142188,	4425,	0,	2609,	969,	1089,	
143195,	4246,	0,	2590,	862,	1092,	
144202,	4151,	0,	2474,	1122,	1071,	
145218,	4877,	0,	2885,	1222,	1174,	
146234,	4823,	0,	2853,	1121,	1164,	
147235,	4670,	0,	2710,	1194,	1097,	
148236,	4576,	0,	2602,	1216,	1069,	
149245,	5030,	0,	2952,	1365,	1212,	
150252,	3644,	0,	2193,	925,	1019,	
151254,	1841,	0,	1453,	0,	862,	
152254,	1889,	0,	1515,	0,	839,	
153257,	1847,	0,	1488,	0,	787,	
154265,	5855,	21,	3364,	544,	2089,	
155274,	9691,	0,	5166,	562,	3377,	
156275,	9950,	0,	5158,	562,	3390,	
157290,	9602,	0,	4946,	609,	3409,	
158290,	5359,	0,	3061,	991,	1261,	
159292,	5354,	0,	3171,	1254,	1272,	
160292,	5628,	0,	3178,	1292,	1289,	
161313,	5107,	0,	3037,	1165,	1191,	
162329,	4998,	0,	2930,	1077,	1122,	
163344,	5574,	0,	3268,	1339,	1256,	
164345,	5277,	0,	3117,	1036,	1217,	
165360,	5462,	0,	3221,	1187,	1357,	
166361,	4988,	0,	2936,	1121,	1250,	
167361,	5230,	0,	3018,	1129,	1331,	
168361,	5113,	0,	3060,	1130,	1383,	
169377,	5577,	0,	3247,	1141,	1330,	
170377,	4506,	0,	2669,	916,	1040,	
171392,	5854,	0,	3386,	1120,	1361,	
172393,	5192,	0,	3126,	993,	1264,	
173394,	5813,	0,	3237,	1321,	1341,	
174395,	4767,	0,	2870,	886,	1223,	
175395,	4750,	0,	2762,	932,	1120,	
176395,	5614,	0,	3268,	1086,	1331,	
177396,	5204,	0,	3052,	1057,	1198,	
178397,	5626,	0,	3264,	1177,	1306,	
179397,	5293,	0,	3068,	1165,	1319,	
180419,	5220,	0,	3082,	1129,	1279,	
181435,	4662,	0,	2870,	1054,	1183,	
182436,	4875,	0,	2967,	816,	1193,	
183437,	5379,	0,	3185,	995,	1312,	
184437,	5573,	0,	3213,	1035,	1334,	
185438,	4761,	0,	2887,	887,	1191,	
186459,	4408,	0,	2760,	882,	1173,	
187459,	5618,	0,	3178,	1240,	1296,	
188475,	5342,	0,	3077,	1044,	1224,	
189475,	5437,	0,	3243,	1102,	1256,	
190476,	6130,	0,	3551,	1249,	1327,	
191476,	5665,	0,	3314,	1381,	1347,	
192491,	5049,	0,	3003,	977,	1227,	
193491,	5585,	0,	3317,	1076,	1330,	
194492,	5205,	0,	3038,	926,	1246,	
195507,	5616,	0,	3327,	1203,	1316,	
196508,	5131,	0,	3154,	1152,	1277,	
197508,	4675,	0,	2762,	927,	1132,	
198508,	4974,	0,	2975,	971,	1231,	
199509,	5425,	0,	3167,	1241,	1316,	
200524,	4343,	0,	2686,	674,	1094,	
201525,	2928,	0,	2057,	0,	943,	
202530,	2991,	0,	2083,	0,	947,	
203546,	2857,	0,	2020,	0,	930,	
204562,	7917,	0,	4418,	795,	2745,	
205577,	10047,	0,	5229,	789,	3397,	
206592,	5344,	0,	3141,	995,	1343,	
207592,	5427,	0,	3165,	1046,	1294,	
208607,	4906,	0,	3004,	1075,	1174,	
209608,	5244,	0,	3218,	1149,	1323,	
210609,	4324,	0,	2675,	846,	1107,	
211609,	5420,	0,	3180,	1097,	1304,	
212624,	5713,	0,	3304,	1212,	1290,	
213643,	5890,	0,	3301,	1297,	1323,	
214643,	5874,	0,	3288,	1233,	1289,	
215644,	5719,	0,	3283,	1376,	1278,	
216658,	6279,	0,	3567,	1405,	1333,	
217671,	6498,	0,	3761,	1582,	1423,	
218690,	6771,	0,	3736,	1577,	1348,	
219695,	5853,	0,	3342,	1390,	1362,	
220696,	5274,	0,	3116,	1078,	1282,	
221711,	4765,	0,	2928,	921,	1145,	
222712,	4901,	0,	2903,	996,	1153,	
223712,	5908,	0,	3332,	1400,	1287,	
224725,	7490,	0,	4260,	1821,	1652,	
225745,	7691,	0,	4476,	2032,	1752,	
226751,	5330,	0,	3163,	964,	1314,	
227770,	5266,	0,	3138,	1102,	1352,	
228786,	5015,	0,	3055,	1022,	1296,	
229786,	4937,	0,	2895,	998,	1215,	
230787,	4932,	0,	2935,	1005,	1216,	
231789,	6439,	0,	3771,	1232,	1569,	
232789,	5474,	0,	3215,	1021,	1373,	
233810,	6962,	0,	4026,	1451,	1632,	
234833,	6022,	0,	3486,	1215,	1429,	
235841,	6574,	0,	3645,	1544,	1480,	
236863,	5701,	0,	3306,	1150,	1346,	
237901,	8063,	0,	4503,	1662,	1832,	
238934,	6621,	0,	3794,	1261,	1542,	
239955,	6806,	0,	3897,	1339,	1545,	
240964,	6921,	0,	4009,	1579,	1536,	
241976,	4754,	0,	2824,	915,	1146,	
242984,	5397,	0,	3201,	1107,	1352,	
243991,	5367,	0,	3133,	1160,	1297,	
244996,	4323,	0,	2647,	852,	1115,	
246001,	4758,	0,	2857,	1141,	1167,	
247001,	5650,	0,	3370,	1148,	1352,	
248013,	5359,	0,	3203,	1108,	1311,	
249021,	5025,	0,	3065,	1027,	1284,	
250028,	5482,	0,	3245,	1077,	1252,	
251035,	2873,	0,	1830,	1,	807,	
252041,	3000,	0,	2134,	0,	976,	
253042,	7764,	0,	4225,	713,	2714,	
254042,	5183,	0,	2945,	901,	1201,	
255044,	5189,	0,	3086,	1077,	1265,	
256045,	4808,	0,	2840,	924,	1180,	
257047,	4657,	0,	2818,	926,	1137,	
258049,	5629,	0,	3212,	1143,	1210,	
259049,	5962,	0,	3409,	1283,	1363,	
260049,	5665,	0,	3286,	1325,	1230,	
261050,	5731,	0,	3345,	1299,	1252,	
262051,	5619,	0,	3301,	1250,	1320,	
263051,	4977,	0,	2931,	919,	1126,	
264051,	5256,	0,	3125,	1011,	1186,	
265052,	5066,	0,	3095,	1130,	1299,	
266052,	5484,	0,	3322,	1346,	1354,	
267052,	5054,	0,	3073,	941,	1239,	
268053,	5143,	0,	3056,	1257,	1206,	
269054,	5251,	0,	3049,	1122,	1234,	
270055,	5715,	0,	3346,	1228,	1356,	
271055,	5207,	0,	3116,	1090,	1335,	
272056,	5387,	0,	3117,	1082,	1287,	
273072,	4980,	0,	3016,	936,	1231,	
274072,	4961,	0,	2893,	1013,	1197,	
275073,	4960,	0,	3059,	867,	1207,	
276074,	4896,	0,	2922,	837,	1232,	
277089,	4445,	0,	2682,	847,	1114,	
278106,	5169,	0,	3103,	1007,	1246,	
279114,	5296,	0,	3112,	996,	1255,	
280123,	5389,	0,	3010,	1145,	1267,	
281130,	5264,	0,	3058,	1109,	1283,	
282147,	4794,	0,	2914,	891,	1185,	
283207,	5836,	0,	3465,	1136,	1397,	
284218,	5458,	0,	3248,	1114,	1293,	
285232,	5213,	0,	3131,	859,	1287,	
286265,	5872,	0,	3387,	1302,	1347,	
287267,	5669,	0,	3389,	1344,	1360,	
288267,	5230,	0,	3081,	1199,	1240,	
289283,	5112,	0,	3043,	1101,	1221,	
290298,	5348,	0,	3078,	987,	1146,	
291298,	5327,	0,	3154,	1058,	1247,	
292308,	5277,	0,	3088,	982,	1207,	
293316,	5584,	0,	3169,	1060,	1301,	
294316,	5246,	0,	3134,	998,	1251,	
295316,	5549,	0,	3256,	1224,	1355,	
296317,	5575,	0,	3244,	1362,	1351,	
297317,	5252,	0,	3046,	992,	1297,	
298317,	5346,	0,	3188,	1159,	1238,	
299317,	5125,	0,	3039,	962,	1229,	
300318,	4413,	0,	2776,	609,	1153,	
301333,	2900,	0,	2031,	0,	905,	
302365,	3895,	0,	2762,	0,	1274,	
303386,	3353,	0,	2359,	0,	1065,	
304387,	3675,	0,	2576,	0,	1181,	
305394,	11920,	0,	6231,	1034,	4033,	
306419,	8270,	0,	4565,	1745,	1897,	
307443,	8951,	0,	5089,	2064,	1975,	
308453,	8376,	0,	4765,	1853,	1921,	
309460,	6227,	0,	3601,	1295,	1408,	
310460,	6471,	0,	3710,	1239,	1472,	
311461,	6940,	0,	3971,	1429,	1570,	
312469,	7730,	0,	4445,	1888,	1773,	
313488,	9323,	0,	5075,	2142,	1991,	
314496,	8801,	0,	4934,	2103,	1906,	
315514,	9266,	0,	5102,	2387,	2090,	
316521,	8626,	0,	4884,	1934,	2007,	
317534,	8813,	0,	4883,	2071,	1997,	
318543,	8267,	0,	4628,	1839,	1887,	
319550,	8939,	0,	4888,	1879,	1910,	
320573,	7254,	0,	4018,	1540,	1602,	
321585,	7139,	0,	3991,	1421,	1648,	
322619,	7156,	0,	4138,	1498,	1719,	
323635,	6801,	0,	3922,	1534,	1595,	
324654,	7591,	0,	4416,	1856,	1758,	
325670,	8140,	0,	4630,	1996,	1852,	
326687,	5897,	0,	3467,	1201,	1450,	
327755,	7025,	0,	4160,	1681,	1659,	
328766,	5235,	0,	3070,	951,	1233,	
329766,	5341,	0,	3144,	984,	1240,	
330766,	5074,	0,	2978,	1068,	1143,	
331769,	6096,	0,	3528,	1250,	1323,	
332790,	5496,	0,	3160,	1177,	1156,	
333806,	5407,	0,	3195,	1222,	1289,	
334821,	6073,	0,	3425,	1215,	1302,	
335823,	7461,	0,	4216,	1602,	1608,	
336823,	5110,	0,	3077,	1092,	1195,	
337839,	5321,	0,	3129,	983,	1196,	
338839,	4956,	0,	3052,	1060,	1223,	
339840,	5161,	0,	3078,	1047,	1235,	
340841,	4622,	0,	2814,	896,	1176,	
341864,	6701,	0,	3819,	1387,	1535,	
342875,	6924,	0,	3965,	1447,	1531,	
343895,	7800,	0,	4373,	1843,	1703,	
344906,	8038,	0,	4527,	1822,	1848,	
345917,	6916,	0,	3905,	1516,	1589,	
346935,	6691,	0,	3852,	1497,	1529,	
347945,	6459,	0,	3698,	1417,	1516,	
348958,	5910,	0,	3500,	1446,	1424,	
349968,	4796,	0,	2879,	894,	1174,	
350977,	4078,	0,	2779,	60,	1261,	
351998,	3702,	0,	2610,	0,	1198,	
353006,	4013,	0,	2844,	0,	1288,	
354013,	3301,	0,	2321,	0,	1061,	
355029,	9039,	155,	4616,	765,	3423,	
356030,	10025,	94,	5169,	636,	3748,	
357030,	9367,	132,	4793,	546,	3638,	
358031,	8971,	69,	4609,	482,	3575,	
359032,	6397,	148,	3381,	1381,	1204,	
360033,	5390,	115,	2946,	1062,	1030,	
361048,	5837,	152,	3183,	1238,	1133,	
362058,	7731,	181,	4187,	1670,	1446,	
363067,	5304,	128,	3021,	1042,	1029,	
364068,	6175,	147,	3352,	1352,	1190,	
365068,	6342,	166,	3340,	1312,	1201,	
366068,	5613,	199,	2859,	1049,	972,	
367077,	6108,	195,	3110,	1223,	1113,	
368094,	6068,	244,	2892,	1278,	940,	
369101,	8164,	268,	3939,	1510,	1347,	
370123,	7231,	193,	3902,	1581,	1346,	
371125,	5268,	113,	2963,	1196,	997,	
372141,	5016,	85,	2902,	1031,	1041,	
373142,	6212,	193,	3126,	1530,	1144,	
374142,	5600,	138,	2975,	1135,	1051,	
375143,	4948,	120,	2842,	1048,	1006,	
376143,	5149,	97,	2890,	1035,	1024,	
377143,	4976,	170,	2635,	972,	998,	
378159,	5453,	159,	2906,	949,	1053,	
379159,	5536,	182,	2894,	1112,	1009,	
380159,	4675,	83,	2726,	949,	916,	
381160,	3797,	61,	2253,	718,	792,	
382160,	5285,	106,	2940,	1192,	1069,	
383177,	5482,	140,	2995,	995,	1069,	
384184,	5674,	160,	2908,	1071,	1078,	
385191,	6055,	111,	3264,	1407,	1177,	
386203,	4956,	100,	2804,	996,	974,	
387208,	4986,	124,	2677,	906,	963,	
388212,	5275,	130,	2803,	975,	979,	
389260,	5160,	120,	2905,	1009,	997,	
390279,	5580,	130,	3058,	1243,	1075,	
391300,	6676,	144,	3515,	1474,	1276,	
392313,	5424,	93,	3012,	1231,	1100,	
393317,	5500,	95,	3050,	1300,	1058,	
394317,	5322,	126,	2895,	1032,	983,	
395318,	6533,	212,	3301,	1383,	1208,	
396333,	6209,	174,	3135,	1323,	1116,	
397333,	6123,	162,	3213,	1229,	1141,	
398333,	5192,	100,	2847,	1127,	1023,	
399334,	5213,	146,	2889,	1182,	1092,	
400335,	4832,	82,	2819,	861,	1035,	
401335,	2660,	0,	1987,	0,	655,	
402338,	2658,	0,	1919,	0,	652,	
403340,	2768,	0,	2058,	0,	718,	
404342,	5821,	103,	3244,	440,	1933,	
405342,	9840,	104,	5010,	661,	3752,	
406347,	5821,	124,	3088,	1078,	1064,	
407359,	5857,	119,	3132,	1280,	1099,	
408359,	6389,	140,	3418,	1397,	1201,	
409371,	7881,	164,	4154,	1816,	1409,	
410377,	6555,	133,	3606,	1388,	1271,	
411380,	6796,	134,	3632,	1519,	1308,	
412403,	6587,	125,	3601,	1415,	1265,	
413439,	6394,	102,	3547,	1297,	1280,	
414453,	6768,	131,	3779,	1579,	1374,	
415539,	9283,	293,	4529,	2208,	1627,	
416565,	7672,	207,	4098,	1442,	1478,	
417579,	8860,	218,	4567,	2024,	1652,	
418589,	6275,	89,	3486,	1367,	1245,	
419595,	6779,	103,	3762,	1683,	1285,	
420615,	8986,	260,	4548,	2011,	1524,	
421629,	8210,	160,	4397,	2087,	1666,	
422636,	8108,	178,	4222,	2045,	1591,	
423645,	7559,	189,	3953,	1649,	1431,	
424657,	7354,	226,	3861,	1725,	1412,	
425660,	6224,	179,	3364,	1349,	1178,	
426677,	6233,	133,	3405,	1422,	1254,	
427692,	5567,	127,	3169,	1237,	1135,	
428704,	7270,	164,	3922,	1629,	1418,	
429718,	6583,	146,	3607,	1479,	1308,	
430732,	5626,	173,	2889,	1233,	1145,	
431749,	4722,	99,	2740,	916,	991,	
432757,	6655,	116,	3573,	1454,	1325,	
433767,	8262,	145,	4353,	1846,	1596,	
434804,	8663,	161,	4520,	2116,	1726,	
435819,	9564,	192,	4820,	2162,	1733,	
436832,	9229,	278,	4404,	2044,	1606,	
437849,	7425,	261,	3608,	1686,	1356,	
438850,	5825,	149,	2977,	1253,	1055,	
439850,	5546,	156,	2753,	1157,	897,	
440865,	6475,	195,	3308,	1467,	1168,	
441867,	7896,	224,	4039,	1682,	1453,	
442868,	5663,	118,	3058,	1102,	1092,	
443869,	5399,	118,	2923,	1070,	1028,	
444869,	4797,	107,	2754,	1287,	1003,	
445870,	5788,	131,	3243,	1117,	1174,	
446870,	5806,	143,	3062,	1153,	1107,	
447871,	5105,	137,	2774,	944,	1030,	
448872,	5546,	135,	2974,	1103,	1105,	
449873,	6183,	144,	3234,	1291,	1204,	
450873,	3785,	51,	2300,	249,	843,	
451874,	2558,	0,	1874,	0,	648,	
452875,	6055,	131,	3250,	594,	2042,	
453890,	9531,	118,	4911,	627,	3661,	
454893,	5566,	104,	3067,	1047,	1093,	
455907,	5829,	188,	2905,	1232,	1031,	
456908,	5636,	188,	2910,	1232,	1048,	
457923,	5859,	162,	2995,	1077,	997,	
458923,	4296,	119,	2398,	757,	766,	
459925,	5943,	237,	2969,	1197,	1047,	
460946,	4759,	124,	2529,	946,	925,	
461962,	4623,	131,	2493,	771,	893,	
462963,	4878,	181,	2524,	846,	883,	
463987,	5031,	142,	2643,	964,	855,	
464994,	5154,	84,	2897,	944,	1033,	
465997,	4480,	55,	2662,	1099,	931,	
466998,	4525,	63,	2544,	799,	901,	
468010,	5390,	208,	2755,	901,	973,	
469011,	5235,	115,	2961,	1193,	1009,	
470013,	5383,	81,	2995,	1055,	1080,	
471048,	5654,	170,	2948,	1113,	986,	
472068,	6030,	148,	3210,	1268,	1151,	
473068,	5989,	153,	3143,	1255,	1146,	
474068,	5968,	188,	3024,	1242,	1154,	
475069,	6168,	199,	3062,	1314,	1171,	
476085,	6575,	236,	3161,	1469,	1175,	
477085,	5999,	239,	2938,	1154,	1069,	
478085,	6095,	206,	3129,	1122,	1154,	
479093,	4975,	120,	2762,	1007,	975,	
480098,	4883,	139,	2693,	877,	998,	
481109,	5172,	118,	2795,	923,	999,	
482116,	5658,	90,	3196,	1107,	1130,	
483125,	4231,	65,	2485,	680,	851,	
484148,	5232,	103,	2930,	986,	1088,	
485156,	4561,	89,	2619,	993,	945,	
486180,	5279,	103,	2976,	1146,	1072,	
487193,	5211,	103,	2939,	1187,	1105,	
488198,	4820,	83,	2742,	1031,	926,	
489206,	4887,	94,	2843,	1002,	1032,	
490213,	5462,	121,	2986,	992,	1094,	
491228,	5592,	192,	2922,	1070,	1075,	
492240,	5149,	159,	2724,	990,	1015,	
493259,	4548,	126,	2542,	883,	960,	
494276,	5310,	177,	2759,	967,	1015,	
495276,	5002,	171,	2515,	1009,	938,	
496276,	5060,	130,	2765,	1049,	983,	
497292,	5606,	192,	2857,	1378,	969,	
498293,	5388,	143,	2839,	1110,	1013,	
499293,	5844,	138,	3107,	1049,	1058,	
