Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
2161,	14749,	2605,	0,	3280,	0,	0,	
4169,	163932,	28830,	0,	36027,	0,	0,	
6182,	179624,	31597,	0,	39445,	0,	0,	
8206,	180826,	31807,	0,	39775,	0,	0,	
10227,	184138,	32385,	0,	40497,	0,	0,	
12244,	182658,	32129,	0,	40119,	0,	0,	
14262,	183755,	32319,	0,	40353,	0,	0,	
16300,	181341,	31896,	0,	39870,	0,	0,	
18307,	180364,	31731,	0,	39675,	0,	0,	
20345,	181162,	31868,	0,	39836,	0,	0,	
22469,	181899,	31998,	0,	39982,	0,	0,	
24492,	178820,	31458,	0,	39325,	0,	0,	
26563,	145256,	25538,	0,	31878,	0,	0,	
28976,	149742,	26337,	0,	32958,	0,	0,	
31246,	149891,	26362,	0,	32866,	0,	0,	
33556,	163476,	28750,	0,	35939,	0,	0,	
35846,	160997,	28327,	0,	35430,	0,	0,	
38144,	162140,	28521,	0,	35593,	0,	0,	
40450,	161795,	28455,	0,	35530,	0,	0,	
42746,	159157,	28000,	0,	35035,	0,	0,	
45188,	163410,	28743,	0,	35907,	0,	0,	
47636,	153397,	26979,	0,	33657,	0,	0,	
50088,	154416,	27163,	0,	33954,	0,	0,	
52493,	159964,	28089,	0,	35130,	0,	0,	
54861,	154906,	27287,	0,	34094,	0,	0,	
57232,	158101,	27781,	0,	34723,	0,	0,	
59465,	148705,	26183,	0,	32709,	0,	0,	
61821,	160010,	28143,	0,	35163,	0,	0,	
64166,	157559,	27713,	0,	34619,	0,	0,	
66531,	161791,	28440,	0,	35562,	0,	0,	
68860,	160390,	28228,	0,	35287,	0,	0,	
71191,	159706,	28092,	0,	35129,	0,	0,	
73525,	160705,	28268,	0,	35279,	0,	0,	
75851,	158804,	27936,	0,	34924,	0,	0,	
78172,	156190,	27468,	0,	34340,	0,	0,	
80568,	161506,	28404,	0,	35493,	0,	0,	
83036,	162012,	28496,	0,	35639,	0,	0,	
85386,	145075,	25517,	0,	31821,	0,	0,	
