Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
655,	1165,	85,	0,	139,	0,	0,	
2669,	108226,	19354,	0,	19923,	0,	0,	
4674,	117642,	20898,	0,	21615,	0,	0,	
6688,	110605,	19645,	0,	20327,	0,	0,	
8719,	93908,	16687,	0,	17233,	0,	0,	
10733,	87358,	15513,	0,	16007,	0,	0,	
12763,	115904,	20588,	0,	21239,	0,	0,	
14773,	106088,	18843,	0,	19422,	0,	0,	
16780,	119412,	21213,	0,	21918,	0,	0,	
18926,	87245,	15493,	0,	15965,	0,	0,	
20944,	44611,	7912,	0,	8187,	0,	0,	
22951,	4708,	0,	2358,	0,	2435,	29,	
24956,	42154,	0,	21009,	0,	21742,	29,	
26961,	40862,	0,	20363,	0,	21063,	29,	
28980,	36748,	0,	18320,	0,	18894,	29,	
30991,	36149,	0,	18035,	0,	18619,	29,	
32998,	33544,	0,	16724,	0,	17246,	29,	
35017,	33559,	0,	16722,	0,	17295,	29,	
37021,	41042,	0,	20460,	0,	21162,	29,	
39034,	36480,	0,	18201,	0,	18792,	29,	
41055,	30699,	0,	15301,	0,	15804,	29,	
43073,	37239,	0,	18556,	0,	19260,	29,	
45082,	36093,	0,	17997,	0,	18624,	29,	
47102,	34754,	0,	17324,	0,	17910,	29,	
49106,	35343,	0,	17639,	0,	18225,	29,	
51116,	35688,	0,	17796,	0,	18391,	29,	
53121,	42063,	0,	20947,	0,	21686,	29,	
55126,	42743,	0,	21300,	0,	22052,	29,	
57131,	42398,	0,	21130,	0,	21813,	29,	
59136,	42758,	0,	21334,	0,	22082,	29,	
61141,	42074,	0,	20973,	0,	21675,	29,	
63141,	42328,	0,	21099,	0,	21825,	29,	
65142,	31737,	0,	15812,	0,	16333,	29,	
67148,	32968,	0,	16433,	0,	17001,	29,	
69151,	42625,	0,	21245,	0,	21961,	29,	
71152,	42798,	0,	21330,	0,	22046,	29,	
73153,	40236,	0,	20073,	0,	20722,	29,	
75182,	36652,	0,	18271,	0,	18916,	29,	
77197,	38186,	0,	19035,	0,	19662,	29,	
79211,	36259,	0,	18089,	0,	18717,	29,	
81221,	40182,	0,	20033,	0,	20666,	29,	
83223,	41682,	0,	20794,	0,	21461,	29,	
85224,	41396,	0,	20637,	0,	21374,	29,	
87231,	41775,	0,	20826,	0,	21497,	29,	
89237,	40840,	0,	20372,	0,	21075,	29,	
91241,	42036,	0,	20962,	0,	21685,	29,	
93246,	41744,	0,	20811,	0,	21539,	29,	
95251,	41896,	0,	20876,	0,	21535,	29,	
97255,	42115,	0,	21007,	0,	21751,	29,	
99261,	42478,	0,	21172,	0,	21876,	29,	
101261,	44923,	0,	22406,	0,	23145,	29,	
103287,	44585,	0,	22222,	0,	23055,	29,	
105288,	45812,	0,	22848,	0,	23582,	29,	
107294,	44353,	0,	22113,	0,	22817,	29,	
109295,	41592,	0,	20748,	0,	21456,	29,	
111298,	42227,	0,	21044,	0,	21782,	29,	
113298,	42761,	0,	21310,	0,	22061,	29,	
115299,	45304,	0,	22582,	0,	23309,	29,	
117300,	44427,	0,	22156,	0,	22922,	29,	
119307,	41825,	0,	20843,	0,	21515,	29,	
121309,	42073,	0,	20989,	0,	21711,	29,	
123318,	34576,	0,	17225,	0,	17842,	29,	
125319,	38442,	0,	19173,	0,	19812,	29,	
127322,	36844,	0,	18366,	0,	18978,	29,	
129328,	33832,	0,	16854,	0,	17458,	29,	
131336,	35015,	0,	17465,	0,	18046,	29,	
133367,	33456,	0,	16679,	0,	17262,	29,	
135377,	32957,	0,	16439,	0,	16939,	29,	
137394,	32863,	0,	16380,	0,	16937,	29,	
139407,	33362,	0,	16628,	0,	17162,	29,	
141417,	33775,	0,	16820,	0,	17384,	29,	
143434,	35501,	0,	17696,	0,	18294,	29,	
145447,	34944,	0,	17424,	0,	17995,	29,	
147462,	35438,	0,	17671,	0,	18260,	29,	
149463,	35243,	0,	17561,	0,	18169,	29,	
151463,	39122,	0,	19501,	0,	20141,	29,	
153464,	44507,	0,	22189,	0,	22961,	29,	
155465,	45227,	0,	22573,	0,	23299,	29,	
157465,	46151,	0,	22993,	0,	23787,	29,	
159466,	45733,	0,	22808,	0,	23596,	29,	
161467,	46036,	0,	22948,	0,	23667,	29,	
163467,	45337,	0,	22607,	0,	23401,	29,	
165468,	46057,	0,	22958,	0,	23709,	29,	
167469,	45876,	0,	22861,	0,	23656,	29,	
169471,	45773,	0,	22821,	0,	23604,	29,	
171472,	43716,	0,	21805,	0,	22501,	29,	
173474,	42925,	0,	21408,	0,	22152,	29,	
175475,	43960,	0,	21906,	0,	22636,	29,	
177476,	45148,	0,	22527,	0,	23280,	29,	
179476,	45584,	0,	22717,	0,	23467,	29,	
181477,	45911,	0,	22897,	0,	23689,	29,	
183478,	45795,	0,	22834,	0,	23573,	29,	
185478,	46020,	0,	22933,	0,	23755,	29,	
187479,	45525,	0,	22696,	0,	23444,	29,	
189480,	46110,	0,	22984,	0,	23766,	29,	
191480,	45713,	0,	22801,	0,	23566,	29,	
193481,	45872,	0,	22871,	0,	23666,	29,	
195482,	45760,	0,	22811,	0,	23572,	29,	
197482,	45917,	0,	22890,	0,	23682,	29,	
199483,	46097,	0,	22993,	0,	23755,	29,	
