Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
276,	2040,	360,	0,	345,	0,	0,	
2277,	127127,	22588,	0,	23411,	0,	0,	
4279,	129601,	23024,	0,	23770,	0,	0,	
6279,	128943,	22917,	0,	23670,	0,	0,	
8280,	127790,	22705,	0,	23469,	0,	0,	
10281,	129777,	23057,	0,	23849,	0,	0,	
12281,	129269,	22974,	0,	23756,	0,	0,	
14282,	129770,	23067,	0,	23822,	0,	0,	
16283,	129137,	22955,	0,	23753,	0,	0,	
18284,	128039,	22750,	0,	23536,	0,	0,	
20284,	111442,	19783,	0,	20383,	0,	0,	
22285,	0,	0,	0,	0,	0,	0,	
24285,	0,	0,	0,	0,	0,	0,	
26286,	0,	0,	0,	0,	0,	0,	
28287,	0,	0,	0,	0,	0,	0,	
30287,	0,	0,	0,	0,	0,	0,	
32288,	0,	0,	0,	0,	0,	0,	
34289,	0,	0,	0,	0,	0,	0,	
36289,	0,	0,	0,	0,	0,	0,	
38290,	0,	0,	0,	0,	0,	0,	
40291,	0,	0,	0,	0,	0,	0,	
42291,	0,	0,	0,	0,	0,	0,	
44292,	0,	0,	0,	0,	0,	0,	
46293,	0,	0,	0,	0,	0,	0,	
48293,	0,	0,	0,	0,	0,	0,	
50294,	0,	0,	0,	0,	0,	0,	
52295,	0,	0,	0,	0,	0,	0,	
54295,	0,	0,	0,	0,	0,	0,	
56296,	0,	0,	0,	0,	0,	0,	
58297,	0,	0,	0,	0,	0,	0,	
60297,	0,	0,	0,	0,	0,	0,	
62298,	0,	0,	0,	0,	0,	0,	
64299,	0,	0,	0,	0,	0,	0,	
66299,	0,	0,	0,	0,	0,	0,	
68300,	0,	0,	0,	0,	0,	0,	
70301,	0,	0,	0,	0,	0,	0,	
72301,	0,	0,	0,	0,	0,	0,	
74302,	0,	0,	0,	0,	0,	0,	
76302,	0,	0,	0,	0,	0,	0,	
78303,	0,	0,	0,	0,	0,	0,	
80304,	0,	0,	0,	0,	0,	0,	
82304,	0,	0,	0,	0,	0,	0,	
84305,	0,	0,	0,	0,	0,	0,	
86306,	0,	0,	0,	0,	0,	0,	
88306,	0,	0,	0,	0,	0,	0,	
90307,	0,	0,	0,	0,	0,	0,	
92308,	0,	0,	0,	0,	0,	0,	
94308,	0,	0,	0,	0,	0,	0,	
96309,	0,	0,	0,	0,	0,	0,	
98310,	0,	0,	0,	0,	0,	0,	
100310,	0,	0,	0,	0,	0,	0,	
102311,	0,	0,	0,	0,	0,	0,	
104312,	0,	0,	0,	0,	0,	0,	
106312,	0,	0,	0,	0,	0,	0,	
108313,	0,	0,	0,	0,	0,	0,	
110314,	0,	0,	0,	0,	0,	0,	
112314,	0,	0,	0,	0,	0,	0,	
114315,	0,	0,	0,	0,	0,	0,	
116315,	0,	0,	0,	0,	0,	0,	
118316,	0,	0,	0,	0,	0,	0,	
120317,	0,	0,	0,	0,	0,	0,	
122317,	0,	0,	0,	0,	0,	0,	
124318,	0,	0,	0,	0,	0,	0,	
126319,	0,	0,	0,	0,	0,	0,	
128319,	0,	0,	0,	0,	0,	0,	
130320,	0,	0,	0,	0,	0,	0,	
132321,	0,	0,	0,	0,	0,	0,	
134321,	0,	0,	0,	0,	0,	0,	
136322,	0,	0,	0,	0,	0,	0,	
138323,	0,	0,	0,	0,	0,	0,	
140323,	0,	0,	0,	0,	0,	0,	
142324,	0,	0,	0,	0,	0,	0,	
144325,	0,	0,	0,	0,	0,	0,	
146325,	0,	0,	0,	0,	0,	0,	
148326,	0,	0,	0,	0,	0,	0,	
150327,	0,	0,	0,	0,	0,	0,	
152327,	0,	0,	0,	0,	0,	0,	
154328,	0,	0,	0,	0,	0,	0,	
156329,	0,	0,	0,	0,	0,	0,	
158329,	0,	0,	0,	0,	0,	0,	
160330,	0,	0,	0,	0,	0,	0,	
162330,	0,	0,	0,	0,	0,	0,	
164331,	0,	0,	0,	0,	0,	0,	
166332,	0,	0,	0,	0,	0,	0,	
168332,	0,	0,	0,	0,	0,	0,	
170333,	0,	0,	0,	0,	0,	0,	
172334,	0,	0,	0,	0,	0,	0,	
174334,	0,	0,	0,	0,	0,	0,	
176335,	0,	0,	0,	0,	0,	0,	
178336,	0,	0,	0,	0,	0,	0,	
180336,	0,	0,	0,	0,	0,	0,	
182337,	0,	0,	0,	0,	0,	0,	
184338,	0,	0,	0,	0,	0,	0,	
186338,	0,	0,	0,	0,	0,	0,	
188339,	0,	0,	0,	0,	0,	0,	
190340,	0,	0,	0,	0,	0,	0,	
192340,	0,	0,	0,	0,	0,	0,	
194341,	0,	0,	0,	0,	0,	0,	
196342,	0,	0,	0,	0,	0,	0,	
198342,	0,	0,	0,	0,	0,	0,	
200343,	0,	0,	0,	0,	0,	0,	
202343,	0,	0,	0,	0,	0,	0,	
204344,	0,	0,	0,	0,	0,	0,	
206345,	0,	0,	0,	0,	0,	0,	
208345,	0,	0,	0,	0,	0,	0,	
210346,	0,	0,	0,	0,	0,	0,	
212347,	0,	0,	0,	0,	0,	0,	
214347,	0,	0,	0,	0,	0,	0,	
216348,	0,	0,	0,	0,	0,	0,	
218349,	0,	0,	0,	0,	0,	0,	
220349,	0,	0,	0,	0,	0,	0,	
222350,	0,	0,	0,	0,	0,	0,	
224351,	0,	0,	0,	0,	0,	0,	
226351,	0,	0,	0,	0,	0,	0,	
228352,	0,	0,	0,	0,	0,	0,	
230353,	0,	0,	0,	0,	0,	0,	
232353,	0,	0,	0,	0,	0,	0,	
234354,	0,	0,	0,	0,	0,	0,	
236355,	0,	0,	0,	0,	0,	0,	
238355,	0,	0,	0,	0,	0,	0,	
240356,	0,	0,	0,	0,	0,	0,	
242357,	0,	0,	0,	0,	0,	0,	
244357,	0,	0,	0,	0,	0,	0,	
246358,	0,	0,	0,	0,	0,	0,	
248358,	0,	0,	0,	0,	0,	0,	
250359,	0,	0,	0,	0,	0,	0,	
252360,	0,	0,	0,	0,	0,	0,	
254360,	0,	0,	0,	0,	0,	0,	
256361,	0,	0,	0,	0,	0,	0,	
258362,	0,	0,	0,	0,	0,	0,	
260362,	0,	0,	0,	0,	0,	0,	
262363,	0,	0,	0,	0,	0,	0,	
264364,	0,	0,	0,	0,	0,	0,	
266364,	0,	0,	0,	0,	0,	0,	
268365,	0,	0,	0,	0,	0,	0,	
270366,	0,	0,	0,	0,	0,	0,	
272366,	0,	0,	0,	0,	0,	0,	
274367,	0,	0,	0,	0,	0,	0,	
276368,	0,	0,	0,	0,	0,	0,	
278368,	0,	0,	0,	0,	0,	0,	
