Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used,	Num Nodes
174675,	2820,	481,	600,	779,	0,	8,	31,	
176681,	2820,	480,	599,	781,	0,	8,	31,	
178689,	2820,	479,	600,	780,	0,	8,	31,	
180696,	2817,	480,	600,	780,	0,	8,	31,	
182704,	2819,	480,	600,	780,	0,	8,	31,	
184711,	2819,	481,	600,	780,	0,	8,	31,	
186718,	2820,	479,	600,	780,	0,	8,	31,	
188725,	2820,	481,	600,	780,	0,	8,	31,	
190732,	2820,	480,	600,	780,	0,	8,	31,	
192738,	2820,	480,	600,	780,	0,	8,	31,	
194744,	2820,	480,	600,	779,	0,	8,	31,	
196749,	2819,	480,	600,	780,	0,	8,	31,	
198755,	2820,	480,	599,	781,	0,	8,	31,	
200763,	2692,	458,	619,	780,	0,	9,	33,	
202769,	2459,	421,	660,	779,	0,	9,	33,	
204776,	2460,	420,	659,	781,	0,	9,	33,	
206784,	2459,	420,	660,	780,	0,	9,	33,	
208792,	2459,	419,	660,	780,	0,	9,	33,	
210800,	2460,	421,	660,	780,	0,	9,	33,	
212807,	2460,	420,	659,	780,	0,	9,	33,	
214814,	2460,	420,	660,	780,	0,	9,	33,	
216821,	2459,	420,	660,	779,	0,	9,	33,	
218830,	2459,	420,	660,	781,	0,	9,	33,	
220836,	2322,	397,	681,	779,	0,	10,	34,	
222845,	2100,	360,	720,	780,	0,	10,	34,	
224852,	2100,	360,	720,	781,	0,	10,	34,	
226860,	2100,	360,	719,	780,	0,	10,	34,	
228868,	2098,	359,	719,	780,	0,	10,	34,	
230876,	2100,	361,	719,	779,	0,	10,	34,	
232883,	2100,	360,	720,	780,	0,	10,	34,	
234891,	2099,	359,	720,	781,	0,	10,	34,	
236900,	2100,	361,	720,	779,	0,	10,	34,	
238908,	2099,	360,	720,	781,	0,	10,	34,	
240915,	2099,	360,	720,	779,	0,	10,	34,	
242923,	2098,	359,	720,	781,	0,	10,	34,	
244930,	2097,	361,	720,	779,	0,	10,	34,	
246937,	2099,	359,	720,	781,	0,	10,	34,	
248945,	2100,	360,	720,	780,	0,	10,	34,	
250952,	2100,	361,	720,	779,	0,	10,	34,	
252957,	2100,	359,	720,	781,	0,	10,	34,	
254963,	2098,	361,	720,	779,	0,	10,	34,	
256968,	2100,	360,	720,	781,	0,	10,	34,	
258974,	2100,	360,	720,	780,	0,	10,	34,	
260981,	2045,	333,	747,	780,	0,	10,	36,	
262987,	1977,	300,	780,	780,	0,	10,	36,	
264993,	1979,	300,	780,	779,	0,	10,	36,	
267002,	1980,	300,	780,	781,	0,	10,	36,	
269010,	1980,	299,	780,	780,	0,	10,	36,	
271018,	1980,	301,	779,	780,	0,	10,	36,	
273027,	1980,	300,	780,	780,	0,	10,	36,	
275034,	1980,	300,	780,	780,	0,	10,	36,	
277042,	1978,	300,	780,	779,	0,	10,	36,	
279049,	1980,	300,	779,	781,	0,	10,	36,	
281056,	1980,	300,	780,	780,	0,	10,	36,	
283064,	1979,	299,	779,	780,	0,	10,	36,	
285071,	1978,	301,	780,	780,	0,	10,	36,	
287079,	1979,	300,	779,	780,	0,	10,	36,	
289086,	1979,	299,	780,	780,	0,	10,	36,	
291094,	1980,	300,	779,	780,	0,	10,	36,	
293101,	1978,	300,	779,	780,	0,	10,	36,	
295108,	1980,	301,	780,	779,	0,	10,	36,	
297114,	1979,	300,	780,	781,	0,	10,	36,	
299120,	1979,	299,	780,	780,	0,	10,	36,	
301128,	1979,	301,	780,	779,	0,	10,	36,	
303135,	1980,	300,	780,	780,	0,	10,	36,	
305143,	1977,	300,	780,	781,	0,	10,	36,	
307149,	1977,	299,	780,	780,	0,	10,	36,	
309156,	1979,	301,	780,	779,	0,	10,	36,	
311175,	1978,	300,	780,	781,	0,	10,	36,	
313182,	1812,	275,	715,	715,	0,	10,	36,	
315187,	1979,	300,	780,	779,	0,	10,	36,	
317205,	1881,	285,	741,	741,	0,	10,	36,	
319211,	1979,	299,	780,	781,	0,	10,	36,	
321217,	1814,	234,	845,	780,	0,	10,	39,	
323225,	1680,	181,	899,	780,	0,	10,	39,	
325232,	1680,	180,	900,	780,	0,	10,	39,	
327240,	1680,	180,	900,	780,	0,	10,	39,	
329246,	1678,	180,	900,	780,	0,	10,	39,	
331252,	1680,	180,	900,	780,	0,	10,	39,	
333260,	1680,	180,	900,	780,	0,	10,	39,	
335267,	1680,	180,	900,	780,	0,	10,	39,	
337273,	1679,	180,	900,	779,	0,	10,	39,	
339278,	1680,	180,	900,	781,	0,	10,	39,	
341283,	1679,	180,	899,	780,	0,	10,	39,	
343290,	1680,	180,	900,	780,	0,	10,	39,	
345299,	1680,	180,	899,	780,	0,	10,	39,	
347307,	1679,	180,	900,	780,	0,	10,	39,	
349312,	1680,	180,	899,	780,	0,	10,	39,	
351316,	1680,	179,	900,	780,	0,	10,	39,	
353321,	1680,	181,	900,	779,	0,	10,	39,	
355326,	1678,	180,	900,	780,	0,	10,	39,	
357332,	1680,	180,	900,	781,	0,	10,	39,	
359337,	1678,	180,	900,	780,	0,	10,	39,	
361343,	1679,	179,	900,	780,	0,	10,	40,	
363348,	1679,	181,	899,	779,	0,	10,	40,	
365353,	1680,	180,	900,	781,	0,	10,	40,	
367361,	1679,	180,	900,	779,	0,	10,	40,	
369369,	1679,	180,	900,	781,	0,	10,	40,	
371375,	1680,	180,	900,	780,	0,	10,	40,	
373385,	1623,	174,	870,	754,	0,	10,	40,	
375391,	1680,	180,	900,	780,	0,	10,	40,	
377397,	1680,	180,	899,	779,	0,	10,	40,	
379402,	1679,	180,	900,	781,	0,	10,	40,	
381411,	1679,	180,	899,	780,	0,	10,	40,	
383417,	1680,	180,	900,	779,	0,	10,	40,	
385424,	1680,	180,	899,	781,	0,	10,	40,	
387431,	1680,	180,	900,	779,	0,	10,	40,	
389439,	1677,	180,	900,	780,	0,	10,	40,	
391446,	1680,	180,	899,	781,	0,	10,	40,	
393453,	1680,	180,	900,	779,	0,	10,	40,	
395460,	1680,	180,	900,	781,	0,	10,	40,	
397467,	1679,	180,	900,	780,	0,	10,	40,	
399473,	1680,	180,	900,	780,	0,	10,	40,	
401481,	1678,	180,	900,	780,	0,	10,	43,	
403487,	1677,	180,	900,	780,	0,	10,	43,	
405495,	1680,	180,	899,	780,	0,	10,	43,	
407502,	1679,	180,	900,	779,	0,	10,	43,	
409509,	1678,	179,	900,	781,	0,	10,	43,	
411517,	1680,	181,	900,	780,	0,	10,	43,	
413525,	1680,	180,	900,	779,	0,	10,	43,	
415532,	1679,	180,	900,	780,	0,	10,	43,	
417539,	1680,	180,	899,	780,	0,	10,	43,	
419546,	1680,	180,	899,	780,	0,	10,	43,	
421553,	1680,	180,	898,	781,	0,	10,	43,	
423558,	1680,	180,	900,	780,	0,	10,	43,	
425563,	1651,	177,	885,	767,	0,	10,	43,	
427569,	1680,	179,	900,	780,	0,	10,	43,	
429574,	1679,	181,	900,	780,	0,	10,	43,	
431581,	1679,	179,	899,	780,	0,	10,	43,	
433588,	1679,	181,	899,	779,	0,	10,	43,	
435595,	1680,	180,	900,	780,	0,	10,	43,	
437603,	1679,	180,	899,	781,	0,	10,	43,	
439610,	1680,	180,	900,	780,	0,	10,	43,	
441617,	1680,	180,	900,	779,	0,	10,	43,	
443625,	1679,	179,	900,	781,	0,	10,	43,	
445631,	1680,	181,	899,	780,	0,	10,	43,	
447638,	1679,	180,	900,	779,	0,	10,	43,	
449645,	1679,	180,	900,	781,	0,	10,	43,	
451652,	1680,	180,	899,	779,	0,	10,	43,	
453660,	1680,	180,	900,	781,	0,	10,	43,	
455668,	1680,	180,	900,	780,	0,	10,	43,	
457676,	1679,	180,	899,	780,	0,	10,	43,	
459683,	1679,	180,	899,	780,	0,	10,	43,	
461690,	1680,	180,	899,	780,	0,	10,	43,	
463697,	1679,	180,	899,	779,	0,	10,	43,	
465705,	1679,	180,	898,	781,	0,	10,	43,	
467712,	1679,	180,	899,	780,	0,	10,	43,	
469720,	1680,	180,	900,	780,	0,	10,	43,	
471728,	1679,	180,	900,	780,	0,	10,	43,	
473735,	1680,	180,	900,	780,	0,	10,	43,	
475743,	1679,	180,	900,	779,	0,	10,	43,	
477751,	1680,	180,	899,	781,	0,	10,	43,	
479759,	1679,	180,	900,	780,	0,	10,	43,	
481766,	1680,	180,	899,	780,	0,	10,	43,	
483771,	1680,	180,	900,	779,	0,	10,	43,	
485776,	1680,	180,	899,	781,	0,	10,	43,	
487782,	1680,	180,	900,	780,	0,	10,	43,	
489787,	1680,	180,	900,	779,	0,	10,	43,	
491795,	1678,	180,	900,	781,	0,	10,	43,	
493802,	1680,	180,	900,	779,	0,	10,	43,	
495808,	1679,	180,	900,	781,	0,	10,	43,	
497815,	1680,	180,	900,	780,	0,	10,	43,	
499823,	1680,	180,	900,	779,	0,	10,	43,	
501831,	1539,	87,	992,	781,	0,	10,	44,	
503838,	1500,	60,	1020,	779,	0,	10,	44,	
505845,	1500,	60,	1019,	780,	0,	10,	44,	
507852,	1500,	60,	1020,	781,	0,	10,	44,	
509860,	1499,	60,	1020,	780,	0,	10,	44,	
511866,	1500,	60,	1020,	780,	0,	10,	44,	
513873,	1500,	60,	1020,	779,	0,	10,	44,	
515880,	1499,	60,	1020,	780,	0,	10,	44,	
517890,	1475,	59,	1003,	768,	0,	10,	44,	
519896,	1500,	60,	1020,	780,	0,	10,	44,	
521903,	1500,	60,	1020,	780,	0,	10,	44,	
523909,	1500,	60,	1020,	779,	0,	10,	44,	
525917,	1499,	60,	1020,	780,	0,	10,	44,	
527922,	1499,	60,	1020,	780,	0,	10,	44,	
529928,	1499,	60,	1020,	781,	0,	10,	44,	
531935,	1500,	60,	1020,	779,	0,	10,	44,	
533941,	1500,	60,	1020,	780,	0,	10,	44,	
535949,	1498,	60,	1019,	781,	0,	10,	44,	
537956,	1500,	60,	1020,	780,	0,	10,	44,	
539963,	1500,	60,	1020,	780,	0,	10,	44,	
541969,	1499,	60,	1019,	780,	0,	10,	44,	
543974,	1500,	60,	1020,	779,	0,	10,	44,	
545980,	1499,	60,	1020,	781,	0,	10,	44,	
547985,	1500,	60,	1020,	779,	0,	10,	44,	
549991,	1500,	59,	1020,	781,	0,	10,	44,	
551998,	1500,	61,	1019,	780,	0,	10,	44,	
554005,	1499,	60,	1020,	780,	0,	10,	44,	
556013,	1499,	60,	1020,	779,	0,	10,	44,	
558021,	1500,	60,	1020,	780,	0,	10,	44,	
560027,	1499,	60,	1019,	781,	0,	10,	44,	
562034,	1500,	60,	1020,	779,	0,	10,	44,	
564040,	1500,	60,	1020,	781,	0,	10,	44,	
566046,	1500,	60,	1020,	780,	0,	10,	44,	
568053,	1500,	60,	1019,	779,	0,	10,	44,	
570061,	1499,	60,	1020,	780,	0,	10,	44,	
572068,	1499,	60,	1019,	781,	0,	10,	44,	
574076,	1499,	60,	1019,	779,	0,	10,	44,	
576083,	1497,	60,	1020,	781,	0,	10,	44,	
578091,	1500,	60,	1020,	780,	0,	10,	44,	
580099,	1499,	60,	1020,	780,	0,	10,	44,	
582106,	1500,	60,	1019,	779,	0,	10,	45,	
584113,	1500,	60,	1018,	780,	0,	10,	45,	
586120,	1450,	58,	986,	755,	0,	10,	45,	
588128,	1275,	51,	866,	663,	0,	10,	45,	
590135,	1500,	60,	1019,	780,	0,	10,	45,	
592142,	1500,	60,	1019,	780,	0,	10,	45,	
594149,	1500,	60,	1019,	780,	0,	10,	45,	
596157,	1499,	60,	1020,	780,	0,	10,	45,	
598164,	1500,	60,	1020,	780,	0,	10,	45,	
600170,	1500,	60,	1019,	779,	0,	10,	45,	
602176,	1497,	60,	1020,	781,	0,	10,	45,	
604182,	1499,	60,	1020,	780,	0,	10,	45,	
606187,	1498,	59,	1019,	780,	0,	10,	45,	
608192,	1500,	61,	1019,	779,	0,	10,	45,	
610198,	1500,	60,	1020,	780,	0,	10,	45,	
612205,	1500,	60,	1020,	781,	0,	10,	45,	
614213,	1500,	60,	1019,	780,	0,	10,	45,	
616221,	1500,	60,	1020,	780,	0,	10,	45,	
618228,	1500,	60,	1020,	779,	0,	10,	45,	
620235,	1497,	60,	1019,	781,	0,	10,	45,	
622243,	1500,	60,	1020,	779,	0,	10,	45,	
624249,	1500,	60,	1019,	781,	0,	10,	45,	
626257,	1500,	60,	1020,	779,	0,	10,	45,	
628266,	1500,	60,	1019,	780,	0,	10,	45,	
630274,	1499,	60,	1018,	780,	0,	10,	45,	
632281,	1473,	58,	1003,	768,	0,	10,	45,	
634289,	1499,	61,	1020,	779,	0,	10,	45,	
636297,	1499,	60,	1019,	781,	0,	10,	45,	
638305,	1500,	60,	1020,	780,	0,	10,	45,	
640313,	1500,	60,	1020,	779,	0,	10,	45,	
642320,	1499,	60,	1020,	780,	0,	10,	45,	
644328,	1500,	60,	1019,	780,	0,	10,	45,	
646336,	1500,	60,	1020,	781,	0,	10,	45,	
648344,	1500,	60,	1020,	780,	0,	10,	45,	
650351,	1499,	60,	1018,	780,	0,	10,	45,	
652359,	1500,	60,	1019,	779,	0,	10,	45,	
654368,	1500,	60,	1019,	780,	0,	10,	45,	
656376,	1500,	60,	1020,	781,	0,	10,	45,	
658384,	1500,	60,	1020,	779,	0,	10,	45,	
660392,	1500,	60,	1019,	780,	0,	10,	45,	
662399,	1323,	1,	1078,	781,	0,	10,	47,	
664404,	1320,	0,	1080,	779,	0,	10,	47,	
666409,	1319,	0,	1080,	780,	0,	10,	47,	
668414,	1320,	0,	1080,	780,	0,	10,	47,	
670420,	1320,	0,	1080,	781,	0,	10,	47,	
672426,	1320,	0,	1079,	780,	0,	10,	47,	
674434,	1320,	0,	1078,	779,	0,	10,	47,	
676441,	1320,	0,	1079,	781,	0,	10,	47,	
678449,	1318,	0,	1078,	779,	0,	10,	47,	
680457,	1320,	0,	1079,	780,	0,	10,	47,	
682465,	1320,	0,	1080,	781,	0,	10,	47,	
684472,	1319,	0,	1080,	779,	0,	10,	47,	
686480,	1319,	0,	1079,	781,	0,	10,	47,	
688491,	1320,	0,	1080,	780,	0,	10,	47,	
690495,	1320,	0,	1080,	779,	0,	10,	47,	
692502,	1319,	0,	1078,	780,	0,	10,	47,	
694509,	1320,	0,	1079,	780,	0,	10,	47,	
696516,	1319,	0,	1079,	781,	0,	10,	47,	
698523,	1320,	0,	1079,	779,	0,	10,	47,	
700529,	1319,	0,	1080,	780,	0,	10,	47,	
702537,	1319,	0,	1080,	780,	0,	10,	47,	
704545,	1320,	0,	1080,	780,	0,	10,	47,	
706551,	1320,	0,	1080,	781,	0,	10,	47,	
708559,	1320,	0,	1078,	780,	0,	10,	47,	
710566,	1319,	0,	1080,	779,	0,	10,	47,	
712574,	1320,	0,	1080,	781,	0,	10,	47,	
714581,	1320,	0,	1080,	780,	0,	10,	47,	
716589,	1320,	0,	1080,	780,	0,	10,	47,	
718596,	1319,	0,	1080,	780,	0,	10,	47,	
720603,	1319,	0,	1080,	779,	0,	10,	47,	
722609,	1319,	0,	1080,	781,	0,	10,	47,	
724615,	1319,	0,	1080,	780,	0,	10,	47,	
726620,	1320,	0,	1079,	780,	0,	10,	47,	
728626,	1319,	0,	1080,	780,	0,	10,	47,	
730631,	1320,	0,	1080,	779,	0,	10,	47,	
732637,	1320,	0,	1080,	781,	0,	10,	47,	
734646,	1320,	0,	1080,	779,	0,	10,	47,	
736653,	1319,	0,	1080,	781,	0,	10,	47,	
738661,	1320,	0,	1080,	780,	0,	10,	47,	
740668,	1320,	0,	1078,	780,	0,	10,	47,	
742676,	1320,	0,	1080,	780,	0,	10,	47,	
744684,	1320,	0,	1080,	779,	0,	10,	47,	
746692,	1320,	0,	1079,	780,	0,	10,	47,	
748699,	1317,	0,	1080,	781,	0,	10,	47,	
750708,	1319,	0,	1079,	779,	0,	10,	47,	
752716,	1320,	0,	1080,	781,	0,	10,	47,	
754724,	1319,	0,	1079,	780,	0,	10,	47,	
756733,	1320,	0,	1079,	780,	0,	10,	47,	
758741,	1318,	0,	1079,	779,	0,	10,	47,	
760749,	1320,	0,	1080,	781,	0,	10,	47,	
762754,	1320,	0,	1080,	779,	0,	10,	47,	
764762,	1320,	0,	1079,	781,	0,	10,	47,	
766769,	1319,	0,	1080,	780,	0,	10,	47,	
768776,	1320,	0,	1080,	779,	0,	10,	47,	
770785,	1318,	0,	1080,	781,	0,	10,	47,	
772792,	1320,	0,	1080,	780,	0,	10,	47,	
774801,	1320,	0,	1079,	779,	0,	10,	47,	
776807,	1320,	0,	1080,	780,	0,	10,	47,	
778815,	1320,	0,	1080,	780,	0,	10,	47,	
780823,	1319,	0,	1080,	780,	0,	10,	47,	
782828,	1320,	0,	1080,	780,	0,	10,	47,	
784839,	1232,	0,	1008,	728,	0,	10,	47,	
786845,	1320,	0,	1080,	781,	0,	10,	47,	
788850,	1320,	0,	1079,	779,	0,	10,	47,	
790857,	1320,	0,	1080,	781,	0,	10,	47,	
792865,	1320,	0,	1080,	780,	0,	10,	47,	
794872,	1319,	0,	1079,	780,	0,	10,	47,	
796879,	1320,	0,	1079,	780,	0,	10,	47,	
798887,	1320,	0,	1079,	780,	0,	10,	47,	
Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used,	Num Nodes
85,	100,	19,	0,	12,	0,	0,	0,	
2090,	5999,	1140,	0,	719,	0,	0,	0,	
4095,	5997,	1140,	0,	721,	0,	0,	0,	
6100,	5998,	1140,	0,	720,	0,	0,	0,	
8106,	6000,	1140,	0,	720,	0,	0,	0,	
10112,	5997,	1139,	0,	720,	0,	0,	0,	
12118,	6097,	1160,	0,	732,	0,	0,	0,	
14123,	5993,	1140,	0,	719,	0,	0,	0,	
16128,	5997,	1140,	0,	720,	0,	0,	0,	
18134,	6000,	1139,	0,	721,	0,	0,	0,	
20138,	5886,	1113,	28,	719,	0,	1,	5,	
22145,	4557,	780,	360,	721,	0,	1,	5,	
24153,	4559,	780,	360,	719,	0,	1,	5,	
26159,	4557,	780,	360,	721,	0,	1,	5,	
28167,	4558,	779,	360,	720,	0,	1,	5,	
30174,	4557,	780,	360,	720,	0,	1,	5,	
32180,	4556,	781,	360,	720,	0,	1,	5,	
34188,	4559,	779,	360,	720,	0,	1,	5,	
36196,	4557,	781,	360,	720,	0,	1,	5,	
38204,	4552,	780,	360,	720,	0,	1,	5,	
40212,	4382,	748,	357,	694,	0,	2,	12,	
42220,	4199,	720,	420,	721,	0,	2,	12,	
44229,	4197,	720,	420,	720,	0,	2,	12,	
46236,	4198,	720,	420,	720,	0,	2,	12,	
48243,	4198,	720,	420,	719,	0,	2,	12,	
50251,	4199,	719,	420,	721,	0,	2,	12,	
52623,	4966,	853,	497,	852,	0,	2,	12,	
54701,	4334,	744,	434,	744,	0,	2,	12,	
56756,	4269,	732,	427,	732,	0,	2,	12,	
58818,	4335,	744,	434,	743,	0,	2,	12,	
60872,	3858,	655,	504,	732,	0,	4,	17,	
62917,	3292,	549,	610,	732,	0,	4,	17,	
64972,	3347,	558,	620,	744,	0,	4,	17,	
67034,	3291,	549,	610,	732,	0,	4,	17,	
69041,	3239,	540,	600,	721,	0,	4,	17,	
71134,	3346,	558,	620,	744,	0,	4,	17,	
73186,	3345,	557,	619,	744,	0,	4,	17,	
75245,	3294,	550,	610,	732,	0,	4,	17,	
77312,	3345,	558,	620,	743,	0,	4,	17,	
79371,	3348,	557,	620,	745,	0,	4,	17,	
81425,	3168,	508,	651,	732,	0,	5,	19,	
83470,	3109,	488,	670,	732,	0,	5,	19,	
85477,	3057,	480,	660,	720,	0,	5,	19,	
87562,	3213,	505,	693,	756,	0,	5,	19,	
89624,	3108,	487,	671,	732,	0,	5,	19,	
91662,	3108,	488,	671,	732,	0,	5,	19,	
93721,	3161,	497,	682,	743,	0,	5,	19,	
95776,	3107,	488,	671,	733,	0,	5,	19,	
97838,	3160,	496,	682,	743,	0,	5,	19,	
99909,	3157,	496,	682,	745,	0,	5,	19,	
101916,	3055,	480,	660,	720,	0,	5,	22,	
103977,	3107,	488,	671,	732,	0,	5,	22,	
106017,	3108,	488,	671,	732,	0,	5,	22,	
108078,	3161,	496,	682,	744,	0,	5,	22,	
110148,	3159,	496,	682,	743,	0,	5,	22,	
112225,	3161,	496,	682,	745,	0,	5,	22,	
114287,	3109,	487,	671,	732,	0,	5,	22,	
116342,	3162,	497,	681,	744,	0,	5,	22,	
118419,	3162,	495,	682,	744,	0,	5,	22,	
120489,	3160,	497,	682,	744,	0,	5,	22,	
122496,	3059,	480,	660,	719,	0,	5,	22,	
124505,	3058,	480,	660,	721,	0,	5,	22,	
126511,	3059,	480,	660,	720,	0,	5,	22,	
128519,	3059,	479,	660,	720,	0,	5,	22,	
130528,	3057,	481,	660,	719,	0,	5,	22,	
132603,	3160,	496,	682,	745,	0,	5,	22,	
134661,	3110,	488,	671,	732,	0,	5,	22,	
136698,	3110,	488,	671,	731,	0,	5,	22,	
138772,	3162,	496,	682,	744,	0,	5,	22,	
140826,	3030,	473,	704,	745,	0,	6,	23,	
142918,	2790,	435,	744,	744,	0,	6,	23,	
144994,	2789,	434,	744,	744,	0,	6,	23,	
147049,	2742,	427,	732,	732,	0,	6,	23,	
149088,	2741,	427,	732,	731,	0,	6,	23,	
151097,	2696,	420,	720,	721,	0,	6,	23,	
153428,	3149,	489,	840,	840,	0,	6,	23,	
155437,	2699,	420,	720,	720,	0,	6,	23,	
157523,	2789,	435,	744,	744,	0,	6,	23,	
159599,	2790,	433,	744,	744,	0,	6,	23,	
161638,	2745,	428,	732,	732,	0,	6,	28,	
163684,	2744,	427,	732,	732,	0,	6,	28,	
165755,	2790,	434,	744,	744,	0,	6,	28,	
167816,	2788,	434,	744,	744,	0,	6,	28,	
169854,	2744,	427,	732,	732,	0,	6,	28,	
171861,	2700,	420,	718,	720,	0,	6,	28,	
173870,	2698,	420,	719,	720,	0,	6,	28,	
175878,	2697,	419,	720,	720,	0,	6,	28,	
177886,	2699,	421,	720,	719,	0,	6,	28,	
179910,	2699,	419,	720,	721,	0,	6,	28,	
181956,	2745,	428,	732,	732,	0,	6,	31,	
183964,	2698,	420,	720,	720,	0,	6,	31,	
185972,	2699,	420,	720,	719,	0,	6,	31,	
187980,	2700,	420,	720,	721,	0,	6,	31,	
189988,	2700,	420,	720,	719,	0,	6,	31,	
191994,	2699,	420,	720,	720,	0,	6,	31,	
193999,	2699,	420,	719,	721,	0,	6,	31,	
196053,	2788,	433,	744,	744,	0,	6,	31,	
198113,	2744,	428,	732,	732,	0,	6,	31,	
200165,	2784,	434,	743,	744,	0,	7,	34,	
202209,	2500,	365,	792,	732,	0,	7,	34,	
204217,	2459,	361,	780,	719,	0,	7,	34,	
206223,	2459,	360,	780,	721,	0,	7,	34,	
208231,	2460,	359,	779,	720,	0,	7,	34,	
210571,	2869,	420,	910,	840,	0,	7,	34,	
212609,	2499,	367,	792,	731,	0,	7,	34,	
214655,	2499,	366,	793,	733,	0,	7,	34,	
216726,	2540,	372,	806,	744,	0,	7,	34,	
218802,	2541,	372,	806,	743,	0,	7,	34,	
220880,	2410,	350,	827,	744,	0,	8,	37,	
222935,	2135,	305,	854,	733,	0,	8,	37,	
224995,	2170,	310,	868,	744,	0,	8,	37,	
227003,	2098,	299,	840,	720,	0,	8,	37,	
229088,	2170,	311,	868,	744,	0,	8,	37,	
231149,	2170,	309,	867,	744,	0,	8,	37,	
233185,	2133,	306,	854,	732,	0,	8,	37,	
235247,	2135,	305,	854,	732,	0,	8,	37,	
237302,	2170,	310,	868,	744,	0,	8,	37,	
239364,	2135,	305,	854,	732,	0,	8,	37,	
241434,	1789,	234,	943,	743,	0,	10,	40,	
243509,	1550,	186,	991,	745,	0,	10,	40,	
245515,	1499,	180,	960,	719,	0,	10,	40,	
247774,	1700,	204,	1088,	817,	0,	10,	40,	
249779,	1500,	180,	959,	719,	0,	10,	40,	
251863,	1549,	186,	992,	744,	0,	10,	40,	
253906,	1525,	183,	975,	733,	0,	10,	40,	
255974,	1548,	185,	992,	744,	0,	10,	40,	
258017,	1525,	184,	976,	731,	0,	10,	40,	
260070,	1549,	186,	992,	744,	0,	10,	40,	
262129,	1409,	125,	1034,	732,	0,	10,	42,	
264182,	1426,	124,	1052,	744,	0,	10,	42,	
266226,	1403,	122,	1036,	732,	0,	10,	42,	
268263,	1401,	122,	1037,	733,	0,	10,	42,	
270315,	1402,	122,	1037,	731,	0,	10,	42,	
272358,	1401,	122,	1036,	733,	0,	10,	42,	
274425,	1425,	124,	1053,	744,	0,	10,	42,	
276486,	1426,	123,	1054,	744,	0,	10,	42,	
278539,	1403,	123,	1036,	732,	0,	10,	42,	
280544,	1379,	120,	1019,	719,	0,	10,	42,	
282549,	1380,	120,	1020,	721,	0,	10,	42,	
284555,	1379,	120,	1020,	720,	0,	10,	42,	
286562,	1380,	120,	1020,	719,	0,	10,	42,	
288563,	1357,	118,	1001,	708,	0,	10,	42,	
290682,	1334,	116,	986,	696,	0,	10,	42,	
292689,	1380,	120,	1019,	721,	0,	10,	42,	
294698,	1380,	120,	1020,	720,	0,	10,	42,	
296706,	1380,	120,	1018,	720,	0,	10,	42,	
298714,	1379,	120,	1020,	719,	0,	10,	42,	
300723,	1380,	120,	1020,	721,	0,	10,	43,	
302884,	1470,	127,	1087,	768,	0,	10,	43,	
304893,	1379,	121,	1019,	720,	0,	10,	43,	
306986,	1449,	126,	1070,	756,	0,	10,	43,	
309058,	1426,	124,	1054,	743,	0,	10,	43,	
311119,	1402,	122,	1037,	732,	0,	10,	43,	
313156,	1403,	122,	1037,	733,	0,	10,	43,	
315213,	1402,	122,	1037,	732,	0,	10,	43,	
317296,	1195,	104,	883,	623,	0,	10,	43,	
319352,	1173,	102,	867,	613,	0,	10,	43,	
321430,	1426,	124,	1053,	744,	0,	10,	43,	
323469,	1403,	122,	1037,	731,	0,	10,	43,	
325546,	1426,	124,	1054,	744,	0,	10,	43,	
327601,	1426,	124,	1054,	745,	0,	10,	43,	
329640,	1403,	122,	1037,	732,	0,	10,	43,	
331699,	1403,	122,	1036,	731,	0,	10,	43,	
333755,	1425,	124,	1054,	745,	0,	10,	43,	
335817,	1403,	122,	1037,	731,	0,	10,	43,	
337856,	1403,	122,	1036,	732,	0,	10,	43,	
339864,	1378,	120,	1019,	721,	0,	10,	43,	
341873,	1380,	120,	1020,	719,	0,	10,	43,	
343881,	1379,	120,	1020,	721,	0,	10,	43,	
345889,	1379,	119,	1019,	720,	0,	10,	43,	
347898,	1378,	121,	1020,	720,	0,	10,	43,	
350044,	1472,	128,	1088,	768,	0,	10,	43,	
352084,	1403,	122,	1036,	732,	0,	10,	43,	
354161,	1426,	124,	1054,	743,	0,	10,	43,	
356232,	1426,	124,	1054,	744,	0,	10,	43,	
358293,	1426,	124,	1054,	744,	0,	10,	43,	
360332,	1402,	122,	1037,	733,	0,	10,	43,	
362393,	1403,	121,	1035,	732,	0,	10,	43,	
364462,	1426,	125,	1053,	744,	0,	10,	43,	
366524,	1425,	124,	1054,	744,	0,	10,	43,	
368595,	1425,	124,	1054,	744,	0,	10,	43,	
370641,	1403,	122,	1037,	732,	0,	10,	43,	
372646,	1380,	120,	1020,	720,	0,	10,	43,	
374652,	1380,	120,	1020,	720,	0,	10,	43,	
376657,	1379,	120,	1020,	719,	0,	10,	43,	
378663,	1378,	120,	1020,	721,	0,	10,	43,	
380670,	1440,	108,	1032,	719,	0,	10,	44,	
382679,	1677,	60,	1079,	721,	0,	10,	44,	
384686,	1679,	60,	1078,	719,	0,	10,	44,	
386691,	1680,	60,	1079,	721,	0,	10,	44,	
388746,	1708,	61,	1097,	732,	0,	10,	44,	
390755,	1680,	60,	1080,	719,	0,	10,	44,	
