Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used,	Num Nodes
392832,	1735,	62,	1116,	744,	0,	10,	44,	
394885,	1736,	62,	1116,	745,	0,	10,	44,	
396930,	1708,	61,	1097,	731,	0,	10,	44,	
399001,	1736,	62,	1116,	745,	0,	10,	44,	
401077,	1736,	62,	1115,	744,	0,	10,	44,	
403140,	1708,	61,	1097,	731,	0,	10,	44,	
405194,	1736,	62,	1115,	745,	0,	10,	44,	
407271,	1736,	62,	1115,	743,	0,	10,	44,	
409280,	1680,	60,	1080,	721,	0,	10,	44,	
411288,	1679,	60,	1080,	720,	0,	10,	44,	
413296,	1679,	60,	1080,	719,	0,	10,	44,	
415305,	1679,	60,	1080,	720,	0,	10,	44,	
417312,	1680,	60,	1080,	720,	0,	10,	44,	
419319,	1680,	60,	1079,	720,	0,	10,	44,	
421325,	1680,	60,	1079,	721,	0,	10,	44,	
423331,	1680,	60,	1080,	720,	0,	10,	44,	
425753,	2016,	72,	1295,	864,	0,	10,	44,	
427805,	1736,	62,	1116,	744,	0,	10,	44,	
429848,	1707,	61,	1097,	731,	0,	10,	44,	
431918,	1736,	62,	1115,	745,	0,	10,	44,	
433979,	1708,	61,	1098,	731,	0,	10,	44,	
436035,	1735,	62,	1116,	745,	0,	10,	44,	
438096,	1708,	61,	1098,	732,	0,	10,	44,	
440151,	1736,	62,	1116,	743,	0,	10,	44,	
442160,	1680,	60,	1080,	720,	0,	10,	44,	
444238,	1736,	62,	1116,	745,	0,	10,	44,	
446300,	1706,	61,	1098,	731,	0,	10,	44,	
448356,	1736,	62,	1116,	744,	0,	10,	44,	
450418,	1708,	61,	1098,	732,	0,	10,	44,	
452472,	1735,	62,	1116,	744,	0,	10,	44,	
454534,	1708,	61,	1097,	733,	0,	10,	44,	
456588,	1736,	62,	1116,	743,	0,	10,	44,	
458597,	1679,	60,	1080,	720,	0,	10,	44,	
460674,	1735,	62,	1115,	745,	0,	10,	44,	
462713,	1708,	61,	1098,	731,	0,	10,	44,	
464756,	1680,	60,	1080,	720,	0,	10,	44,	
466817,	1708,	61,	1098,	732,	0,	10,	44,	
468888,	1736,	61,	1115,	745,	0,	10,	44,	
470965,	1736,	63,	1115,	743,	0,	10,	44,	
473043,	1736,	62,	1116,	745,	0,	10,	44,	
475137,	1764,	63,	1134,	755,	0,	10,	44,	
477177,	1708,	61,	1097,	732,	0,	10,	44,	
479186,	1680,	60,	1080,	721,	0,	10,	44,	
481194,	1680,	60,	1080,	719,	0,	10,	44,	
483199,	1680,	60,	1080,	721,	0,	10,	44,	
485205,	1680,	60,	1078,	719,	0,	10,	44,	
487311,	1764,	62,	1134,	757,	0,	10,	44,	
489362,	1708,	62,	1098,	731,	0,	10,	44,	
491369,	1680,	60,	1080,	720,	0,	10,	44,	
493377,	1680,	60,	1078,	721,	0,	10,	44,	
495725,	1960,	70,	1260,	840,	0,	10,	44,	
497732,	1680,	60,	1080,	720,	0,	10,	44,	
499741,	1680,	60,	1079,	719,	0,	10,	44,	
501750,	1680,	60,	1078,	721,	0,	10,	44,	
504207,	2071,	74,	1331,	888,	0,	10,	44,	
506216,	1677,	60,	1080,	719,	0,	10,	44,	
508526,	1931,	69,	1242,	828,	0,	10,	44,	
510573,	1708,	61,	1098,	733,	0,	10,	44,	
512581,	1680,	60,	1080,	719,	0,	10,	44,	
514590,	1680,	60,	1080,	720,	0,	10,	44,	
516598,	1680,	60,	1080,	721,	0,	10,	44,	
519039,	2044,	73,	1313,	875,	0,	10,	44,	
521117,	1736,	62,	1114,	744,	0,	10,	44,	
523189,	1734,	62,	1115,	745,	0,	10,	44,	
525251,	1707,	61,	1098,	732,	0,	10,	44,	
527291,	1707,	61,	1097,	732,	0,	10,	44,	
529353,	1734,	62,	1116,	744,	0,	10,	44,	
531408,	1707,	61,	1098,	731,	0,	10,	44,	
533468,	1735,	62,	1115,	744,	0,	10,	44,	
535477,	1680,	60,	1080,	721,	0,	10,	44,	
537486,	1680,	60,	1080,	720,	0,	10,	44,	
539495,	1680,	60,	1080,	720,	0,	10,	44,	
541502,	1680,	60,	1080,	719,	0,	10,	44,	
543507,	1680,	60,	1079,	721,	0,	10,	44,	
545513,	1679,	60,	1080,	720,	0,	10,	44,	
547518,	1680,	60,	1079,	720,	0,	10,	44,	
549539,	1678,	60,	1080,	720,	0,	10,	44,	
551594,	1736,	62,	1116,	743,	0,	10,	44,	
553641,	1706,	61,	1097,	733,	0,	10,	44,	
555681,	1708,	61,	1097,	731,	0,	10,	44,	
557759,	1734,	62,	1114,	745,	0,	10,	44,	
559767,	1680,	60,	1080,	720,	0,	10,	44,	
562040,	1903,	68,	1224,	815,	0,	10,	44,	
564102,	1708,	61,	1097,	733,	0,	10,	44,	
566110,	1680,	60,	1080,	719,	0,	10,	44,	
568118,	1679,	60,	1080,	720,	0,	10,	44,	
570127,	1679,	60,	1079,	721,	0,	10,	44,	
572568,	2043,	73,	1314,	876,	0,	10,	44,	
574631,	1736,	62,	1114,	743,	0,	10,	44,	
576671,	1708,	61,	1097,	733,	0,	10,	44,	
578711,	1706,	61,	1098,	732,	0,	10,	44,	
580773,	1708,	61,	1096,	732,	0,	10,	44,	
582829,	1735,	62,	1115,	744,	0,	10,	44,	
584837,	1680,	60,	1080,	720,	0,	10,	44,	
586846,	1678,	60,	1078,	720,	0,	10,	44,	
588854,	1679,	60,	1080,	720,	0,	10,	44,	
590863,	1679,	60,	1080,	719,	0,	10,	44,	
592871,	1679,	60,	1080,	720,	0,	10,	44,	
594880,	1677,	60,	1078,	720,	0,	10,	44,	
596889,	1679,	60,	1080,	720,	0,	10,	44,	
598896,	1680,	60,	1080,	721,	0,	10,	44,	
600905,	1679,	60,	1079,	720,	0,	10,	44,	
602909,	1680,	60,	1078,	719,	0,	10,	44,	
604915,	1679,	60,	1080,	721,	0,	10,	44,	
606920,	1680,	60,	1079,	719,	0,	10,	44,	
608926,	1679,	60,	1079,	721,	0,	10,	44,	
610933,	1680,	60,	1080,	720,	0,	10,	44,	
612941,	1679,	60,	1080,	719,	0,	10,	44,	
614949,	1680,	60,	1078,	720,	0,	10,	44,	
616956,	1678,	60,	1080,	721,	0,	10,	44,	
618965,	1678,	60,	1077,	720,	0,	10,	44,	
620973,	1679,	60,	1080,	720,	0,	10,	44,	
622982,	1680,	60,	1080,	719,	0,	10,	44,	
624991,	1679,	60,	1080,	720,	0,	10,	44,	
627000,	1680,	60,	1079,	721,	0,	10,	44,	
629008,	1679,	60,	1080,	719,	0,	10,	44,	
631015,	1680,	60,	1080,	721,	0,	10,	44,	
633023,	1678,	60,	1080,	720,	0,	10,	44,	
635032,	1680,	60,	1079,	719,	0,	10,	44,	
637041,	1679,	60,	1080,	721,	0,	10,	44,	
639049,	1680,	60,	1080,	719,	0,	10,	44,	
641058,	1680,	60,	1080,	720,	0,	10,	44,	
643066,	1680,	60,	1080,	720,	0,	10,	44,	
645075,	1680,	60,	1079,	720,	0,	10,	44,	
647084,	1680,	60,	1078,	720,	0,	10,	44,	
649093,	1680,	60,	1079,	721,	0,	10,	44,	
651102,	1679,	60,	1079,	720,	0,	10,	44,	
653110,	1680,	60,	1079,	720,	0,	10,	44,	
655119,	1680,	60,	1080,	720,	0,	10,	44,	
657127,	1679,	60,	1079,	720,	0,	10,	44,	
659136,	1680,	60,	1080,	720,	0,	10,	44,	
661144,	1680,	60,	1080,	719,	0,	10,	44,	
663150,	1680,	60,	1079,	720,	0,	10,	44,	
665155,	1680,	60,	1079,	721,	0,	10,	44,	
667161,	1679,	60,	1080,	719,	0,	10,	44,	
669166,	1679,	60,	1080,	720,	0,	10,	44,	
671174,	1680,	59,	1080,	721,	0,	10,	44,	
673182,	1680,	61,	1080,	720,	0,	10,	44,	
675191,	1679,	60,	1080,	720,	0,	10,	44,	
677200,	1678,	60,	1080,	719,	0,	10,	44,	
679209,	1678,	60,	1079,	720,	0,	10,	44,	
681217,	1680,	60,	1079,	721,	0,	10,	44,	
683226,	1679,	60,	1080,	720,	0,	10,	44,	
685235,	1680,	60,	1078,	719,	0,	10,	44,	
687244,	1679,	60,	1080,	720,	0,	10,	44,	
689252,	1680,	60,	1080,	720,	0,	10,	44,	
691261,	1679,	59,	1080,	721,	0,	10,	44,	
693270,	1680,	61,	1080,	720,	0,	10,	44,	
695279,	1679,	60,	1080,	720,	0,	10,	44,	
697286,	1680,	60,	1080,	720,	0,	10,	44,	
699294,	1680,	60,	1080,	720,	0,	10,	44,	
701302,	1679,	60,	1080,	720,	0,	10,	44,	
703311,	1679,	60,	1080,	719,	0,	10,	44,	
705320,	1680,	60,	1079,	721,	0,	10,	44,	
707329,	1679,	60,	1080,	720,	0,	10,	44,	
709337,	1680,	60,	1080,	719,	0,	10,	44,	
711346,	1680,	60,	1079,	721,	0,	10,	44,	
713355,	1679,	60,	1079,	720,	0,	10,	44,	
715364,	1680,	60,	1080,	720,	0,	10,	44,	
717372,	1680,	60,	1079,	720,	0,	10,	44,	
719381,	1680,	60,	1078,	719,	0,	10,	44,	
721389,	1544,	33,	1105,	720,	0,	10,	45,	
723394,	1379,	0,	1139,	720,	0,	10,	45,	
725399,	1380,	0,	1139,	721,	0,	10,	45,	
727404,	1380,	0,	1140,	720,	0,	10,	45,	
729410,	1380,	0,	1140,	720,	0,	10,	45,	
731417,	1380,	0,	1138,	720,	0,	10,	45,	
733425,	1380,	0,	1140,	719,	0,	10,	45,	
735434,	1379,	0,	1139,	720,	0,	10,	45,	
737443,	1380,	0,	1140,	721,	0,	10,	45,	
739452,	1380,	0,	1140,	719,	0,	10,	45,	
741460,	1379,	0,	1140,	721,	0,	10,	45,	
743469,	1380,	0,	1140,	720,	0,	10,	45,	
745478,	1380,	0,	1138,	719,	0,	10,	45,	
747487,	1380,	0,	1140,	721,	0,	10,	45,	
749495,	1380,	0,	1139,	719,	0,	10,	45,	
751504,	1380,	0,	1139,	721,	0,	10,	45,	
753513,	1379,	0,	1140,	720,	0,	10,	45,	
755521,	1380,	0,	1140,	719,	0,	10,	45,	
757530,	1379,	0,	1139,	720,	0,	10,	45,	
759539,	1379,	0,	1140,	721,	0,	10,	45,	
761547,	1378,	0,	1140,	720,	0,	10,	45,	
763555,	1380,	0,	1139,	719,	0,	10,	45,	
765564,	1380,	0,	1140,	721,	0,	10,	45,	
767572,	1379,	0,	1140,	720,	0,	10,	45,	
769581,	1378,	0,	1139,	720,	0,	10,	45,	
771589,	1380,	0,	1140,	720,	0,	10,	45,	
773598,	1380,	0,	1140,	720,	0,	10,	45,	
775607,	1380,	0,	1139,	720,	0,	10,	45,	
777615,	1380,	0,	1140,	719,	0,	10,	45,	
779624,	1380,	0,	1140,	720,	0,	10,	45,	
781631,	1380,	0,	1140,	721,	0,	10,	45,	
783637,	1379,	0,	1139,	719,	0,	10,	45,	
785642,	1380,	0,	1140,	721,	0,	10,	45,	
787648,	1380,	0,	1140,	719,	0,	10,	45,	
789653,	1379,	0,	1140,	720,	0,	10,	45,	
791660,	1380,	0,	1140,	720,	0,	10,	45,	
793669,	1378,	0,	1139,	720,	0,	10,	45,	
795678,	1379,	0,	1140,	720,	0,	10,	45,	
797685,	1380,	0,	1140,	721,	0,	10,	45,	
799693,	1380,	0,	1139,	719,	0,	10,	45,	
Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used,	Num Nodes
62,	64,	12,	0,	19,	0,	0,	0,	
2067,	3839,	719,	0,	1140,	0,	0,	0,	
4072,	3840,	721,	0,	1140,	0,	0,	0,	
6077,	3838,	720,	0,	1140,	0,	0,	0,	
8083,	3838,	720,	0,	1139,	0,	0,	0,	
10089,	3839,	720,	0,	1141,	0,	0,	0,	
12094,	3837,	720,	0,	1140,	0,	0,	0,	
14100,	3836,	720,	0,	1140,	0,	0,	0,	
16106,	3838,	720,	0,	1139,	0,	0,	0,	
18111,	3838,	720,	0,	1140,	0,	0,	0,	
20122,	3812,	715,	4,	1137,	0,	1,	12,	
22129,	3476,	659,	60,	1140,	0,	1,	12,	
24137,	3479,	661,	60,	1139,	0,	1,	12,	
26144,	3476,	660,	60,	1141,	0,	1,	12,	
28150,	3480,	660,	60,	1139,	0,	1,	12,	
30158,	3478,	660,	60,	1141,	0,	1,	12,	
32166,	3477,	660,	60,	1140,	0,	1,	12,	
34175,	3475,	659,	60,	1140,	0,	1,	12,	
36182,	3479,	661,	60,	1140,	0,	1,	12,	
38191,	3479,	659,	60,	1140,	0,	1,	12,	
40198,	3463,	656,	65,	1140,	0,	2,	14,	
42206,	3298,	600,	120,	1140,	0,	2,	14,	
44213,	3299,	600,	120,	1140,	0,	2,	14,	
46220,	3299,	600,	120,	1140,	0,	2,	14,	
48227,	3298,	600,	120,	1140,	0,	2,	14,	
50235,	3298,	600,	120,	1140,	0,	2,	14,	
52243,	3298,	600,	120,	1140,	0,	2,	14,	
54251,	3297,	600,	120,	1139,	0,	2,	14,	
56260,	3297,	599,	120,	1141,	0,	2,	14,	
58268,	3244,	591,	119,	1125,	0,	2,	14,	
60274,	3257,	593,	127,	1139,	0,	3,	18,	
62283,	2940,	540,	180,	1141,	0,	3,	18,	
64291,	2938,	540,	180,	1139,	0,	3,	18,	
66299,	2939,	540,	180,	1140,	0,	3,	18,	
68308,	2939,	540,	180,	1141,	0,	3,	18,	
70315,	2940,	540,	180,	1140,	0,	3,	18,	
72321,	2939,	540,	180,	1139,	0,	3,	18,	
74326,	2940,	540,	180,	1141,	0,	3,	18,	
76332,	2938,	540,	180,	1140,	0,	3,	18,	
78338,	2938,	540,	180,	1140,	0,	3,	18,	
80345,	2939,	540,	180,	1140,	0,	3,	21,	
82354,	2940,	540,	180,	1140,	0,	3,	21,	
84362,	2939,	540,	180,	1140,	0,	3,	21,	
86370,	2938,	540,	180,	1140,	0,	3,	21,	
88379,	2936,	540,	180,	1140,	0,	3,	21,	
90387,	2936,	540,	180,	1140,	0,	3,	21,	
92395,	2940,	540,	180,	1140,	0,	3,	21,	
94403,	2940,	540,	180,	1140,	0,	3,	21,	
96410,	2940,	540,	180,	1139,	0,	3,	21,	
98419,	2936,	540,	180,	1141,	0,	3,	21,	
100426,	2939,	540,	180,	1140,	0,	3,	24,	
102435,	2938,	540,	180,	1139,	0,	3,	24,	
104444,	2940,	540,	180,	1141,	0,	3,	24,	
106451,	2939,	540,	180,	1140,	0,	3,	24,	
108460,	2940,	540,	180,	1139,	0,	3,	24,	
110468,	2937,	540,	180,	1141,	0,	3,	24,	
112477,	2939,	540,	180,	1139,	0,	3,	24,	
114486,	2939,	540,	180,	1140,	0,	3,	24,	
116494,	2940,	540,	180,	1141,	0,	3,	24,	
118502,	2939,	540,	180,	1139,	0,	3,	24,	
120509,	2861,	527,	193,	1141,	0,	4,	26,	
122518,	2576,	480,	240,	1139,	0,	4,	26,	
124527,	2579,	480,	240,	1141,	0,	4,	26,	
126534,	2580,	480,	240,	1140,	0,	4,	26,	
128541,	2580,	480,	240,	1139,	0,	4,	26,	
130548,	2580,	480,	240,	1141,	0,	4,	26,	
132554,	2578,	480,	240,	1139,	0,	4,	26,	
134560,	2575,	480,	240,	1141,	0,	4,	26,	
136566,	2578,	480,	239,	1136,	0,	4,	26,	
138572,	2580,	480,	240,	1140,	0,	4,	26,	
140577,	2504,	465,	255,	1139,	0,	5,	29,	
142585,	2279,	420,	300,	1140,	0,	5,	29,	
144594,	2280,	420,	300,	1141,	0,	5,	29,	
146602,	2279,	420,	300,	1140,	0,	5,	29,	
148610,	2279,	420,	300,	1140,	0,	5,	29,	
150618,	2280,	420,	300,	1140,	0,	5,	29,	
152626,	2279,	420,	300,	1140,	0,	5,	29,	
154635,	2280,	419,	300,	1140,	0,	5,	29,	
156643,	2279,	421,	300,	1140,	0,	5,	29,	
158652,	2280,	420,	300,	1140,	0,	5,	29,	
160659,	2280,	420,	300,	1139,	0,	5,	29,	
162667,	2275,	420,	300,	1140,	0,	5,	29,	
164675,	2278,	420,	300,	1141,	0,	5,	29,	
166684,	2279,	420,	300,	1140,	0,	5,	29,	
168693,	2278,	420,	300,	1140,	0,	5,	29,	
170700,	2280,	420,	300,	1140,	0,	5,	29,	
172707,	2278,	420,	300,	1140,	0,	5,	29,	
174715,	2277,	419,	300,	1140,	0,	5,	29,	
176723,	2279,	421,	300,	1140,	0,	5,	29,	
178732,	2279,	419,	300,	1140,	0,	5,	29,	
180740,	2278,	421,	300,	1140,	0,	5,	29,	
182747,	2280,	420,	300,	1140,	0,	5,	29,	
184752,	2279,	420,	300,	1139,	0,	5,	29,	
186759,	2280,	420,	300,	1141,	0,	5,	29,	
188767,	2278,	420,	300,	1139,	0,	5,	29,	
190774,	2280,	420,	300,	1140,	0,	5,	29,	
192780,	2277,	420,	300,	1141,	0,	5,	29,	
194786,	2278,	420,	300,	1139,	0,	5,	29,	
196792,	2280,	419,	300,	1141,	0,	5,	29,	
198797,	2280,	421,	300,	1139,	0,	5,	29,	
200806,	2013,	371,	266,	1012,	0,	5,	30,	
202813,	2280,	420,	300,	1140,	0,	5,	30,	
204822,	2280,	420,	300,	1140,	0,	5,	30,	
206830,	2279,	420,	300,	1140,	0,	5,	30,	
208839,	2280,	420,	300,	1140,	0,	5,	30,	
210846,	2280,	420,	299,	1140,	0,	5,	30,	
212854,	2280,	420,	300,	1139,	0,	5,	30,	
214863,	2279,	420,	300,	1141,	0,	5,	30,	
216871,	2279,	420,	299,	1140,	0,	5,	30,	
218880,	2280,	420,	300,	1140,	0,	5,	30,	
220888,	2278,	420,	300,	1139,	0,	5,	30,	
222897,	2279,	420,	300,	1140,	0,	5,	30,	
224906,	2280,	420,	300,	1141,	0,	5,	30,	
226912,	2279,	420,	300,	1140,	0,	5,	30,	
228919,	2280,	420,	300,	1139,	0,	5,	30,	
230927,	2280,	420,	300,	1141,	0,	5,	30,	
232936,	2280,	420,	300,	1139,	0,	5,	30,	
234945,	2278,	420,	300,	1141,	0,	5,	30,	
236954,	2279,	420,	300,	1140,	0,	5,	30,	
238962,	2279,	420,	299,	1140,	0,	5,	30,	
240971,	2180,	395,	325,	1139,	0,	6,	32,	
242979,	2039,	360,	359,	1141,	0,	6,	32,	
244988,	2040,	360,	359,	1140,	0,	6,	32,	
246997,	2040,	360,	360,	1140,	0,	6,	32,	
249005,	2040,	360,	360,	1139,	0,	6,	32,	
251012,	2040,	360,	360,	1141,	0,	6,	32,	
253018,	2040,	360,	359,	1140,	0,	6,	32,	
255023,	2040,	360,	360,	1140,	0,	6,	32,	
257028,	2040,	360,	360,	1139,	0,	6,	32,	
259034,	2040,	360,	360,	1141,	0,	6,	32,	
261041,	2040,	360,	360,	1139,	0,	6,	34,	
263049,	2040,	360,	360,	1141,	0,	6,	34,	
265058,	2040,	360,	360,	1140,	0,	6,	34,	
267066,	2039,	360,	360,	1139,	0,	6,	34,	
269075,	2040,	360,	360,	1140,	0,	6,	34,	
271084,	2039,	360,	360,	1140,	0,	6,	34,	
273093,	2040,	360,	360,	1140,	0,	6,	34,	
275101,	2040,	360,	360,	1140,	0,	6,	34,	
277110,	2040,	360,	360,	1141,	0,	6,	34,	
279118,	2038,	360,	360,	1140,	0,	6,	34,	
281126,	2039,	360,	360,	1139,	0,	6,	34,	
283135,	2040,	360,	360,	1140,	0,	6,	34,	
285143,	2038,	360,	360,	1140,	0,	6,	34,	
287152,	2040,	360,	360,	1141,	0,	6,	34,	
289161,	2040,	360,	360,	1139,	0,	6,	34,	
291169,	2040,	360,	360,	1140,	0,	6,	34,	
293178,	2040,	360,	360,	1141,	0,	6,	34,	
295184,	2038,	360,	358,	1135,	0,	6,	34,	
297193,	2040,	360,	360,	1141,	0,	6,	34,	
299202,	2039,	360,	360,	1140,	0,	6,	34,	
301211,	2040,	360,	360,	1139,	0,	6,	35,	
303218,	2040,	360,	360,	1141,	0,	6,	35,	
305226,	2039,	360,	360,	1139,	0,	6,	35,	
307235,	2040,	360,	360,	1140,	0,	6,	35,	
309244,	2039,	360,	360,	1141,	0,	6,	35,	
311250,	2040,	360,	360,	1140,	0,	6,	35,	
313255,	2040,	359,	360,	1140,	0,	6,	35,	
315261,	2040,	361,	360,	1140,	0,	6,	35,	
317266,	2040,	360,	359,	1140,	0,	6,	35,	
319272,	2040,	360,	360,	1140,	0,	6,	35,	
321281,	2038,	360,	360,	1139,	0,	6,	36,	
323290,	2040,	360,	360,	1141,	0,	6,	36,	
325298,	2040,	360,	360,	1139,	0,	6,	36,	
327305,	2040,	359,	360,	1141,	0,	6,	36,	
329313,	2040,	361,	360,	1140,	0,	6,	36,	
331322,	2040,	360,	360,	1140,	0,	6,	36,	
333330,	2040,	360,	360,	1139,	0,	6,	36,	
335339,	2039,	360,	360,	1141,	0,	6,	36,	
337348,	2039,	360,	360,	1139,	0,	6,	36,	
339357,	2039,	360,	360,	1141,	0,	6,	36,	
341365,	1896,	324,	396,	1140,	0,	7,	38,	
343373,	1798,	300,	420,	1140,	0,	7,	38,	
345381,	1800,	300,	420,	1139,	0,	7,	38,	
347390,	1800,	300,	420,	1141,	0,	7,	38,	
349398,	1800,	300,	420,	1139,	0,	7,	38,	
351407,	1800,	300,	420,	1141,	0,	7,	38,	
353415,	1799,	300,	420,	1140,	0,	7,	38,	
355424,	1800,	299,	420,	1140,	0,	7,	38,	
357432,	1800,	300,	420,	1140,	0,	7,	38,	
359440,	1800,	300,	420,	1140,	0,	7,	38,	
361448,	1578,	264,	457,	1140,	0,	8,	41,	
363457,	1440,	239,	480,	1140,	0,	8,	41,	
365466,	1440,	241,	480,	1140,	0,	8,	41,	
367474,	1440,	240,	480,	1140,	0,	8,	41,	
369481,	1440,	240,	480,	1140,	0,	8,	41,	
371487,	1440,	239,	480,	1140,	0,	8,	41,	
373492,	1440,	241,	480,	1140,	0,	8,	41,	
375498,	1440,	240,	480,	1139,	0,	8,	41,	
377503,	1440,	239,	480,	1141,	0,	8,	41,	
379508,	1440,	241,	479,	1139,	0,	8,	41,	
381517,	1211,	202,	517,	1140,	0,	9,	43,	
383526,	1079,	180,	540,	1140,	0,	9,	43,	
385534,	1080,	180,	539,	1140,	0,	9,	43,	
387543,	1080,	180,	539,	1141,	0,	9,	43,	
389552,	1080,	180,	539,	1139,	0,	9,	43,	
391560,	1079,	180,	540,	1141,	0,	9,	43,	
393567,	1080,	179,	540,	1140,	0,	9,	43,	
395575,	1079,	181,	540,	1140,	0,	9,	43,	
397584,	1080,	180,	540,	1140,	0,	9,	43,	
399593,	1080,	180,	539,	1140,	0,	9,	43,	
401600,	1080,	180,	540,	1140,	0,	9,	43,	
403605,	1080,	180,	540,	1140,	0,	9,	43,	
405615,	990,	165,	494,	1044,	0,	9,	43,	
407629,	954,	159,	477,	1007,	0,	9,	43,	
409642,	1008,	168,	504,	1065,	0,	9,	43,	
411648,	1080,	180,	540,	1139,	0,	9,	43,	
413653,	1080,	180,	540,	1141,	0,	9,	43,	
415659,	1080,	180,	540,	1140,	0,	9,	43,	
417664,	1080,	180,	540,	1139,	0,	9,	43,	
419670,	1080,	180,	540,	1141,	0,	9,	43,	
421679,	827,	138,	582,	1139,	0,	10,	44,	
423688,	720,	120,	599,	1141,	0,	10,	44,	
425696,	720,	120,	600,	1140,	0,	10,	44,	
427704,	720,	120,	600,	1140,	0,	10,	44,	
429712,	720,	120,	600,	1139,	0,	10,	44,	
431721,	720,	120,	600,	1141,	0,	10,	44,	
433730,	720,	120,	600,	1140,	0,	10,	44,	
435738,	720,	120,	600,	1139,	0,	10,	44,	
437747,	720,	120,	600,	1140,	0,	10,	44,	
439756,	720,	120,	600,	1140,	0,	10,	44,	
441765,	720,	120,	600,	1141,	0,	10,	44,	
443773,	720,	120,	600,	1140,	0,	10,	44,	
445781,	720,	120,	600,	1140,	0,	10,	44,	
447790,	720,	120,	600,	1140,	0,	10,	44,	
449799,	720,	120,	600,	1140,	0,	10,	44,	
451807,	720,	120,	600,	1140,	0,	10,	44,	
453816,	720,	120,	600,	1139,	0,	10,	44,	
455825,	720,	120,	600,	1141,	0,	10,	44,	
457833,	720,	120,	599,	1139,	0,	10,	44,	
459840,	720,	120,	600,	1141,	0,	10,	44,	
461847,	720,	120,	600,	1140,	0,	10,	44,	
463855,	720,	120,	600,	1139,	0,	10,	44,	
465860,	720,	120,	600,	1141,	0,	10,	44,	
467865,	720,	120,	600,	1140,	0,	10,	44,	
469870,	720,	120,	599,	1140,	0,	10,	44,	
471876,	720,	120,	600,	1140,	0,	10,	44,	
473885,	720,	120,	600,	1139,	0,	10,	44,	
475894,	720,	120,	600,	1140,	0,	10,	44,	
477902,	720,	120,	600,	1141,	0,	10,	44,	
479911,	720,	119,	600,	1140,	0,	10,	44,	
481920,	720,	121,	600,	1139,	0,	10,	45,	
483928,	720,	120,	600,	1140,	0,	10,	45,	
485937,	720,	120,	600,	1141,	0,	10,	45,	
487946,	720,	119,	600,	1140,	0,	10,	45,	
489954,	720,	121,	600,	1139,	0,	10,	45,	
491963,	720,	120,	600,	1140,	0,	10,	45,	
493971,	720,	120,	599,	1141,	0,	10,	45,	
495978,	720,	120,	598,	1139,	0,	10,	45,	
497986,	720,	120,	600,	1140,	0,	10,	45,	
499995,	720,	120,	600,	1141,	0,	10,	45,	
502003,	720,	120,	600,	1139,	0,	10,	46,	
504011,	720,	120,	599,	1140,	0,	10,	46,	
506020,	720,	120,	600,	1141,	0,	10,	46,	
508029,	720,	120,	600,	1140,	0,	10,	46,	
510038,	720,	120,	600,	1140,	0,	10,	46,	
512047,	720,	120,	600,	1140,	0,	10,	46,	
514055,	720,	120,	600,	1140,	0,	10,	46,	
516064,	720,	120,	600,	1140,	0,	10,	46,	
518073,	720,	120,	600,	1139,	0,	10,	46,	
520081,	720,	120,	600,	1141,	0,	10,	46,	
522088,	720,	120,	600,	1140,	0,	10,	46,	
524094,	720,	120,	600,	1140,	0,	10,	46,	
526099,	720,	120,	600,	1140,	0,	10,	46,	
528104,	720,	120,	600,	1139,	0,	10,	46,	
530109,	720,	120,	600,	1141,	0,	10,	46,	
532117,	720,	120,	600,	1140,	0,	10,	46,	
534125,	720,	120,	599,	1140,	0,	10,	46,	
536134,	720,	120,	600,	1139,	0,	10,	46,	
538143,	719,	120,	600,	1140,	0,	10,	46,	
540151,	720,	120,	600,	1140,	0,	10,	46,	
542160,	720,	120,	600,	1141,	0,	10,	46,	
544169,	720,	120,	600,	1139,	0,	10,	46,	
546178,	720,	120,	600,	1141,	0,	10,	46,	
548187,	720,	120,	600,	1139,	0,	10,	46,	
550195,	720,	120,	600,	1141,	0,	10,	46,	
552203,	720,	120,	600,	1140,	0,	10,	46,	
554212,	720,	120,	600,	1139,	0,	10,	46,	
556221,	720,	119,	600,	1141,	0,	10,	46,	
558230,	720,	121,	600,	1139,	0,	10,	46,	
560237,	720,	120,	600,	1141,	0,	10,	46,	
562245,	720,	120,	600,	1140,	0,	10,	48,	
564254,	720,	120,	600,	1139,	0,	10,	48,	
566262,	720,	120,	600,	1140,	0,	10,	48,	
568271,	720,	120,	600,	1140,	0,	10,	48,	
570280,	720,	120,	600,	1140,	0,	10,	48,	
572288,	720,	120,	599,	1140,	0,	10,	48,	
574297,	720,	120,	600,	1141,	0,	10,	48,	
576306,	720,	120,	599,	1140,	0,	10,	48,	
578315,	720,	120,	600,	1139,	0,	10,	48,	
580323,	720,	120,	600,	1140,	0,	10,	48,	
582330,	720,	120,	600,	1140,	0,	10,	49,	
584335,	720,	120,	600,	1140,	0,	10,	49,	
586341,	720,	120,	600,	1140,	0,	10,	49,	
588346,	720,	120,	600,	1141,	0,	10,	49,	
590352,	720,	119,	600,	1140,	0,	10,	49,	
592361,	720,	121,	600,	1140,	0,	10,	49,	
