Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used,	Num Nodes
185156,	3112,	427,	976,	488,	0,	10,	34,	
187218,	3134,	432,	985,	493,	0,	10,	34,	
189288,	3161,	434,	992,	497,	0,	10,	34,	
191350,	3136,	430,	982,	490,	0,	10,	34,	
193390,	3110,	426,	976,	488,	0,	10,	34,	
195450,	3132,	432,	986,	493,	0,	10,	34,	
197458,	3059,	420,	960,	481,	0,	10,	34,	
199466,	3060,	420,	960,	479,	0,	10,	34,	
201776,	3118,	333,	1254,	552,	0,	10,	36,	
203785,	2577,	240,	1140,	481,	0,	10,	36,	
205794,	2578,	240,	1139,	479,	0,	10,	36,	
207802,	2580,	240,	1140,	481,	0,	10,	36,	
209808,	2578,	240,	1140,	480,	0,	10,	36,	
211864,	2643,	246,	1166,	490,	0,	10,	36,	
213871,	2580,	240,	1140,	480,	0,	10,	36,	
215880,	2578,	240,	1140,	480,	0,	10,	36,	
217888,	2579,	240,	1137,	480,	0,	10,	36,	
220328,	2989,	275,	1356,	553,	0,	10,	38,	
222336,	2519,	180,	1200,	480,	0,	10,	38,	
224645,	2898,	206,	1379,	552,	0,	10,	38,	
226653,	2480,	178,	1185,	471,	0,	10,	38,	
228731,	2601,	186,	1239,	497,	0,	10,	38,	
230792,	2604,	186,	1240,	495,	0,	10,	38,	
232847,	2562,	183,	1219,	489,	0,	10,	38,	
234925,	2603,	186,	1240,	496,	0,	10,	38,	
236996,	2604,	186,	1240,	496,	0,	10,	38,	
239058,	2604,	186,	1240,	495,	0,	10,	38,	
241098,	2559,	182,	1220,	489,	0,	10,	40,	
243105,	2517,	181,	1199,	480,	0,	10,	40,	
245183,	2602,	185,	1239,	496,	0,	10,	40,	
247238,	2561,	183,	1219,	488,	0,	10,	40,	
249300,	2604,	187,	1240,	496,	0,	10,	40,	
251355,	2562,	182,	1217,	488,	0,	10,	40,	
253417,	2603,	187,	1239,	495,	0,	10,	40,	
255473,	2562,	183,	1220,	489,	0,	10,	40,	
257535,	2602,	185,	1239,	496,	0,	10,	40,	
259628,	2602,	187,	1240,	496,	0,	10,	40,	
261667,	2561,	183,	1220,	487,	0,	10,	41,	
263676,	2518,	180,	1200,	480,	0,	10,	41,	
265684,	2517,	180,	1199,	480,	0,	10,	41,	
267689,	2519,	180,	1200,	481,	0,	10,	41,	
270152,	3107,	222,	1480,	592,	0,	10,	41,	
272161,	2517,	180,	1200,	479,	0,	10,	41,	
274168,	2518,	180,	1199,	481,	0,	10,	41,	
276176,	2518,	180,	1199,	480,	0,	10,	41,	
278617,	3063,	219,	1460,	584,	0,	10,	41,	
280657,	2558,	183,	1219,	488,	0,	10,	42,	
282704,	2562,	182,	1220,	488,	0,	10,	42,	
284743,	2561,	184,	1220,	488,	0,	10,	42,	
286799,	2562,	183,	1220,	487,	0,	10,	42,	
288861,	2603,	186,	1240,	497,	0,	10,	42,	
290938,	2604,	185,	1239,	496,	0,	10,	42,	
293009,	2602,	187,	1240,	496,	0,	10,	42,	
295056,	2558,	183,	1220,	487,	0,	10,	42,	
297065,	2518,	180,	1199,	480,	0,	10,	42,	
299073,	2520,	180,	1200,	480,	0,	10,	42,	
301082,	2465,	152,	1226,	481,	0,	10,	44,	
303090,	2397,	121,	1259,	479,	0,	10,	44,	
305099,	2400,	120,	1260,	481,	0,	10,	44,	
307186,	2480,	123,	1302,	496,	0,	10,	44,	
309261,	2479,	125,	1302,	496,	0,	10,	44,	
311323,	2480,	124,	1299,	495,	0,	10,	44,	
313379,	2440,	122,	1280,	488,	0,	10,	44,	
315457,	2478,	124,	1302,	496,	0,	10,	44,	
317511,	2479,	124,	1302,	497,	0,	10,	44,	
319558,	2440,	122,	1281,	488,	0,	10,	44,	
321629,	2393,	38,	1387,	496,	0,	10,	45,	
323675,	2318,	0,	1402,	488,	0,	10,	45,	
325730,	2317,	0,	1403,	487,	0,	10,	45,	
327793,	2355,	0,	1426,	496,	0,	10,	45,	
329848,	2314,	0,	1401,	488,	0,	10,	45,	
331926,	2355,	0,	1424,	496,	0,	10,	45,	
333997,	2355,	0,	1426,	497,	0,	10,	45,	
336074,	2356,	0,	1424,	495,	0,	10,	45,	
338136,	2354,	0,	1425,	496,	0,	10,	45,	
340191,	2318,	0,	1403,	489,	0,	10,	45,	
342198,	2279,	0,	1378,	480,	0,	10,	45,	
344291,	2393,	0,	1449,	504,	0,	10,	45,	
346347,	2318,	0,	1403,	487,	0,	10,	45,	
348393,	2316,	0,	1403,	488,	0,	10,	45,	
350449,	2356,	0,	1426,	497,	0,	10,	45,	
352511,	2317,	0,	1403,	488,	0,	10,	45,	
354567,	2356,	0,	1425,	496,	0,	10,	45,	
356629,	2318,	0,	1401,	488,	0,	10,	45,	
358638,	2280,	0,	1379,	479,	0,	10,	45,	
360731,	2391,	0,	1449,	505,	0,	10,	45,	
362787,	2316,	0,	1403,	487,	0,	10,	45,	
364826,	2317,	0,	1403,	489,	0,	10,	45,	
366888,	2355,	0,	1425,	495,	0,	10,	45,	
368944,	2318,	0,	1401,	489,	0,	10,	45,	
371006,	2355,	0,	1426,	495,	0,	10,	45,	
373046,	2318,	0,	1402,	489,	0,	10,	45,	
375091,	2318,	0,	1401,	488,	0,	10,	45,	
377099,	2280,	0,	1380,	479,	0,	10,	45,	
379107,	2278,	0,	1380,	480,	0,	10,	45,	
381116,	2278,	0,	1380,	481,	0,	10,	47,	
383124,	2278,	0,	1379,	479,	0,	10,	47,	
385133,	2279,	0,	1378,	480,	0,	10,	47,	
387204,	2355,	0,	1424,	497,	0,	10,	47,	
389250,	2318,	0,	1403,	487,	0,	10,	47,	
391306,	2317,	0,	1403,	489,	0,	10,	47,	
393367,	2316,	0,	1403,	488,	0,	10,	47,	
395422,	2355,	0,	1426,	495,	0,	10,	47,	
397484,	2317,	0,	1403,	488,	0,	10,	47,	
399540,	2356,	0,	1426,	496,	0,	10,	47,	
401548,	2280,	0,	1378,	480,	0,	10,	47,	
403555,	2280,	0,	1380,	481,	0,	10,	47,	
405564,	2279,	0,	1379,	480,	0,	10,	47,	
407571,	2280,	0,	1380,	480,	0,	10,	47,	
409609,	2316,	0,	1403,	488,	0,	10,	47,	
411654,	2317,	0,	1403,	488,	0,	10,	47,	
413709,	2317,	0,	1401,	487,	0,	10,	47,	
415771,	2352,	0,	1426,	496,	0,	10,	47,	
417809,	2317,	0,	1401,	489,	0,	10,	47,	
419871,	2317,	0,	1401,	488,	0,	10,	47,	
421879,	2278,	0,	1379,	480,	0,	10,	47,	
423949,	2353,	0,	1424,	495,	0,	10,	47,	
426027,	2356,	0,	1425,	496,	0,	10,	47,	
428105,	2355,	0,	1424,	496,	0,	10,	47,	
430113,	2278,	0,	1380,	481,	0,	10,	47,	
432120,	2276,	0,	1380,	479,	0,	10,	47,	
434445,	2660,	0,	1608,	560,	0,	10,	47,	
436484,	2318,	0,	1403,	489,	0,	10,	47,	
438545,	2317,	0,	1402,	487,	0,	10,	47,	
440601,	2355,	0,	1426,	496,	0,	10,	47,	
442662,	2318,	0,	1403,	489,	0,	10,	47,	
444716,	2355,	0,	1424,	495,	0,	10,	47,	
446778,	2318,	0,	1402,	489,	0,	10,	47,	
448833,	2353,	0,	1426,	495,	0,	10,	47,	
450893,	2318,	0,	1403,	489,	0,	10,	47,	
452900,	2279,	0,	1379,	480,	0,	10,	47,	
454907,	2280,	0,	1378,	479,	0,	10,	47,	
456915,	2278,	0,	1380,	481,	0,	10,	47,	
459356,	2772,	0,	1678,	584,	0,	10,	47,	
461365,	2277,	0,	1379,	479,	0,	10,	47,	
463373,	2277,	0,	1380,	481,	0,	10,	47,	
465381,	2279,	0,	1380,	480,	0,	10,	47,	
467389,	2279,	0,	1380,	479,	0,	10,	47,	
469397,	2279,	0,	1378,	481,	0,	10,	47,	
471537,	2432,	0,	1469,	512,	0,	10,	47,	
473615,	2354,	0,	1426,	495,	0,	10,	47,	
475669,	2352,	0,	1426,	497,	0,	10,	47,	
477729,	2316,	0,	1401,	488,	0,	10,	47,	
479785,	2352,	0,	1425,	496,	0,	10,	47,	
481831,	2318,	0,	1402,	488,	0,	10,	47,	
483901,	2356,	0,	1425,	496,	0,	10,	47,	
485963,	2318,	0,	1401,	488,	0,	10,	47,	
488041,	2355,	0,	1426,	495,	0,	10,	47,	
490096,	2356,	0,	1426,	496,	0,	10,	47,	
492104,	2280,	0,	1380,	480,	0,	10,	47,	
494113,	2278,	0,	1379,	480,	0,	10,	47,	
496121,	2277,	0,	1380,	480,	0,	10,	47,	
498584,	2773,	0,	1678,	584,	0,	10,	47,	
500592,	2280,	0,	1376,	481,	0,	10,	47,	
502902,	2622,	0,	1586,	552,	0,	10,	47,	
504910,	2278,	0,	1380,	479,	0,	10,	47,	
506997,	2394,	0,	1449,	504,	0,	10,	47,	
509073,	2354,	0,	1425,	497,	0,	10,	47,	
511118,	2314,	0,	1403,	487,	0,	10,	47,	
513157,	2318,	0,	1402,	489,	0,	10,	47,	
515212,	2316,	0,	1402,	488,	0,	10,	47,	
517259,	2316,	0,	1403,	488,	0,	10,	47,	
519315,	2356,	0,	1425,	495,	0,	10,	47,	
521375,	2314,	0,	1403,	489,	0,	10,	47,	
523384,	2279,	0,	1380,	480,	0,	10,	47,	
525392,	2279,	0,	1376,	480,	0,	10,	47,	
527400,	2279,	0,	1378,	479,	0,	10,	47,	
529842,	2774,	0,	1678,	585,	0,	10,	47,	
531898,	2353,	0,	1426,	496,	0,	10,	47,	
533959,	2316,	0,	1402,	488,	0,	10,	47,	
535999,	2318,	0,	1403,	488,	0,	10,	47,	
538076,	2355,	0,	1426,	496,	0,	10,	47,	
540131,	2356,	0,	1424,	495,	0,	10,	47,	
542191,	2317,	0,	1403,	488,	0,	10,	47,	
544268,	2354,	0,	1426,	496,	0,	10,	47,	
546354,	2393,	0,	1448,	504,	0,	10,	47,	
548362,	2279,	0,	1379,	480,	0,	10,	47,	
550455,	2356,	0,	1425,	496,	0,	10,	47,	
552502,	2317,	0,	1402,	488,	0,	10,	47,	
554541,	2317,	0,	1403,	489,	0,	10,	47,	
556597,	2355,	0,	1425,	495,	0,	10,	47,	
558658,	2318,	0,	1403,	488,	0,	10,	47,	
560736,	2356,	0,	1424,	496,	0,	10,	47,	
562791,	2355,	0,	1426,	496,	0,	10,	47,	
564800,	2278,	0,	1379,	481,	0,	10,	47,	
566877,	2354,	0,	1425,	496,	0,	10,	47,	
568933,	2316,	0,	1401,	488,	0,	10,	47,	
571010,	2355,	0,	1426,	495,	0,	10,	47,	
573064,	2354,	0,	1425,	497,	0,	10,	47,	
575140,	2355,	0,	1425,	496,	0,	10,	47,	
577202,	2316,	0,	1402,	488,	0,	10,	47,	
579258,	2356,	0,	1426,	496,	0,	10,	47,	
581336,	2355,	0,	1425,	495,	0,	10,	47,	
583374,	2315,	0,	1400,	489,	0,	10,	47,	
585436,	2316,	0,	1402,	487,	0,	10,	47,	
587491,	2356,	0,	1424,	496,	0,	10,	47,	
589552,	2316,	0,	1403,	489,	0,	10,	47,	
591607,	2354,	0,	1424,	496,	0,	10,	47,	
593669,	2315,	0,	1403,	487,	0,	10,	47,	
595725,	2353,	0,	1425,	497,	0,	10,	47,	
597764,	2318,	0,	1399,	487,	0,	10,	47,	
599811,	2317,	0,	1402,	488,	0,	10,	47,	
601866,	2317,	0,	1401,	489,	0,	10,	47,	
603912,	2318,	0,	1402,	487,	0,	10,	47,	
605952,	2317,	0,	1402,	489,	0,	10,	47,	
608043,	2393,	0,	1449,	503,	0,	10,	47,	
610098,	2317,	0,	1401,	489,	0,	10,	47,	
612158,	2353,	0,	1426,	495,	0,	10,	47,	
614198,	2317,	0,	1403,	489,	0,	10,	47,	
616237,	2316,	0,	1403,	488,	0,	10,	47,	
618245,	2276,	0,	1380,	479,	0,	10,	47,	
620576,	2576,	0,	1567,	539,	0,	10,	47,	
622584,	2277,	0,	1380,	480,	0,	10,	47,	
624671,	2357,	0,	1431,	496,	0,	10,	47,	
626748,	2353,	0,	1425,	496,	0,	10,	47,	
628787,	2316,	0,	1400,	487,	0,	10,	47,	
630834,	2316,	0,	1403,	489,	0,	10,	47,	
632904,	2355,	0,	1425,	495,	0,	10,	47,	
634967,	2353,	0,	1415,	497,	0,	10,	47,	
637006,	2315,	0,	1402,	488,	0,	10,	47,	
639013,	2277,	0,	1379,	480,	0,	10,	47,	
641091,	2355,	0,	1424,	496,	0,	10,	47,	
643130,	2318,	0,	1402,	488,	0,	10,	47,	
645177,	2316,	0,	1401,	488,	0,	10,	47,	
647247,	2355,	0,	1424,	495,	0,	10,	47,	
649310,	2319,	0,	1411,	488,	0,	10,	47,	
651350,	2315,	0,	1403,	489,	0,	10,	47,	
653412,	2353,	0,	1415,	496,	0,	10,	47,	
655420,	2278,	0,	1379,	480,	0,	10,	47,	
657429,	2280,	0,	1379,	479,	0,	10,	47,	
659438,	2279,	0,	1377,	481,	0,	10,	47,	
661446,	2280,	0,	1377,	480,	0,	10,	47,	
663454,	2277,	0,	1380,	479,	0,	10,	47,	
665463,	2279,	0,	1377,	481,	0,	10,	47,	
667472,	2278,	0,	1378,	480,	0,	10,	47,	
669481,	2280,	0,	1378,	480,	0,	10,	47,	
671889,	2735,	0,	1656,	575,	0,	10,	47,	
673929,	2318,	0,	1403,	488,	0,	10,	47,	
675985,	2318,	0,	1409,	489,	0,	10,	47,	
678031,	2316,	0,	1402,	488,	0,	10,	47,	
680087,	2354,	0,	1413,	496,	0,	10,	47,	
682096,	2279,	0,	1374,	479,	0,	10,	47,	
684104,	2279,	0,	1377,	480,	0,	10,	47,	
686113,	2277,	0,	1378,	481,	0,	10,	47,	
688122,	2280,	0,	1380,	479,	0,	10,	47,	
690131,	2280,	0,	1379,	480,	0,	10,	47,	
692579,	2771,	0,	1679,	585,	0,	10,	47,	
694588,	2280,	0,	1379,	480,	0,	10,	47,	
696596,	2279,	0,	1378,	479,	0,	10,	47,	
698921,	2624,	0,	1593,	553,	0,	10,	47,	
700961,	2317,	0,	1403,	488,	0,	10,	47,	
703001,	2317,	0,	1403,	488,	0,	10,	47,	
705046,	2317,	0,	1403,	488,	0,	10,	47,	
707101,	2352,	0,	1416,	496,	0,	10,	47,	
709163,	2320,	0,	1408,	488,	0,	10,	47,	
711233,	2356,	0,	1422,	496,	0,	10,	47,	
713311,	2354,	0,	1426,	496,	0,	10,	47,	
715350,	2314,	0,	1401,	488,	0,	10,	47,	
717359,	2280,	0,	1379,	480,	0,	10,	47,	
719368,	2280,	0,	1379,	480,	0,	10,	47,	
721376,	2279,	0,	1380,	480,	0,	10,	47,	
723385,	2280,	0,	1378,	479,	0,	10,	47,	
725393,	2279,	0,	1378,	480,	0,	10,	47,	
727401,	2280,	0,	1377,	481,	0,	10,	47,	
729664,	2582,	0,	1554,	544,	0,	10,	47,	
731673,	2278,	0,	1378,	479,	0,	10,	47,	
733681,	2279,	0,	1379,	480,	0,	10,	47,	
735690,	2280,	0,	1379,	480,	0,	10,	47,	
738146,	2775,	0,	1687,	585,	0,	10,	47,	
740155,	2280,	0,	1378,	480,	0,	10,	47,	
742163,	2280,	0,	1377,	480,	0,	10,	47,	
744172,	2278,	0,	1378,	480,	0,	10,	47,	
746180,	2279,	0,	1380,	479,	0,	10,	47,	
748273,	2391,	0,	1439,	505,	0,	10,	47,	
750334,	2318,	0,	1408,	488,	0,	10,	47,	
752390,	2353,	0,	1417,	495,	0,	10,	47,	
754452,	2317,	0,	1409,	488,	0,	10,	47,	
756492,	2317,	0,	1403,	489,	0,	10,	47,	
758554,	2352,	0,	1416,	495,	0,	10,	47,	
760609,	2320,	0,	1410,	487,	0,	10,	47,	
762671,	2345,	0,	1411,	496,	0,	10,	47,	
764726,	2328,	0,	1416,	488,	0,	10,	47,	
766735,	2278,	0,	1379,	481,	0,	10,	47,	
768743,	2279,	0,	1380,	479,	0,	10,	47,	
770750,	2278,	0,	1379,	481,	0,	10,	47,	
772759,	2277,	0,	1378,	480,	0,	10,	47,	
774768,	2279,	0,	1378,	479,	0,	10,	47,	
776893,	2421,	0,	1459,	511,	0,	10,	47,	
778954,	2326,	0,	1413,	490,	0,	10,	47,	
781009,	2342,	0,	1411,	494,	0,	10,	47,	
783071,	2328,	0,	1412,	490,	0,	10,	47,	
785127,	2344,	0,	1413,	495,	0,	10,	47,	
787188,	2327,	0,	1414,	489,	0,	10,	47,	
789244,	2346,	0,	1409,	494,	0,	10,	47,	
791306,	2327,	0,	1414,	490,	0,	10,	47,	
793378,	2355,	0,	1423,	495,	0,	10,	47,	
795471,	2383,	0,	1435,	503,	0,	10,	47,	
797479,	2278,	0,	1377,	481,	0,	10,	47,	
799557,	2355,	0,	1424,	495,	0,	10,	47,	
Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used,	Num Nodes
85,	121,	23,	0,	8,	0,	0,	0,	
2091,	7257,	1379,	0,	480,	0,	0,	0,	
4099,	7247,	1381,	0,	480,	0,	0,	0,	
6108,	7257,	1380,	0,	479,	0,	0,	0,	
8162,	7458,	1419,	0,	491,	0,	0,	0,	
10224,	7410,	1409,	0,	494,	0,	0,	0,	
12277,	7456,	1419,	0,	491,	0,	0,	0,	
14286,	7255,	1381,	0,	479,	0,	0,	0,	
16363,	7496,	1426,	0,	497,	0,	0,	0,	
18403,	7374,	1403,	0,	487,	0,	0,	0,	
20465,	7004,	1315,	95,	494,	0,	2,	10,	
22536,	5635,	992,	434,	496,	0,	2,	10,	
24614,	5640,	991,	434,	496,	0,	2,	10,	
26654,	5549,	976,	427,	488,	0,	2,	10,	
28701,	5550,	977,	427,	488,	0,	2,	10,	
30710,	5454,	960,	420,	479,	0,	2,	10,	
32787,	5640,	991,	434,	497,	0,	2,	10,	
34826,	5549,	977,	427,	488,	0,	2,	10,	
36881,	5603,	986,	433,	491,	0,	2,	10,	
38959,	5639,	992,	434,	496,	0,	2,	10,	
41014,	5026,	864,	545,	493,	0,	5,	15,	
43091,	4461,	745,	682,	495,	0,	5,	15,	
45151,	4435,	739,	680,	492,	0,	5,	15,	
47160,	4320,	719,	660,	480,	0,	5,	15,	
49168,	4319,	721,	660,	480,	0,	5,	15,	
51177,	4319,	720,	660,	480,	0,	5,	15,	
53185,	4316,	720,	660,	480,	0,	5,	15,	
55626,	5253,	875,	803,	584,	0,	5,	15,	
57682,	4416,	738,	673,	492,	0,	5,	15,	
59744,	4434,	738,	680,	492,	0,	5,	15,	
61753,	3706,	619,	762,	480,	0,	7,	21,	
63761,	3596,	599,	780,	480,	0,	7,	21,	
65766,	3597,	601,	780,	479,	0,	7,	21,	
67774,	3597,	600,	780,	481,	0,	7,	21,	
69783,	3596,	600,	778,	480,	0,	7,	21,	
71791,	3599,	600,	780,	479,	0,	7,	21,	
73800,	3598,	600,	779,	481,	0,	7,	21,	
75808,	3599,	600,	780,	479,	0,	7,	21,	
77813,	3598,	599,	780,	481,	0,	7,	21,	
79818,	3599,	601,	780,	480,	0,	7,	21,	
81825,	3599,	599,	780,	480,	0,	7,	22,	
84251,	4338,	725,	939,	581,	0,	7,	22,	
86313,	3698,	615,	801,	491,	0,	7,	22,	
88384,	3714,	621,	806,	496,	0,	7,	22,	
90430,	3659,	609,	792,	488,	0,	7,	22,	
92470,	3657,	611,	793,	488,	0,	7,	22,	
94525,	3677,	614,	796,	492,	0,	7,	22,	
96588,	3695,	616,	802,	492,	0,	7,	22,	
98643,	3678,	614,	796,	492,	0,	7,	22,	
100690,	3433,	573,	830,	488,	0,	9,	25,	
102698,	2877,	480,	900,	480,	0,	9,	25,	
104707,	2880,	480,	900,	481,	0,	9,	25,	
106715,	2880,	480,	900,	480,	0,	9,	25,	
108724,	2879,	480,	899,	479,	0,	9,	25,	
110746,	2912,	485,	911,	483,	0,	9,	25,	
112802,	2942,	491,	918,	494,	0,	9,	25,	
114864,	2956,	493,	926,	491,	0,	9,	25,	
116904,	2925,	488,	915,	488,	0,	9,	25,	
118966,	2942,	491,	919,	493,	0,	9,	25,	
121021,	2959,	493,	925,	491,	0,	9,	26,	
123084,	2943,	490,	918,	493,	0,	9,	26,	
125139,	2958,	493,	926,	491,	0,	9,	26,	
127185,	2924,	489,	915,	488,	0,	9,	26,	
129241,	2944,	491,	919,	493,	0,	9,	26,	
131318,	2975,	495,	930,	496,	0,	9,	26,	
133358,	2925,	489,	915,	488,	0,	9,	26,	
135420,	2959,	492,	926,	491,	0,	9,	26,	
137475,	2940,	492,	919,	493,	0,	9,	26,	
139515,	2926,	488,	914,	488,	0,	9,	26,	
141561,	2928,	488,	915,	487,	0,	9,	28,	
143599,	2928,	488,	914,	488,	0,	9,	28,	
145676,	2974,	496,	930,	497,	0,	9,	28,	
147732,	2959,	493,	925,	491,	0,	9,	28,	
149777,	2921,	487,	915,	488,	0,	9,	28,	
151817,	2927,	489,	915,	488,	0,	9,	28,	
153872,	2941,	491,	918,	492,	0,	9,	28,	
155934,	2959,	493,	926,	492,	0,	9,	28,	
158012,	2973,	496,	930,	496,	0,	9,	28,	
160021,	2880,	479,	900,	480,	0,	9,	28,	
162029,	2365,	366,	1013,	480,	0,	10,	32,	
164038,	2338,	361,	1019,	480,	0,	10,	32,	
166047,	2339,	360,	1020,	480,	0,	10,	32,	
168520,	2885,	443,	1258,	592,	0,	10,	32,	
170582,	2393,	369,	1040,	493,	0,	10,	32,	
172637,	2401,	370,	1050,	491,	0,	10,	32,	
174684,	2374,	366,	1036,	488,	0,	10,	32,	
176723,	2377,	366,	1036,	487,	0,	10,	32,	
178777,	2395,	369,	1040,	493,	0,	10,	32,	
180839,	2463,	348,	1070,	492,	0,	10,	36,	
182895,	2578,	308,	1102,	492,	0,	10,	36,	
184957,	2588,	307,	1112,	492,	0,	10,	36,	
187034,	2603,	310,	1116,	496,	0,	10,	36,	
189106,	2602,	309,	1116,	496,	0,	10,	36,	
191167,	2576,	309,	1102,	493,	0,	10,	36,	
193207,	2560,	304,	1098,	488,	0,	10,	36,	
195270,	2587,	307,	1111,	491,	0,	10,	36,	
197325,	2577,	309,	1100,	493,	0,	10,	36,	
199388,	2588,	306,	1111,	491,	0,	10,	36,	
201396,	2292,	151,	1230,	480,	0,	10,	38,	
203405,	2159,	60,	1320,	479,	0,	10,	38,	
205414,	2160,	60,	1320,	481,	0,	10,	38,	
207422,	2160,	60,	1320,	479,	0,	10,	38,	
209863,	2627,	73,	1605,	585,	0,	10,	38,	
211940,	2231,	62,	1364,	495,	0,	10,	38,	
213994,	2207,	61,	1349,	494,	0,	10,	38,	
216034,	2196,	61,	1342,	488,	0,	10,	38,	
218096,	2215,	62,	1357,	491,	0,	10,	38,	
220152,	2205,	61,	1347,	488,	0,	10,	38,	
222213,	2222,	62,	1359,	496,	0,	10,	39,	
224269,	2208,	61,	1349,	493,	0,	10,	39,	
226277,	2160,	60,	1320,	479,	0,	10,	39,	
228370,	2256,	63,	1378,	500,	0,	10,	39,	
230448,	2232,	62,	1363,	495,	0,	10,	39,	
232488,	2196,	61,	1342,	489,	0,	10,	39,	
234550,	2206,	61,	1349,	493,	0,	10,	39,	
236622,	2230,	62,	1364,	495,	0,	10,	39,	
238684,	2219,	62,	1357,	492,	0,	10,	39,	
240739,	2208,	61,	1349,	492,	0,	10,	39,	
242753,	2159,	60,	1320,	480,	0,	10,	39,	
244924,	2339,	65,	1428,	521,	0,	10,	39,	
246986,	2218,	62,	1357,	491,	0,	10,	39,	
248994,	2160,	60,	1320,	479,	0,	10,	39,	
251003,	2160,	60,	1320,	480,	0,	10,	39,	
253011,	2159,	60,	1319,	481,	0,	10,	39,	
255452,	2627,	73,	1606,	584,	0,	10,	39,	
257461,	2159,	60,	1319,	480,	0,	10,	39,	
259470,	2158,	60,	1317,	479,	0,	10,	39,	
261478,	2160,	60,	1320,	481,	0,	10,	41,	
263957,	2663,	74,	1627,	592,	0,	10,	41,	
265966,	2160,	60,	1319,	480,	0,	10,	41,	
267974,	2157,	60,	1320,	480,	0,	10,	41,	
269983,	2160,	60,	1320,	480,	0,	10,	41,	
271992,	2160,	60,	1319,	479,	0,	10,	41,	
274001,	2158,	60,	1319,	481,	0,	10,	41,	
276054,	2206,	61,	1349,	492,	0,	10,	41,	
278116,	2219,	62,	1357,	492,	0,	10,	41,	
280172,	2207,	61,	1349,	492,	0,	10,	41,	
282233,	2159,	1,	1417,	492,	0,	10,	42,	
284289,	2147,	0,	1409,	493,	0,	10,	42,	
286351,	2156,	0,	1419,	490,	0,	10,	42,	
288421,	2169,	0,	1426,	496,	0,	10,	42,	
290499,	2170,	0,	1426,	496,	0,	10,	42,	
292554,	2147,	0,	1408,	494,	0,	10,	42,	
294563,	2100,	0,	1380,	479,	0,	10,	42,	
296571,	2100,	0,	1380,	480,	0,	10,	42,	
298580,	2099,	0,	1379,	481,	0,	10,	42,	
301044,	2578,	0,	1694,	586,	0,	10,	42,	
303053,	2100,	0,	1380,	480,	0,	10,	42,	
305347,	2390,	0,	1570,	550,	0,	10,	42,	
307386,	2135,	0,	1403,	488,	0,	10,	42,	
309447,	2158,	0,	1418,	491,	0,	10,	42,	
311501,	2145,	0,	1408,	493,	0,	10,	42,	
313541,	2135,	0,	1402,	488,	0,	10,	42,	
315587,	2133,	0,	1402,	487,	0,	10,	42,	
317642,	2158,	0,	1419,	492,	0,	10,	42,	
319688,	2135,	0,	1403,	487,	0,	10,	42,	
321697,	2100,	0,	1380,	480,	0,	10,	42,	
323767,	2170,	0,	1426,	497,	0,	10,	42,	
325830,	2147,	0,	1409,	493,	0,	10,	42,	
327870,	2134,	0,	1403,	487,	0,	10,	42,	
329932,	2157,	0,	1414,	492,	0,	10,	42,	
332003,	2169,	0,	1424,	496,	0,	10,	42,	
334066,	2147,	0,	1409,	493,	0,	10,	42,	
336121,	2158,	0,	1418,	491,	0,	10,	42,	
338199,	2168,	0,	1426,	496,	0,	10,	42,	
340277,	2168,	0,	1426,	496,	0,	10,	42,	
342283,	2100,	0,	1379,	479,	0,	10,	42,	
344291,	2100,	0,	1379,	480,	0,	10,	42,	
346300,	2099,	0,	1380,	480,	0,	10,	42,	
348309,	2099,	0,	1380,	481,	0,	10,	42,	
350317,	2100,	0,	1380,	479,	0,	10,	42,	
352388,	2169,	0,	1423,	496,	0,	10,	42,	
354450,	2134,	0,	1403,	488,	0,	10,	42,	
356490,	2134,	0,	1403,	488,	0,	10,	42,	
358552,	2170,	0,	1426,	496,	0,	10,	42,	
360606,	2135,	0,	1402,	489,	0,	10,	42,	
362667,	2169,	0,	1426,	495,	0,	10,	42,	
364737,	2170,	0,	1426,	497,	0,	10,	42,	
366815,	2169,	0,	1425,	496,	0,	10,	42,	
368871,	2134,	0,	1402,	488,	0,	10,	42,	
370879,	2099,	0,	1380,	479,	0,	10,	42,	
372887,	2099,	0,	1380,	481,	0,	10,	42,	
375233,	2450,	0,	1610,	560,	0,	10,	42,	
377273,	2135,	0,	1403,	487,	0,	10,	42,	
379313,	2134,	0,	1402,	489,	0,	10,	42,	
381375,	2169,	0,	1426,	495,	0,	10,	42,	
383453,	2170,	0,	1426,	496,	0,	10,	42,	
385524,	2169,	0,	1425,	497,	0,	10,	42,	
387571,	2134,	0,	1402,	487,	0,	10,	42,	
389626,	2135,	0,	1402,	488,	0,	10,	42,	
391666,	2135,	0,	1403,	489,	0,	10,	42,	
393813,	2237,	0,	1469,	512,	0,	10,	42,	
395821,	2100,	0,	1379,	480,	0,	10,	42,	
398115,	2413,	0,	1586,	552,	0,	10,	42,	
400124,	2100,	0,	1379,	479,	0,	10,	42,	
402132,	2099,	0,	1380,	480,	0,	10,	42,	
404141,	2100,	0,	1380,	481,	0,	10,	42,	
406150,	2098,	0,	1378,	480,	0,	10,	42,	
