Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used,	Num Nodes
610476,	1680,	0,	1320,	540,	0,	10,	43,	
612481,	1679,	0,	1319,	540,	0,	10,	43,	
614486,	1680,	0,	1320,	539,	0,	10,	43,	
616493,	1680,	0,	1320,	541,	0,	10,	43,	
618498,	1679,	0,	1319,	540,	0,	10,	43,	
620502,	1680,	0,	1320,	539,	0,	10,	43,	
622510,	1679,	0,	1320,	541,	0,	10,	43,	
624514,	1680,	0,	1320,	539,	0,	10,	43,	
626520,	1680,	0,	1320,	540,	0,	10,	43,	
628526,	1680,	0,	1318,	540,	0,	10,	43,	
630534,	1678,	0,	1320,	541,	0,	10,	43,	
632540,	1680,	0,	1320,	540,	0,	10,	43,	
634547,	1679,	0,	1320,	540,	0,	10,	43,	
636554,	1679,	0,	1320,	539,	0,	10,	43,	
638561,	1679,	0,	1320,	540,	0,	10,	43,	
640569,	1680,	0,	1319,	541,	0,	10,	43,	
642576,	1680,	0,	1320,	540,	0,	10,	43,	
644583,	1680,	0,	1320,	540,	0,	10,	43,	
646590,	1678,	0,	1320,	540,	0,	10,	43,	
648596,	1680,	0,	1319,	539,	0,	10,	43,	
650604,	1680,	0,	1319,	541,	0,	10,	43,	
652611,	1679,	0,	1320,	540,	0,	10,	43,	
654617,	1680,	0,	1320,	540,	0,	10,	43,	
656624,	1680,	0,	1320,	539,	0,	10,	43,	
658631,	1678,	0,	1320,	541,	0,	10,	43,	
660639,	1678,	0,	1319,	539,	0,	10,	43,	
662646,	1679,	0,	1319,	541,	0,	10,	43,	
664653,	1680,	0,	1320,	540,	0,	10,	43,	
666660,	1680,	0,	1319,	539,	0,	10,	43,	
668667,	1680,	0,	1320,	541,	0,	10,	43,	
670674,	1680,	0,	1320,	540,	0,	10,	43,	
672679,	1680,	0,	1320,	540,	0,	10,	43,	
674684,	1680,	0,	1319,	539,	0,	10,	43,	
676691,	1680,	0,	1320,	540,	0,	10,	43,	
678695,	1680,	0,	1320,	541,	0,	10,	43,	
680701,	1680,	0,	1320,	539,	0,	10,	43,	
682707,	1679,	0,	1319,	541,	0,	10,	43,	
684711,	1680,	0,	1320,	539,	0,	10,	43,	
686717,	1679,	0,	1320,	540,	0,	10,	43,	
688722,	1680,	0,	1320,	540,	0,	10,	43,	
690729,	1680,	0,	1319,	541,	0,	10,	43,	
692736,	1680,	0,	1319,	540,	0,	10,	43,	
694741,	1678,	0,	1318,	539,	0,	10,	43,	
696747,	1680,	0,	1320,	541,	0,	10,	43,	
698753,	1680,	0,	1319,	539,	0,	10,	43,	
700759,	1680,	0,	1320,	541,	0,	10,	43,	
702765,	1680,	0,	1320,	540,	0,	10,	43,	
704771,	1680,	0,	1319,	540,	0,	10,	43,	
706777,	1680,	0,	1320,	539,	0,	10,	43,	
708783,	1674,	0,	1316,	539,	0,	10,	43,	
710789,	1677,	0,	1320,	541,	0,	10,	43,	
712796,	1568,	0,	1230,	503,	0,	10,	43,	
714799,	1377,	0,	1082,	442,	0,	10,	43,	
716802,	1394,	0,	1096,	450,	0,	10,	43,	
718804,	1378,	0,	1082,	442,	0,	10,	43,	
720806,	1394,	0,	1096,	448,	0,	10,	43,	
722811,	1487,	0,	1169,	478,	0,	10,	43,	
724817,	1680,	0,	1320,	541,	0,	10,	43,	
726818,	1562,	0,	1227,	502,	0,	10,	43,	
728822,	1378,	0,	1082,	442,	0,	10,	43,	
730834,	1422,	0,	1118,	459,	0,	10,	43,	
732840,	1680,	0,	1320,	540,	0,	10,	43,	
734846,	1679,	0,	1320,	540,	0,	10,	43,	
736853,	1680,	0,	1320,	540,	0,	10,	43,	
738860,	1679,	0,	1319,	539,	0,	10,	43,	
740867,	1680,	0,	1320,	541,	0,	10,	43,	
742874,	1679,	0,	1319,	539,	0,	10,	43,	
744881,	1680,	0,	1320,	541,	0,	10,	43,	
746887,	1680,	0,	1320,	539,	0,	10,	43,	
748891,	1489,	0,	1170,	478,	0,	10,	43,	
750894,	1394,	0,	1096,	450,	0,	10,	43,	
752898,	1378,	0,	1081,	442,	0,	10,	43,	
754908,	1512,	0,	1187,	485,	0,	10,	43,	
756917,	1540,	0,	1210,	495,	0,	10,	43,	
758920,	1393,	0,	1096,	449,	0,	10,	43,	
760923,	1378,	0,	1082,	443,	0,	10,	43,	
762927,	1392,	0,	1095,	448,	0,	10,	43,	
764929,	1378,	0,	1082,	443,	0,	10,	43,	
766934,	1393,	0,	1096,	449,	0,	10,	43,	
768937,	1378,	0,	1082,	442,	0,	10,	43,	
770940,	1392,	0,	1096,	448,	0,	10,	43,	
772962,	1686,	0,	1324,	542,	0,	10,	43,	
774969,	1680,	0,	1319,	539,	0,	10,	43,	
776976,	1680,	0,	1318,	540,	0,	10,	43,	
778981,	1679,	0,	1320,	540,	0,	10,	43,	
780988,	1680,	0,	1319,	541,	0,	10,	43,	
782988,	1679,	0,	1317,	540,	0,	10,	43,	
784993,	1674,	0,	1316,	539,	0,	10,	43,	
786998,	1595,	0,	1254,	513,	0,	10,	43,	
789004,	1680,	0,	1319,	539,	0,	10,	43,	
791012,	1680,	0,	1319,	541,	0,	10,	43,	
793019,	1679,	0,	1319,	540,	0,	10,	43,	
795025,	1679,	0,	1319,	540,	0,	10,	43,	
797032,	1679,	0,	1318,	539,	0,	10,	43,	
799086,	1714,	0,	1346,	551,	0,	10,	43,	
Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used,	Num Nodes
63,	128,	24,	0,	7,	0,	0,	0,	
2069,	7677,	1440,	0,	420,	0,	0,	0,	
4082,	7668,	1438,	0,	418,	0,	0,	0,	
6088,	7675,	1440,	0,	419,	0,	0,	0,	
8093,	7675,	1440,	0,	421,	0,	0,	0,	
10099,	7670,	1439,	0,	420,	0,	0,	0,	
12113,	6790,	1274,	0,	373,	0,	0,	0,	
14116,	6387,	1198,	0,	348,	0,	0,	0,	
16119,	6275,	1179,	0,	344,	0,	0,	0,	
18122,	6389,	1197,	0,	349,	0,	0,	0,	
20128,	7298,	1371,	0,	400,	0,	0,	7,	
22134,	7666,	1440,	0,	420,	0,	0,	7,	
24140,	7664,	1439,	0,	420,	0,	0,	7,	
26146,	7684,	1440,	0,	421,	0,	0,	7,	
28152,	7676,	1441,	0,	420,	0,	0,	7,	
30159,	7674,	1440,	0,	420,	0,	0,	7,	
32165,	7675,	1440,	0,	420,	0,	0,	7,	
34173,	7675,	1439,	0,	420,	0,	0,	7,	
36180,	7672,	1441,	0,	419,	0,	0,	7,	
38187,	7674,	1440,	0,	421,	0,	0,	7,	
40195,	7532,	1404,	35,	420,	0,	3,	12,	
42201,	5997,	1021,	420,	420,	0,	3,	12,	
44209,	5096,	867,	357,	356,	0,	3,	12,	
46225,	5396,	917,	378,	379,	0,	3,	12,	
48227,	5688,	969,	398,	397,	0,	3,	12,	
50243,	5896,	1003,	414,	415,	0,	3,	12,	
52264,	5994,	1020,	420,	420,	0,	3,	12,	
54271,	5995,	1021,	420,	419,	0,	3,	12,	
56277,	5994,	1020,	420,	420,	0,	3,	12,	
58285,	5893,	1003,	413,	414,	0,	3,	12,	
60291,	5900,	1004,	436,	420,	0,	5,	16,	
62298,	5275,	900,	540,	420,	0,	5,	16,	
64305,	5272,	900,	540,	419,	0,	5,	16,	
66325,	4923,	840,	504,	393,	0,	5,	16,	
68327,	5273,	900,	538,	418,	0,	5,	16,	
70332,	5274,	900,	540,	419,	0,	5,	16,	
72339,	5277,	900,	540,	421,	0,	5,	16,	
74346,	5272,	899,	540,	420,	0,	5,	16,	
76360,	5277,	901,	539,	419,	0,	5,	16,	
78381,	5275,	900,	542,	422,	0,	5,	16,	
80388,	5230,	890,	550,	421,	0,	6,	21,	
82396,	5034,	840,	600,	419,	0,	6,	21,	
84402,	5038,	840,	600,	421,	0,	6,	21,	
86408,	5037,	840,	600,	420,	0,	6,	21,	
88416,	5033,	840,	600,	420,	0,	6,	21,	
90435,	5031,	840,	598,	417,	0,	6,	21,	
92441,	5036,	840,	600,	421,	0,	6,	21,	
94447,	5034,	840,	600,	420,	0,	6,	21,	
96453,	5040,	839,	600,	420,	0,	6,	21,	
98459,	5037,	841,	600,	419,	0,	6,	21,	
100465,	4957,	827,	613,	421,	0,	7,	24,	
102472,	4676,	780,	660,	420,	0,	7,	24,	
104478,	4677,	780,	660,	420,	0,	7,	24,	
106486,	4680,	779,	660,	420,	0,	7,	24,	
108491,	4599,	768,	651,	415,	0,	7,	24,	
110497,	4678,	780,	660,	420,	0,	7,	24,	
112505,	4677,	780,	658,	418,	0,	7,	24,	
114512,	4677,	780,	660,	420,	0,	7,	24,	
116519,	4677,	780,	659,	420,	0,	7,	24,	
118526,	4676,	780,	660,	420,	0,	7,	24,	
120532,	4613,	764,	675,	420,	0,	8,	27,	
122532,	3921,	637,	638,	372,	0,	8,	27,	
124538,	4438,	720,	720,	421,	0,	8,	27,	
126544,	4433,	720,	720,	420,	0,	8,	27,	
128552,	3845,	624,	622,	362,	0,	8,	27,	
130554,	3624,	588,	590,	345,	0,	8,	27,	
132557,	3697,	600,	598,	348,	0,	8,	27,	
134561,	3846,	624,	626,	366,	0,	8,	27,	
136567,	4437,	720,	720,	420,	0,	8,	27,	
138573,	4438,	720,	720,	419,	0,	8,	27,	
140580,	4198,	672,	768,	421,	0,	9,	29,	
142586,	3537,	540,	900,	420,	0,	9,	29,	
144591,	3539,	540,	900,	419,	0,	9,	29,	
146714,	3771,	576,	958,	447,	0,	9,	29,	
148719,	3535,	540,	900,	420,	0,	9,	29,	
150725,	3536,	539,	899,	420,	0,	9,	29,	
152731,	3536,	541,	896,	419,	0,	9,	29,	
154737,	3537,	540,	900,	421,	0,	9,	29,	
156746,	3007,	458,	765,	357,	0,	9,	29,	
158766,	2943,	450,	750,	350,	0,	9,	29,	
160769,	2890,	442,	737,	345,	0,	9,	29,	
162771,	2948,	449,	748,	348,	0,	9,	29,	
164773,	3124,	478,	797,	373,	0,	9,	29,	
166780,	3537,	540,	899,	419,	0,	9,	29,	
168786,	3537,	540,	900,	420,	0,	9,	29,	
170794,	3539,	540,	900,	420,	0,	9,	29,	
172800,	3537,	540,	900,	421,	0,	9,	29,	
174805,	3536,	540,	900,	419,	0,	9,	29,	
176811,	3537,	540,	900,	421,	0,	9,	29,	
178824,	3480,	531,	885,	413,	0,	9,	29,	
180831,	3405,	518,	922,	420,	0,	10,	31,	
182837,	3178,	480,	960,	420,	0,	10,	31,	
184845,	3177,	480,	960,	419,	0,	10,	31,	
186853,	3180,	480,	960,	421,	0,	10,	31,	
188860,	3178,	480,	960,	419,	0,	10,	31,	
190866,	3178,	480,	960,	421,	0,	10,	31,	
192872,	3179,	480,	960,	420,	0,	10,	31,	
194880,	3177,	480,	960,	420,	0,	10,	31,	
196887,	3179,	480,	960,	420,	0,	10,	31,	
198904,	3180,	480,	960,	419,	0,	10,	31,	
200912,	3057,	456,	982,	420,	0,	10,	34,	
202918,	2879,	420,	1020,	420,	0,	10,	34,	
204927,	2880,	420,	1019,	420,	0,	10,	34,	
206929,	2684,	392,	952,	392,	0,	10,	34,	
208934,	2878,	420,	1020,	421,	0,	10,	34,	
210941,	2879,	420,	1020,	420,	0,	10,	34,	
212942,	2544,	371,	899,	369,	0,	10,	34,	
214948,	2880,	420,	1020,	420,	0,	10,	34,	
216955,	2878,	419,	1020,	420,	0,	10,	34,	
218961,	2879,	420,	1020,	420,	0,	10,	34,	
220976,	2731,	389,	1029,	415,	0,	10,	35,	
222985,	2507,	342,	1026,	398,	0,	10,	35,	
224991,	2638,	360,	1080,	420,	0,	10,	35,	
226998,	2463,	335,	1006,	391,	0,	10,	35,	
229011,	2505,	342,	1026,	399,	0,	10,	35,	
231025,	2419,	330,	990,	385,	0,	10,	35,	
233028,	2156,	295,	884,	345,	0,	10,	35,	
235032,	2243,	306,	916,	355,	0,	10,	35,	
237040,	2637,	360,	1080,	419,	0,	10,	35,	
239046,	2637,	360,	1080,	421,	0,	10,	35,	
241052,	2455,	270,	1147,	414,	0,	10,	36,	
243058,	2339,	180,	1260,	421,	0,	10,	36,	
245064,	2340,	180,	1260,	420,	0,	10,	36,	
247070,	2339,	180,	1260,	420,	0,	10,	36,	
249076,	2338,	180,	1258,	419,	0,	10,	36,	
251084,	2339,	180,	1260,	420,	0,	10,	36,	
253090,	2339,	180,	1259,	420,	0,	10,	36,	
255096,	2340,	180,	1260,	420,	0,	10,	36,	
257102,	2337,	180,	1260,	421,	0,	10,	36,	
259108,	2339,	180,	1259,	419,	0,	10,	36,	
261114,	2340,	180,	1260,	421,	0,	10,	36,	
263123,	1989,	153,	1071,	357,	0,	10,	36,	
265139,	1950,	150,	1049,	350,	0,	10,	36,	
267141,	1947,	150,	1047,	348,	0,	10,	36,	
269144,	1912,	147,	1031,	344,	0,	10,	36,	
271146,	1949,	150,	1047,	349,	0,	10,	36,	
273154,	2183,	168,	1178,	394,	0,	10,	36,	
275159,	2339,	180,	1259,	420,	0,	10,	36,	
277171,	2299,	177,	1237,	411,	0,	10,	36,	
279186,	2185,	168,	1178,	394,	0,	10,	36,	
281192,	2340,	180,	1258,	420,	0,	10,	36,	
283199,	2340,	180,	1258,	419,	0,	10,	36,	
285205,	2339,	180,	1260,	421,	0,	10,	36,	
287210,	2340,	180,	1259,	419,	0,	10,	36,	
289217,	2339,	180,	1259,	421,	0,	10,	36,	
291231,	2183,	168,	1174,	390,	0,	10,	36,	
293244,	2184,	168,	1175,	391,	0,	10,	36,	
295251,	2339,	180,	1260,	421,	0,	10,	36,	
297258,	2339,	180,	1260,	420,	0,	10,	36,	
299264,	2339,	180,	1259,	419,	0,	10,	36,	
301271,	2339,	180,	1259,	421,	0,	10,	36,	
303277,	2335,	180,	1258,	420,	0,	10,	36,	
305284,	2339,	179,	1260,	420,	0,	10,	36,	
307290,	2339,	181,	1260,	420,	0,	10,	36,	
309296,	2338,	180,	1258,	420,	0,	10,	36,	
311302,	2337,	179,	1259,	420,	0,	10,	36,	
313308,	2339,	181,	1259,	420,	0,	10,	36,	
315312,	2065,	159,	1114,	373,	0,	10,	36,	
317318,	2337,	180,	1260,	419,	0,	10,	36,	
319324,	2337,	180,	1260,	421,	0,	10,	36,	
321331,	2338,	180,	1259,	419,	0,	10,	36,	
323337,	2339,	180,	1260,	420,	0,	10,	36,	
325343,	2340,	180,	1259,	420,	0,	10,	36,	
327343,	2340,	180,	1259,	421,	0,	10,	36,	
329345,	1946,	150,	1048,	348,	0,	10,	36,	
331348,	1910,	147,	1030,	344,	0,	10,	36,	
333350,	1948,	150,	1048,	349,	0,	10,	36,	
335353,	1912,	147,	1031,	345,	0,	10,	36,	
337354,	1949,	150,	1048,	347,	0,	10,	36,	
339371,	1949,	150,	1049,	351,	0,	10,	36,	
341384,	2300,	177,	1239,	413,	0,	10,	36,	
343389,	2338,	180,	1258,	420,	0,	10,	36,	
345395,	2337,	179,	1259,	420,	0,	10,	36,	
347401,	2338,	181,	1260,	420,	0,	10,	36,	
349407,	2338,	180,	1259,	419,	0,	10,	36,	
351413,	2340,	179,	1258,	421,	0,	10,	36,	
353419,	2340,	181,	1260,	419,	0,	10,	36,	
355440,	2302,	177,	1241,	415,	0,	10,	36,	
357446,	2337,	180,	1260,	421,	0,	10,	36,	
359455,	2140,	165,	1153,	383,	0,	10,	36,	
361458,	1752,	51,	1126,	345,	0,	10,	38,	
363462,	1697,	0,	1197,	347,	0,	10,	38,	
365464,	1667,	0,	1177,	346,	0,	10,	38,	
367466,	1699,	0,	1198,	347,	0,	10,	38,	
369469,	1666,	0,	1177,	345,	0,	10,	38,	
371489,	1835,	0,	1296,	379,	0,	10,	38,	
373500,	1767,	0,	1246,	363,	0,	10,	38,	
375506,	2040,	0,	1438,	420,	0,	10,	38,	
377512,	2040,	0,	1440,	421,	0,	10,	38,	
379518,	2038,	0,	1440,	419,	0,	10,	38,	
381524,	2038,	0,	1439,	420,	0,	10,	38,	
383530,	2038,	0,	1440,	420,	0,	10,	38,	
385536,	2040,	0,	1440,	421,	0,	10,	38,	
387544,	1835,	0,	1294,	376,	0,	10,	38,	
389546,	1667,	0,	1178,	345,	0,	10,	38,	
391552,	1868,	0,	1317,	382,	0,	10,	38,	
393559,	2039,	0,	1440,	421,	0,	10,	38,	
395567,	2007,	0,	1417,	414,	0,	10,	38,	
397570,	1699,	0,	1198,	349,	0,	10,	38,	
399573,	1667,	0,	1178,	345,	0,	10,	38,	
401583,	1969,	0,	1390,	403,	0,	10,	38,	
403587,	1667,	0,	1178,	346,	0,	10,	38,	
405589,	1698,	0,	1197,	347,	0,	10,	38,	
407594,	1938,	0,	1369,	402,	0,	10,	38,	
409600,	2040,	0,	1440,	420,	0,	10,	38,	
411606,	2040,	0,	1439,	419,	0,	10,	38,	
413606,	2004,	0,	1416,	414,	0,	10,	38,	
415621,	1936,	0,	1366,	398,	0,	10,	38,	
417627,	2039,	0,	1439,	420,	0,	10,	38,	
419633,	2038,	0,	1440,	421,	0,	10,	38,	
421639,	2039,	0,	1439,	419,	0,	10,	38,	
423645,	2040,	0,	1440,	420,	0,	10,	38,	
425652,	2040,	0,	1440,	421,	0,	10,	38,	
427658,	2040,	0,	1440,	420,	0,	10,	38,	
429664,	2040,	0,	1440,	419,	0,	10,	38,	
431671,	2040,	0,	1438,	421,	0,	10,	38,	
433678,	2040,	0,	1439,	419,	0,	10,	38,	
435691,	2006,	0,	1414,	414,	0,	10,	38,	
437697,	2038,	0,	1440,	420,	0,	10,	38,	
439702,	2039,	0,	1440,	419,	0,	10,	38,	
441713,	1768,	0,	1248,	364,	0,	10,	39,	
443715,	1699,	0,	1198,	348,	0,	10,	39,	
445718,	1667,	0,	1178,	345,	0,	10,	39,	
447721,	1699,	0,	1197,	349,	0,	10,	39,	
449735,	1834,	0,	1296,	379,	0,	10,	39,	
451741,	2040,	0,	1438,	420,	0,	10,	39,	
453745,	1971,	0,	1392,	407,	0,	10,	39,	
455751,	2039,	0,	1439,	420,	0,	10,	39,	
457757,	2040,	0,	1440,	420,	0,	10,	39,	
459763,	2038,	0,	1439,	420,	0,	10,	39,	
461769,	2038,	0,	1439,	420,	0,	10,	39,	
463775,	2040,	0,	1440,	420,	0,	10,	39,	
465787,	2005,	0,	1414,	413,	0,	10,	39,	
467790,	1696,	0,	1198,	347,	0,	10,	39,	
469793,	1666,	0,	1178,	345,	0,	10,	39,	
471796,	1698,	0,	1198,	348,	0,	10,	39,	
473811,	1936,	0,	1366,	399,	0,	10,	39,	
475818,	2040,	0,	1438,	420,	0,	10,	39,	
477833,	2007,	0,	1418,	415,	0,	10,	39,	
479834,	1903,	0,	1341,	391,	0,	10,	39,	
481842,	1871,	0,	1322,	386,	0,	10,	39,	
483852,	2040,	0,	1439,	421,	0,	10,	39,	
485860,	2040,	0,	1440,	420,	0,	10,	39,	
487868,	2038,	0,	1439,	419,	0,	10,	39,	
489876,	2038,	0,	1439,	421,	0,	10,	39,	
491883,	2040,	0,	1439,	420,	0,	10,	39,	
493890,	2039,	0,	1440,	420,	0,	10,	39,	
495899,	2039,	0,	1438,	420,	0,	10,	39,	
497907,	2038,	0,	1439,	420,	0,	10,	39,	
499914,	2040,	0,	1440,	419,	0,	10,	39,	
501922,	2014,	0,	1425,	416,	0,	10,	39,	
503931,	2037,	0,	1440,	421,	0,	10,	39,	
505938,	2039,	0,	1439,	419,	0,	10,	39,	
507946,	2040,	0,	1439,	420,	0,	10,	39,	
509954,	2040,	0,	1440,	420,	0,	10,	39,	
511962,	2039,	0,	1440,	421,	0,	10,	39,	
513968,	2040,	0,	1438,	419,	0,	10,	39,	
515977,	2038,	0,	1439,	420,	0,	10,	39,	
517984,	2039,	0,	1438,	420,	0,	10,	39,	
519991,	2038,	0,	1439,	421,	0,	10,	39,	
522010,	1971,	0,	1391,	406,	0,	10,	39,	
524014,	1665,	0,	1175,	342,	0,	10,	39,	
526027,	2006,	0,	1413,	413,	0,	10,	39,	
528034,	2039,	0,	1439,	420,	0,	10,	39,	
530040,	2040,	0,	1440,	420,	0,	10,	39,	
532046,	2037,	0,	1440,	420,	0,	10,	39,	
534052,	2039,	0,	1440,	421,	0,	10,	39,	
536058,	2039,	0,	1439,	419,	0,	10,	39,	
538064,	2039,	0,	1440,	421,	0,	10,	39,	
540070,	2040,	0,	1439,	420,	0,	10,	39,	
542085,	1802,	0,	1269,	371,	0,	10,	39,	
544092,	1832,	0,	1297,	378,	0,	10,	39,	
546098,	2039,	0,	1440,	420,	0,	10,	39,	
548101,	1869,	0,	1319,	384,	0,	10,	39,	
550105,	1665,	0,	1175,	344,	0,	10,	39,	
552108,	1700,	0,	1198,	349,	0,	10,	39,	
554111,	1666,	0,	1176,	344,	0,	10,	39,	
556114,	1698,	0,	1199,	349,	0,	10,	39,	
558117,	1665,	0,	1177,	343,	0,	10,	39,	
560120,	1699,	0,	1199,	351,	0,	10,	39,	
562123,	1903,	0,	1344,	391,	0,	10,	39,	
564139,	1801,	0,	1272,	372,	0,	10,	39,	
566145,	2039,	0,	1440,	419,	0,	10,	39,	
568151,	2040,	0,	1440,	421,	0,	10,	39,	
570163,	2004,	0,	1415,	412,	0,	10,	39,	
572171,	1972,	0,	1392,	406,	0,	10,	39,	
574177,	2039,	0,	1439,	421,	0,	10,	39,	
576183,	2040,	0,	1440,	420,	0,	10,	39,	
578188,	2040,	0,	1437,	419,	0,	10,	39,	
580197,	2039,	0,	1439,	420,	0,	10,	39,	
582204,	2039,	0,	1440,	420,	0,	10,	39,	
584210,	2040,	0,	1440,	420,	0,	10,	39,	
586216,	2038,	0,	1439,	420,	0,	10,	39,	
588222,	2040,	0,	1440,	421,	0,	10,	39,	
590228,	2038,	0,	1439,	419,	0,	10,	39,	
592234,	2040,	0,	1440,	420,	0,	10,	39,	
594240,	2040,	0,	1439,	421,	0,	10,	39,	
596246,	2038,	0,	1439,	419,	0,	10,	39,	
598252,	2038,	0,	1439,	421,	0,	10,	39,	
600255,	1972,	0,	1390,	405,	0,	10,	39,	
602265,	1699,	0,	1201,	351,	0,	10,	39,	
604271,	2040,	0,	1439,	419,	0,	10,	39,	
606277,	2040,	0,	1440,	420,	0,	10,	39,	
608283,	2039,	0,	1439,	420,	0,	10,	39,	
610289,	2039,	0,	1438,	421,	0,	10,	39,	
612295,	2039,	0,	1437,	419,	0,	10,	39,	
614303,	2038,	0,	1439,	420,	0,	10,	39,	
616309,	2038,	0,	1440,	421,	0,	10,	39,	
618315,	2038,	0,	1439,	419,	0,	10,	39,	
620321,	2040,	0,	1440,	420,	0,	10,	39,	
622327,	2040,	0,	1439,	421,	0,	10,	39,	
624333,	2039,	0,	1440,	419,	0,	10,	39,	
626339,	2038,	0,	1440,	421,	0,	10,	39,	
628345,	2040,	0,	1439,	420,	0,	10,	39,	
630359,	1733,	0,	1224,	357,	0,	10,	39,	
632362,	1698,	0,	1198,	350,	0,	10,	39,	
634375,	1904,	0,	1344,	391,	0,	10,	39,	
636382,	2038,	0,	1440,	421,	0,	10,	39,	
638390,	2039,	0,	1440,	420,	0,	10,	39,	
640396,	2040,	0,	1440,	419,	0,	10,	39,	
642404,	2039,	0,	1439,	421,	0,	10,	39,	
644410,	2040,	0,	1439,	420,	0,	10,	39,	
646417,	2039,	0,	1440,	419,	0,	10,	39,	
648424,	2037,	0,	1440,	420,	0,	10,	39,	
650430,	2040,	0,	1440,	421,	0,	10,	39,	
652437,	2039,	0,	1437,	420,	0,	10,	39,	
654444,	2035,	0,	1440,	420,	0,	10,	39,	
656451,	2040,	0,	1440,	419,	0,	10,	39,	
658458,	2038,	0,	1439,	420,	0,	10,	39,	
660465,	2037,	0,	1440,	420,	0,	10,	39,	
662472,	2039,	0,	1439,	420,	0,	10,	39,	
664478,	2038,	0,	1440,	420,	0,	10,	39,	
666484,	2038,	0,	1439,	420,	0,	10,	39,	
668491,	2040,	0,	1440,	421,	0,	10,	39,	
670498,	2037,	0,	1439,	419,	0,	10,	39,	
672504,	2038,	0,	1440,	420,	0,	10,	39,	
674509,	2039,	0,	1439,	420,	0,	10,	39,	
676515,	2039,	0,	1438,	421,	0,	10,	39,	
678521,	2040,	0,	1438,	419,	0,	10,	39,	
680528,	2040,	0,	1439,	420,	0,	10,	39,	
682534,	2040,	0,	1440,	420,	0,	10,	39,	
684541,	2039,	0,	1439,	420,	0,	10,	39,	
686548,	2038,	0,	1440,	420,	0,	10,	39,	
688554,	2004,	0,	1416,	413,	0,	10,	39,	
690564,	2005,	0,	1416,	414,	0,	10,	39,	
692579,	1869,	0,	1320,	385,	0,	10,	39,	
694585,	2005,	0,	1416,	412,	0,	10,	39,	
696605,	1904,	0,	1344,	392,	0,	10,	39,	
698615,	1971,	0,	1392,	406,	0,	10,	39,	
700622,	2040,	0,	1439,	421,	0,	10,	39,	
702628,	2040,	0,	1439,	420,	0,	10,	39,	
704634,	2040,	0,	1440,	419,	0,	10,	39,	
706640,	2040,	0,	1440,	421,	0,	10,	39,	
708646,	2040,	0,	1440,	419,	0,	10,	39,	
710653,	2039,	0,	1437,	421,	0,	10,	39,	
712659,	2040,	0,	1440,	419,	0,	10,	39,	
714666,	2040,	0,	1440,	421,	0,	10,	39,	
716673,	2039,	0,	1439,	420,	0,	10,	39,	
718680,	2040,	0,	1439,	420,	0,	10,	39,	
720687,	2040,	0,	1440,	420,	0,	10,	39,	
722695,	2038,	0,	1439,	420,	0,	10,	39,	
724702,	2039,	0,	1440,	420,	0,	10,	39,	
726710,	2039,	0,	1440,	420,	0,	10,	39,	
728716,	2038,	0,	1440,	419,	0,	10,	39,	
730722,	2040,	0,	1439,	420,	0,	10,	39,	
732730,	2040,	0,	1439,	420,	0,	10,	39,	
734736,	2040,	0,	1439,	420,	0,	10,	39,	
736737,	2039,	0,	1439,	420,	0,	10,	39,	
738740,	1699,	0,	1198,	351,	0,	10,	39,	
740749,	1869,	0,	1320,	385,	0,	10,	39,	
742755,	2040,	0,	1439,	419,	0,	10,	39,	
744756,	1972,	0,	1392,	407,	0,	10,	39,	
746759,	1700,	0,	1198,	350,	0,	10,	39,	
748780,	1700,	0,	1200,	350,	0,	10,	39,	
750788,	1903,	0,	1343,	391,	0,	10,	39,	
752795,	2040,	0,	1439,	420,	0,	10,	39,	
754801,	2040,	0,	1440,	420,	0,	10,	39,	
756807,	2040,	0,	1439,	421,	0,	10,	39,	
758813,	2039,	0,	1438,	420,	0,	10,	39,	
760819,	2040,	0,	1440,	420,	0,	10,	39,	
762826,	2040,	0,	1439,	419,	0,	10,	39,	
764831,	2038,	0,	1439,	421,	0,	10,	39,	
766848,	1938,	0,	1368,	398,	0,	10,	39,	
768862,	2040,	0,	1440,	421,	0,	10,	39,	
770869,	2038,	0,	1440,	420,	0,	10,	39,	
772875,	2040,	0,	1440,	420,	0,	10,	39,	
774880,	2039,	0,	1438,	420,	0,	10,	39,	
776887,	2039,	0,	1439,	420,	0,	10,	39,	
778893,	2037,	0,	1440,	419,	0,	10,	39,	
780902,	2040,	0,	1439,	421,	0,	10,	39,	
782906,	1666,	0,	1176,	343,	0,	10,	39,	
784918,	1904,	0,	1344,	391,	0,	10,	39,	
786926,	2039,	0,	1440,	420,	0,	10,	39,	
788932,	2040,	0,	1439,	421,	0,	10,	39,	
790941,	2039,	0,	1439,	419,	0,	10,	39,	
792948,	2039,	0,	1440,	420,	0,	10,	39,	
794956,	2039,	0,	1440,	420,	0,	10,	39,	
796963,	2040,	0,	1439,	420,	0,	10,	39,	
798969,	2039,	0,	1439,	420,	0,	10,	39,	
Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used,	Num Nodes
