Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
1492,	7579000.0,	13743,	0,	13278,	0,	0,	
3552,	4.09467E7,	73981,	0,	73710,	0,	0,	
5558,	4.03403E7,	72903,	0,	72747,	0,	0,	
7566,	4.06115E7,	73416,	0,	73192,	0,	0,	
9573,	4.04986E7,	73250,	0,	73083,	0,	0,	
11580,	4.06144E7,	73400,	0,	73200,	0,	0,	
13587,	4.05871E7,	73339,	0,	73144,	0,	0,	
15595,	4.06079E7,	73371,	0,	73151,	0,	0,	
17600,	4.05823E7,	73298,	0,	73079,	0,	0,	
19726,	4.25586E7,	76869,	0,	76671,	0,	0,	
21737,	4.03758E7,	72909,	0,	72732,	0,	0,	
23743,	4.06245E7,	73400,	0,	73200,	0,	0,	
25753,	4.06512E7,	73462,	0,	73262,	0,	0,	
27765,	4.06707E7,	73507,	0,	73304,	0,	0,	
29771,	4.05773E7,	73316,	0,	73123,	0,	0,	
31777,	4.05892E7,	73334,	0,	73122,	0,	0,	
33787,	4.06548E7,	73454,	0,	73275,	0,	0,	
35800,	4.06532E7,	73444,	0,	73241,	0,	0,	
37809,	4.05738E7,	73286,	0,	73073,	0,	0,	
39851,	4.11254E7,	74297,	0,	74142,	0,	0,	
41898,	4.081E7,	73735,	0,	73646,	0,	0,	
44014,	4.00261E7,	72315,	0,	72294,	0,	0,	
46092,	4.00416E7,	72405,	0,	72007,	0,	0,	
48149,	4.05818E7,	73364,	0,	73207,	0,	0,	
50208,	4.10088E7,	74129,	0,	73956,	0,	0,	
52220,	4.04516E7,	73129,	0,	73056,	0,	0,	
54248,	4.08148E7,	73788,	0,	73685,	0,	0,	
56258,	4.05398E7,	73301,	0,	73145,	0,	0,	
58268,	4.05354E7,	73251,	0,	73091,	0,	0,	
60283,	4.06455E7,	73458,	0,	73341,	0,	0,	
62289,	4.05401E7,	73247,	0,	73035,	0,	0,	
64325,	4.11355E7,	74300,	0,	74142,	0,	0,	
