Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
1323,	2403100.0,	4355,	0,	4348,	0,	0,	
3329,	3.9186E7,	70779,	0,	70592,	0,	0,	
5335,	4.05603E7,	73306,	0,	73131,	0,	0,	
7363,	4.10274E7,	74185,	0,	73973,	0,	0,	
9369,	4.04517E7,	73164,	0,	72947,	0,	0,	
11376,	4.05982E7,	73400,	0,	73200,	0,	0,	
13383,	4.05971E7,	73400,	0,	73197,	0,	0,	
15390,	4.04841E7,	73181,	0,	73013,	0,	0,	
17401,	4.0668E7,	73529,	0,	73321,	0,	0,	
19405,	4.03163E7,	72893,	0,	72702,	0,	0,	
21422,	4.05048E7,	73190,	0,	72987,	0,	0,	
23428,	4.03772E7,	72944,	0,	72734,	0,	0,	
25436,	4.05825E7,	73365,	0,	73177,	0,	0,	
27445,	4.06299E7,	73443,	0,	73247,	0,	0,	
29450,	4.0485E7,	73235,	0,	73049,	0,	0,	
31470,	4.08379E7,	73857,	0,	73641,	0,	0,	
33476,	4.05369E7,	73310,	0,	73125,	0,	0,	
35482,	4.05297E7,	73309,	0,	73103,	0,	0,	
37491,	4.04914E7,	73208,	0,	72994,	0,	0,	
39508,	4.03149E7,	72848,	0,	72943,	0,	0,	
41563,	4.04826E7,	73188,	0,	73052,	0,	0,	
43669,	4.01533E7,	72764,	0,	71351,	0,	0,	
45700,	4.02492E7,	72787,	0,	72336,	0,	0,	
47737,	4.05517E7,	73332,	0,	72820,	0,	0,	
49744,	4.00211E7,	72353,	0,	72219,	0,	0,	
51759,	4.07179E7,	73597,	0,	73398,	0,	0,	
53788,	4.08574E7,	73838,	0,	73693,	0,	0,	
55794,	4.05159E7,	73242,	0,	73062,	0,	0,	
57859,	4.165E7,	75291,	0,	75069,	0,	0,	
59868,	4.04632E7,	73145,	0,	73008,	0,	0,	
61916,	4.13964E7,	74807,	0,	74592,	0,	0,	
63924,	4.05334E7,	73272,	0,	73084,	0,	0,	
65944,	4.07578E7,	73699,	0,	73515,	0,	0,	
67950,	4.0543E7,	73292,	0,	73104,	0,	0,	
69957,	4.04352E7,	73074,	0,	72848,	0,	0,	
71964,	4.05264E7,	73238,	0,	73008,	0,	0,	
73985,	4.07101E7,	73605,	0,	73334,	0,	0,	
76008,	4.06749E7,	73519,	0,	73382,	0,	0,	
78090,	4.1006E7,	74178,	0,	73985,	0,	0,	
80186,	4.11726E7,	74471,	0,	74348,	0,	0,	
82203,	3.98548E7,	72080,	0,	71669,	0,	0,	
84226,	4.05744E7,	73310,	0,	73113,	0,	0,	
86252,	4.054E7,	73361,	0,	73261,	0,	0,	
88272,	4.05561E7,	73321,	0,	73133,	0,	0,	
90279,	4.03265E7,	72920,	0,	72744,	0,	0,	
92286,	4.04401E7,	73115,	0,	72952,	0,	0,	
94293,	4.05601E7,	73338,	0,	73155,	0,	0,	
96301,	4.05753E7,	73342,	0,	73158,	0,	0,	
98310,	4.0488E7,	73195,	0,	73053,	0,	0,	
100761,	28.897334589322476,	61739,	11964,	69577,	3983,	90,	
102766,	0.26565984158791833,	0,	72574,	48524,	24243,	90,	
104771,	0.2653469875155135,	0,	72848,	48695,	24314,	90,	
106774,	0.26548388328524003,	0,	72543,	48420,	24205,	90,	
108779,	0.26532256640626234,	0,	73062,	48800,	24376,	90,	
110800,	0.2652244537109587,	0,	73500,	49112,	24527,	90,	
112807,	0.2652562136690216,	0,	72839,	48647,	24304,	90,	
114815,	0.26542234167878437,	0,	73027,	48800,	24380,	90,	
116821,	0.26545530575831394,	0,	73033,	48800,	24378,	90,	
118828,	0.26540890646355436,	0,	73042,	48800,	24353,	90,	
120842,	0.2656061569091043,	0,	73112,	48810,	24398,	90,	
122846,	0.26557674686588856,	0,	72913,	48798,	24329,	90,	
124851,	0.2662203405976329,	0,	72748,	48755,	24348,	90,	
126857,	0.26579770235112665,	0,	72273,	48357,	24145,	90,	
128862,	0.26558821089860785,	0,	72699,	48605,	24305,	90,	
130870,	0.2654429859331679,	0,	72897,	48712,	24330,	90,	
132876,	0.2653206222337038,	0,	73006,	48747,	24365,	90,	
134882,	0.2652809364003538,	0,	73032,	48762,	24359,	90,	
136889,	0.26547929944567356,	0,	73049,	48800,	24369,	90,	
138896,	0.2654254664056296,	0,	72996,	48725,	24337,	90,	
140900,	0.26702407642886994,	0,	71619,	47976,	23944,	90,	
142913,	0.2650214670411153,	0,	72779,	48649,	24226,	90,	
144949,	0.2636973146556035,	0,	72295,	48823,	24170,	90,	
146957,	0.26331336428936136,	0,	71075,	47943,	23852,	90,	
148985,	0.26215731055957914,	0,	72960,	48826,	24422,	90,	
150999,	0.2630877650734173,	0,	72835,	48723,	24312,	90,	
153009,	0.26499975739168435,	0,	72751,	48722,	24318,	90,	
155021,	0.2642723723054498,	0,	73008,	48787,	24380,	90,	
157029,	0.265270205992692,	0,	72805,	48756,	24352,	90,	
159034,	0.2651399126415085,	0,	72705,	48625,	24288,	90,	
161040,	0.26328615216474294,	0,	72613,	48501,	24243,	90,	
163046,	0.2652876224743153,	0,	72951,	48757,	24347,	90,	
165052,	0.26301566391226877,	0,	72547,	48482,	24227,	90,	
167055,	0.2603179497348351,	0,	72519,	48481,	24255,	90,	
169061,	0.2612586806817799,	0,	70834,	47369,	23718,	90,	
171067,	0.263030865203742,	0,	72942,	48684,	24338,	90,	
173074,	0.2648283245899668,	0,	73002,	48765,	24363,	90,	
175080,	0.2648735722879898,	0,	72948,	48702,	24324,	90,	
177087,	0.2640654862650415,	0,	72891,	48678,	24342,	90,	
179098,	0.2646564416003798,	0,	72630,	48697,	24323,	90,	
181122,	0.2638919332447963,	0,	72128,	48535,	24239,	90,	
183226,	0.25788062749782187,	0,	74042,	49166,	24631,	90,	
185234,	0.26226056373013346,	0,	72269,	48183,	24143,	90,	
187241,	0.2630844500946709,	0,	72414,	48483,	24137,	90,	
189248,	0.26505970874299195,	0,	72893,	48712,	24335,	90,	
191253,	0.2651687186180574,	0,	72946,	48730,	24321,	90,	
193259,	0.2657267488066228,	0,	72917,	48794,	24344,	90,	
195276,	0.2652005695264083,	0,	73303,	49024,	24472,	90,	
197281,	0.26553218254725885,	0,	72752,	48653,	24289,	90,	
199287,	0.2637197715371494,	0,	72122,	48347,	24070,	90,	
