Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
1273,	3185300.0,	5789,	0,	5849,	0,	0,	
3277,	3.99037E7,	72226,	0,	71993,	0,	0,	
5282,	4.04959E7,	73339,	0,	73142,	0,	0,	
7285,	4.04523E7,	73242,	0,	73060,	0,	0,	
9292,	4.05274E7,	73386,	0,	73191,	0,	0,	
11297,	4.0491E7,	73400,	0,	73197,	0,	0,	
13303,	4.04821E7,	73353,	0,	73137,	0,	0,	
15308,	4.04834E7,	73398,	0,	73191,	0,	0,	
17316,	4.0448E7,	73288,	0,	73098,	0,	0,	
19318,	4.03742E7,	73169,	0,	72981,	0,	0,	
21324,	4.05492E7,	73392,	0,	73193,	0,	0,	
23328,	4.04668E7,	73228,	0,	73052,	0,	0,	
25332,	4.05081E7,	73293,	0,	73080,	0,	0,	
27341,	4.0552E7,	73349,	0,	73132,	0,	0,	
29346,	4.05575E7,	73396,	0,	73184,	0,	0,	
31354,	4.05731E7,	73438,	0,	73250,	0,	0,	
33359,	4.05505E7,	73362,	0,	73150,	0,	0,	
35370,	4.06073E7,	73445,	0,	73260,	0,	0,	
37376,	4.05687E7,	73401,	0,	73204,	0,	0,	
39382,	4.05722E7,	73397,	0,	73199,	0,	0,	
41419,	4.10884E7,	74366,	0,	74198,	0,	0,	
43448,	4.06232E7,	73465,	0,	73273,	0,	0,	
45467,	4.05885E7,	73348,	0,	73096,	0,	0,	
47478,	4.05646E7,	73346,	0,	73084,	0,	0,	
49488,	4.05281E7,	73353,	0,	73150,	0,	0,	
51492,	4.04688E7,	73250,	0,	73074,	0,	0,	
53500,	4.05216E7,	73394,	0,	73197,	0,	0,	
55506,	4.05302E7,	73352,	0,	73139,	0,	0,	
57514,	4.05444E7,	73378,	0,	73180,	0,	0,	
59519,	4.05192E7,	73355,	0,	73136,	0,	0,	
61526,	4.04564E7,	73258,	0,	73104,	0,	0,	
63530,	4.0428E7,	73288,	0,	73054,	0,	0,	
65537,	4.05321E7,	73409,	0,	73213,	0,	0,	
67542,	4.04877E7,	73332,	0,	73145,	0,	0,	
69547,	4.05014E7,	73325,	0,	73148,	0,	0,	
71555,	4.04883E7,	73290,	0,	73113,	0,	0,	
73561,	4.05168E7,	73378,	0,	73183,	0,	0,	
75567,	4.03303E7,	73106,	0,	72895,	0,	0,	
77571,	4.04546E7,	73306,	0,	73121,	0,	0,	
79579,	4.0513E7,	73348,	0,	73169,	0,	0,	
81586,	4.05302E7,	73331,	0,	73205,	0,	0,	
83600,	4.06129E7,	73454,	0,	73270,	0,	0,	
