Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
1871,	695200.0,	1138,	0,	1004,	0,	0,	
3716,	3.20651E7,	58049,	0,	57861,	0,	0,	
4967,	2.50361E7,	45239,	0,	45140,	0,	0,	
6017,	2.11681E7,	38227,	0,	38122,	0,	0,	
7050,	2.08004E7,	37581,	0,	37454,	0,	0,	
8068,	2.04962E7,	37028,	0,	36938,	0,	0,	
9312,	2.42947E7,	38702,	0,	38626,	0,	0,	
10426,	1.74446E7,	36940,	0,	36038,	0,	0,	
11480,	1.98871E7,	36035,	0,	35280,	0,	0,	
12726,	2.30677E7,	41811,	0,	40890,	0,	0,	
14087,	2.37778E7,	43245,	0,	42510,	0,	0,	
15358,	2.42638E7,	43871,	0,	43681,	0,	0,	
16519,	1.975E7,	35551,	0,	35495,	0,	0,	
18574,	1.2361E7,	24176,	0,	26256,	0,	0,	
20716,	1.57379E7,	30513,	0,	30955,	0,	0,	
21985,	1.2543E7,	23809,	0,	23440,	0,	0,	
23149,	1.78341E7,	32774,	0,	33039,	0,	0,	
24249,	1.92853E7,	35119,	0,	34621,	0,	0,	
25321,	1.88243E7,	34298,	0,	33967,	0,	0,	
26684,	2.47764E7,	45040,	0,	44780,	0,	0,	
27767,	1.91957E7,	34914,	0,	34951,	0,	0,	
28883,	1.94694E7,	35403,	0,	35580,	0,	0,	
29936,	1.85362E7,	33461,	0,	33760,	0,	0,	
31279,	2.2932E7,	41956,	0,	43318,	0,	0,	
32578,	1.89003E7,	28151,	0,	28989,	0,	0,	
34203,	1.90472E7,	41372,	0,	43525,	0,	0,	
35423,	1.93265E7,	35143,	0,	35895,	0,	0,	
36596,	1.9245E7,	34907,	0,	35652,	0,	0,	
37840,	1.90648E7,	34684,	0,	35659,	0,	0,	
39313,	2.35787E7,	42909,	0,	43881,	0,	0,	
41093,	2.95491E7,	53867,	0,	55297,	0,	0,	
42704,	2.9055E7,	52743,	0,	52102,	0,	0,	
43987,	2.39308E7,	43308,	0,	43326,	0,	0,	
45666,	3.24614E7,	58625,	0,	58425,	0,	0,	
46963,	2.57878E7,	46636,	0,	46540,	0,	0,	
48000,	2.04083E7,	36884,	0,	36766,	0,	0,	
49027,	2.02772E7,	36609,	0,	36520,	0,	0,	
50226,	2.3577E7,	42572,	0,	42453,	0,	0,	
51245,	2.05069E7,	37041,	0,	36926,	0,	0,	
52262,	2.02998E7,	36683,	0,	36610,	0,	0,	
53281,	2.06204E7,	37230,	0,	37130,	0,	0,	
54377,	2.14167E7,	38668,	0,	38602,	0,	0,	
55427,	1.99375E7,	36003,	0,	35975,	0,	0,	
56523,	2.10267E7,	37993,	0,	37966,	0,	0,	
57539,	2.01953E7,	36476,	0,	36360,	0,	0,	
58572,	2.05099E7,	37039,	0,	37004,	0,	0,	
59587,	2.03176E7,	36698,	0,	36669,	0,	0,	
60638,	2.02175E7,	36517,	0,	36429,	0,	0,	
61665,	1.97341E7,	35636,	0,	35558,	0,	0,	
62684,	2.05085E7,	37059,	0,	36934,	0,	0,	
63703,	2.01533E7,	36403,	0,	36408,	0,	0,	
64724,	2.02383E7,	36558,	0,	36358,	0,	0,	
65772,	2.05955E7,	37183,	0,	37061,	0,	0,	
66988,	2.30447E7,	41573,	0,	42298,	0,	0,	
68366,	2.30016E7,	41771,	0,	42868,	0,	0,	
69585,	1.98664E7,	36156,	0,	36008,	0,	0,	
71490,	6.67369095305951,	12127,	15081,	23206,	5473,	19,	
72631,	2.323039622124811,	0,	36918,	25411,	12861,	19,	
73671,	2.333583519068138,	0,	35880,	24411,	12210,	19,	
74679,	2.3362230373610964,	0,	35405,	23900,	11915,	19,	
75689,	2.3325945713588982,	0,	36128,	24274,	12113,	19,	
76711,	2.33834374453513,	0,	35854,	24098,	12039,	19,	
77728,	2.3353652179428304,	0,	36736,	24594,	12275,	19,	
78742,	2.339531681032815,	0,	34898,	23533,	11704,	19,	
79750,	2.3337625998126885,	0,	36442,	24363,	12167,	19,	
80854,	2.3381502823518137,	0,	39024,	26090,	13052,	19,	
81870,	2.33524080723944,	0,	35637,	23804,	11918,	19,	
82890,	2.3328615567106397,	0,	36790,	24563,	12270,	19,	
83913,	2.3317253490678187,	0,	37121,	24727,	12390,	19,	
84974,	2.333802575358242,	0,	38310,	25585,	12781,	19,	
85982,	2.3359375021421123,	0,	36471,	24361,	12179,	19,	
86988,	2.335090837016967,	0,	36402,	24344,	12157,	19,	
87996,	2.3309868234586473,	0,	36376,	24291,	12140,	19,	
89014,	2.337328830831244,	0,	36285,	24270,	12128,	19,	
90025,	2.334760220274578,	0,	36193,	24169,	12115,	19,	
91048,	2.333126306871367,	0,	37145,	24774,	12387,	19,	
92057,	2.3325396306670956,	0,	36567,	24405,	12198,	19,	
93065,	2.3364781236437038,	0,	36243,	24182,	12112,	19,	
94109,	2.3359118634173255,	0,	37480,	25062,	12530,	19,	
95126,	2.337013913100368,	0,	35767,	23887,	11992,	19,	
96141,	2.3330147614076138,	0,	36758,	24518,	12269,	19,	
97159,	2.334082820247046,	0,	36883,	24629,	12311,	19,	
98169,	2.334359876094934,	0,	36670,	24547,	12240,	19,	
99177,	2.332053578256701,	0,	36744,	24458,	12241,	19,	
