Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
1459,	1069700.0,	1941,	0,	1877,	0,	0,	
3692,	4.10829E7,	74193,	0,	73898,	0,	0,	
5742,	4.06174E7,	73394,	0,	73167,	0,	0,	
7758,	3.9655E7,	71604,	0,	71450,	0,	0,	
9792,	4.01207E7,	72445,	0,	72182,	0,	0,	
11822,	4.09868E7,	74069,	0,	73869,	0,	0,	
13870,	4.12124E7,	74474,	0,	74273,	0,	0,	
15884,	4.06908E7,	73475,	0,	73259,	0,	0,	
17914,	4.09075E7,	73999,	0,	73780,	0,	0,	
19946,	4.09702E7,	74024,	0,	73843,	0,	0,	
21979,	4.11036E7,	74248,	0,	74035,	0,	0,	
24146,	4.33908E7,	78367,	0,	78151,	0,	0,	
26241,	4.10295E7,	74077,	0,	73837,	0,	0,	
29484,	6.00471E7,	108364,	0,	107905,	0,	0,	
32204,	5.23293E7,	94573,	0,	94643,	0,	0,	
34404,	4.21834E7,	76286,	0,	76402,	0,	0,	
36582,	4.32685E7,	78242,	0,	78143,	0,	0,	
39667,	5.23765E7,	94924,	0,	95789,	0,	0,	
42152,	4.78404E7,	86397,	0,	85836,	0,	0,	
44725,	4.26763E7,	77007,	0,	76703,	0,	0,	
47590,	5.51343E7,	99654,	0,	99263,	0,	0,	
49988,	4.68049E7,	84610,	0,	84263,	0,	0,	
52141,	4.2053E7,	75950,	0,	75623,	0,	0,	
54277,	4.08117E7,	73790,	0,	73620,	0,	0,	
56290,	4.06076E7,	73460,	0,	73256,	0,	0,	
58315,	4.08073E7,	73845,	0,	73643,	0,	0,	
60330,	4.08121E7,	73829,	0,	73610,	0,	0,	
62366,	4.10014E7,	74182,	0,	73982,	0,	0,	
64397,	4.06382E7,	73423,	0,	73214,	0,	0,	
66677,	4.47998E7,	80891,	0,	80676,	0,	0,	
68747,	4.10765E7,	74168,	0,	73944,	0,	0,	
70809,	4.12352E7,	74473,	0,	74262,	0,	0,	
72902,	4.17415E7,	75373,	0,	75179,	0,	0,	
75088,	4.26667E7,	77061,	0,	76837,	0,	0,	
77274,	4.1052E7,	74115,	0,	73866,	0,	0,	
79381,	4.21231E7,	76066,	0,	75866,	0,	0,	
81449,	4.16075E7,	75138,	0,	74905,	0,	0,	
83648,	4.426E7,	79940,	0,	79723,	0,	0,	
85870,	4.39098E7,	79363,	0,	79096,	0,	0,	
88617,	4.90491E7,	88915,	0,	88498,	0,	0,	
91068,	4.16563E7,	76008,	0,	77853,	0,	0,	
93203,	4.03792E7,	73192,	0,	74207,	0,	0,	
95248,	3.9138E7,	70878,	0,	71435,	0,	0,	
97369,	4.11253E7,	74342,	0,	74831,	0,	0,	
99789,	4.81154E7,	86927,	0,	86890,	0,	0,	
101796,	2.3813668510990125,	7708,	31193,	28466,	10390,	60,	
103834,	1.0078581334715058,	0,	72026,	48081,	24030,	60,	
105858,	1.0070777877611046,	0,	73044,	48709,	24318,	60,	
107888,	1.0069640876369217,	0,	73375,	48961,	24463,	60,	
109944,	1.0077682622118347,	0,	72988,	48715,	24340,	60,	
111957,	1.006591117638442,	0,	71610,	47751,	23851,	60,	
113964,	1.006724337467346,	0,	71381,	47583,	23764,	60,	
115983,	1.0063382113147616,	0,	71943,	47977,	23946,	60,	
117998,	1.0072459292212332,	0,	71073,	47381,	23688,	60,	
120009,	1.006548641293193,	0,	72838,	48580,	24272,	60,	
