Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
877,	682100.0,	1255,	0,	1215,	0,	0,	
2895,	1.90717E7,	34528,	0,	35088,	0,	0,	
4913,	2.48465E7,	45029,	0,	45441,	0,	0,	
6938,	2.31328E7,	41870,	0,	42337,	0,	0,	
8950,	2.16935E7,	39329,	0,	40575,	0,	0,	
10961,	2.50871E7,	45386,	0,	45598,	0,	0,	
12984,	2.30449E7,	41775,	0,	41985,	0,	0,	
15000,	2.59428E7,	46982,	0,	46750,	0,	0,	
17017,	2.60194E7,	47102,	0,	47035,	0,	0,	
19033,	2.48768E7,	44985,	0,	44507,	0,	0,	
21052,	2.69021E7,	48842,	0,	47090,	0,	0,	
23070,	2.49835E7,	45257,	0,	44454,	0,	0,	
25089,	2.59792E7,	47004,	0,	46879,	0,	0,	
27110,	2.63456E7,	47710,	0,	47580,	0,	0,	
29128,	2.44756E7,	44281,	0,	44022,	0,	0,	
31147,	2.43899E7,	44115,	0,	43824,	0,	0,	
33166,	2.58917E7,	46831,	0,	46716,	0,	0,	
35187,	2.55557E7,	46273,	0,	46075,	0,	0,	
37206,	2.01786E7,	36560,	0,	36544,	0,	0,	
39290,	2.49272E7,	45152,	0,	45072,	0,	0,	
41320,	2.53327E7,	45854,	0,	46027,	0,	0,	
43335,	1.87618E7,	33980,	0,	34076,	0,	0,	
45350,	2.03549E7,	36914,	0,	37020,	0,	0,	
47362,	2.36081E7,	42791,	0,	43183,	0,	0,	
49376,	2.27262E7,	41090,	0,	40516,	0,	0,	
51392,	2.42307E7,	43811,	0,	43924,	0,	0,	
53414,	2.38195E7,	43168,	0,	43190,	0,	0,	
55425,	2.57051E7,	46531,	0,	46261,	0,	0,	
57444,	2.62423E7,	47492,	0,	47321,	0,	0,	
59464,	2.63127E7,	47681,	0,	47427,	0,	0,	
61536,	3.00752E7,	54450,	0,	54085,	0,	0,	
63544,	2.55978E7,	46388,	0,	46600,	0,	0,	
65566,	2.46762E7,	44655,	0,	44250,	0,	0,	
67587,	2.44183E7,	44296,	0,	43654,	0,	0,	
69601,	2.51185E7,	45483,	0,	44510,	0,	0,	
71617,	2.40513E7,	43463,	0,	42788,	0,	0,	
73631,	2.69468E7,	48771,	0,	48684,	0,	0,	
75645,	2.08269E7,	37680,	0,	37765,	0,	0,	
77664,	2.1426E7,	38671,	0,	39306,	0,	0,	
79679,	2.3283E7,	42134,	0,	42250,	0,	0,	
81698,	2.44882E7,	44314,	0,	44261,	0,	0,	
83715,	2.62196E7,	47425,	0,	47402,	0,	0,	
85741,	2.46306E7,	44573,	0,	44394,	0,	0,	
87759,	2.19044E7,	39670,	0,	40095,	0,	0,	
89779,	2.54908E7,	46147,	0,	45967,	0,	0,	
