Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
678,	814000.0,	1422,	0,	1403,	0,	0,	
2692,	2.12984E7,	38605,	0,	37380,	0,	0,	
4709,	2.42158E7,	43849,	0,	43430,	0,	0,	
6732,	2.37574E7,	42962,	0,	43011,	0,	0,	
8748,	2.41254E7,	43804,	0,	44256,	0,	0,	
10759,	2.61369E7,	47362,	0,	47114,	0,	0,	
12783,	2.36985E7,	42823,	0,	42685,	0,	0,	
14797,	2.56078E7,	46272,	0,	45941,	0,	0,	
16813,	2.60355E7,	47090,	0,	46882,	0,	0,	
18827,	2.60376E7,	47059,	0,	47378,	0,	0,	
20849,	2.62051E7,	47413,	0,	48094,	0,	0,	
22868,	2.53758E7,	45964,	0,	45826,	0,	0,	
24886,	2.62854E7,	47579,	0,	47397,	0,	0,	
26908,	2.63582E7,	47710,	0,	47580,	0,	0,	
28924,	2.51013E7,	45431,	0,	45388,	0,	0,	
30945,	2.45087E7,	44303,	0,	44264,	0,	0,	
32964,	2.60053E7,	47058,	0,	46928,	0,	0,	
34984,	2.60458E7,	47160,	0,	46938,	0,	0,	
37004,	2.0065E7,	36269,	0,	36595,	0,	0,	
39022,	2.34123E7,	42401,	0,	42962,	0,	0,	
41034,	2.74675E7,	49742,	0,	49632,	0,	0,	
43115,	1.90129E7,	34302,	0,	34439,	0,	0,	
45133,	1.99808E7,	36129,	0,	36253,	0,	0,	
47153,	2.31965E7,	41954,	0,	42256,	0,	0,	
49175,	2.42562E7,	43895,	0,	43948,	0,	0,	
51194,	2.4478E7,	44350,	0,	44612,	0,	0,	
53212,	2.44801E7,	44430,	0,	44324,	0,	0,	
55221,	2.58108E7,	46735,	0,	46554,	0,	0,	
57240,	2.63224E7,	47658,	0,	47449,	0,	0,	
59261,	2.60072E7,	47060,	0,	46772,	0,	0,	
61394,	3.05686E7,	55268,	0,	55447,	0,	0,	
63406,	2.87946E7,	52216,	0,	52206,	0,	0,	
65426,	2.62148E7,	47497,	0,	47437,	0,	0,	
67445,	2.38944E7,	43360,	0,	43941,	0,	0,	
69463,	2.43545E7,	44109,	0,	45024,	0,	0,	
71477,	2.40135E7,	43400,	0,	44411,	0,	0,	
73490,	2.66178E7,	48111,	0,	49094,	0,	0,	
75505,	2.00051E7,	36195,	0,	36691,	0,	0,	
77524,	2.10365E7,	38113,	0,	38133,	0,	0,	
79541,	2.37411E7,	42940,	0,	42565,	0,	0,	
81561,	2.48955E7,	45098,	0,	44750,	0,	0,	
83574,	2.63415E7,	47689,	0,	47306,	0,	0,	
85596,	2.48154E7,	44897,	0,	44926,	0,	0,	
87619,	2.20633E7,	40052,	0,	40654,	0,	0,	
89636,	2.61383E7,	47344,	0,	47482,	0,	0,	
91658,	2.62185E7,	47436,	0,	47290,	0,	0,	
93685,	2.47277E7,	44747,	0,	44788,	0,	0,	
95707,	2.1165E7,	38351,	0,	38971,	0,	0,	
97729,	2.15878E7,	39147,	0,	39129,	0,	0,	
99747,	2.4412E7,	44188,	0,	44541,	0,	0,	
101765,	6.973846198107954,	16444,	23288,	30884,	8575,	7,	
103782,	5.562262898384833,	11870,	26331,	28372,	9615,	7,	
105796,	5.534302909530432,	12805,	28684,	31181,	10746,	7,	
107811,	5.526119684775446,	12892,	28999,	31237,	10848,	7,	
109833,	5.5989131720925,	13497,	29495,	32033,	11051,	7,	
111856,	5.591732817655956,	12419,	27247,	29688,	10229,	7,	
113876,	5.57471091186365,	14585,	32190,	34978,	11865,	7,	
115894,	5.563810209963577,	14794,	32729,	35384,	12054,	7,	
117905,	5.564310367272227,	14816,	32801,	35479,	12071,	7,	
119920,	5.615234609750514,	12423,	27040,	29130,	10022,	7,	
121939,	5.625015832376255,	12917,	28028,	30659,	10296,	7,	
123959,	5.586307016830913,	13426,	29406,	32504,	10977,	7,	
125984,	5.627767025533781,	13200,	28485,	31393,	10370,	7,	
127996,	5.632273448504208,	14066,	30308,	33494,	11176,	7,	
130017,	5.578054535466892,	12382,	27179,	30006,	10246,	7,	
132035,	5.594828028970058,	13524,	29400,	32424,	11003,	7,	
134048,	5.619872623054644,	14436,	31216,	34309,	11590,	7,	
136072,	5.489686150147176,	13691,	31177,	32903,	11659,	7,	
138091,	5.4806367025070575,	13504,	30886,	32572,	11550,	7,	
140107,	5.566733071746454,	12294,	27272,	29382,	10272,	7,	
142121,	5.557409138531448,	13521,	29942,	32062,	11220,	7,	
144136,	5.568700199676122,	14534,	32117,	34373,	11845,	7,	
146153,	5.625572096704535,	12337,	26558,	29023,	9748,	7,	
148168,	5.553678581825723,	13902,	30812,	32719,	11296,	7,	
150192,	5.585692037113855,	11650,	25626,	28031,	9693,	7,	
152209,	5.530855441159497,	12223,	27465,	30321,	10426,	7,	
154228,	5.564271205175526,	13434,	29927,	32938,	11179,	7,	
156252,	5.562403070532789,	14491,	32169,	34964,	11887,	7,	
158270,	5.564735417065266,	14805,	32771,	35454,	12074,	7,	
160290,	5.566769672541346,	14820,	32791,	35490,	12079,	7,	
162310,	5.5675617473274315,	14820,	32784,	35481,	12070,	7,	
164330,	5.563123068360046,	13019,	28800,	31438,	10581,	7,	
166339,	5.624717625127662,	13357,	28973,	31834,	10617,	7,	
168362,	5.5768190959692605,	14526,	31977,	34614,	11812,	7,	
170471,	5.571631039204581,	12635,	27948,	30387,	10290,	7,	
172485,	5.549987567836537,	14660,	32617,	35075,	12002,	7,	
174503,	5.568346265175934,	14717,	32554,	35195,	11989,	7,	
176523,	5.567448815857255,	14820,	32787,	35490,	12073,	7,	
178546,	5.563860275723502,	14780,	32719,	35378,	12061,	7,	
