Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
808,	2449200.0,	4463,	0,	4356,	0,	0,	
2811,	3.78964E7,	68466,	0,	68221,	0,	0,	
4817,	4.04703E7,	73289,	0,	73093,	0,	0,	
6822,	4.04345E7,	73236,	0,	73019,	0,	0,	
8829,	4.05466E7,	73376,	0,	73191,	0,	0,	
10832,	4.03552E7,	73118,	0,	72904,	0,	0,	
12837,	4.04952E7,	73334,	0,	73139,	0,	0,	
14844,	4.05515E7,	73449,	0,	73236,	0,	0,	
16849,	4.04492E7,	73215,	0,	73032,	0,	0,	
18852,	4.05557E7,	73356,	0,	73174,	0,	0,	
20859,	4.05288E7,	73273,	0,	73041,	0,	0,	
22863,	4.05343E7,	73311,	0,	73107,	0,	0,	
24867,	4.04972E7,	73249,	0,	73086,	0,	0,	
26873,	4.05384E7,	73292,	0,	73057,	0,	0,	
28879,	4.05669E7,	73419,	0,	73231,	0,	0,	
30883,	4.0468E7,	73191,	0,	72994,	0,	0,	
32887,	4.05648E7,	73350,	0,	73166,	0,	0,	
34893,	4.05491E7,	73325,	0,	73119,	0,	0,	
36897,	4.0538E7,	73299,	0,	73055,	0,	0,	
38901,	4.05291E7,	73302,	0,	73111,	0,	0,	
40908,	4.05417E7,	73307,	0,	73126,	0,	0,	
42925,	4.05356E7,	73231,	0,	73136,	0,	0,	
44942,	4.05108E7,	73228,	0,	72921,	0,	0,	
46947,	4.04517E7,	73148,	0,	72906,	0,	0,	
48962,	4.0633E7,	73579,	0,	73360,	0,	0,	
50975,	4.06424E7,	73533,	0,	73292,	0,	0,	
52979,	4.04941E7,	73299,	0,	73089,	0,	0,	
54985,	4.04696E7,	73205,	0,	73039,	0,	0,	
56990,	4.05278E7,	73329,	0,	73131,	0,	0,	
58998,	4.0525E7,	73360,	0,	73127,	0,	0,	
61002,	4.05176E7,	73331,	0,	73127,	0,	0,	
63010,	4.0547E7,	73395,	0,	73197,	0,	0,	
65016,	4.05349E7,	73340,	0,	73154,	0,	0,	
67020,	4.04504E7,	73180,	0,	72970,	0,	0,	
69025,	4.04946E7,	73275,	0,	73069,	0,	0,	
71028,	4.05187E7,	73283,	0,	73095,	0,	0,	
73034,	4.05178E7,	73282,	0,	73106,	0,	0,	
75040,	4.04488E7,	73224,	0,	73040,	0,	0,	
77046,	4.04637E7,	73297,	0,	73078,	0,	0,	
79052,	4.04458E7,	73263,	0,	73084,	0,	0,	
81059,	4.05072E7,	73296,	0,	73073,	0,	0,	
83064,	4.04424E7,	73121,	0,	72965,	0,	0,	
85073,	4.05646E7,	73356,	0,	73154,	0,	0,	
87078,	4.04835E7,	73195,	0,	72996,	0,	0,	
89086,	4.05564E7,	73306,	0,	73146,	0,	0,	
91092,	4.0504E7,	73254,	0,	73062,	0,	0,	
93096,	4.04501E7,	73208,	0,	72965,	0,	0,	
95103,	4.05417E7,	73392,	0,	73185,	0,	0,	
97109,	4.0499E7,	73311,	0,	73117,	0,	0,	
