Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
955,	851000.0,	1561,	0,	1506,	0,	0,	
2958,	3.70897E7,	67052,	0,	66926,	0,	0,	
5320,	3.99925E7,	72440,	0,	72220,	0,	0,	
7384,	4.04248E7,	73220,	0,	72756,	0,	0,	
9390,	3.88817E7,	70387,	0,	69892,	0,	0,	
11401,	3.98103E7,	71976,	0,	71568,	0,	0,	
13405,	3.8762E7,	70063,	0,	69843,	0,	0,	
15409,	4.01345E7,	72550,	0,	72370,	0,	0,	
17426,	4.04822E7,	73157,	0,	72930,	0,	0,	
19434,	4.03698E7,	72988,	0,	72810,	0,	0,	
21439,	3.94681E7,	71342,	0,	71147,	0,	0,	
23447,	4.02816E7,	72809,	0,	72602,	0,	0,	
25468,	4.07284E7,	73657,	0,	73455,	0,	0,	
27474,	4.05529E7,	73325,	0,	73115,	0,	0,	
29478,	4.01495E7,	72622,	0,	72447,	0,	0,	
31482,	4.0322E7,	72924,	0,	72731,	0,	0,	
33497,	3.99316E7,	72206,	0,	71944,	0,	0,	
35509,	4.03263E7,	72977,	0,	72798,	0,	0,	
37517,	4.02151E7,	72725,	0,	72538,	0,	0,	
39524,	4.00912E7,	72501,	0,	72273,	0,	0,	
41537,	4.04671E7,	73156,	0,	73039,	0,	0,	
43545,	3.95763E7,	71568,	0,	71305,	0,	0,	
45563,	4.00445E7,	72395,	0,	72113,	0,	0,	
47570,	3.99021E7,	72103,	0,	72184,	0,	0,	
49590,	4.02064E7,	72688,	0,	72670,	0,	0,	
51695,	4.12865E7,	74626,	0,	75019,	0,	0,	
53698,	3.91153E7,	70700,	0,	70489,	0,	0,	
55705,	4.02781E7,	72840,	0,	72639,	0,	0,	
57728,	4.05555E7,	73355,	0,	73134,	0,	0,	
59739,	4.04348E7,	73109,	0,	72933,	0,	0,	
61917,	3.7982E7,	68639,	0,	68365,	0,	0,	
63972,	3.92805E7,	71284,	0,	71102,	0,	0,	
66018,	4.06019E7,	73362,	0,	73252,	0,	0,	
68036,	3.94104E7,	71259,	0,	71039,	0,	0,	
70046,	4.03526E7,	72925,	0,	72778,	0,	0,	
72066,	4.03595E7,	72973,	0,	72736,	0,	0,	
74249,	4.28372E7,	77486,	0,	77028,	0,	0,	
76269,	4.02897E7,	72856,	0,	72488,	0,	0,	
78282,	4.04359E7,	73125,	0,	72985,	0,	0,	
80289,	4.04662E7,	73191,	0,	73028,	0,	0,	
82300,	3.93841E7,	71170,	0,	71200,	0,	0,	
84304,	3.99808E7,	72221,	0,	72144,	0,	0,	
86311,	4.04343E7,	73117,	0,	72967,	0,	0,	
88317,	4.043E7,	73119,	0,	72928,	0,	0,	
90323,	4.03189E7,	72916,	0,	72720,	0,	0,	
