Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
1645,	2650300.0,	4807,	0,	5034,	0,	0,	
3672,	3.63046E7,	65550,	0,	65145,	0,	0,	
5692,	4.07397E7,	73636,	0,	73418,	0,	0,	
7705,	4.05053E7,	73175,	0,	72947,	0,	0,	
9722,	4.07611E7,	73681,	0,	73493,	0,	0,	
11770,	4.12988E7,	74599,	0,	74363,	0,	0,	
13802,	4.10429E7,	74128,	0,	73925,	0,	0,	
15831,	4.08629E7,	73837,	0,	73617,	0,	0,	
17862,	4.09586E7,	74012,	0,	73810,	0,	0,	
19875,	4.07055E7,	73514,	0,	73324,	0,	0,	
21908,	4.10165E7,	74086,	0,	73877,	0,	0,	
23924,	4.06541E7,	73424,	0,	73202,	0,	0,	
25938,	4.06599E7,	73437,	0,	73237,	0,	0,	
27953,	4.06567E7,	73441,	0,	73237,	0,	0,	
29978,	4.08805E7,	73862,	0,	73656,	0,	0,	
31998,	4.08266E7,	73721,	0,	73513,	0,	0,	
34008,	4.05792E7,	73276,	0,	73100,	0,	0,	
36027,	4.06906E7,	73518,	0,	73296,	0,	0,	
38072,	4.10739E7,	74173,	0,	74077,	0,	0,	
40222,	4.18761E7,	75662,	0,	76440,	0,	0,	
42462,	3.96687E7,	72199,	0,	72575,	0,	0,	
44634,	3.66276E7,	66678,	0,	66315,	0,	0,	
46771,	3.88819E7,	70516,	0,	69100,	0,	0,	
48866,	3.98511E7,	72138,	0,	71512,	0,	0,	
50902,	4.04433E7,	73100,	0,	72640,	0,	0,	
52970,	4.11795E7,	74429,	0,	74155,	0,	0,	
55034,	4.1486E7,	74940,	0,	74680,	0,	0,	
57053,	4.04824E7,	73128,	0,	72890,	0,	0,	
59113,	4.15353E7,	75042,	0,	74829,	0,	0,	
61176,	4.13607E7,	74190,	0,	74089,	0,	0,	
63238,	4.13381E7,	75169,	0,	75084,	0,	0,	
65277,	4.08811E7,	73874,	0,	73791,	0,	0,	
67324,	4.09705E7,	74031,	0,	73840,	0,	0,	
69363,	4.06805E7,	73431,	0,	73262,	0,	0,	
71419,	4.13778E7,	74581,	0,	74478,	0,	0,	
73483,	4.11429E7,	74735,	0,	74717,	0,	0,	
75580,	4.09541E7,	73995,	0,	74110,	0,	0,	
77825,	4.13056E7,	74817,	0,	76200,	0,	0,	
80024,	3.76097E7,	68446,	0,	69574,	0,	0,	
82427,	4.19972E7,	76125,	0,	75140,	0,	0,	
84749,	4.1364E7,	74676,	0,	71152,	0,	0,	
87069,	4.37432E7,	79119,	0,	78264,	0,	0,	
89164,	4.01106E7,	72626,	0,	72116,	0,	0,	
91251,	4.00152E7,	72409,	0,	72709,	0,	0,	
93336,	4.10982E7,	74328,	0,	74546,	0,	0,	
95412,	4.07265E7,	73664,	0,	73533,	0,	0,	
97447,	3.9912E7,	72142,	0,	71977,	0,	0,	
99563,	4.15421E7,	75055,	0,	74607,	0,	0,	
101995,	8463100.0,	11117,	0,	10866,	0,	0,	
104000,	0.0,	0,	0,	0,	0,	0,	
106007,	1.8870055494789149,	0,	75526,	0,	75310,	29,	
108014,	2.0030095908566508,	0,	69438,	0,	69305,	29,	
110029,	2.002239722431078,	0,	71044,	0,	70912,	29,	
112167,	2.001137967361039,	0,	74677,	0,	74497,	29,	
114218,	2.000299192792677,	0,	70122,	0,	69897,	29,	
