Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
1892,	6710000.0,	12237,	0,	12004,	0,	0,	
4112,	3.20112E7,	57839,	0,	57038,	0,	0,	
6190,	4.13703E7,	74710,	0,	74499,	0,	0,	
8224,	4.04185E7,	73044,	0,	72868,	0,	0,	
10271,	4.06538E7,	73471,	0,	73173,	0,	0,	
12335,	4.11678E7,	74408,	0,	74189,	0,	0,	
14385,	4.08677E7,	73817,	0,	73648,	0,	0,	
16469,	4.12563E7,	74590,	0,	74345,	0,	0,	
18499,	4.06271E7,	73379,	0,	73184,	0,	0,	
20530,	4.06276E7,	73384,	0,	73166,	0,	0,	
22579,	4.08273E7,	73736,	0,	73509,	0,	0,	
24607,	4.06059E7,	73310,	0,	73116,	0,	0,	
26695,	4.17383E7,	75395,	0,	75187,	0,	0,	
28707,	3.99996E7,	72352,	0,	72096,	0,	0,	
30740,	4.04031E7,	73000,	0,	72791,	0,	0,	
32786,	4.08988E7,	73883,	0,	73722,	0,	0,	
34818,	4.07245E7,	73528,	0,	73308,	0,	0,	
36849,	4.05532E7,	73227,	0,	72960,	0,	0,	
39084,	4.38269E7,	78876,	0,	78864,	0,	0,	
41393,	3.81481E7,	69581,	0,	69317,	0,	0,	
43565,	3.37611E7,	61385,	0,	61663,	0,	0,	
45758,	4.14696E7,	74979,	0,	75909,	0,	0,	
47928,	4.0256E7,	73353,	0,	72604,	0,	0,	
50019,	3.98744E7,	72261,	0,	71890,	0,	0,	
52075,	4.04633E7,	73146,	0,	72962,	0,	0,	
54118,	4.05164E7,	73214,	0,	73144,	0,	0,	
56170,	4.07195E7,	73564,	0,	73488,	0,	0,	
58249,	4.13166E7,	74652,	0,	74601,	0,	0,	
60282,	4.04399E7,	73077,	0,	73122,	0,	0,	
62347,	4.12332E7,	74468,	0,	74493,	0,	0,	
64409,	4.12306E7,	74473,	0,	74434,	0,	0,	
66441,	4.06206E7,	73389,	0,	73247,	0,	0,	
68505,	4.11697E7,	73997,	0,	73893,	0,	0,	
70567,	4.07117E7,	73894,	0,	74070,	0,	0,	
72622,	4.09032E7,	73919,	0,	73680,	0,	0,	
74889,	4.24397E7,	77067,	0,	79996,	0,	0,	
77100,	4.035E7,	73090,	0,	74505,	0,	0,	
79315,	3.86662E7,	69685,	0,	70474,	0,	0,	
81582,	4.22449E7,	76521,	0,	74923,	0,	0,	
83728,	4.16168E7,	75294,	0,	73024,	0,	0,	
85779,	4.08286E7,	73822,	0,	73877,	0,	0,	
87803,	4.02112E7,	72661,	0,	72730,	0,	0,	
89839,	4.08376E7,	73822,	0,	73656,	0,	0,	
91908,	4.14677E7,	74931,	0,	74724,	0,	0,	
93951,	4.09034E7,	73874,	0,	73669,	0,	0,	
96001,	4.10319E7,	74216,	0,	74026,	0,	0,	
98081,	4.1532E7,	75083,	0,	74909,	0,	0,	
100128,	3.82514E7,	68987,	0,	68749,	0,	0,	
102139,	1.4890349028415462,	102,	56818,	37945,	18967,	38,	
