Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet
206390,	28020,	1560,	9480,	6360,	6419,	
207411,	28330,	1580,	9579,	6429,	6498,	
208426,	28821,	1603,	9756,	6529,	6603,	
209427,	28020,	1560,	9480,	6360,	6420,	
210433,	27879,	1556,	9416,	6327,	6394,	
211448,	28487,	1586,	9638,	6466,	6527,	
212452,	27817,	1551,	9402,	6334,	6381,	
213455,	28487,	1586,	9638,	6466,	6527,	
214459,	28020,	1560,	9480,	6360,	6420,	
215467,	28487,	1586,	9638,	6466,	6527,	
216470,	27736,	1540,	9393,	6296,	6355,	
217474,	28020,	1560,	9480,	6360,	6420,	
218487,	28393,	1582,	9604,	6415,	6504,	
219510,	28427,	1586,	9609,	6424,	6510,	
220532,	28322,	1577,	9581,	6425,	6501,	
221539,	28487,	1586,	9638,	6466,	6527,	
222543,	28020,	1560,	9480,	6360,	6420,	
223543,	27890,	1557,	9426,	6354,	6388,	
224546,	27919,	1558,	9431,	6332,	6381,	
225553,	28368,	1576,	9612,	6452,	6511,	
226558,	28954,	1612,	9796,	6572,	6634,	
227565,	28487,	1586,	9638,	6466,	6527,	
228579,	28732,	1604,	9707,	6499,	6558,	
229601,	28288,	1574,	9574,	6413,	6497,	
230605,	27553,	1534,	9322,	6254,	6313,	
231621,	28414,	1575,	9634,	6454,	6519,	
232622,	28408,	1583,	9605,	6439,	6510,	
233636,	28368,	1583,	9589,	6443,	6489,	
234637,	28167,	1568,	9533,	6368,	6467,	
235652,	28197,	1568,	9551,	6428,	6469,	
236667,	28487,	1586,	9638,	6466,	6527,	
237682,	29444,	1638,	9969,	6684,	6750,	
238682,	27847,	1549,	9423,	6307,	6390,	
239687,	28659,	1590,	9721,	6529,	6565,	
240705,	28649,	1597,	9675,	6490,	6539,	
241721,	28102,	1563,	9509,	6380,	6433,	
242721,	28476,	1586,	9627,	6460,	6524,	
243736,	28317,	1582,	9566,	6434,	6466,	
244751,	28260,	1575,	9564,	6404,	6483,	
245767,	28673,	1601,	9681,	6529,	6566,	
247250,	41438,	2303,	14028,	9386,	9474,	
248265,	28174,	1565,	9541,	6416,	6475,	
249267,	27914,	1556,	9440,	6329,	6398,	
250304,	26482,	1181,	9855,	4810,	6667,	
251339,	19029,	0,	9791,	0,	6634,	
252350,	24124,	777,	9740,	3447,	7001,	
253364,	28060,	1281,	9943,	5612,	7381,	
254373,	27600,	1260,	9780,	5520,	7260,	
255376,	26914,	1226,	9543,	5396,	7075,	
256824,	30302,	1447,	10634,	6066,	7880,	
257837,	22844,	1035,	8134,	4865,	6227,	
258838,	26027,	1192,	9203,	5239,	6865,	
259891,	28970,	1328,	10242,	5823,	7648,	
260908,	28417,	1300,	10057,	5683,	7466,	
262346,	39420,	1802,	13965,	7883,	10358,	
263359,	28045,	1287,	9918,	5622,	7348,	
264360,	27600,	1260,	9780,	5520,	7260,	
265369,	28060,	1281,	9943,	5612,	7381,	
266372,	27600,	1260,	9780,	5520,	7260,	
267373,	27600,	1260,	9780,	5520,	7260,	
268390,	28980,	1323,	10269,	5796,	7623,	
269406,	28181,	1293,	9974,	5628,	7385,	
270412,	28361,	1297,	10052,	5665,	7468,	
271422,	28102,	1285,	9952,	5622,	7384,	
272437,	28407,	1302,	10059,	5686,	7464,	
273470,	28717,	1311,	10172,	5751,	7551,	
274490,	28321,	1296,	10032,	5654,	7463,	
275505,	27910,	1270,	9896,	5566,	7345,	
276539,	28782,	1316,	10190,	5738,	7576,	
277967,	39808,	1811,	14116,	7998,	10496,	
278989,	27843,	1273,	9871,	5556,	7326,	
280014,	28172,	1285,	9980,	5628,	7416,	
281037,	27949,	1275,	9906,	5596,	7351,	
282052,	28520,	1302,	10106,	5704,	7502,	
283506,	40262,	1837,	14268,	8039,	10597,	
284531,	28060,	1281,	9943,	5612,	7381,	
285540,	27766,	1267,	9841,	5547,	7310,	
286547,	27522,	1257,	9762,	5525,	7233,	
287555,	27830,	1270,	9861,	5567,	7335,	
288557,	28060,	1281,	9943,	5616,	7381,	
290022,	40292,	1838,	14278,	8058,	10592,	
291038,	27999,	1276,	9922,	5618,	7381,	
292491,	40152,	1837,	14217,	8042,	10579,	
293507,	28338,	1295,	10041,	5681,	7449,	
294531,	28060,	1281,	9943,	5612,	7381,	
295552,	28520,	1302,	10106,	5704,	7502,	
296567,	27590,	1260,	9775,	5510,	7252,	
297578,	27460,	1254,	9731,	5499,	7220,	
298592,	27938,	1276,	9904,	5575,	7367,	
299608,	27834,	1271,	9870,	5589,	7313,	
300608,	24443,	546,	10302,	2393,	7650,	
301609,	25051,	816,	9835,	3903,	7523,	
302609,	27200,	1094,	10069,	5163,	7770,	
303624,	26880,	1080,	9960,	5100,	7680,	
304624,	26682,	1071,	9891,	5069,	7634,	
305625,	26880,	1080,	9960,	5100,	7680,	
306625,	26645,	1077,	9856,	5067,	7597,	
307626,	27103,	1092,	10034,	5136,	7758,	
308641,	27166,	1090,	10070,	5129,	7766,	
309657,	27272,	1098,	10099,	5158,	7798,	
310657,	26880,	1080,	9960,	5100,	7680,	
311672,	27328,	1098,	10126,	5185,	7808,	
312692,	27925,	1123,	10346,	5289,	7960,	
313708,	27328,	1098,	10126,	5185,	7808,	
314722,	28114,	1128,	10421,	5325,	8047,	
315723,	27111,	1086,	10054,	5143,	7734,	
316723,	27073,	1086,	10033,	5146,	7739,	
317723,	26666,	1077,	9860,	5059,	7607,	
318724,	26853,	1080,	9944,	5094,	7677,	
319724,	26732,	1073,	9906,	5073,	7623,	
320724,	26880,	1080,	9960,	5100,	7680,	
321754,	27620,	1109,	10241,	5242,	7894,	
322756,	27291,	1099,	10105,	5174,	7777,	
323771,	26880,	1080,	9960,	5100,	7680,	
324771,	26635,	1069,	9867,	5050,	7612,	
325771,	27328,	1098,	10126,	5185,	7808,	
326793,	27285,	1095,	10117,	5170,	7802,	
327808,	27679,	1116,	10249,	5243,	7903,	
328808,	26880,	1080,	9960,	5100,	7680,	
329823,	27645,	1112,	10233,	5247,	7900,	
330836,	27718,	1115,	10271,	5260,	7917,	
331840,	27163,	1091,	10065,	5154,	7766,	
333294,	40074,	1616,	14819,	7583,	11416,	
334309,	27621,	1108,	10225,	5221,	7893,	
335309,	27095,	1086,	10059,	5149,	7761,	
336310,	26820,	1076,	9929,	5087,	7639,	
337325,	27328,	1098,	10126,	5185,	7808,	
338340,	27776,	1116,	10292,	5270,	7936,	
339356,	27227,	1090,	10096,	5147,	7783,	
340371,	28141,	1126,	10436,	5351,	8056,	
341393,	27614,	1105,	10246,	5238,	7905,	
342409,	27328,	1098,	10126,	5185,	7808,	
343424,	27611,	1116,	10206,	5223,	7882,	
344446,	27142,	1088,	10062,	5146,	7751,	
345448,	26853,	1076,	9958,	5090,	7664,	
346456,	27149,	1091,	10068,	5157,	7772,	
347456,	26880,	1080,	9960,	5100,	7680,	
348460,	27094,	1087,	10044,	5170,	7737,	
349461,	26572,	1062,	9857,	5078,	7616,	
350465,	24365,	619,	10023,	2924,	7720,	
351474,	20856,	0,	10062,	0,	7772,	
352495,	25707,	824,	10126,	4008,	7808,	
353519,	27776,	1116,	10292,	5270,	7936,	
354522,	27629,	1113,	10224,	5247,	7902,	
355528,	27024,	1091,	10000,	5136,	7720,	
356534,	27776,	1116,	10292,	5270,	7936,	
357534,	26852,	1080,	9948,	5084,	7661,	
358540,	28337,	1144,	10485,	5355,	8069,	
359551,	27207,	1089,	10091,	5150,	7778,	
360555,	27303,	1099,	10109,	5189,	7795,	
361558,	27163,	1091,	10065,	5157,	7774,	
362564,	27192,	1098,	10066,	5150,	7750,	
363575,	26959,	1080,	9998,	5131,	7701,	
364597,	27251,	1094,	10097,	5167,	7788,	
365615,	27164,	1095,	10054,	5157,	7749,	
366630,	27328,	1098,	10126,	5185,	7808,	
367632,	27161,	1091,	10060,	5152,	7773,	
368647,	27328,	1098,	10126,	5185,	7808,	
369743,	28633,	1172,	10521,	5297,	8154,	
370750,	27748,	1127,	10207,	5205,	7908,	
371904,	30817,	1247,	11384,	5824,	8812,	
372920,	27328,	1098,	10126,	5185,	7808,	
374387,	38978,	1563,	14449,	7386,	11160,	
375406,	26636,	1069,	9867,	5056,	7609,	
376444,	27670,	1109,	10265,	5276,	7922,	
377487,	28541,	1148,	10572,	5424,	8158,	
378724,	33718,	1346,	12510,	6369,	9629,	
379725,	27545,	1108,	10188,	5177,	7860,	
380726,	27894,	1122,	10335,	5309,	7959,	
381879,	30464,	1224,	11288,	5780,	8704,	
382896,	27545,	1103,	10219,	5226,	7867,	
384318,	38080,	1530,	14110,	7225,	10880,	
385329,	26822,	1081,	9929,	5088,	7666,	
386344,	28094,	1129,	10412,	5328,	8015,	
387360,	27776,	1116,	10292,	5270,	7936,	
388365,	27788,	1116,	10298,	5286,	7942,	
389382,	27334,	1098,	10132,	5198,	7815,	
390392,	27053,	1094,	10007,	5125,	7727,	
391407,	27526,	1109,	10190,	5219,	7870,	
392912,	40978,	1644,	15189,	7788,	11714,	
393913,	27328,	1098,	10126,	5185,	7808,	
395366,	39424,	1584,	14608,	7480,	11264,	
396377,	27776,	1116,	10292,	5270,	7936,	
397379,	27346,	1101,	10126,	5185,	7813,	
398382,	27328,	1098,	10126,	5185,	7808,	
399391,	27058,	1083,	10036,	5142,	7711,	
400397,	25052,	717,	10074,	3364,	7748,	
401402,	21165,	0,	10212,	0,	7849,	
402428,	21391,	44,	10207,	288,	7865,	
403434,	27691,	1134,	10187,	5305,	7849,	
404445,	27995,	1133,	10344,	5305,	7975,	
405496,	29270,	1170,	10857,	5535,	8363,	
406768,	34826,	1393,	12920,	6618,	9955,	
407769,	27796,	1116,	10302,	5289,	7938,	
408769,	27351,	1098,	10142,	5199,	7828,	
409769,	27160,	1091,	10069,	5175,	7763,	
410770,	27351,	1098,	10131,	5190,	7808,	
411771,	27814,	1119,	10301,	5288,	7941,	
412771,	27599,	1115,	10207,	5210,	7866,	
413772,	27259,	1096,	10092,	5173,	7791,	
414772,	27331,	1098,	10130,	5194,	7810,	
415787,	27015,	1083,	10019,	5145,	7732,	
416787,	27273,	1098,	10098,	5166,	7789,	
417789,	27693,	1116,	10245,	5256,	7903,	
418804,	27199,	1095,	10072,	5169,	7773,	
419804,	26729,	1079,	9886,	5068,	7615,	
420819,	28048,	1131,	10390,	5331,	8032,	
421820,	27173,	1091,	10067,	5165,	7774,	
422820,	27176,	1087,	10080,	5180,	7764,	
423841,	28142,	1134,	10413,	5344,	8047,	
424857,	28258,	1137,	10463,	5360,	8070,	
426304,	39729,	1602,	14705,	7543,	11350,	
427319,	27328,	1098,	10126,	5185,	7808,	
428319,	27081,	1090,	10035,	5143,	7739,	
429340,	27328,	1098,	10126,	5185,	7808,	
430356,	27241,	1097,	10090,	5164,	7788,	
431363,	27556,	1105,	10220,	5230,	7872,	
432372,	27495,	1104,	10181,	5228,	7838,	
433388,	28019,	1126,	10375,	5279,	7973,	
434389,	27328,	1098,	10126,	5185,	7808,	
435404,	27379,	1104,	10133,	5185,	7816,	
436405,	27168,	1087,	10078,	5149,	7763,	
437406,	27076,	1084,	10040,	5135,	7738,	
438422,	27699,	1109,	10272,	5254,	7919,	
439422,	27240,	1102,	10078,	5166,	7783,	
440423,	26978,	1084,	9997,	5118,	7694,	
441423,	27155,	1090,	10061,	5165,	7770,	
442423,	27420,	1101,	10168,	5212,	7832,	
443424,	28027,	1133,	10359,	5319,	8008,	
444445,	27798,	1120,	10294,	5276,	7930,	
445454,	27814,	1120,	10301,	5281,	7946,	
446454,	27369,	1102,	10135,	5194,	7820,	
447925,	40883,	1638,	15161,	7769,	11674,	
448947,	27679,	1110,	10268,	5288,	7930,	
450387,	37037,	1224,	14448,	5781,	11148,	
451396,	21320,	0,	10290,	0,	7936,	
452407,	21915,	103,	10293,	514,	7933,	
453414,	27543,	1110,	10193,	5197,	7852,	
454450,	27654,	1109,	10243,	5262,	7908,	
455452,	27213,	1098,	10070,	5147,	7737,	
456457,	27041,	1083,	10030,	5128,	7747,	
457474,	27565,	1109,	10214,	5222,	7871,	
458484,	27751,	1113,	10290,	5264,	7930,	
459490,	27364,	1098,	10142,	5196,	7818,	
460509,	28238,	1135,	10479,	5404,	8086,	
461529,	27547,	1109,	10196,	5207,	7863,	
462538,	27847,	1115,	10320,	5281,	7950,	
463547,	27913,	1122,	10337,	5308,	7995,	
464564,	27664,	1111,	10246,	5232,	7883,	
465575,	27663,	1112,	10249,	5233,	7888,	
466580,	26880,	1080,	9960,	5100,	7680,	
467607,	28079,	1129,	10403,	5318,	8021,	
468610,	27143,	1084,	10077,	5151,	7765,	
469615,	27227,	1099,	10071,	5161,	7776,	
470622,	27645,	1115,	10239,	5238,	7892,	
471624,	27424,	1104,	10152,	5201,	7827,	
472625,	27693,	1113,	10265,	5270,	7915,	
473647,	27724,	1112,	10276,	5232,	7920,	
474665,	28059,	1131,	10382,	5323,	8010,	
475679,	27752,	1113,	10289,	5270,	7936,	
476695,	27735,	1118,	10271,	5277,	7905,	
477710,	28224,	1134,	10458,	5355,	8064,	
478710,	27354,	1098,	10139,	5200,	7819,	
479711,	27337,	1098,	10129,	5191,	7808,	
480726,	27579,	1112,	10207,	5224,	7879,	
481747,	27389,	1105,	10135,	5216,	7824,	
482762,	27602,	1106,	10240,	5225,	7886,	
483777,	27270,	1094,	10118,	5197,	7811,	
484793,	27412,	1105,	10147,	5193,	7815,	
485808,	27456,	1101,	10176,	5218,	7864,	
486808,	27242,	1095,	10097,	5173,	7796,	
487809,	27328,	1098,	10126,	5185,	7808,	
488809,	27253,	1091,	10110,	5183,	7819,	
489809,	26983,	1078,	10018,	5116,	7722,	
490824,	27766,	1113,	10310,	5254,	7913,	
491825,	27233,	1095,	10080,	5161,	7787,	
492847,	27542,	1106,	10204,	5230,	7868,	
493862,	27776,	1116,	10292,	5270,	7936,	
494877,	27711,	1112,	10277,	5261,	7917,	
495892,	27414,	1103,	10162,	5211,	7840,	
496908,	27727,	1113,	10278,	5263,	7922,	
498347,	38986,	1566,	14447,	7403,	11136,	
499363,	28224,	1134,	10458,	5355,	8064,	
